timepoints (min);46: wc-2-.1;47: wc-2-.2;48: wc-2-.3
900;-75.922;-93.862;-126.668
910;-70.913;-87.407;-122.019
920;-65.8;-81.853;-118.08
930;-61.382;-77.03;-112.938
940;-57.651;-73.43;-108.471
950;-54.214;-70.303;-104.564
960;-51.535;-67.572;-100.294
970;-49.25;-64.825;-96.512
980;-46.975;-62.642;-93.148
990;-45.204;-60.725;-90.421
1000;-43.586;-59.037;-87.986
1010;-42.393;-57.125;-85.804
1020;-41.346;-55.416;-84.019
1030;-33.738;-47.513;-75.261
1040;-26.109;-39.526;-66.486
1050;-18.458;-31.522;-57.219
1060;-14.464;-23.502;-52.014
1070;-10.496;-19.82;-46.793
1080;-8.646;-16.122;-40.968
1090;-6.784;-12.409;-38.004
1100;-5.989;-11.024;-35.022
1110;-5.223;-9.621;-31.75
1120;-5.017;-8.2;-29.299
1130;-4.839;-7.936;-26.829
1140;-5.141;-7.653;-24.566
1150;-5.391;-7.353;-22.521
1160;-5.798;-6.995;-20.456
1170;-6.79;-6.58;-18.52
1180;-7.806;-6.15;-17.685
1190;-8.805;-5.624;-16.831
1200;-9.948;-5.34;-15.962
1210;-10.641;-5.039;-15.797
1220;-11.242;-5.002;-15.617
1230;-11.814;-5.38;-15.251
1240;-12.258;-5.739;-14.712
1250;-12.567;-6.081;-14.162
1260;-12.993;-6.91;-12.898
1270;-13.333;-7.724;-11.429
1280;-13.67;-8.522;-9.955
1290;-14.209;-8.953;-7.861
1300;-14.745;-9.373;-6.286
1310;-15.239;-9.781;-4.709
1320;-15.723;-9.856;-2.494
1330;-15.765;-9.922;-0.999
1340;-15.726;-9.979;0.496
1350;-15.165;-10.068;2.413
1360;-14.536;-10.351;3.927
1370;-13.467;-10.622;5.44
1380;-12.43;-11.122;7.094
1390;-11.59;-11.697;8.787
1400;-10.918;-12.257;10.478
1410;-10.241;-13.084;12.224
1420;-9.68;-13.936;14.128
1430;-9.098;-14.772;16.031
1440;-7.791;-15.591;18.094
1450;-6.32;-16.628;20.275
1460;-4.605;-17.65;22.456
1470;-2.857;-18.657;24.491
1480;-2.067;-19.842;26.485
1490;-1.204;-21.014;28.485
1500;-0.422;-22.173;30.204
1510;0.629;-22.792;31.522
1520;2.237;-23.396;32.816
1530;3.858;-23.984;34.03
1540;5.636;-23.157;34.843
1550;6.891;-22.997;35.662
1560;8.068;-22.812;36.841
1570;9.563;-22.844;37.459
1580;10.573;-22.294;38.068
1590;12.463;-21.718;38.997
1600;13.81;-21.196;39.606
1610;15.996;-20.462;40.214
1620;17.686;-19.709;40.741
1630;18.127;-20.797;39.185
1640;18.699;-21.937;37.594
1650;19.272;-23.076;36.164
1660;19.793;-24.215;35.357
1670;20.393;-24.505;34.461
1680;21.132;-24.794;34.044
1690;21.228;-25.084;33.964
1700;21.509;-24.259;33.932
1710;21.681;-23.434;34.381
1720;22.143;-22.61;35.134
1730;23.628;-20.834;35.99
1740;25.541;-19.059;37.567
1750;27.451;-17.284;39.465
1760;30.041;-15.988;41.363
1770;32.113;-14.948;43.221
1780;34.185;-13.908;45.352
1790;36.563;-14.441;47.531
1800;39.426;-14.284;49.23
1810;41.601;-14.127;50.694
1820;43.374;-13.921;52.233
1830;44.261;-13.634;53.212
1840;44.212;-13.348;53.844
1850;43.451;-13.061;54.4
1860;41.884;-12.661;53.636
1870;39.957;-12.261;52.917
1880;37.717;-11.861;52.074
1890;35.677;-11.526;50.272
1900;33.575;-11.19;48.399
1910;32.193;-10.855;46.546
1920;30.964;-11.076;44.334
1930;30.01;-11.297;41.766
1940;28.695;-11.517;39.287
1950;27.401;-12.397;36.328
1960;25.981;-12.324;32.959
1970;24.374;-12.251;29.61
1980;23.12;-12.497;26.341
1990;21.52;-11.266;22.345
2000;20.567;-10.036;18.335
2010;18.954;-8.757;14.445
2020;17.342;-5.981;10.568
2030;15.843;-3.204;6.65
2040;14.044;-0.428;2.731
2050;12.218;1.59;-0.728
2060;11.018;3.608;-4.194
2070;9.272;5.626;-7.741
2080;8.363;7.026;-10.72
2090;6.474;8.426;-13.698
2100;5.292;9.826;-16.676
2110;3.29;12.486;-18.265
2120;1.64;15.145;-19.734
2130;-0.09;17.804;-21.203
2140;-2.012;21.171;-21.643
2150;-3.935;28.263;-22.164
2160;-5.651;35.356;-22.686
2170;-7.437;43.05;-22.75
2180;-8.908;52.152;-22.775
2190;-9.977;61.254;-22.8
2200;-10.836;70.37;-22.29
2210;-11.61;76.546;-21.717
2220;-11.988;82.723;-21.145
2230;-12.719;88.899;-20.625
2240;-13.084;91.128;-19.891
2250;-14.11;93.357;-19.157
2260;-15.137;95.586;-18.53
2270;-16.012;96.008;-17.396
2280;-17.008;96.43;-16.262
2290;-18.32;96.852;-15.101
2300;-19.68;99.491;-14.226
2310;-21.759;102.13;-13.352
2320;-23.243;104.768;-12.425
2330;-25.252;108.044;-12.132
2340;-26.186;111.341;-11.8
2350;-26.654;114.637;-11.516
2360;-26.259;116.983;-11.266
2370;-25.408;119.979;-11.137
2380;-24.429;122.975;-11.021
2390;-23.45;126.24;-11.185
2400;-22.36;124.95;-11.309
2410;-21.56;123.661;-11.371
2420;-20.225;122.371;-11.894
2430;-19.192;118.356;-12.457
2440;-17.687;114.341;-12.964
2450;-16.357;110.326;-13.08
2460;-15.083;107.578;-13.196
2470;-14.266;104.83;-13.326
2480;-13.434;102.083;-12.687
2490;-13.065;100.473;-12.248
2500;-12.335;98.863;-11.782
2510;-11.571;97.254;-11.45
2520;-11.047;95.785;-11.637
2530;-10.764;94.33;-11.742
2540;-9.91;92.874;-12.422
2550;-9.177;89.457;-12.822
2560;-7.717;86.127;-13.139
2570;-6.303;82.797;-13.604
2580;-4.585;78.85;-13.469
2590;-2.884;73.33;-13.21
2600;-1.719;67.81;-12.877
2610;-0.556;62.29;-12.545
2620;0.254;54.236;-12.219
2630;1.063;46.182;-11.647
