timepoints (min);16: frq7,+ -1;17: frq7,+ -2;18: frq7,+ -3;19: frq1,- -1;20: frq1,- -2;21: frq1,- -3;22: frq7,- -1;23: frq7,- -2;24: frq7,- -3;25: frq9,+ -1;26: frq9,+ -2;27: frq9,+ -3;28: frq10,+ -1;29: frq10,+ -2;30: frq10,+ -3
3930;-305.575;-196.527;-214.777;71.363;101.542;241.061;-248.428;-182.855;-163.937;339.826;207.134;213.197;42.874;0.571;55.53
3940;-296.156;-195.748;-210.652;59.081;88.102;230.026;-246.571;-181.83;-169.23;335.21;201.866;209.31;43.706;-1.985;58.143
3950;-286.421;-193.913;-206.276;47.199;75.419;219.201;-246.047;-180.815;-173.091;330.116;197.217;203.56;44.99;-4.047;59.997
3960;-276.199;-192.724;-201.502;35.491;62.377;208.294;-245.899;-180.393;-175.007;323.902;192.774;197.789;46.164;-6.217;61.417
3970;-265.321;-190.594;-197.281;24.877;50.039;194.966;-245.41;-180.174;-176.444;318.134;189.461;190.814;47.932;-7.945;63.142
3980;-254.554;-188.389;-192.833;13.782;38.559;181.637;-245.226;-179.023;-177.226;310.276;186.148;183.949;49.701;-9.561;64.895
3990;-243.404;-185.873;-188.353;4.177;27.611;166.629;-246.128;-178.137;-178.025;301.877;182.995;178.316;49.961;-10.778;64.996
4000;-235.219;-182.473;-185.039;-4.804;17.646;152.155;-246.446;-175.966;-177.92;292.244;180.641;172.931;50.622;-12.286;65.179
4010;-229.065;-178.701;-182.817;-13.819;7.455;136.524;-245.363;-175.025;-177.17;282.338;177.234;168.967;50.953;-14.153;66.386
4020;-223.234;-174.963;-179.908;-22.054;-1.16;121.294;-242.937;-174.509;-176.815;273.199;173.508;164.819;51.764;-15.468;67.349
4030;-216.177;-171.367;-176.884;-30.161;-9.309;105.953;-240.123;-174.458;-175.677;262.19;167.983;161.076;52.185;-16.578;68.636
4040;-208.732;-167.506;-173.909;-37.349;-18.506;91.567;-236.229;-174.421;-174.963;251.916;161.756;155.434;51.926;-17.597;70.549
4050;-200.825;-163.077;-170.577;-44.125;-26.435;77.99;-233.441;-173.415;-174.265;240.481;155.054;148.6;50.345;-17.912;72.345
4060;-193.393;-158.703;-166.604;-49.041;-34.943;65.294;-230.219;-171.367;-173.741;228.247;148.149;141.138;48.106;-18.186;72.978
4070;-187.023;-153.59;-163.091;-54.117;-41.465;52.386;-227.994;-168.553;-172.815;217.19;142.444;131.972;45.268;-18.411;73.425
4080;-181.341;-148.297;-159.887;-59.366;-46.766;39.437;-224.992;-165.677;-171.63;205.636;136.934;122.996;42.458;-18.876;71.472
4090;-174.886;-142.832;-155.434;-63.854;-51.706;26.53;-221.789;-162.938;-170.327;195.859;131.743;112.938;41.928;-18.782;69.512
4100;-167.239;-137.484;-150.44;-68.288;-56.306;16.215;-217.257;-161.123;-169.11;186.113;126.063;103.044;42.68;-19.178;68.952
4110;-159.88;-134.068;-144.836;-71.523;-61.611;5.526;-212.229;-158.828;-167.022;177.247;120.68;93.262;43.425;-19.095;70.821
4120;-153.593;-129.727;-137.229;-74.381;-66.916;-2.294;-208.361;-158.452;-164.801;168.197;115.462;84.346;43.083;-19.16;72.883
4130;-145.946;-124.215;-128.559;-75.979;-72.891;-10.113;-204.764;-158.981;-162.982;158.468;110.32;75.113;42.789;-18.924;73.585
4140;-136.939;-118.208;-120.436;-76.618;-78.712;-16.076;-200.454;-159.012;-161.134;148.996;105.76;67.946;41.679;-18.783;74.287
4150;-127.997;-112.091;-112.996;-77.222;-83.927;-21.25;-196.248;-159.291;-158.858;139.004;101.228;57.63;40.803;-19.079;71.909
4160;-119.623;-105.966;-105.672;-78.666;-89.102;-26.418;-193.55;-158.462;-156.148;129.887;95.992;49.343;39.228;-19.457;69.324
4170;-110.302;-99.84;-98.583;-80.44;-95.059;-29.243;-191.171;-159.015;-152.836;120.472;93.665;40.244;37.615;-20.076;65.283
4180;-102.052;-93.361;-89.833;-82.13;-100.145;-32.047;-189.233;-159.234;-149.346;112.406;93.276;32.782;35.332;-20.556;61.083
4190;-94.054;-86.8;-80.379;-84.044;-104.75;-36.495;-186.779;-160.401;-145.142;101.779;88.807;24.541;32.89;-19.559;56.825
4200;-82.647;-79.531;-70.621;-85.804;-108.843;-41.465;-184.063;-161.554;-140.721;90.552;84.646;17.966;30.097;-17.887;52.407
4210;-71.666;-71.484;-61.441;-88.364;-111.906;-46.514;-180.313;-161.563;-136.335;80.437;79.964;10.727;26.983;-16.177;47.927
4220;-60.239;-65.532;-52.488;-91;-115.41;-50.949;-175.48;-159.458;-132.662;69.872;75.201;4.414;22.579;-14.803;43.03
4230;-50.357;-59.491;-44.72;-93.706;-119.457;-55.134;-169.379;-157.414;-128.669;61.299;69.312;-2.844;17.942;-13.61;38.217
4240;-40.697;-52.57;-37.592;-96.938;-124.697;-58.399;-163.182;-154.019;-125.639;52.388;62.779;-10.738;14.001;-13.234;33.902
4250;-27.061;-45.823;-30.183;-99.582;-129.937;-61.739;-157.935;-151.659;-121.891;43.556;56.109;-20.552;9.939;-12.939;29.588
4260;-12.819;-39.255;-23.108;-102.374;-134.343;-64.698;-153.841;-149.306;-117.823;34.302;49.439;-31.655;5.877;-12.47;24.913
4270;3.062;-32.57;-16.364;-105.254;-138.77;-67.272;-151.628;-147.385;-113.781;24.208;46.299;-44.097;1.08;-12.246;20.163
4280;18.994;-24.883;-9.313;-108.759;-142.661;-70.214;-147.352;-144.779;-110.557;16.135;43.16;-56.963;-3.717;-12.08;15.692
4290;34.59;-16.301;-1.753;-112.388;-145.379;-73.228;-142.852;-141.794;-107.254;7.662;40.463;-70.103;-8.091;-12.597;10.258
4300;49.422;-7.025;6.178;-116.353;-147.781;-76.352;-136.593;-138.371;-103.968;0.452;37.767;-82.258;-12.465;-13.95;4.699
4310;63.636;3.353;13.967;-121.155;-150.266;-80.434;-130.24;-133.319;-100.312;-6.979;33.623;-93.139;-16.841;-15.313;0.181
4320;77.84;12.924;21.461;-125.497;-152.89;-84.665;-122.921;-128.785;-96.615;-16.011;29.777;-102.407;-21.066;-16.196;-4.31
4330;92.517;22.768;28.651;-130.146;-155.503;-88.634;-116.563;-123.572;-92.826;-24.531;25.714;-112.123;-25.094;-16.714;-8.401
4340;106.786;32.821;35.132;-135.039;-158.854;-92.09;-110.89;-118.572;-89.319;-34.251;19.938;-120.516;-28.983;-17.433;-12.354
4350;119.356;42.843;41.614;-139.691;-161.924;-95.572;-106.097;-113.532;-85.41;-43.76;14.833;-129.608;-32.91;-17.697;-18.379
4360;131.45;52.789;48.774;-144.585;-165.137;-98.521;-101.286;-108.014;-82.076;-54.477;6.572;-138.847;-36.403;-17.292;-25.263
4370;143.263;62.894;54.641;-149.519;-168.528;-100.279;-95.244;-100.789;-78.099;-64.389;-0.692;-147.792;-38.363;-16.928;-32.414
4380;154.935;73.327;59.625;-154.502;-171.64;-101.814;-90.163;-93.644;-73.891;-73.035;-7.737;-156.516;-41.273;-15.288;-39.852
4390;166.79;84.418;65.2;-159.448;-174.061;-102.943;-84.549;-85.983;-68.96;-79.756;-15.188;-164.783;-42.786;-13.589;-47.332
4400;178.69;95.516;72.335;-163.994;-175.923;-104.17;-77.134;-78.647;-64.128;-86.206;-20.617;-169.909;-46.186;-11.44;-53.759
4410;191.294;107.957;79.945;-166.723;-176.032;-105.135;-68.275;-71.71;-59.201;-92.586;-24.182;-174.908;-48.855;-10.691;-60.268
4420;203.466;120.443;87.412;-168.098;-174.712;-106.033;-58.844;-64.23;-55.131;-99.048;-30.819;-178.894;-51.92;-9.673;-64.714
4430;215.6;132.811;94.462;-168.942;-173.074;-106.611;-49.31;-56.829;-50.538;-107.397;-37.484;-183.029;-54.943;-9.899;-69.279
4440;226.305;145.138;101.694;-169.626;-172.156;-106.872;-41.633;-48.988;-44.523;-115.106;-38.415;-186.074;-58.17;-11.291;-73.294
4450;233.161;156.012;109.025;-169.778;-170.466;-107.263;-31.677;-40.574;-38.497;-122.115;-39.277;-189.35;-61.251;-13.166;-76.819
4460;238.79;166.473;115.894;-169.063;-169.156;-108.135;-22.862;-33.905;-31.596;-128.083;-38.71;-192.066;-63.966;-14.501;-80.76
4470;244.483;177.608;122.978;-167.865;-166.586;-108.903;-13.299;-27.316;-24.694;-133.676;-38.143;-194.291;-66.68;-15.341;-83.559
4480;252.302;188.695;130.411;-165.501;-164.815;-109.937;-3.248;-20.197;-18.188;-139.949;-35.826;-195.516;-69.334;-16;-86.406
4490;260.081;198.93;138.137;-162.637;-162.335;-110.411;7.419;-14.076;-10.64;-145.559;-32.149;-196.55;-72.508;-15.738;-88.748
4500;266.135;208.574;145.342;-159.615;-160.575;-110.578;19.716;-5.47;-2.117;-152.884;-29.306;-195.865;-75.919;-15.463;-91.186
4510;272.589;217.505;152.254;-156.49;-159.486;-109.658;33.444;5.222;5.948;-159.396;-26.383;-194.665;-79.41;-14.949;-93.865
4520;276.64;226.415;159.11;-153.676;-158.234;-108.772;47.488;16.812;14.101;-165.268;-26.403;-192.265;-83.204;-14.142;-96.647
4530;278.716;234.342;166.052;-150.757;-156.909;-108.003;61.737;30.025;21.226;-170.433;-26.561;-189.185;-86.946;-13.364;-99.844
4540;280.421;241.321;173.35;-148.106;-155.321;-107.052;79.012;45.68;28.423;-175.399;-26.239;-185.665;-90.142;-11.848;-102.661
4550;284.226;246.737;180.354;-145.137;-152.694;-106.919;96.103;60.914;35.851;-180.241;-28.905;-181.51;-93.185;-10.419;-105.615
4560;289.465;250.912;186.894;-141.767;-149.746;-106.265;115.595;78.229;43.281;-184.204;-30.211;-178.636;-95.988;-9.19;-108.09
4570;292.677;254.949;193.543;-138.025;-145.53;-105.846;133.331;98.012;50.782;-187.473;-35.866;-175.055;-98.459;-8.75;-110.771
4580;294.432;257.581;199.535;-133.701;-142.127;-105.883;151.132;116.71;58.265;-191.382;-41.921;-171.274;-101.371;-8.43;-113.052
4590;294.865;259.33;205.081;-129.092;-138.017;-105.938;170.497;136.276;66.65;-193.677;-46.68;-167.221;-103.626;-7.855;-115.265
4600;295.25;260.21;210.52;-124.716;-133.469;-106.047;190.908;154.021;74.288;-195.579;-51.439;-162.371;-105.578;-7.079;-116.292
4610;295.262;261.11;215.811;-119.96;-128.921;-105.833;211.192;171.428;83.246;-196.308;-54.418;-157.641;-106.483;-6.901;-117.361
4620;294.463;261.117;220.876;-115.768;-123.575;-105.64;230.141;186.47;93.488;-197.207;-57.397;-152.916;-107.367;-6.379;-118.066
4630;290.63;259.81;225.408;-110.323;-118.349;-105.167;248.33;202.592;103.465;-198.72;-60.484;-147.75;-107.208;-7.152;-118.011
4640;284.457;256.359;228.901;-105.105;-113.334;-104.698;264.266;217.57;113.972;-200.912;-63.606;-142.993;-106.87;-7.673;-118.101
4650;278.299;252.749;230.499;-101.087;-109.428;-104.327;278.232;229.243;124.2;-202.748;-68.611;-137.137;-105.503;-7.674;-117.044
4660;271.719;246.628;231.341;-97.51;-105.401;-104.236;292.397;237.179;134.332;-204.17;-73.989;-131.462;-104.177;-6.2;-115.96
4670;266.76;239.239;232.714;-94.812;-102.181;-103.959;306.531;246.086;145.309;-206.702;-79.494;-124.87;-102.244;-4.713;-114.928
4680;261.927;231.498;233.488;-91.475;-99.273;-103.69;320.263;256.443;156.486;-207.355;-84.89;-118.185;-99.592;-2.044;-113.648
4690;260.775;223.571;232.483;-88.348;-96.196;-102.914;333.961;266.738;166.047;-207.964;-92.181;-110.873;-96.935;0.401;-112.756
4700;260.014;215.764;229.622;-84.501;-93.178;-102.548;344.21;276.389;174.537;-208.843;-98.27;-102.917;-93.981;2.982;-112.153
4710;258.56;208.183;225.259;-80.868;-88.684;-101.372;352.528;283.692;181.771;-210.913;-105.2;-94.681;-91.066;4.948;-112.046
4720;254.218;199.543;219.519;-77.361;-84.575;-100.29;359.727;289.452;185.539;-213.668;-112.903;-86.923;-88.105;6.866;-112.52
4730;249.247;189.874;213.497;-73.916;-78.738;-99.247;365.154;292.062;189.01;-215.742;-120.844;-78.484;-84.743;8.728;-112.808
4740;244.032;180.258;207.521;-70.775;-72.832;-98.342;370.525;293.657;191.535;-217.542;-130.526;-70.905;-80.454;9.792;-112.992
4750;238.537;170.183;201.599;-67.647;-66.261;-98.367;374.901;293.498;192.054;-217.702;-140.11;-63.029;-76.164;10.884;-112.906
4760;230.902;159.241;195.917;-65.109;-59.931;-98.546;377.004;290.603;192.268;-217.188;-149.41;-55.971;-71.97;11.211;-112.217
4770;221.337;147.65;190.21;-63.251;-53.502;-99.753;378.812;289.228;192.303;-217.033;-158.481;-49.321;-67.741;11.812;-111.699
4780;212.392;136.01;184.001;-61.345;-46.426;-100.452;378.81;285.443;192.488;-217.516;-167.469;-43.614;-63.455;12.346;-110.382
4790;203.356;123.828;177.177;-57.879;-39.433;-100.586;376.062;280.102;191.91;-216.501;-176.236;-38.178;-59.156;13.298;-109.501
4800;192.989;111.003;168.712;-53.036;-32.372;-99.557;371.712;274.681;191.012;-215.526;-183.382;-33.473;-54.855;14.33;-107.49
4810;180.319;97.364;159.167;-48.033;-25.254;-98.646;364.502;265.697;190.119;-214.683;-190.432;-28.168;-50.52;15.546;-105.863
4820;169.008;83.905;149.131;-42.83;-18.694;-97.581;356.295;253.52;188.594;-212.72;-193.519;-23.308;-46.634;16.989;-104.258
4830;157.923;70.508;138.757;-38.033;-10.535;-95.974;346.103;241.47;186.723;-209.524;-195.405;-18.408;-42.789;18.699;-102.972
4840;145.283;57.91;128.117;-31.731;-0.8;-94.594;334.724;228.469;187.418;-205.128;-196.095;-13.658;-39.8;20.217;-101.542
4850;130.179;45.556;116.57;-25.491;8.17;-92.153;321.771;218.388;186.785;-200.815;-195.727;-7.575;-35.982;21.588;-98.192
4860;114.021;33.201;103.979;-17.183;18.806;-90.048;308.132;209.141;184.468;-196.67;-193.492;-1.131;-33.652;22.684;-94.359
4870;99.269;20.225;90.553;-8.479;28.815;-87.334;294.157;200.117;179.21;-191.982;-189.753;6.189;-30.843;23.341;-90.262
4880;85.484;7.563;75.772;-1.199;39.481;-85.512;280.753;190.094;174.521;-188.404;-185.458;13.372;-28.353;23.953;-86.537
4890;70.817;-4.88;61.577;6.804;51.341;-83.538;265.723;178.879;169.24;-185.789;-178.701;19.596;-25.607;24.166;-82.452
4900;56.079;-17.337;47.541;15.455;63.233;-80.684;250.759;171.485;164.498;-183.934;-172.095;24.665;-21.941;24.436;-78.288
4910;40.677;-29.655;33.429;25.906;76.789;-77.617;234.117;167.132;157.73;-181.898;-160.524;29.774;-17.342;24.428;-74.207
4920;24.076;-40.706;19.119;36.254;90.372;-74.354;216.527;162.822;150.041;-179.538;-148.953;34.041;-12.785;24.379;-70.12
4930;6.334;-51.15;4.979;48.461;105.556;-71.206;199.248;157.981;141.033;-176.234;-134.499;39.825;-8.44;23.966;-66.199
4940;-13.676;-62.033;-9.048;62.301;122.361;-68.091;181.97;152.459;131.008;-172.608;-120.046;45.189;-4.054;23.672;-62.508
4950;-33.338;-73.041;-21.604;75.316;138.669;-64.87;165.476;147.003;122.103;-167.756;-105.112;51.586;-0.687;22.823;-58.748
4960;-51.007;-83.81;-33.28;91.145;155.836;-61.705;149.033;143.24;113.37;-162.541;-90.178;57.731;2.894;21.815;-54.108
4970;-66.85;-93.316;-43.91;106.817;174.866;-58.644;131.03;138.378;107.483;-156.841;-74.641;62.829;6.532;20.778;-49.342
4980;-82.898;-101.935;-54.055;123.801;192.905;-55.59;114.71;135.881;101.79;-151.531;-61.385;67.426;11.611;19.314;-43.185
4990;-99.022;-110.492;-64.956;140.828;209.124;-52.247;100.181;132.574;93.891;-146.661;-47.651;72.623;16.012;18.505;-36.692
5000;-115.703;-118.45;-75.834;159.054;225.357;-47.84;85.411;127.338;83.594;-140.73;-33.255;76.862;21.614;17.199;-30.462
5010;-130.583;-125.564;-87.2;176.185;239.076;-43.426;71.13;123.055;73.679;-134.999;-19.797;82.221;27.321;16.652;-23.87
5020;-143.014;-132.342;-98.97;193.825;252.734;-37.028;56.68;115.379;64.419;-126.251;-4.127;87.415;33.234;16.058;-17.527
5030;-155.781;-139.334;-110.688;209.585;265.043;-30.597;42.79;106.225;55.715;-114.303;11.543;92.885;39.108;16.183;-11.423
5040;-169.555;-146.166;-122.109;224.087;278.354;-24.302;28.742;96.315;47.69;-103.247;27.28;98.338;45.509;16.119;-5.43
5050;-182.793;-151.825;-132.112;236.272;290.359;-17.694;15.574;84.931;38.808;-89.061;44.537;103.476;51.79;16.644;-0.261
5060;-195.014;-156.377;-140.468;248.339;302.032;-10.996;1.269;74.608;29.463;-74.915;61.777;107.917;58.451;16.964;4.903
5070;-205.466;-161.066;-148.113;259.508;311.463;-3.563;-10.567;65.257;20.839;-59.183;79.348;112.192;65.472;16.847;9.999
5080;-213.737;-164.761;-154.855;267.749;320.269;3.338;-20.843;55.897;12.654;-44.652;94.68;116.759;70.771;16.61;15.854
5090;-220.714;-168.589;-161.734;273.843;324.279;10.81;-32.001;46.058;2.309;-30.786;109.674;121.646;76.098;16.188;21.626
5100;-226.658;-172.39;-168.426;279.079;328.268;18.197;-42.833;34.761;-6.852;-16.48;122.978;125.186;81.126;16.086;26.359
5110;-231.45;-176.143;-174.57;282.116;330.542;25.488;-53.625;20.934;-15.338;-2.323;136.371;129.287;86.208;16.223;30.974
5120;-236.439;-178.97;-179.306;284.233;330.796;33.874;-64.803;5.12;-23.263;12.85;147.575;132.305;91.545;16.386;35.855
5130;-240.274;-181.21;-183.143;286.268;330.196;43.037;-76.226;-10.717;-31.752;29.119;159.076;135.463;96.881;16.614;40.854
5140;-242.406;-182.524;-187.338;286.607;325.55;53.095;-86.17;-27.292;-41.106;46.479;166.535;139.506;100.612;15.938;46.686
5150;-244.417;-184.197;-190.876;285.439;319.138;64.313;-98.794;-44.684;-51.294;64.53;173.206;143.732;104.143;14.327;52.677
5160;-246.135;-185.207;-194.303;282.636;310.763;75.565;-109.439;-61.531;-59.703;82.076;175.359;148.215;106.851;13.105;58.745
5170;-246.048;-186.263;-198.251;276.738;301.124;89.679;-120.243;-78.811;-68.746;97.826;177.712;153.098;110.4;11.966;64.577
5180;-242.95;-186.75;-202.488;266.786;289.978;106.839;-131.068;-95.932;-77.846;112.137;177.839;156.472;113.545;11.012;70.312
5190;-239.372;-186.888;-206.392;255.174;274.743;123.895;-143.588;-112.651;-86.433;124.56;178.047;159.366;116.334;9.305;77.353
5200;-235.938;-186.879;-210.274;242.241;258.938;141.415;-156.381;-128.829;-94.779;135.927;176.519;159.454;117.843;7.583;84.418
5210;-232.506;-186.881;-212.793;225.469;240.852;158.448;-167.488;-144.263;-103.806;146.734;176.15;159.514;119.393;5.892;91.672
5220;-229.199;-186.433;-213.726;208.814;219.692;174.441;-175.294;-157.865;-111.745;158.051;176.236;160.469;120.732;4.208;99.665
5230;-223.884;-185.291;-213.541;190.764;198.505;190.483;-181.229;-170.906;-119.401;169.472;180.172;161.555;120.521;3.265;106.163
5240;-216.186;-183.292;-212.393;173.114;178.805;206.077;-188.477;-182.197;-124.138;181.527;184.599;163.017;119.194;2.554;113.018
5250;-209.208;-180.23;-211.274;154.47;159.583;221.152;-195.582;-191.77;-126.428;191.702;188.694;164.606;116.298;2.237;119.87
5260;-202.01;-175.458;-209.246;136.192;142.676;236.281;-205.234;-201.342;-128.47;201.939;191.469;165.171;113.25;1.319;126.119
5270;-197.697;-169.814;-206.455;118.837;125.844;249.319;-214.017;-210.015;-130.772;210.377;192.101;163.897;109.305;0.27;132.352
5280;-194.097;-163.465;-203.119;103.19;109.033;260.412;-224.244;-217.928;-132.257;215.234;191.172;162.146;105.36;-2.051;137.905
5290;-190.047;-156.367;-198.709;87.414;90.768;268.926;-234.23;-225.841;-133.552;219.934;189.571;158.156;100.179;-4.51;143.597
5300;-187.028;-149.062;-193.292;72.585;71.912;276.593;-242.782;-232.15;-133.928;220.488;186.25;153.465;95.399;-6.568;149.45
5310;-184.895;-141.994;-187.996;57.789;53.315;282.759;-249.312;-238.939;-133.618;221.215;183.152;148.801;90.163;-8.606;154.81
5320;-183.89;-135.059;-182.815;43.829;36.673;285.484;-255.262;-245.266;-132.997;221.262;178.054;144.16;84.428;-8.963;160.654
5330;-183.633;-128.404;-177.897;32.789;20.011;288.265;-260.337;-250.821;-132.989;221.254;172.292;139.505;80.343;-10.148;166.218
5340;-183.006;-121.669;-171.379;21.619;6.189;288.934;-264.072;-253.415;-133.888;221.206;166.897;134.732;76.4;-11.072;170.928
5350;-181.018;-113.531;-164.606;11.044;-8.001;288.479;-267.317;-255.761;-134.381;220.29;161.781;130.36;72.017;-12.709;175.239
5360;-179.177;-104.619;-157.876;0.552;-22.109;288.244;-268.622;-257.919;-136.193;218.258;156.886;125.4;67.983;-14.298;178.45
5370;-176.392;-96.708;-151.503;-9.301;-34.117;286.236;-269.559;-258.276;-136.393;214.832;151.83;121.88;63.086;-16.167;182.487
5380;-173.39;-89.545;-143.73;-19.586;-46.167;283.881;-270.454;-258.04;-137.014;211.095;146.727;118.295;58.201;-18.015;186.545
5390;-171.232;-81.105;-134.673;-28.948;-55.057;278.607;-270.272;-255.23;-136.354;205.876;141.743;115.59;54.317;-19.063;190.612
5400;-167.305;-70.814;-125.299;-37.502;-61.417;271.108;-266.963;-251.501;-134.968;200.556;136.763;112.348;50.661;-19.692;193.76
5410;-163.105;-61.157;-116.286;-46.019;-67.742;262.12;-263.081;-246.61;-134.087;195.116;131.222;109.222;46.839;-20.081;196.56
5420;-160.869;-52.228;-107.592;-51.297;-73.044;249.412;-257.811;-239.945;-132.49;190.941;124.359;103.461;41.846;-20.439;198.807
5430;-160.48;-43.527;-98.539;-54.644;-79.192;233.479;-252.713;-233.473;-129.552;187.975;117.24;95.557;36.852;-20.782;201.026
5440;-158.948;-34.105;-89.128;-57.775;-82.88;217.545;-245.41;-224.727;-127.126;186.89;108.65;88.148;31.934;-20.446;201.277
5450;-157.81;-24.872;-79.474;-59.586;-85.99;200.593;-237.574;-216.777;-124.541;185.079;99.59;81.338;28.775;-20.04;201.126
5460;-155.771;-15.105;-69.316;-60.49;-89.17;183.643;-229.241;-206.603;-119.201;183.596;87.401;74.583;26.021;-19.554;198.688
5470;-152.647;-5.12;-60.539;-61.978;-91.039;167.605;-221.673;-197.2;-113.71;179.186;75.323;67.749;23.763;-19.028;193.586
5480;-150.15;5.51;-52.545;-63.131;-93.277;150.276;-215.748;-188.164;-108.179;174.869;61.081;59.669;21.56;-18.941;188.56
5490;-148.372;15.67;-44.541;-65.219;-95.233;132.315;-209.532;-178.655;-103.457;170.058;46.688;50.792;20.331;-19.052;182.021
5500;-144.669;25.828;-35.196;-67.604;-97.516;114.28;-202.646;-169.514;-98.817;165.659;32.05;41.188;19.023;-19.114;175.519
5510;-141.29;35.458;-25.196;-69.583;-99.943;96.037;-192.297;-161.063;-93.577;161.581;18.439;31.618;17.445;-18.992;168.887
5520;-134.574;45.48;-15.503;-72.25;-102.691;78.201;-182.113;-152.588;-87.872;159.075;4.876;23.792;16.502;-18.91;161.593
5530;-127.355;54.811;-5.651;-74.858;-105.517;62.359;-169.952;-144.574;-80.941;156.672;-7.474;15.47;15.683;-17.749;154.299
5540;-119.254;64.512;3.75;-77.426;-107.755;49.046;-157.832;-136.194;-73.003;150.371;-19.687;9.285;15.228;-16.677;144.917
5550;-110.545;74.04;13.13;-80.447;-109.615;35.778;-145.017;-127;-65.134;144.996;-30.934;3.901;14.469;-16.556;134.855
5560;-100.19;83.746;22.186;-83.657;-111.531;23.95;-131.868;-118.366;-58.025;139.141;-42.174;-1.526;12.374;-16.441;123.077
5570;-89.319;92.425;30.989;-86.865;-113.727;14.737;-118.56;-107.186;-51.826;132.622;-52.979;-7.872;9.688;-18.379;111.126
5580;-78.847;100.399;39.51;-89.978;-116.759;5.563;-106.694;-95.906;-44.73;128.143;-62.421;-15.306;7.003;-19.697;99.174
5590;-68.366;108.492;45.754;-93.121;-119.77;-3.185;-96.488;-87.363;-37.127;123.514;-72.204;-22.757;3.514;-20.079;86.623
5600;-57.138;115.745;51.97;-96.112;-122.541;-12.394;-86.186;-78.408;-28.512;120.566;-81.014;-30.579;0.026;-19.854;74.073
5610;-44.968;122.152;58.246;-99.068;-125.484;-21.901;-76.349;-67.899;-19.497;118.857;-90.003;-38.326;-4.505;-19.801;60.794
5620;-34;129.661;64.015;-102.062;-127.988;-31.665;-65.841;-56.963;-11.233;116.165;-96.032;-46.499;-7.644;-20.588;46.492
5630;-23.582;138.49;69.303;-104.617;-129.912;-41.161;-55.52;-44.637;-4.028;113.999;-102.102;-54.077;-10.777;-21.436;32.349
5640;-10.752;145.743;74.052;-106.892;-132.488;-48.778;-44.444;-32.514;2.688;110.072;-105.092;-62.783;-14.2;-22.681;17.174
5650;1.265;149.767;79.066;-107.719;-135.164;-56.506;-34.186;-19.182;10.084;107.206;-108.503;-70.57;-17.603;-23.948;2.212
5660;14.583;154.232;84.221;-108.665;-138.24;-63.443;-22.048;-7.927;18.8;104.425;-111.314;-78.273;-20.93;-25.612;-12.505
5670;28.283;158.697;90.11;-109.862;-141.276;-69.952;-8.298;2.338;27.302;100.284;-114.017;-83.577;-23.954;-27.11;-27.359
5680;41.648;162.113;96.004;-112.112;-143.96;-76.156;5.308;13.898;34.804;95.127;-116.753;-87.799;-26.986;-28.581;-42.295
5690;54.401;165.4;101.753;-114.316;-146.61;-82.457;19.633;25.578;43.937;89.497;-116.65;-91.966;-30.097;-30.086;-55.406
5700;68.618;169.03;108.793;-116.721;-148.939;-88.837;33.786;37.623;53.928;84.537;-116.388;-95.572;-33.076;-31.597;-68.268
5710;83.193;172.451;115.808;-118.506;-151.193;-94.698;47.608;48.826;63.266;80.076;-115.566;-98.986;-36.648;-33.19;-78.161
5720;96.669;175.506;122.64;-119.603;-153.287;-101.072;61.23;60.069;72.294;78.659;-114.281;-101.382;-40.381;-34.811;-86.188
5730;110.269;177.826;129.334;-120.283;-155.152;-106.349;76.039;71.312;81.964;75.385;-114.277;-102.604;-44.113;-35.772;-94.214
5740;124.257;179.803;135.668;-119.59;-156.72;-110.226;90.695;82.399;91.661;73.121;-113.563;-104.109;-47.076;-36.789;-101.851
5750;137.931;180.986;140.701;-118.898;-158.288;-114.103;107.272;93.526;101.338;67.73;-112.168;-105.414;-50.039;-37.37;-109.357
5760;151.908;180.993;144.857;-117.779;-159.241;-118.223;122.41;106.16;110.287;62.061;-110.913;-107.152;-53.276;-38.079;-116.792
5770;166.516;179.543;149.074;-117.386;-159.883;-122.797;137.568;121.05;119.298;53.721;-110.079;-108.641;-56.931;-38.477;-122.854
5780;181.491;178.177;153.219;-116.679;-160.189;-127.359;151.607;137.299;127.822;47.881;-110.469;-109.243;-60.503;-39.55;-128.916
5790;196.146;175.539;157.441;-115.265;-159.861;-131.24;165.728;153.968;135.468;46.277;-111.225;-109.913;-63.182;-40.623;-133.618
5800;211.353;172.974;161.284;-113.491;-159.292;-134.634;178.61;170.237;142.273;44.273;-109.092;-110.004;-65.943;-41.417;-138.32
5810;224.694;170.221;164.782;-110.989;-157.69;-137.989;190.916;186.61;149.457;43.046;-106.815;-110.004;-67.381;-42.237;-141.941
5820;237.069;168.29;168.338;-108.727;-154.563;-141.226;202.857;200.519;154.914;38.858;-103.294;-109.098;-67.99;-42.192;-145.921
5830;249.51;165.273;171.069;-106.873;-150.716;-144.823;215.997;212.988;158.052;32.879;-99.959;-107.76;-68.407;-42.222;-149.64
5840;262.248;160.332;174.28;-104.859;-146.786;-147.331;231.194;224.552;160.852;24.819;-98.023;-106.319;-67.583;-43.123;-151.233
5850;274.102;154.785;177.381;-102.695;-142.657;-149.135;246.35;234.192;161.992;15.397;-97.586;-105.139;-66.601;-44.252;-152.826
