timepoints (min);01: bdA+.1;02: bdA+.2;03: bdA+.3;04: crybdIm1+.1;05: crybdIm1+.2;06: crybdIm1+.3;07: bdA-.1;08: bdA-.2;09: bdA-.3;10: crybdIm1-.1;11: crybdIm1-.2;12: crybdIm1-.3;13: frq1+.1;14: frq1+.2;15: frq1+.3
710;-293.804;-339.899;-322.114;-294.614;-328.893;-358.724;14.966;-38.112;557.641;-163.902;-107.542;-95.621;-248.52;-299.808;-437.22
720;-288.253;-339.149;-316.344;-292.513;-326.608;-358.266;19.031;-35.332;543.658;-155.1;-99.882;-91.403;-246.116;-290.494;-439.967
730;-279.173;-335.8;-311.24;-290.733;-324.813;-355.613;23.907;-32.573;521.173;-147.267;-93.24;-87.813;-244.027;-281.947;-443.2
740;-270.855;-332.128;-305.359;-289.362;-318.681;-351.941;28.046;-30.092;501.526;-140.164;-87.424;-83.681;-238.434;-275.309;-444.826
750;-258.31;-328.95;-300.173;-289.179;-313.481;-348.881;31.995;-27.885;478.344;-133.92;-81.571;-80.112;-230.084;-268.967;-446.469
760;-246.962;-326.256;-294.218;-288.816;-308.329;-346.393;35.791;-25.701;458.034;-127.444;-76.355;-75.808;-222.252;-263.402;-447.137
770;-235.576;-325.02;-288.869;-282.471;-304.158;-344.291;39.211;-23.61;440.091;-121.441;-71.674;-72.013;-214.56;-257.759;-447.877
780;-221.962;-322.212;-281.088;-276.25;-300.475;-343.125;42.512;-21.662;420;-116.037;-67.438;-68.512;-207.238;-252.125;-444.7
790;-209.423;-319.88;-274.023;-270.541;-297.959;-342.942;45.705;-19.062;402.212;-110.695;-63.589;-66.097;-200.429;-247.476;-441.88
800;-194.431;-315.401;-265.976;-263.677;-295.713;-342.783;48.731;-16.878;386.229;-105.836;-60.239;-63.875;-193.912;-242.999;-434.884
810;-180.911;-311.377;-258.607;-256.358;-291.985;-342.111;51.449;-14.481;369.42;-101.398;-57.161;-60.743;-186.919;-237.223;-428.526
820;-168.923;-306.006;-253.44;-249.673;-285.452;-341.488;53.631;-12.417;354.244;-97.655;-54.321;-57.851;-180.452;-231.714;-418.708
830;-157.786;-301.087;-249.184;-242.859;-279.442;-339.473;55.671;-10.795;339.115;-94.202;-51.273;-55.212;-173.113;-225.256;-409.435
840;-140.307;-293.125;-233.824;-225.096;-265.82;-332.84;60.275;-5.747;308.938;-78.69;-38.049;-43.913;-157.917;-205.896;-387.192
850;-123.151;-284.2;-218.763;-208.102;-251.33;-326.234;64.928;-0.5;278.701;-63.067;-24.697;-34.008;-141.71;-186.404;-365.128
860;-106.94;-273.972;-204.284;-199.797;-239.025;-319.675;69.572;3.63;246.285;-47.449;-11.351;-24.179;-126.851;-174.928;-344.387
870;-87.653;-261.932;-188.143;-190.973;-227.083;-313.142;72.607;7.475;215.111;-37.797;-6.372;-21.822;-111.751;-164.056;-326.196
880;-70.056;-249.947;-176.022;-179.289;-215.324;-306.938;75.656;10.142;183.882;-28.151;-1.558;-19.46;-99.162;-155.727;-312.018
890;-51.868;-236.373;-162.768;-167.833;-205.268;-300.8;77.495;12.684;152.562;-18.51;3.247;-16.965;-89.909;-148.529;-296.331
900;-33.86;-222.778;-151.215;-156.196;-195.52;-294.679;79.228;14.768;125.613;-13.715;6.284;-14.461;-80.495;-139.574;-284.425
910;-15.026;-210.668;-139.261;-144.23;-186.68;-284.194;78.874;17.284;100.654;-8.892;9.635;-12.931;-70.998;-132.725;-268.735
920;2.517;-197.495;-128.18;-131.34;-176.527;-273.737;78.345;19.628;78.912;-4.075;11.257;-11.403;-60.197;-126.136;-253.623
930;20.398;-185.32;-117.211;-118.476;-165.884;-259.438;75.733;22.366;57.122;0.152;13.067;-10.034;-49.434;-119.558;-235.516
940;38.707;-172.579;-106.874;-108.297;-153.653;-243.195;73.077;24.077;36.006;4.371;14.87;-8.673;-35.3;-112.683;-215.187
950;56.736;-159.239;-96.478;-99.175;-140.642;-226.988;70.419;25.623;21.358;8.063;16.066;-7.079;-20.981;-105.179;-194.234
960;75.396;-143.786;-85.551;-91.013;-126.15;-209.69;66.521;27.428;6.665;11.769;17.316;-5.607;-4.857;-97.734;-170.85
970;92.78;-128.467;-74.758;-80.076;-110.412;-192.431;62.773;28.427;-8.552;15.468;18.598;-4.763;10.851;-89.848;-146.932
980;108.02;-114.56;-64.03;-68.16;-94.91;-174.48;57.38;29.45;-17.4;18.36;19.89;-4.07;26.67;-80.01;-122.62
990;124.101;-98.154;-52.837;-54.475;-82.05;-154.891;51.884;30.343;-27.129;21.156;21.573;-4.496;39.659;-70.221;-95.735
1000;137.283;-81.247;-41.573;-39.482;-69.278;-135.346;45.947;31.276;-32.746;23.948;22.848;-4.548;50.259;-58.448;-65.376
1010;150.374;-63.89;-31.087;-24.325;-56.701;-115.017;39.861;31.838;-38.402;26.456;24.02;-4.882;60.619;-44.722;-35.482
1020;163.138;-45.722;-20.507;-14.162;-41.88;-94.733;34.057;32.282;-45.133;28.882;25.187;-4.812;70.277;-31.469;-6.028
1030;174.253;-30.897;-12.223;-4.25;-26.303;-71.819;28.093;32.236;-48.562;31.305;26.389;-4.53;79.741;-18.326;20.96
1040;186.206;-15.654;-1.983;5.629;-9.892;-47.238;22.272;31.464;-52.025;34.353;27.247;-3.568;89.184;-4.225;47.918
1050;194.922;-2.377;6.839;14.877;7.843;-22.704;15.809;30.803;-55.523;37.401;28.342;-2.607;98.966;9.61;71.13
1060;204.655;13.606;19.49;24.889;24.331;1.882;9.289;29.757;-57.057;39.29;30.424;-2.183;108.379;22.669;94.24
1070;214.548;28.759;33.321;34.865;38.909;26.421;2.807;28.903;-57.339;41.783;32.498;-1.758;117.774;35.728;114.004
1080;223.315;44.042;48.336;46.187;54.858;50.211;-3.765;28.358;-56.275;44.273;34.204;-0.515;126.206;46.853;133.875
1090;231.96;58.612;62.686;57.683;68.517;73.839;-9.097;27.446;-55.238;45.72;34.879;0.725;134.404;59.859;148.728
1100;240.909;72.289;76.888;70.182;82.257;97.421;-14.321;26.38;-53.708;47.217;35.388;3.445;141.83;72.974;164.232
1110;248.579;86.174;88.189;81.507;94.214;121.269;-19.186;24.987;-49.89;48.711;35.749;6.163;148.098;87.737;178.203
1120;253.395;98.856;98.981;92.77;106.398;145.07;-22.892;23.751;-46.101;50.081;38.107;8.987;154.228;102.779;195.63
1130;257.861;113.628;109.292;102.238;122.007;168.654;-26.572;22.71;-42.861;51.473;40.741;11.125;160.715;117.725;213.158
1140;262.288;127.003;119.662;112.665;139.646;192.666;-29.734;21.809;-39.582;52.861;42.086;12.554;166.474;130.969;229.542
1150;263.912;143.105;131.005;123.015;158.985;216.631;-32.829;21.382;-36.971;54.388;43.428;13.903;172.532;142.255;245.881
