timepoints (min);01: bdA+.1;02: bdA+.2;03: bdA+.3;04: crybdIm1+.1;05: crybdIm1+.2;06: crybdIm1+.3;07: bdA-.1;08: bdA-.2;09: bdA-.3;10: crybdIm1-.1;11: crybdIm1-.2;12: crybdIm1-.3;13: frq1+.1;14: frq1+.2;15: frq1+.3
1020;-175.008;-259.698;-299.687;-267.826;-237.521;-253.053;-109.032;137.13;-94.949;228.807;37.444;-149.82;-202.131;-205.827;-186.229
1030;-164.085;-247.961;-288.156;-256.311;-229.411;-246.954;-101.315;129.247;-89.075;217.197;30.919;-138.139;-181.896;-193.411;-169.459
1040;-154.787;-237.293;-278.48;-249.24;-222.947;-242.147;-95.8;122.187;-83.76;207.227;25.307;-128.587;-165.453;-179.96;-155.24
1050;-147.336;-227.891;-270.105;-243.247;-216.158;-240.641;-91.201;116.118;-79.079;196.421;23.329;-120.217;-153.224;-166.615;-142.036
1060;-140.73;-219.343;-259.642;-237.222;-209.8;-239.225;-86.438;109.629;-74.319;186.958;21.632;-112.867;-143.966;-152.106;-128.715
1070;-134.368;-211.141;-248.273;-230.363;-205.675;-237.299;-82.423;103.94;-70.081;176.782;18.624;-106.333;-133.932;-139.103;-115.423
1080;-127.586;-201.866;-237.777;-224.921;-201.836;-236.303;-78.955;98.891;-64.813;167.746;16.012;-99.879;-123.008;-128.452;-103.651
1090;-122.662;-192.337;-228.2;-221.112;-197.162;-236.275;-75.762;94.4;-60.087;158.738;13.663;-94.075;-112.925;-117.325;-91.925
1100;-116.885;-183.709;-217.205;-218.254;-193.055;-236.176;-72.407;91.099;-55.444;150.66;11.607;-88.464;-100.201;-106.958;-79.78
1110;-111.56;-175.673;-203.942;-215.797;-189.633;-236.45;-69.293;87.874;-50.822;143.612;9.779;-83.182;-85.173;-96.535;-67.747
1120;-106.353;-167.986;-197.174;-213.647;-187.349;-236.084;-65.235;83.822;-46.586;137.23;7.767;-78.339;-68.994;-86.595;-56.087
1130;-101.905;-160.845;-191.298;-210.833;-185.893;-235.28;-61.518;80.119;-43.56;131.232;5.964;-73.881;-52.131;-77.5;-47.351
1140;-98.424;-153.191;-186.438;-207.226;-184.454;-235.087;-58.031;75.532;-40.76;125.751;5.118;-69.242;-34.847;-67.847;-39.889
1150;-73.737;-124.224;-164.196;-185.672;-164.691;-223.241;-46.489;59.978;-30.79;110.237;-1.902;-49.171;1.106;-34.154;-6.078
1160;-46.953;-96.238;-140.859;-163.627;-144.7;-211.028;-34.833;44.652;-20.829;94.706;-8.407;-28.99;37.247;-0.8;27.164
1170;-25.877;-76.757;-120.413;-148.376;-126.951;-203.089;-22.98;34.117;-10.407;78.152;-13.128;-15.835;68.599;28.122;48.975
1180;-9.175;-62.106;-104.291;-135.151;-120.252;-196.281;-16.048;24.215;-4.871;63.101;-18.453;-2.688;94.16;43.291;70.302
1190;3.12;-51.942;-91.827;-123.418;-116.278;-188.762;-9.118;17.316;1.18;47.833;-18.827;5.269;116.127;55.978;86.427
1200;9.782;-44.927;-82.626;-115.058;-112.915;-183.809;-2.978;10.607;5.671;35.594;-19.207;13.219;138.202;64.824;97.078
1210;10.643;-37.458;-73.008;-108.3;-109.842;-181.225;2.641;7.04;10.16;24.037;-16.473;18.722;157.876;72.43;105.616
1220;10.74;-30.812;-63.958;-103.04;-108.873;-178.604;5.608;3.659;14.806;14.389;-13.755;24.219;176.882;77.408;111.175
1230;11.154;-25.371;-54.724;-98.942;-107.069;-175.44;9.534;1.78;19.447;4.31;-12.485;27.166;193.025;81.541;115.814
1240;12.261;-20.878;-47.291;-96.745;-104.709;-172.912;13.339;-0.312;23.973;-4.061;-11.232;30.107;205.013;86.884;121.257
1250;11.801;-15.8;-39.387;-95.565;-101.908;-169.556;16.402;-1.957;28.49;-12.605;-8.87;30.024;214.24;91.502;126.257
1260;8.675;-10.68;-30.085;-93.307;-99.457;-166.751;17.991;-3.616;32.299;-19.085;-6.002;29.936;223.145;96.118;131.722
1270;3.544;-6.241;-21.94;-90.187;-95.461;-165.531;19.736;-4.84;35.702;-25.865;-3.898;30.147;229.938;100.855;134.88
1280;0.501;-0.863;-16.498;-86.622;-90.617;-162.85;21.602;-5.912;39.217;-30.293;-0.579;30.352;236.548;106.03;135.764
1290;-2.59;5.32;-7.33;-80.78;-85.28;-159.13;23.86;-6.71;42.53;-35.01;2.29;31.99;240.99;109.71;134.9
1300;-5.122;12.044;1.018;-74.203;-80.208;-153.275;26.365;-7.593;45.841;-37.609;4.176;33.62;245.457;112.772;133.712
1310;-7.881;18.607;7.3;-68.918;-74.933;-147.701;28.751;-7.495;48.531;-40.024;6.047;36.075;250.509;114.74;131.881
1320;-9.094;24.572;12.636;-64.991;-70.02;-142.786;30.496;-7.246;51.219;-40.965;9.37;38.525;255.487;116.823;128.166
1330;-10.446;27.17;17.276;-59.58;-65.757;-139.407;32.592;-7.058;50.695;-41.787;12.683;40.065;257.929;119.2;124.314
1340;-8.568;27.646;22.08;-53.069;-62.716;-137.053;34.882;-6.12;50.168;-41.297;15.6;41.602;260.036;119.343;119.552
1350;-5.751;29.433;23.768;-44.521;-59.305;-133.432;36.513;-6.027;48.467;-40.928;18.468;43.637;258.929;119.019;112.396
1360;-2.495;32.099;22.637;-34.311;-54.147;-130.71;39.224;-5.419;46.763;-41.364;20.958;45.671;254.637;117.35;104.757
1370;0.838;34.887;25.853;-23.992;-48.314;-128.656;40.815;-3.6;46.316;-41.806;23.877;47.04;247.51;115.25;97.894
1380;4.378;37.65;30.947;-14.52;-42.517;-127.37;42.663;-2.148;46.747;-42.371;26.513;48.409;237.644;112.65;95.291
1390;8.751;38.276;37.535;-5.927;-38.914;-125.427;44.307;0.296;46.578;-42.94;27.556;48.538;225.92;109.316;92.758
1400;13.573;38.173;45.569;3.359;-35.588;-121.302;45.678;2.057;46.738;-42.747;28.596;48.829;214.116;104.404;91.289
1410;17.389;40.091;52.199;12.359;-30.682;-115.146;47.201;3.726;46.896;-42.557;28.761;50.157;201.994;99.65;88.484
1420;21.909;41.95;58.054;22.208;-25.596;-109.533;48.181;5.628;46.769;-41.289;28.922;51.682;191.007;94.491;84.069
1430;26.596;44.39;65.108;30.432;-20.246;-104.174;49.12;6.999;46.638;-40.028;29.426;53.322;180.397;90.129;75.757
1440;31.93;48.191;72.525;37.663;-13.704;-99.838;50.066;7.402;46.038;-37.704;28.727;54.696;167.814;85.83;68.332
1450;38.411;53.107;79.687;46.586;-8.709;-92.661;49.451;7.321;45.44;-35.386;28.537;56.065;153.058;81.538;62.392
1460;47.06;57.213;86.467;56.142;-5.198;-80.662;49.552;6.238;44.968;-33.586;27.146;55.016;138.418;78.003;58.265
1470;57.409;61.921;91.723;66.423;-1.321;-67.745;48.888;4.867;43.132;-31.788;26.282;53.964;123.741;73.688;56.889
1480;66.789;67.124;96.68;76.991;4.663;-56.209;47.26;3.855;40.95;-29.698;24.957;52.668;113.174;68.491;54.641
1490;75.51;73.102;101.518;89.622;9.495;-44.987;45.695;3.117;38.647;-27.612;23.228;51.37;103.83;62.74;51.365
1500;85.05;78.793;107.468;102.478;15.943;-33.794;44.524;2.056;36.341;-24.557;22.915;51.487;95.114;57.717;48.441
1510;95.696;85.556;114.166;113.454;21.995;-22.324;43.291;0.936;34.705;-21.509;22.596;51.602;79.872;52.859;42.683
1520;107.026;94.558;122.286;123.472;27.205;-9.457;41.334;-0.705;33.072;-20.14;22.103;53.163;66.392;47.751;38.441
1530;117.404;101.953;131.553;133.496;30.788;1.684;39.237;-2.444;29.532;-19.656;21.606;54.722;53.376;42.925;35.911
1540;127.368;107.44;136.968;143.472;33.76;12.168;38.536;-3.904;25.992;-19.504;22.192;55.208;40.336;37.824;35.312
1550;136.702;110.903;142.306;152.848;36.177;23.098;37.608;-5.184;23.037;-20.115;22.177;55.694;25.938;32.537;34.036
