timepoints (min);16: frq7+.1;17: frq7+.2;18: frq7+.3;19: frq1-.1;20: frq1-.2;21: frq1-.3;22: frq7-.1;23: frq7-.2;24: frq7-.3;25: frq9+.1;26: frq9+.2;27: frq9+.3;28: frq10+.1;29: frq10+.2;30: frq10+.3
800;-214;-246.457;-119.701;-134.76;-120.628;-112.231;-189.273;-161.092;-218.926;-64.692;-78.945;21.328;-103.1;28.983;-61.944
810;-213.736;-242.427;-117.288;-126.485;-114.745;-103.203;-185.461;-159.041;-214.29;-50.544;-70.07;27.552;-90.959;30.432;-45.56
820;-213.533;-237.773;-114.333;-119.12;-110.08;-88.373;-184.107;-155.267;-210.493;-38.24;-61.547;33.013;-80.267;30.413;-29.587
830;-212.5;-233.53;-112.247;-112.497;-105.207;-71.533;-181.188;-151.977;-206.401;-28.214;-55.355;38.921;-71.638;27;-17.007
840;-211.106;-231.376;-111.74;-106.838;-96.655;-54.691;-174.526;-148.589;-200.456;-18.801;-51.209;42.866;-64.672;23.448;-5.51
850;-210.876;-230.342;-113.209;-100.081;-91.338;-39.65;-166.543;-148.278;-195.338;-10.402;-47.487;44.526;-58.197;19.846;5.265
860;-211.476;-229.28;-115.556;-93.745;-86.869;-25.102;-159.352;-147.953;-190.334;-3.027;-44.734;46.146;-51.67;18.473;14.598
870;-211.575;-227.95;-116.275;-88.163;-80.137;-12.325;-152.888;-147.375;-186.637;2.113;-39.2;47.075;-45.675;17.487;23.3
880;-212.056;-226.36;-116.624;-83.324;-68.52;-0.437;-147.945;-145.511;-183.194;6.831;-34.58;47.974;-40.801;16.326;30.381
890;-213.463;-225.096;-116.976;-78.726;-57.667;10.457;-143.592;-143.299;-178.749;11.118;-30.496;47.684;-36.309;15.375;36.175
900;-214.204;-223.611;-117.322;-73.635;-45.892;21.962;-139.825;-142.126;-174.758;16.037;-28.341;47.61;-31.467;14.16;40.667
910;-214.393;-221.423;-117.262;-68.845;-36.756;33.762;-135.411;-141.25;-170.768;19.982;-26.19;46.696;-28.393;11.917;43.482
920;-215.242;-219.014;-116.536;-65.769;-28.395;44.776;-131.913;-141.005;-167.031;21.285;-23.896;46.454;-23.494;7.654;46.075
930;-211.469;-205.141;-108.338;-54.474;-13.568;68.419;-121.628;-134.002;-153.769;42.459;-13.114;55.215;-5.101;4.765;66.004
940;-206.629;-192.996;-102.647;-42.16;-2.38;89.685;-111.675;-125.477;-141.108;61.887;-2.152;64.541;13.421;2.987;83.948
950;-203.94;-183.549;-98.31;-32.787;5.043;104.595;-101.056;-118.474;-131.365;76.14;7.4;70.121;26.682;-0.855;93.237
960;-200.748;-176.978;-95.789;-25.687;10.468;117.529;-93.05;-114.073;-122.225;82.339;15.46;72.087;38.914;-6.19;98.1
970;-196.004;-174.193;-94.144;-18.833;17.658;129.56;-88.278;-111.978;-114.107;84.453;22.009;72.584;45.378;-11.356;99.931
980;-191.851;-172.702;-93.431;-12.915;26.136;142.631;-85.447;-108.684;-107.686;85.91;27.414;74.098;50.122;-16.589;100.571
990;-188.867;-169.55;-88.778;-7.984;34.894;155.782;-82.729;-108.124;-101.605;83.092;30.253;74.272;56.772;-22.967;100.08
1000;-184.076;-164.181;-80.471;-5.76;44.18;165.68;-80.331;-109.247;-96.058;77.659;30.494;73.612;62.085;-29.787;98.331
1010;-177.274;-157.575;-73.926;-4.035;52.833;174.268;-76.063;-108.355;-91.896;71.547;29.525;72.975;66.045;-34.097;95.911
1020;-171.785;-150.055;-68.829;-1.518;61.731;180.653;-69.924;-106.749;-85.4;65.806;28.324;73.484;68.272;-36.916;92.335
1030;-167.092;-140.532;-63.842;0.179;68.348;185.04;-66.017;-105.77;-77.098;59.98;27.072;73.397;69.885;-39.242;87.71
1040;-162.428;-132.77;-58.949;0.85;75.084;188.544;-58.375;-107.236;-68.784;54.326;26.38;73.138;71.889;-41.794;81.341
1050;-157.527;-124.744;-53.503;2.239;80.736;190.836;-51.55;-107.882;-62.085;48.017;25.344;72.371;72.536;-45.493;71.529
1060;-153.301;-116.229;-48.782;3.516;86.217;192.722;-44.988;-107.91;-55.981;43.088;24.139;69.346;71.771;-50.674;61.371
1070;-148.95;-107.38;-44.8;4.72;92.18;189.92;-38.76;-108.15;-49.73;39.28;21.24;65.61;70.96;-55.91;51.26
1080;-145.944;-97.713;-39.745;6.212;97.465;184.236;-33.933;-110.077;-43.007;34.726;18.098;61.274;71.286;-60.62;41.794
1090;-143.065;-85.933;-33.026;7.087;99.999;177.012;-30.535;-109.531;-37.801;29.647;15.387;58.467;71.808;-65.73;31.492
1100;-138.628;-72.524;-25.579;6.276;104.321;169.831;-31.304;-103.629;-32.315;23.801;12.452;56.855;71.38;-70.744;21.533
1110;-132.947;-61.294;-18.311;5.318;109.041;162.65;-31.523;-96.735;-28.026;20.587;8.951;54.07;69.577;-78.234;11.79
1120;-127.749;-51.002;-11.937;4.263;110.51;156.829;-31.64;-89.949;-23.187;18.505;2.303;51.775;68.545;-85.301;2.537
1130;-122.269;-40.962;-4.634;3.075;107.149;150.92;-28.885;-84.134;-17.445;16.404;-4.4;49.117;69.148;-91.094;-3.692
1140;-115.972;-31.086;3.548;1.669;101.554;145.231;-25.635;-77.922;-10.478;11.016;-11.187;46.483;68.996;-96.589;-9.947
1150;-109.69;-21.286;11.881;-0.317;91.274;137.384;-23.243;-71.055;-3.432;5.508;-16.255;44.097;68.137;-102.26;-16.519
1160;-103.673;-12.486;20.098;-2.107;82.093;126.605;-20.102;-61.807;3.503;1.364;-20.93;42.41;69.421;-106.744;-22.038
1170;-97.276;-3.033;27.729;-2.185;71.995;115.502;-16.358;-50.342;11.024;-0.725;-25.569;40.456;71.538;-109.309;-27.438
1180;-89.998;6.525;35.734;-1.17;61.377;102.464;-12.595;-40.335;18.699;-5.558;-30.24;36.513;74.977;-112.191;-31.79
1190;-82.469;17.303;44.987;-0.338;54.437;90.321;-8.216;-31.505;27.526;-9.872;-33.28;30.894;79.229;-115.544;-35.124
1200;-72.835;29.118;53.016;0.956;50.312;81.681;-6.026;-23.349;35.582;-14.07;-37.537;25.36;82.681;-118.601;-39.191
