timepoints (min);44: wc-2-.1;45: wc-2-.2;46: wc-2-.3
690;-165.601;-196.937;-192.828
700;-164.685;-189.027;-185.203
710;-164.093;-182.347;-178.16
720;-158.694;-171.523;-172.056
730;-154.094;-162.105;-166.723
740;-149.641;-153.855;-159.363
750;-145.751;-146.582;-152.746
760;-142.337;-139.8;-146.825
770;-135.566;-134.065;-141.499
780;-129.093;-128.915;-136.323
790;-123.226;-124.27;-131.876
800;-117.887;-120.065;-127.839
810;-112.492;-116.788;-124.162
820;-104.15;-104.153;-114.062
830;-95.553;-91.487;-104.12
840;-86.948;-78.791;-94.161
850;-78.334;-66.065;-84.184
860;-70.393;-53.433;-72.791
870;-62.445;-47.411;-62.445
880;-54.783;-41.36;-52.08
890;-47.107;-35.281;-41.697
900;-39.419;-29.175;-32.017
910;-32.198;-22.211;-28.272
920;-27.005;-18.438;-24.509
930;-22.038;-14.657;-20.73
940;-17.054;-10.869;-16.816
950;-12.055;-7.073;-13.365
960;-7;-3.88;-9.8
970;-5.171;-3.988;-6.222
980;-3.249;-4.077;-1.472
990;-1.314;-4.148;1.37
1000;1.032;-4.202;4.165
1010;3.39;-4.733;6.973
1020;2.694;-4.279;10.073
1030;2.007;-3.8;12.865
1040;1.33;-3.296;15.834
1050;0.741;-2.769;18.811
1060;-0.36;-1.755;21.556
1070;-1.569;-0.766;23.149
1080;-2.769;0.236;24.918
1090;-3.958;1.252;26.692
1100;-5.298;2.28;28.469
1110;-5.948;3.148;29.17
1120;-6.787;2.391;29.746
1130;-7.614;1.649;30.328
1140;-8.429;0.921;30.915
1150;-9.513;0.208;32.708
1160;-10.105;-0.333;34.523
1170;-10.397;-1.463;36.343
1180;-10.682;-2.583;38.169
1190;-9.122;-3.692;38.838
1200;-7.556;-4.791;39.521
1210;-6.08;-5.224;40.208
1220;-4.598;-2.018;40.899
1230;-3.109;1.188;41.875
1240;3.585;4.392;43.112
1250;9.886;7.597;44.35
1260;16.085;10.508;45.588
1270;22.291;12.74;46.225
1280;28.504;14.972;46.878
1290;32.484;17.205;47.531
1300;36.391;19.439;48.183
1310;40.387;21.477;47.396
1320;44.387;23.199;46.35
1330;48.393;24.925;45.309
1340;50.804;26.655;44.27
1350;53.38;28.388;42.996
1360;56.047;28.767;41.59
1370;58.717;29.874;40.185
1380;60.111;30.988;38.781
1390;61.509;32.109;38.217
1400;63.196;33.585;37.667
1410;64.887;36.903;37.11
1420;65.055;38.283;34.607
1430;64.383;39.662;32.703
1440;61.872;41.041;31.84
1450;59.45;42.628;30.783
1460;57.028;44.654;29.727
1470;54.606;44.383;29.349
1480;53.263;44.113;27.531
1490;46.721;43.732;25.196
1500;40.131;43.352;22.861
1510;33.541;40.011;21.666
1520;27.302;37.201;20.792
1530;21.983;34.55;20.117
1540;18.726;31.899;19.443
1550;15.468;29.248;18.851
1560;12.21;28.997;19.539
1570;9.51;29.277;20.228
1580;6.491;29.557;20.709
1590;5.003;29.837;21.521
1600;3.514;30.117;22.814
1610;2.026;33.571;24.106
1620;0.683;36.977;25.399
1630;0.619;40.382;26.746
1640;0.714;43.788;26.534
1650;0.81;47.241;26.321
1660;0.994;46.815;26.109
1670;1.699;46.451;26.131
1680;2.961;46.087;24.793
1690;4.223;45.447;23.455
1700;5.486;44.807;22.117
1710;6.63;44.527;20.814
1720;8.695;44.406;19.59
1730;9.597;43.946;18.367
1740;10.499;43.487;17.143
1750;11.401;43.028;15.644
1760;12.221;44.968;13.945
1770;11.64;47.068;12.246
1780;10.45;49.167;10.546
1790;9.259;51.266;8.868
1800;8.069;53.366;7.246
