timepoints (min);29: frq9-.1;30: frq9-.2;31: frq9-.3;32: frq10-.1;33: frq10-.2;34: frq10-.3;35: wc-1+.1;36: wc-1+.2;37: wc-1+.3;38: wc-2+.1;39: wc-2+.2;40: wc-2+.3;41: wc-1-.1;42: wc-1-.2;43: wc-1-.3
690;-230.806;-243.792;-297.673;-120.3;-71.656;-131.954;-258.374;20.95;-196.319;-107.74;-152.089;-52.078;-282.15;-242.672;-117.639
700;-217.18;-227.085;-273.985;-113.539;-66.359;-127.732;-236.361;28.631;-190.324;-89.156;-136.981;-52.261;-271.676;-232.848;-113.772
710;-201.387;-212.96;-253.493;-108.68;-62.12;-123.36;-216.707;35.907;-184.627;-76.32;-123.893;-52.52;-261.16;-223.04;-109.213
720;-185.938;-197.569;-235.836;-101.016;-58.421;-119.51;-199.283;40.204;-178.849;-66.641;-112.447;-52.763;-251.375;-213.102;-103.326
730;-172.296;-183.874;-220.332;-93.966;-56.335;-116.134;-182.104;42.758;-173.723;-58.436;-101.168;-52.992;-242.545;-202.217;-98.199
740;-159.735;-170.936;-207.265;-88.581;-54.496;-113.098;-164.483;44.906;-167.632;-48.949;-91.171;-53.209;-234.073;-192.641;-93
750;-148.458;-159.65;-195.897;-86.337;-52.905;-108.997;-146.011;48.114;-160.496;-40.777;-82.253;-49.179;-225.656;-183.167;-89.539
760;-137.913;-148.475;-187.138;-84.5;-51.075;-105.175;-128.913;51.325;-153.788;-32.288;-74.25;-45.587;-217.313;-175.787;-86.225
770;-128.411;-137.949;-179.081;-82.829;-48.869;-99.705;-111.392;54.688;-147.829;-24.46;-68.571;-42.372;-208.945;-169.381;-83.16
780;-119.745;-127.786;-169.623;-80.171;-46.905;-97.011;-94.711;60.879;-141.256;-14.676;-63.459;-39.48;-200.626;-162.976;-79.18
790;-111.613;-117.649;-160.778;-77.561;-44.576;-94.592;-81.246;69.2;-132.325;-7.891;-58.837;-35.477;-191.827;-157.235;-76.228
800;-104.137;-108.304;-152.905;-75.917;-42.202;-91.065;-67.679;76.923;-123.333;-2.315;-54.643;-31.821;-183.548;-151.054;-73.554
810;-97.414;-100.176;-145.485;-75.64;-39.934;-88.151;-53.682;85.555;-115.981;3.729;-51.605;-28.482;-175.546;-145.336;-70.485
820;-68.79;-75.184;-116.49;-68.746;-33.928;-80.544;-10.585;105.856;-96.944;35.242;-38.403;-24.124;-151.268;-119.782;-58.777
830;-40.182;-49.475;-86.182;-61.714;-27.926;-74.04;32.507;126.221;-77.882;67.057;-25.178;-22.796;-126.882;-94.47;-46.92
840;-19.845;-24.067;-58.507;-55.229;-22.034;-66.714;69.16;139.28;-62.335;82.983;-11.931;-21.061;-110.58;-72.686;-39.367
850;0.474;-10.176;-29.163;-47.359;-16.811;-57.863;94.94;148.906;-48.211;90.675;0.2;-19.327;-96.359;-58.637;-34.191
860;14.289;4.096;-9.767;-38.942;-11.58;-49.098;113.32;158.418;-36.022;94.622;6.391;-17.593;-84.356;-49.713;-29.184
870;24.954;14.801;11.759;-34.687;-6.981;-42.057;127.913;165.694;-24.652;99.045;12.602;-15.86;-72.708;-42.886;-24.3
880;35.604;25.783;28.17;-33.984;-2.298;-36.29;137.673;173.776;-12.007;100.741;18.831;-12.776;-61.05;-36.366;-20.036
890;43.043;32.554;42.303;-33.156;1.146;-30.475;147.49;181.925;0.626;99.361;24.338;-9.685;-50.877;-30.96;-15.357
900;50.47;39.547;52.773;-33.291;2.469;-25.209;153.857;189.723;13.459;98.661;25.694;-6.586;-40.607;-25.96;-12.523
910;56.935;46.644;60.682;-32.175;3.343;-20.861;159.882;196.425;24.829;98.08;27.059;-3.68;-30.219;-20.705;-9.204
920;63.196;53.33;65.085;-31.049;2.247;-16.458;165.719;201.675;36.92;93.762;28.432;-1.167;-19.599;-16.218;-6.985
930;69.438;59.69;70.165;-29.672;1.771;-12.456;171.924;207.905;48.76;89.088;30.851;1.507;-8.708;-11.964;-5.597
940;73.577;65.655;75.404;-28.086;2.529;-8.93;177.135;212.198;60.042;84.326;28.839;4.185;2.957;-7.583;-4.276
950;77.704;71.542;77.96;-26.31;3.922;-5.462;182.424;213.912;71.362;79.425;26.836;7.066;14.867;-3.164;-2.821
960;79.97;77.83;80.29;-24.52;7.06;-2.6;189.17;213.07;80.99;79.39;24.84;10.39;27.62;1.53;-1.69
970;81.638;81.152;82.459;-24.566;9.761;0.266;195.022;213.803;88.478;79.831;23.046;13.787;41.318;6.886;-1.507
980;83.298;84.614;82.855;-25.646;13.136;3.007;199.009;216.051;96.002;77.396;20.267;17.185;55.799;11.163;-1.319
990;84.208;87.508;83.777;-27.197;14.444;6.103;201.068;218.845;102.261;73.586;17.502;20.584;71.329;14.349;-1.717
1000;85.111;86.148;85.915;-26.495;15.862;8.203;201.852;220.584;107.24;69.589;14.751;20.506;87.443;16.469;1.063
1010;86.682;83.949;89.484;-25.246;16.392;10.354;202.615;219.973;112.217;63.777;11.653;19.865;103.697;18.971;2.996
1020;87.043;80.348;95.092;-22.563;17.032;10.29;201.31;218.603;117.851;57.083;9.489;19.228;119.222;21.426;4.228
1030;87.396;76.208;98.874;-21.158;17.667;12.07;198.638;214.256;122.95;51.761;7.338;18.594;133.406;22.878;4.47
1040;88.77;71.587;98.373;-19.5;17.581;14;197.372;209.386;124.992;49.289;5.199;16.684;145.977;25.094;5.066
1050;90.138;66.737;98.227;-16.25;17.618;15.932;194.352;204.988;125.819;46.175;3.481;15.018;157.793;26.692;5.655
1060;90.311;64.611;96.916;-11.32;17.571;19.224;190.198;199.669;126.356;43.096;2.215;13.282;168.302;28.765;5.055
1070;89.639;62.849;94.149;-6.274;18.397;22.3;186.153;192.504;126.103;41.235;0.96;11.551;177.66;31.672;4.708
1080;88.965;62.444;89.341;-1.39;18.768;25.709;182.314;183.577;125.449;39.2;-0.284;12.864;185.559;34.686;4.183
