timepoints (min);16: frq7+.1;17: frq7+.2;18: frq7+.3;19: frq1-.1;20: frq1-.2;21: frq1-.3;22: frq7-.1;23: frq7-.2;24: frq7-.3;25: frq9+.1;26: frq9+.2;27: frq9+.3;28: frq10+.1;29: frq10+.2;30: frq10+.3
1020;-280.464;-270.633;-255.057;-26.627;-57.695;-15.634;-112.223;-49.173;-113.19;25.01;-137.478;17.835;-114.342;-89.484;-81.295
1030;-279.359;-259.929;-243.166;-27.058;-50.51;-3.114;-106.973;-46.166;-107.958;43.328;-117.282;28.139;-114.278;-86.042;-84.716
1040;-278.4;-247.08;-233.013;-28.76;-43.853;7.307;-101.96;-43.933;-103.107;58.533;-98.093;36.44;-115.28;-83.24;-85.693
1050;-274.303;-234.75;-224.707;-29.832;-37.026;17.53;-97.549;-41.977;-98.48;71.743;-81.941;42.599;-116.263;-80.513;-85.898
1060;-267.633;-224.439;-215.267;-30.264;-30.976;24.424;-93.503;-40.596;-94.171;83.487;-67.662;48.255;-118.43;-78.103;-86.109
1070;-260.038;-213.654;-205.474;-28.154;-26.838;30.803;-89.915;-39.35;-90.026;89.641;-56.564;52.923;-119.128;-76.846;-87.615
1080;-251.258;-203.508;-197.336;-24.299;-23.202;34.296;-85.64;-38.675;-86.241;94.28;-44.122;57.322;-119.642;-75.314;-89.438
1090;-241.875;-195.7;-191.425;-21;-19.488;37.512;-81.5;-38.537;-83.075;98.5;-32.925;61.588;-120.8;-75.063;-90.375
1100;-229.203;-187.915;-184.418;-18.406;-15.667;41.176;-77.746;-38.4;-79.972;100.175;-22.273;67.049;-121.702;-74.75;-89.205
1110;-214.347;-179.776;-176.522;-16.045;-12.194;44.381;-74.361;-37.48;-76.93;100.612;-15.415;71.554;-122.636;-73.717;-88.147
1120;-200.442;-172.127;-170.001;-13.861;-9.718;46.974;-71.255;-36.64;-74.182;101.161;-9.148;75.71;-122.866;-72.266;-84.602
1130;-189.851;-165.661;-164.452;-12.131;-7.25;51.845;-67.815;-35.548;-71.375;102.095;-3.351;79.28;-122.238;-71.226;-80.702
1140;-183.52;-158.16;-159.299;-10.275;-5.322;56.426;-64.555;-33.532;-68.165;104.871;0.748;82.111;-121.713;-69.852;-77.913
1150;-165.344;-136.063;-138.35;-3.954;4.311;71.943;-52.14;-24.866;-58.051;134.404;30.149;107.04;-119.411;-66.348;-71.755
1160;-145.705;-113.478;-114.5;2.355;13.942;85.037;-38.795;-14.571;-47.718;160.569;58.005;129.899;-115.709;-63.399;-65.595
1170;-127.925;-92.765;-92.658;8.82;21.076;94.6;-31.258;-11.921;-39.44;174.221;80.15;141.606;-111.042;-60.344;-57.936
1180;-113.743;-78.279;-77.658;16;28.236;103.264;-22.812;-8.973;-31.19;178.549;92.2;146.059;-106.157;-57.329;-50.967
1190;-105.973;-64.033;-67.198;20.231;33.478;107.378;-16.011;-3.871;-26.113;182.38;104.36;147.749;-101.16;-53.829;-44.998
1200;-99.746;-52.233;-61.272;21.595;35.731;105.156;-8.308;-0.093;-21.502;179.708;108.564;141.833;-95.793;-50.814;-42.18
1210;-90.938;-41.364;-59.37;23.117;37.984;102.109;-3.316;1.983;-17.853;174.534;108.71;131.448;-89.664;-49.643;-39.363
1220;-83.34;-31.487;-54.123;23.788;38.198;98.39;1.714;3.217;-14.327;168.473;108.199;123.228;-83.477;-47.034;-36.646
1230;-76.313;-22.152;-48.697;24.855;38.38;95.268;6.562;5.043;-10.1;159.726;106.14;115.234;-79.44;-43.957;-33.023
1240;-70.442;-11.617;-43.128;26.701;39.924;91.236;10.364;6.343;-5.107;150.695;102.173;105.888;-75.135;-39.693;-30.225
1250;-62.738;-2.507;-36.511;29.691;41.055;86.158;14.934;7.246;0.078;140.86;98.505;95.795;-70.827;-35.19;-26.488
1260;-53.628;5.545;-30.16;31.839;41.932;81.322;18.456;8.26;4.264;131.823;94.372;88.887;-64.442;-30.158;-22.752
1270;-44.69;14.046;-23.891;34.891;40.817;74.027;23.171;9.396;8.799;121.438;89.884;82.321;-57.755;-25.956;-16.091
1280;-34.649;21.987;-18.154;36.253;39.649;66.24;27.93;10.654;11.967;109.83;86.162;76.407;-51.14;-22.076;-9.54
1290;-21.62;28.13;-13.58;38.14;39.77;58.87;32.44;12.15;15.06;98.42;81.43;71.04;-44.48;-18.22;-3.79
1300;-8.603;34.523;-9.078;40.048;38.189;52.447;35.952;12.852;18.149;87.347;76.901;65.859;-37.535;-15.053;1.009
1310;3.644;42.016;-4.309;41.993;36.427;47.187;39.137;13.909;21.155;76.587;71.312;60.42;-29.344;-11.742;5.816
1320;16.944;48.807;1.591;42.184;34.554;39.995;41.123;14.8;25.017;68.623;66.555;55.326;-22.548;-6.99;11.524
1330;31.094;55.586;9.667;41.405;31.367;35.318;43.725;16.696;28.918;60.585;59.96;49.32;-15.675;-2.483;17.687
1340;44.949;63.076;19.031;40.63;27.832;30.6;46.12;19.074;32.682;51.625;54.804;43.434;-9.322;1.404;22.596
1350;57.726;70.086;27.348;39.56;24.133;25.346;49.462;21.449;35.526;44.467;48.083;36.048;-1.492;5.377;25.959
1360;69.318;76.756;34.788;36.615;20.387;20.252;52.96;22.984;38.37;38.144;43.968;29.295;6.146;9.394;29.322
1370;80.938;84.44;42.161;34.01;17.77;15.706;55.422;24.47;40.854;31.837;37.125;21.462;12.832;14.647;31.429
1380;94.191;91.663;48.994;31.878;15.558;7.915;57.634;26.27;43.43;24.455;30.444;13.931;18.657;19.742;31.299
1390;111.296;97.633;55.702;30.795;13.716;0.02;59.318;27.353;46.324;14.064;24.611;6.911;26.444;23.56;33.207
1400;129.872;103.503;62.452;29.213;11.387;-6.482;60.06;29.157;49.738;3.616;20.687;0.478;34.143;27.078;34.157
1410;147.164;109.659;66.538;27.204;8.799;-11.065;60.038;29.082;54.201;-4.425;16.956;-4.396;39.831;31.666;35.106
1420;160.648;116.064;71.084;24.007;6.347;-14.518;59.442;28.758;56.059;-11.548;13.849;-8.977;44.04;35.424;33.389
1430;173.2;123.092;76.794;20.773;3.367;-17.677;57.883;28.232;57.798;-18.335;10.182;-13.962;47.887;39.18;32.608
1440;187.683;127.623;82.68;16.023;0.282;-20.44;56.576;26.713;59.854;-25.085;5.183;-15.826;50.696;41.838;32.699
1450;199.269;133.618;90.14;12.069;-3.408;-24.674;55.046;25.976;61.803;-31.463;1.079;-17.206;53.734;44.057;33.336
