timepoints (min);43: wc-2-.1;44: wc-2-.2;45: wc-2-.3
1080;-204.47;-77.42;-58.484
1090;-196.664;-75.342;-58.849
1100;-191.04;-72.56;-56.173
1110;-184.359;-66.717;-51.543
1120;-177.355;-61.97;-46.788
1130;-170.803;-60.342;-43.543
1140;-162.931;-58.889;-41.416
1150;-154.05;-57.35;-40.575
1160;-146.691;-55.638;-39.772
1170;-140.843;-54.188;-39.567
1180;-136.701;-52.527;-39.052
1190;-133.619;-53.173;-38.298
1200;-128.685;-54.736;-38.369
1210;-107.023;-50.169;-37.324
1220;-84.578;-44.692;-36.128
1230;-70.468;-41.574;-33.16
1240;-58.284;-37.387;-29.765
1250;-45.447;-29.451;-26.667
1260;-37.702;-21.39;-24.061
1270;-34.886;-15.86;-22.003
1280;-32.711;-16.922;-20.492
1290;-27.386;-17.108;-19.064
1300;-23.019;-15.709;-17.998
1310;-19.588;-16.184;-20.398
1320;-17.153;-13.996;-20.101
1330;-14.069;-14.176;-17.722
1340;-9.269;-13.648;-15.251
1350;-4.14;-13.3;-14.13
1360;-0.464;-14.495;-14.268
1370;4.558;-15.466;-14.961
1380;7.961;-14.593;-15.411
1390;6.493;-12.805;-15.613
1400;5.509;-10.589;-14.96
1410;5.842;-8.403;-14.589
1420;5.9;-5.371;-13.68
1430;6.45;-6.263;-12.944
1440;12.358;-5.895;-12.683
1450;15.362;-3.227;-12.093
1460;16.542;-4.106;-11.688
1470;17.857;-7.915;-11.497
1480;20.266;-9.485;-13.439
1490;21.003;-11.162;-15.26
1500;20.014;-16.01;-16.224
1510;21.62;-20.802;-16.951
1520;25.996;-25.182;-18.605
1530;27.439;-25.72;-20.294
1540;27.435;-24.345;-21.465
1550;28.637;-22.367;-21.59
1560;29.27;-19.255;-20.503
1570;29.569;-17.558;-20.901
1580;29.621;-13.142;-22.241
1590;29.465;-10.282;-23.645
1600;30.552;-8.064;-25.28
1610;34.131;-7.814;-26.674
1620;36.931;-8.529;-27.713
1630;41.594;-9.478;-28.303
1640;48.934;-10.66;-27.848
1650;53.266;-11.44;-25.758
1660;54.87;-12.554;-23.486
1670;56.433;-14.208;-21.074
1680;57.849;-11.976;-19.173
1690;58.832;-9.147;-18.224
1700;59.427;-8.501;-17.194
1710;58.152;-5.566;-16.478
1720;54.587;0.787;-15.876
1730;49.988;8.212;-14.413
1740;46.432;15.607;-13.022
1750;43.189;22.06;-11.984
1760;39.46;28.799;-11.687
1770;36.288;35.37;-11.503
1780;37.905;41.435;-11.873
1790;36.452;46.617;-12.474
1800;34.967;50.647;-12.728
1810;31.825;52.343;-13.277
1820;27.337;53.16;-13.226
1830;22.6;54.262;-13.12
1840;20.327;52.033;-12.414
1850;16.458;52.106;-11.059
1860;11.223;53.691;-9.412
1870;7.161;55.542;-7.538
1880;5.197;57.793;-5.993
1890;4.083;59.946;-5.759
1900;4.785;62.083;-8.178
1910;7.225;64.048;-8.157
1920;10.007;64.357;-8.189
1930;12.052;62.309;-8.793
1940;7.448;60.946;-9.079
1950;3.298;60.946;-9.247
1960;1.406;61.114;-8.247
1970;1.611;59.286;-6.72
1980;3.371;55.822;-7.452
1990;5.47;51.606;-9.865
2000;8.582;47.199;-11.71
2010;12.077;43.543;-12.029
2020;15.553;40.123;-10.516
2030;17.27;35.971;-6.979
2040;20.265;31.801;-2.054
2050;22.222;27.659;1.888
2060;23.022;23.839;5.738
2070;25.432;19.444;9.583
2080;29.614;14.247;13.532
2090;31.862;12.815;16.716
2100;34.84;12.244;19.119
2110;37.612;10.823;21.034
2120;37.834;9.24;23.012
2130;35.837;7.139;25.239
2140;34.561;4.21;27.726
2150;32.503;0.554;30.872
2160;30.806;-4.182;32.884
2170;29.658;-6.553;34.892
2180;28.862;-6.836;37.732
2190;29.897;-5.265;40.858
2200;31.126;-5.948;42.906
2210;32.4;-7.716;43.015
2220;33.964;-7.771;40.988
2230;34.106;-7.206;41.886
2240;33.597;-5.197;44.401
2250;32.906;-3.366;45.815
2260;31.937;-2.823;46.332
2270;30.033;-3.703;46.021
2280;27.909;-4.939;45.102
2290;26.244;-6.719;42.764
2300;24.479;-6.71;39.723
2310;23.17;-6.185;35.782
2320;21.963;-7.371;32.708
2330;20.818;-8.978;29.099
2340;17.31;-8.594;25.908
2350;13.862;-10.706;23.528
2360;10.229;-12.687;22.152
2370;6.956;-13.474;20.942
2380;4.014;-14.924;20.49
2390;1.186;-16.041;20.193
2400;-0.317;-17.913;20.152
2410;-1.199;-17.93;19.554
2420;-2.439;-17.157;18.968
2430;-3.524;-15.08;18.331
2440;-3.498;-16.08;17.714
2450;-2.066;-16.943;16.818
2460;0.128;-18.154;16.378
2470;2.257;-20.952;17.228
2480;4.709;-24.39;18.447
2490;4.797;-28.119;18.327
2500;5.425;-30.788;16.967
2510;6.247;-32.381;13.568
2520;7.571;-32.019;9.777
2530;9.25;-31.247;5.724
2540;12.535;-32.326;2.796
2550;16.233;-35.468;1.372
2560;19.819;-38.063;-0.12
2570;22.182;-38.063;-0.899
2580;23.945;-35.502;-0.732
2590;28.428;-34.662;-0.19
2600;32.2;-34.32;0.079
2610;35.903;-31.846;-0.825
2620;40.206;-30.557;-2.949
2630;44.754;-29.263;-5.979
2640;47.269;-27.928;-7.734
2650;48.841;-24.628;-8.83
2660;50.098;-21.332;-10.939
2670;51.938;-19.021;-13.301
2680;51.542;-18.814;-15.335
2690;49.808;-19.103;-15.76
2700;46.332;-16.99;-13.651
2710;43.625;-12.145;-10.785
2720;41.923;-6.308;-8.123
2730;41.283;-1.606;-9.201
2740;41.805;1.484;-10.279
2750;41.31;3.269;-9.932
2760;40.389;3.771;-6.676
2770;37.862;5.241;-2.269
2780;34.211;5.542;1.857
2790;28.789;7.708;4.706
2800;22.139;8.305;6.451
2810;14.663;7.967;8.499
2820;7.766;7.914;8.579
2830;1.143;6.876;8.414
2840;-3.754;6.098;8.462
2850;-9.066;5.523;9.132
2860;-15.982;1.89;9.254
2870;-23.778;-0.426;8.996
2880;-30.53;-1.374;9.192
2890;-35.713;-2.108;8.61
2900;-42.181;-3.913;7.116
2910;-50.596;-6.657;6.891
2920;-56.601;-9.61;7.132
2930;-59.727;-11.836;8.139
2940;-60.658;-14.01;9.066
2950;-61.596;-15.708;9.611
2960;-64.49;-18.541;9.788
2970;-68.484;-21.668;9.79
2980;-72.73;-23.614;11.364
2990;-74.881;-23.968;13.203
3000;-77.117;-24.341;14.56
3010;-79.846;-25.77;15.222
3020;-79.917;-29.003;15.135
3030;-78.537;-31.181;14.742
3040;-75.746;-32.132;13.997
3050;-72.538;-31.561;13.052
3060;-69.672;-31.537;11.393
3070;-67.165;-33.4;10.779
3080;-66.588;-37.214;9.261
3090;-65.748;-41.23;6.361
3100;-62.538;-44.35;2.388
3110;-59.508;-44.917;0.081
3120;-55.534;-44.812;-0.388
3130;-53.956;-44.902;-0.379
3140;-50.739;-44.335;0.41
3150;-45.513;-42.177;2.058
3160;-40.473;-39.204;3.989
3170;-37.901;-36.094;6.113
3180;-36.196;-32.564;7.748
3190;-35.898;-27.177;8.621
3200;-34.552;-22.52;9.192
3210;-31.392;-18.97;10.739
3220;-28.668;-16.818;13.505
3230;-27.526;-15.665;12.971
3240;-27.974;-14.597;12.033
3250;-25.757;-12.572;11.931
3260;-22.297;-10.279;11.804
3270;-20.342;-8.714;11.828
