timepoints (min);16: frq7+.1;17: frq7+.2;18: frq7+.3;19: frq1-.1;20: frq1-.3;;21: frq7-.1;22: frq7-.2;;23: frq9+.1;24: frq9+.2;25: frq9+.3;26: frq10+.1;27: frq10+.2;28: frq10+.3
7140;-214.902;-194.175;-146.066;393.948;368.105;;-106.299;-161.557;;-92.684;-132.658;48.139;23.692;-5.902;-98.195
7150;-216.903;-198.319;-145.073;379.516;378.048;;-104.817;-163.448;;-108.552;-135.331;46.526;21.382;-4.31;-99.131
7160;-219.381;-202.552;-144.16;362.455;382.361;;-104.054;-165.57;;-125.163;-138.705;42.396;18.452;-2.095;-100.843
7170;-222.266;-206.444;-142.639;345.994;384.132;;-103.084;-165.292;;-139.527;-142.065;38.542;15.775;0.313;-101.694
7180;-224.899;-209.16;-140.494;328.062;374.786;;-101.534;-164.145;;-153.313;-145.917;29.883;13.669;2.112;-102.566
7190;-227.349;-212.524;-137.437;307.714;358.171;;-99.566;-164.343;;-166.788;-149.349;19.388;14.513;4.346;-102.97
7200;-230.145;-215.578;-134.938;282.943;339.646;;-97.789;-164.603;;-180.014;-152.51;11.866;17.063;8.628;-103.208
7210;-232.88;-217.436;-133.327;257.092;317.691;;-97.116;-163.16;;-191.712;-156.495;7.298;17.534;12.952;-104.171
7220;-234.834;-219.468;-131.91;228.982;295.4;;-97.237;-161.014;;-202.872;-160.49;2.902;14.883;15.292;-105.012
7230;-236.928;-220.854;-129.003;200.368;272.71;;-96.782;-160.705;;-212.96;-161.31;0.815;11.477;16.532;-105.583
7240;-238.45;-223.935;-124.978;170.29;248.868;;-96.35;-160.691;;-220.559;-160.252;-2.593;9.526;18.03;-104.612
7250;-241.535;-225.897;-118.949;140.731;221.844;;-94.996;-160.248;;-226.268;-159.188;-8.385;7.055;20.732;-103.49
7260;-244.492;-227.626;-111.183;110.005;187.782;;-93.408;-159.41;;-232.272;-159.039;-13.963;4.095;23.335;-102.091
7270;-245.869;-230.349;-103.287;80.097;154.15;;-92.381;-159.182;;-237.437;-159.603;-19.808;0.695;25.434;-99.822
7280;-247.541;-233.141;-94.815;52.505;122.01;;-90.781;-156.585;;-239.156;-159.127;-28.401;-1.11;27.596;-102.305
7290;-250.396;-235.477;-85.515;26.073;92.608;;-89.759;-154.541;;-237.764;-158.672;-39.086;-1.182;29.673;-104.011
7300;-254.094;-237.516;-77.019;-0.105;67.924;;-88.895;-151.978;;-235.128;-156.768;-49.735;-1.408;29.793;-103.833
7310;-258.83;-238.721;-68.738;-24.716;41.618;;-87.992;-148.924;;-232.225;-154.084;-63.266;-1.341;30.564;-102.029
7320;-264.154;-239.822;-59.743;-47.99;18.378;;-87.898;-146.339;;-227.608;-151.481;-75.941;-2.061;32.207;-97.643
7330;-267.832;-241.585;-50.719;-67.488;-1.857;;-88.218;-144.766;;-222.75;-148.633;-86.634;-2.934;34.114;-93.557
7340;-271.716;-243.109;-42.997;-88.295;-18.041;;-87.968;-144.926;;-218.189;-146.561;-97.052;-3.834;35.206;-89.486
7350;-274.792;-243.257;-36.545;-106.717;-35.777;;-87.121;-143.468;;-215.517;-144.887;-107.982;-4.181;35.163;-85.637
7360;-276.968;-242.55;-29.908;-125.914;-54.287;;-85.588;-142.534;;-211.834;-142.56;-117.846;-4.361;33.966;-80.268
7370;-279.652;-242.342;-24.091;-142.843;-74.863;;-84.257;-139.007;;-207.051;-139.749;-128.807;-3.743;32.953;-72.058
7380;-283.36;-241.992;-16.708;-161.241;-93.312;;-82.526;-137.539;;-202.106;-135.385;-139.506;-2.166;33.008;-62.499
7390;-286.796;-240.546;-9.858;-175.793;-111.76;;-81.407;-137.12;;-197.469;-130.887;-153.206;0.366;34.065;-53.303
7400;-289.452;-239.145;-3.281;-188.367;-128.228;;-80.621;-137.018;;-193;-126.514;-164.76;3.361;34.61;-44.883
7410;-291.672;-238.91;3.142;-199.183;-141.145;;-80.254;-137.972;;-189.199;-121.33;-170.854;7.006;34.415;-35.739
7420;-293.49;-238.852;9.134;-209.123;-154.712;;-79.607;-140.363;;-185.679;-116.083;-176.57;9.15;34.033;-29.863
7430;-294.583;-238.348;15.497;-218.534;-161.945;;-79.79;-143.702;;-182.097;-110.448;-178.739;11.985;33.477;-24.01
7440;-294.608;-237.48;20.688;-227.611;-165.248;;-79.972;-147.2;;-178.059;-105.43;-179.263;13.779;33.09;-17.594
7450;-293.177;-235.749;25.288;-234.788;-168.676;;-80.6;-149.108;;-172.43;-98.778;-178.714;14.534;32.138;-10.837
7460;-290.717;-233.168;31.45;-242.794;-172.941;;-81.418;-150.345;;-166.879;-92.319;-180.121;17.473;31.274;-4.13
7470;-287.892;-230.034;37.483;-248.921;-177.039;;-82.124;-151.468;;-160.48;-84.8;-181.377;20.946;29.966;4.412
7480;-283.96;-226.426;41.683;-255.782;-180.721;;-81.044;-151.77;;-153.258;-76.854;-184.484;23.152;27.342;15.116
7490;-278.44;-221.723;44.847;-262.197;-183.673;;-79.948;-152.714;;-144.988;-67.399;-184.583;25.709;25.796;26.262
7500;-271.8;-216.999;47.32;-268.891;-186.625;;-79.364;-151.877;;-136.756;-57.833;-183.445;30.066;23.346;38.567
7510;-264.072;-211.954;48.866;-273.338;-188.479;;-80.477;-151.283;;-128.834;-46.328;-182.632;33.462;20.943;50.054
7520;-255.83;-206.321;51.219;-274.447;-190.96;;-80.007;-150.281;;-120.858;-33.273;-180.01;36.934;19.743;58.619
7530;-247.553;-199.833;53.065;-275.596;-193.091;;-79.796;-151.552;;-113.393;-17.535;-174.105;39.519;18.898;66.949
7540;-238.724;-192.743;54.408;-276.964;-197.349;;-79.454;-152.245;;-103.728;-0.063;-164.981;43.121;18.996;75.714
7550;-229.196;-185.783;56.709;-279.426;-200.379;;-78.437;-151.537;;-91.572;16.961;-156.098;45.659;20.753;86.822
7560;-219.382;-179.684;60.432;-281.946;-202.011;;-77.777;-150.319;;-77.874;35.732;-146.848;47.753;22.994;97.745
7570;-209.352;-173.065;63.498;-283.995;-204.199;;-76.396;-148.658;;-65.884;55.593;-137.674;49.692;23.025;107.393
7580;-199.077;-165.36;65.655;-284.248;-207.186;;-75.046;-144.854;;-50.705;75.137;-126.41;51.844;21.836;116.447
7590;-189.582;-157.308;68.737;-284.786;-211.519;;-73.394;-138.41;;-34.578;94.68;-115.697;53.177;22.265;123.317
7600;-180.094;-149.57;72.488;-282.789;-215.228;;-72.063;-133.28;;-14.65;113.223;-104.723;54.612;20.419;128.844
7610;-171.463;-141.761;75.13;-280.967;-216.783;;-71.116;-130.399;;2.646;128.755;-93.396;56.061;18.734;133.381
7620;-163.949;-133.079;77.388;-280.383;-218.41;;-71.303;-130.119;;17.847;144.033;-81.281;56.337;15.71;137.324
7630;-155.792;-123.553;79.572;-278.501;-218.903;;-71.797;-126.206;;33.577;159.539;-68.939;56.092;12.12;140.194
7640;-146.821;-112.45;82.553;-272.364;-219.247;;-72.374;-120.673;;49.356;173.526;-56.359;53.778;9.218;142.266
7650;-138.167;-99.305;86.262;-266.948;-221.222;;-73.148;-116.968;;65.508;188.36;-45.419;51.281;7.474;141.618
7660;-129.312;-84.88;91.047;-260.917;-218.964;;-72.628;-114.703;;79.492;202.097;-36.916;49.941;5.75;139.837
7670;-119.404;-69.876;95.939;-254.474;-215.457;;-72.243;-112.199;;92.819;215.985;-29.244;49.72;3.389;141.492
7680;-108.068;-55.011;99.727;-245.494;-211.294;;-72.328;-111.719;;107.509;228.233;-21.407;47.19;0.894;143.003
7690;-96.828;-40.234;103.284;-236.412;-207.916;;-73.15;-111.887;;122.328;238.687;-12.731;43.233;-1.972;143.567
7700;-85.611;-24.709;107.743;-225.91;-200.073;;-73.394;-113.633;;135.852;244.343;-5.531;39.942;-4.637;143.473
7710;-73.239;-8.841;110.608;-212.698;-188.657;;-72.728;-114.145;;149.698;247.084;1.818;36.603;-7.865;145.211
7720;-59.817;6.717;114.098;-198.397;-177.152;;-72.102;-112.873;;163.23;248.596;8.891;33.532;-9.512;141.949
7730;-46.252;24.055;118.861;-182.899;-165.447;;-72.532;-112.057;;177.183;247.516;15.746;33.843;-9.808;135.612
7740;-32.439;42.037;123.694;-167.055;-153.266;;-72.917;-112.709;;190.851;244.717;21.394;34.506;-9.534;130.574
7750;-17.189;61.396;127.771;-151.808;-141.757;;-72.902;-112.274;;204.445;241.819;24.903;33.647;-9.168;124.63
7760;-1.371;81.898;131.487;-135.859;-131.288;;-71.08;-112.76;;218.154;237.581;27.992;30.606;-9.895;118.606
7770;15.545;101.937;134.702;-121.356;-120.774;;-68.986;-113.48;;231.724;231.967;29.041;26.968;-11.172;113.479
7780;33.797;121.349;138.156;-105.532;-107.516;;-66.845;-112.812;;244.15;224.659;31.35;24.821;-11.593;108.59
7790;52.912;141.393;142.932;-87.912;-89.768;;-65.381;-108.008;;253.211;216.044;34.488;21.356;-11.884;101.999
7800;72.884;161.792;148.075;-65.177;-73.145;;-63.846;-103.273;;257.834;207.45;37.137;16.618;-14.08;94.968
7810;92.484;182.783;152.034;-42.775;-52.177;;-60.175;-98.834;;257.654;196.285;39.618;12.175;-15.436;90.037
7820;111.486;202.731;156.08;-13.137;-26.452;;-55.858;-96.606;;256.23;182.945;39.132;8.05;-15.383;87.255
7830;130.375;220.229;160.901;13.273;-1.206;;-53.05;-94.108;;249.081;168.446;36.575;4.844;-14.617;83.477
7840;149.687;236.938;165.646;44.783;25.488;;-50.801;-91.61;;241.367;154.057;33.873;1.941;-15.753;79.625
7850;168.763;253.742;170.127;73.724;58.469;;-47.859;-89.126;;229.49;140.885;30.968;-1.459;-15.119;76.101
7860;187.742;270.057;173.934;102.057;93.923;;-42.597;-81.519;;220.852;132.164;27.524;-4.757;-14.749;72.461
7870;206.873;285.363;177.236;132.59;129.556;;-37.175;-70.683;;213.912;125.207;23.954;-7.08;-13.641;67.32
7880;226.592;299.211;178.779;164.923;162.349;;-31.266;-63.265;;205.459;117.047;21.023;-9.978;-12.466;63.297
7890;246.604;311.313;178.186;194.906;194.637;;-23.705;-55.826;;195.977;109.85;17.506;-11.785;-12.066;59.342
7900;266.647;321.789;176.625;223.324;221.276;;-14.463;-48.19;;185.788;100.807;14.848;-13.298;-11.559;55.905
7910;286.883;329.964;174.13;253.4;245.651;;-6.49;-39.669;;177.372;91.983;12.301;-15.251;-10.866;52.361
7920;307.321;337.017;170.778;281.499;266.869;;3.679;-27.563;;168.738;83.457;9.03;-16.908;-9.186;47.285
7930;325.963;343.323;167.636;302.225;286.655;;15.538;-14.048;;158.341;76.368;5.25;-17.323;-7.149;39.808
7940;341.828;348.459;165.069;322.95;299.455;;25.71;4.297;;146.357;73.154;-0.061;-17.814;-5.139;32.272
7950;355.979;353.345;162.026;339.577;310.025;;35.24;21.331;;133.437;74.044;-6.215;-19.466;-3.469;26.855
7960;369.283;357.607;159.411;349.531;315.422;;41.869;40.885;;119.087;75.799;-13.56;-21.439;-0.806;19.004
7970;381.583;360.359;157.481;356.941;321.452;;47.934;58.338;;104.757;77.553;-20.698;-22.797;2.088;11.875
7980;392.716;361.156;155.606;364.275;324.543;;53.803;78.177;;88.545;76.476;-28.592;-26.228;3.237;6.188
7990;403.301;359.392;154.21;368.006;327.394;;61.436;97.603;;71.852;73.872;-35.109;-31.858;2.77;-1.4
8000;413.479;355.455;152.03;371.098;328.258;;71.076;118.727;;55.665;69.363;-40.651;-38.818;1.563;-7.661
8010;423.124;352.738;148.658;371.335;327.203;;83.316;141.36;;39.703;64.771;-46.952;-43.48;2.377;-12.761
8020;429.709;350.203;145.141;371.855;326.948;;94.302;166.85;;23.783;60.01;-53.026;-46.359;2.367;-17.356
8030;434.771;346.939;140.65;368.535;322.248;;105.579;191.379;;7.884;55.566;-58.502;-49.674;0.025;-20.943
8040;440.294;343.982;134.378;363.186;310.266;;119.571;208.789;;-7.81;52.655;-64.452;-52.339;-2.903;-24.316
8050;442.377;339.183;126.292;351.323;297.734;;135.683;222.913;;-22.745;50.09;-70.065;-53.743;-6.501;-28.498
8060;439.93;332.044;117.334;338.901;281.163;;150.615;237.023;;-36.074;50.324;-73.379;-55.902;-13.121;-35.444
8070;436.222;323.084;108.211;314.892;259.952;;166.778;251.548;;-46.171;54.139;-74.305;-58.194;-18.688;-45.79
8080;431.131;313.917;99.651;291.727;237.113;;179.891;265.792;;-53.874;60.221;-75.716;-61.815;-22.654;-56.608
8090;424.811;304.135;91.367;263.666;213.008;;190.159;278.554;;-62.348;64.687;-77.091;-65;-25.949;-66.345
8100;418.332;294.381;83.178;235.606;184.274;;200.19;291.228;;-69.577;69.172;-78.39;-68.113;-29.066;-75.512
8110;409.73;282.829;76.073;209.408;150.514;;206.863;301.382;;-79.87;67.925;-77.379;-72.09;-30.945;-83.312
8120;399.353;270.832;69.146;180.47;115.559;;213.44;310.185;;-91.134;62.378;-77.015;-76.226;-32.015;-90.517
8130;387.394;258.945;64.094;149.739;81.599;;221.45;318.272;;-101.11;56.265;-78.83;-79.454;-34.363;-97.832
8140;372.16;245.792;60.196;119.008;49.29;;225.207;326.228;;-110.557;50.021;-81.17;-82.926;-38.513;-103.89
8150;355.586;231.462;57.335;88.804;22.21;;227.215;333.539;;-118.706;44.172;-83.08;-86.143;-42.73;-109.441
8160;339.185;219.382;54.24;56.59;-3.727;;228.953;338.21;;-125.364;40.208;-83.364;-89.604;-47.397;-115.792
8170;321.075;208.702;50.786;25.088;-27.503;;228.287;339.232;;-130.127;38.903;-80.596;-92.954;-50.668;-123.052
8180;301.172;198.519;46.411;-0.193;-51.579;;223.312;339.115;;-132.906;40.713;-77.828;-96.306;-52.31;-125.713
8190;284.472;188.599;40.903;-25.688;-69.274;;220.032;334.167;;-135.008;40.665;-72.942;-98.948;-53.208;-126.375
8200;268.88;176.88;35.326;-50.363;-87.212;;216.752;330.447;;-135.385;40.567;-66.477;-100.566;-54.12;-130.468
8210;251.945;164.228;29.861;-69.953;-101.17;;216.039;321.167;;-135.735;42.862;-58.659;-101.657;-55.517;-134.361
8220;235.065;152.277;22.76;-87.549;-117.439;;216.021;311.756;;-136.895;44.171;-50.883;-101.628;-57.406;-134.497
8230;217.285;139.79;13.619;-106.459;-130.914;;214.735;296.45;;-136.906;46.593;-44.232;-101.17;-56.622;-133.663
8240;198.479;127.941;3.553;-124.29;-144.57;;212.862;282.059;;-137.397;50.048;-40.434;-99.354;-57.279;-131.75
8250;178.677;116.658;-5.73;-140.764;-155.61;;208.603;266.679;;-140.521;53.767;-37.519;-95.948;-58.349;-130.454
8260;157.052;102.822;-14.531;-157.079;-166.674;;200.91;255.836;;-142.057;56.83;-34.058;-91.834;-60.45;-128.829
8270;134.99;89.497;-23.302;-173.353;-177.739;;193.252;241.868;;-145.566;58.801;-29.41;-88.861;-62.099;-127.371
8280;112.163;76.579;-32.131;-186.966;-187.604;;186.142;234.491;;-149.268;59.847;-28.01;-86.033;-62.575;-125.55
8290;88.367;60.959;-41.248;-199.872;-194.396;;177.288;230.499;;-151.999;57.792;-27.674;-83.415;-63.268;-123.964
8300;65.85;45.073;-50.101;-208.546;-200.713;;166.301;224.622;;-153.084;55.28;-26.67;-80.008;-61.171;-122.116
8310;47.349;30.263;-57.792;-218.095;-208.514;;155.585;214.091;;-152.61;49.687;-26.193;-75.057;-57.468;-118.99
8320;29.634;16.709;-64.99;-223.564;-216.303;;142.916;204.954;;-153.028;39.927;-26.599;-69.968;-55.514;-114.014
8330;13.214;3.229;-72.898;-228.687;-221.601;;136.28;196.258;;-153.446;28.807;-25.968;-64.826;-55.131;-106.617
8340;-2.975;-8.088;-81.982;-232.542;-225.001;;130.603;186.931;;-152.646;20.559;-24.917;-60.899;-53.408;-99.117
8350;-19.499;-19.406;-91.066;-236.452;-227.179;;124.925;177.688;;-151.942;12.648;-23.452;-56.199;-50.126;-91.487
8360;-34.241;-29.039;-99.19;-242.148;-227.481;;117.597;165.412;;-149.299;9.592;-22.789;-50.192;-47.997;-85.499
8370;-47.091;-38.553;-106.604;-247.32;-227.712;;110.428;153.219;;-145.971;8.786;-20.829;-45.011;-46.768;-79.717
8380;-58.772;-47.717;-114.916;-251.617;-226.935;;99.646;141.996;;-142.269;10.101;-17.108;-40.702;-44.234;-73.757
8390;-68.314;-55.548;-123.041;-256.234;-227.09;;90.523;131.228;;-137.898;10.803;-13.193;-34.354;-40.418;-67.228
8400;-76.236;-62.567;-131.439;-259.706;-226.352;;81.407;121.526;;-133.204;11.455;-8.177;-28.189;-37.101;-60.783
8410;-84.073;-70.687;-138.404;-262.612;-227.371;;71.465;114.4;;-129.532;11.519;-3.037;-22.105;-33.131;-53.68
8420;-92.036;-79.994;-143.8;-265.319;-228.007;;61.509;107.426;;-127.043;8.454;2.633;-16.041;-29.85;-47.637
8430;-98.218;-89.123;-148.763;-268.303;-228.843;;54.945;99.225;;-124.479;2.44;8.428;-9.554;-27.902;-42.739
8440;-104.759;-98.372;-153.352;-270.851;-228.981;;48.782;91.672;;-120.874;-5.334;12.953;-3.937;-26.177;-39.774
8450;-111.697;-108.171;-157.393;-272.051;-229.545;;42.564;84.239;;-117.739;-14.178;15.803;1.403;-23.578;-33.661
8460;-117.72;-117.597;-162.161;-272.069;-229.337;;35.377;77.703;;-113.404;-22.993;18.623;7.058;-20.139;-28.146
8470;-124.637;-126.326;-167.374;-271.701;-228.461;;28.168;69.861;;-108.346;-30.974;21.23;11.826;-17.215;-24.643
8480;-130.829;-135.27;-170.662;-270.328;-227.48;;22.934;65.367;;-102.95;-36.754;27.309;16.698;-15.931;-21.841
8490;-136.672;-144.021;-173.654;-268.705;-227.583;;17.883;60.949;;-96.655;-43.277;36.948;20.935;-12.531;-18.643
8500;-142.491;-152.619;-177.215;-267.288;-228.684;;12.832;52.599;;-88.421;-47.749;46.639;24.648;-8.29;-16.665
8510;-146.702;-160.921;-180.022;-265.317;-228.407;;7.836;39.386;;-80.458;-51.349;56.543;26.375;-4.185;-14.815
8520;-147.901;-170.629;-183.243;-261.721;-225.49;;2.95;26.721;;-69.92;-53.497;66.612;28.068;-0.357;-11.686
8530;-147.949;-181.138;-187.03;-257.395;-222.305;;-3.357;6.457;;-58.84;-55.659;78.161;30.382;3.772;-7.657
8540;-147.942;-190.354;-190.342;-253.068;-217.433;;-9.851;-13.919;;-49.128;-57.003;90.321;34.153;7.134;-3.241
8550;-147.788;-198.619;-191.819;-248.047;-212.681;;-16.248;-28.397;;-40.039;-57.59;102.64;37.796;10.852;1.059
8560;-147.801;-206.255;-193.363;-239.611;-205.963;;-24.123;-37.836;;-32.414;-56.961;114.228;40.283;13.214;6.047
8570;-147.12;-212.066;-195.178;-231.12;-200.554;;-31.852;-45.898;;-25.032;-55.503;125.532;42.676;16.164;11.939
8580;-146.753;-216.012;-195.815;-221.309;-194.866;;-41.407;-55.6;;-17.885;-54.257;137.665;45.76;20.577;17.443
8590;-146.183;-220.486;-195.164;-209.85;-190.299;;-49.348;-65.309;;-10.422;-52.686;150.154;50.44;22.823;22.146
8600;-144.844;-224.69;-194.48;-198.39;-183.153;;-57.219;-75.468;;-2.346;-50.688;162.479;55.194;23.102;27.64
8610;-142.142;-227.67;-194.052;-185.794;-173.716;;-62.277;-83.494;;5.073;-48.811;174.123;58.406;23.837;33.492
8620;-138.563;-229.088;-193.443;-174.066;-164.037;;-67.087;-91.483;;12.43;-46.665;184.458;61.892;27.121;41.086
8630;-135.921;-230.15;-192.232;-162.126;-155.326;;-70.903;-98.262;;18.541;-44.37;193.946;63.96;32.812;43.607
8640;-133.913;-231.323;-190.172;-149.891;-144.55;;-74.086;-104.359;;24.189;-41.914;203.407;63.899;39.607;45.621
8650;-132.28;-232.863;-187.382;-136.786;-134.364;;-77.412;-111.061;;27.775;-40.979;211.028;64.92;45.669;50.846
8660;-130.797;-234.357;-184.699;-120.366;-122.189;;-78.847;-117.763;;30.341;-40.379;215.508;66.701;50.771;57.768
8670;-129.396;-235.472;-183.099;-103.163;-106.93;;-80.268;-125.058;;32.266;-38.411;216.807;68.295;55.188;66.979
8680;-129.429;-236.8;-181.914;-85.665;-91.512;;-81.55;-129.676;;33.571;-38.894;217.996;68.49;57.959;72.793
8690;-130.098;-237.818;-180.479;-65.754;-74.774;;-83.153;-135.047;;33.411;-39.777;217.785;68.677;60.873;78.142
8700;-130.526;-237.501;-179.222;-45.844;-58.03;;-84.645;-140.501;;32.298;-40.975;217.661;69.13;63.716;82.886
8710;-131.742;-237.268;-177.866;-23.403;-40.839;;-84.93;-145.561;;32.406;-43.483;216.961;70.121;65.818;87.749
8720;-133.11;-237.589;-176.244;-1.753;-19.327;;-85.214;-148.455;;31.967;-46.775;216.29;71.103;68.102;94.15
8730;-134.959;-237.127;-174.994;20.338;7.172;;-85.799;-151.127;;31.183;-50.301;212.69;71.731;69.777;100.243
8740;-137.713;-236.265;-172.978;44.349;34.79;;-87.455;-153.823;;30.811;-52.669;206.714;72.092;71.203;104.701
8750;-140.521;-235.549;-170.979;71.35;59.793;;-88.822;-156.079;;30.846;-55.265;200.206;72.168;71.946;108.075
8760;-144.014;-235.185;-169.419;98.497;84.556;;-88.516;-158.596;;28.12;-58.437;193.538;73.039;71.785;111.16
8770;-147.684;-234.091;-167.069;125.326;106.292;;-87.734;-160.532;;24.36;-62.392;184.218;73.076;70.912;113.43
8780;-150.392;-232.081;-163.928;150.43;133.266;;-85.585;-161.09;;20.432;-66.61;173.588;72.266;69.601;114.236
8790;-154.92;-230.014;-160.674;175.301;159.199;;-84.979;-160.383;;18.783;-69.058;163.967;70.142;68.201;116.023
8800;-159.814;-226.983;-158.359;199.56;185.479;;-84.505;-159.908;;16.909;-71.64;154.057;68.499;66.772;118.945
8810;-164.483;-223.543;-155.513;222.959;206.454;;-83.109;-158.777;;17.295;-74.753;143.53;65.919;67.484;122.185
8820;-169.086;-220.945;-151.709;243.713;231.236;;-81.803;-157.034;;18.041;-77.683;132.662;62.152;68.676;124.479
8830;-172.702;-217.575;-148.088;264.028;255.29;;-80.487;-154.033;;17.517;-81.079;122.225;58.092;67.697;123.364
8840;-175.509;-213.125;-144.967;283.25;280.383;;-78.552;-150.128;;16.644;-85.659;111.119;53.789;67.117;122.258
8850;-178.24;-208.69;-142.2;303.608;301.841;;-76.451;-143.017;;16.568;-91.121;99.458;48.959;66.206;121.659
8860;-181.935;-203.614;-139.779;322.85;320.763;;-73.782;-135.905;;16.27;-97.057;85.891;44.434;65.942;120.426
8870;-186.305;-200.03;-136.75;342.64;338.717;;-71.292;-126.756;;17.192;-102.574;72.138;40.286;64.069;114.905
8880;-189.436;-196.594;-132.623;360.425;357.135;;-68.495;-117.385;;19.353;-108.163;59.077;37.288;59.182;113.444
8890;-191.817;-192.684;-126.994;378.086;371.11;;-65.374;-109.412;;21.839;-112.836;45.803;34.531;53.826;112.077
8900;-195.372;-188.594;-121.476;389.808;381.767;;-61.942;-104.578;;25.407;-115.903;31.288;30.412;48.44;108.709
8910;-200.029;-183.552;-117.378;397.364;391.386;;-59.233;-99.923;;29.382;-118.345;16.583;25.194;44.505;104.299
8920;-204.705;-177.981;-114.037;404.348;397.839;;-56.186;-95.742;;34.163;-120.77;5.161;19.815;41.017;99.108
8930;-208.49;-172.679;-110.497;406.421;401.461;;-54.841;-91.292;;38.994;-120.148;-6.73;15.881;39.763;94.45
8940;-212.408;-167.654;-106.688;404.862;403.084;;-54.123;-85.679;;41.994;-117.745;-16.873;11.975;39.359;88.954
8950;-216.988;-162.441;-102.658;402.731;401.628;;-53.404;-79.606;;44.986;-115.102;-28.222;6.92;38.084;82.099
8960;-221.15;-156.727;-98.414;395.814;398.127;;-53.623;-72.374;;46.706;-113.11;-38.215;0.494;34.199;76.23
8970;-225.382;-150.218;-94.039;389.412;390.96;;-53.946;-66.502;;49.142;-109.757;-48.319;-6.13;28.617;71.942
8980;-228.174;-143.903;-89.731;377.759;376.313;;-53.97;-61.451;;51.164;-106.393;-56.661;-11.103;23.651;67.647
8990;-230.057;-137.084;-85.666;364.979;360.182;;-53.858;-59.154;;53.076;-103.789;-65.888;-14.566;17.993;61.694
9000;-231.33;-128.117;-81.308;348.141;345.473;;-53.822;-56.661;;54.732;-101.625;-75.207;-18.687;11.455;55.897
9010;-231.865;-118.495;-76.862;327.97;330.452;;-54.254;-54.767;;59.775;-98.673;-84.332;-22.601;5.63;49.847
9020;-232.452;-107.862;-72.51;306.927;312.737;;-54.723;-53.141;;64.114;-94.459;-91.961;-25.876;0.066;43.985
9030;-233.548;-97.259;-67.175;282.836;289.466;;-56.487;-51.68;;67.665;-89.902;-98.268;-28.646;-4.662;39.782
9040;-231.916;-86.284;-60.925;257.19;261.892;;-56.772;-51.683;;69.383;-85.972;-104.185;-29.503;-7.705;34.859
9050;-228.439;-73.886;-54.785;230.146;235.259;;-57.506;-53.178;;72.327;-81.418;-109.874;-30.927;-9.534;28.36
9060;-225.473;-62.545;-48.381;199.676;213.352;;-58.927;-53.302;;72.143;-76.546;-114.796;-31.55;-12.163;20.39
9070;-221.229;-53.221;-41.127;171.286;188.594;;-60.388;-55.026;;71.165;-71.225;-118.088;-31.753;-14.349;9.626
9080;-215.774;-43.081;-32.767;142.13;162.943;;-61.269;-57.081;;70.606;-66.33;-121.604;-32.483;-14.545;1.066
9090;-209.92;-33.418;-24.15;112.457;136.018;;-61.523;-60.777;;70.27;-60.287;-125.423;-33.284;-14.927;-5.154
9100;-203.775;-23.734;-13.72;81.149;109.924;;-61.777;-65.375;;67.582;-55.061;-130.294;-33.697;-14.967;-11.995
9110;-197.356;-15.492;-2.463;50.021;81.881;;-62.583;-68.661;;65.215;-49.833;-135.583;-33.97;-15.917;-19.034
9120;-189.837;-4.955;8.33;20.15;54.599;;-63.91;-75.422;;61.266;-44.486;-142.299;-33.956;-17.087;-23.914
9130;-182.102;6.33;18.315;-8.542;26.127;;-65.126;-81.48;;56.917;-39.319;-149.433;-34.052;-17.683;-26.89
9140;-173.738;17.168;27.211;-37.434;2.294;;-65.354;-86.058;;51.866;-35.283;-157.659;-35.959;-17.887;-32.008
9150;-164.679;27.803;36.29;-61.428;-18.379;;-65.583;-88.567;;47.392;-32.777;-164.388;-38.756;-18.39;-38.233
9160;-153.534;37.439;47.428;-83.761;-41.05;;-65.676;-91.714;;43.091;-30.865;-169.052;-40.211;-19.593;-44.086
9170;-142.284;46.404;59.841;-105.623;-61.406;;-66.553;-95.862;;37.895;-29.724;-175.084;-41.15;-21.519;-49.17
9180;-131.945;55.018;71.873;-123.557;-79.641;;-67.19;-99.589;;33.076;-29.145;-181.426;-42.91;-23.996;-53.639
9190;-121.004;63.622;82.666;-140.823;-98.406;;-68.599;-103.797;;30.418;-28.502;-189.149;-45.374;-26.768;-57.472
9200;-109.647;72.07;92.819;-158.379;-112.937;;-70.324;-108.012;;28.047;-29.081;-195.272;-47.996;-29.647;-61.102
9210;-99.25;80.519;103.55;-174.348;-125.348;;-72.172;-113.21;;26.12;-29.72;-201.51;-49.567;-29.834;-65.219
9220;-87.669;88.709;115.228;-191.059;-136.52;;-74.165;-117.661;;23.337;-31.732;-206.204;-51.23;-28.843;-70.554
9230;-74.859;96.625;127.401;-202.364;-146.138;;-75.967;-122.436;;20.938;-33.615;-211.486;-54.407;-27.451;-75.076
9240;-60.146;103.703;139.33;-213.207;-154.476;;-77.852;-124.263;;17.328;-35.851;-214.617;-57.923;-26.346;-76.968
9250;-43.832;110.084;150.923;-224.378;-163.505;;-78.781;-125.797;;15.023;-37.468;-215.772;-59.859;-22.67;-78.968
9260;-27.469;117.07;162.332;-232.912;-172.286;;-79.881;-127.931;;11.334;-39.462;-215.647;-61.879;-19.474;-81.128
9270;-9.767;122.828;173.895;-240.514;-179.786;;-80.502;-129.792;;8.403;-40.892;-213.714;-63.103;-15.309;-85.378
