timepoints (min);16: frq7+.1;17: frq7+.2;18: frq7+.3;19: frq1-.1;20: frq1-.3;;21: frq7-.1;22: frq7-.2;;23: frq9+.1;24: frq9+.2;25: frq9+.3;26: frq10+.1;27: frq10+.2;28: frq10+.3
2820;359.223;252.233;294.258;-64.417;-108.295;;-18.954;-130.615;;57.97;110.415;226.146;14.295;74.988;13.316
2830;361.057;246.935;290.681;-58.506;-103.403;;-18.601;-123.414;;69.05;110.197;239.648;12.236;76.974;12.026
2840;362.139;241.352;284.772;-52.382;-99.014;;-18.262;-116.248;;78.77;110.139;253.174;10.061;80.68;10.183
2850;360.687;234.527;278.248;-44.098;-92.345;;-17.803;-107.177;;88.425;110.328;266.699;9.946;83.564;6.508
2860;358.892;228.092;272.463;-36.308;-84.534;;-18.262;-97.276;;89.419;111.586;280.868;9.594;84.604;6.299
2870;358.597;222.106;265.134;-28;-73.655;;-17.626;-85.495;;85.606;114.156;293.989;8.503;84.943;5.968
2880;354.132;216.058;258.982;-20.099;-62.949;;-17.31;-74.328;;83.03;116.043;306.408;6.472;83.346;1.557
2890;346.196;208.382;251.706;-11.519;-52.928;;-16.946;-61.335;;80.928;116.499;316.862;3.71;79.734;1.109
2900;337.146;197.92;244.666;-2.891;-43.069;;-16.501;-46.913;;78.513;116.786;327.13;1.876;74.927;1.087
2910;326.174;186.407;239.153;1.487;-33.079;;-15.317;-32.451;;76.647;115.15;334.33;0.767;69.499;2.186
2920;314.087;174.301;231.828;5.817;-22.57;;-13.103;-18.19;;74.048;114.607;338.465;-0.844;64.041;-0.622
2930;302.051;162.295;220.6;3.474;-8.477;;-9.63;-5.159;;71.228;111.389;340.383;-2.941;60.56;-2.498
2940;284.953;149.174;207.441;8.498;6.957;;-6.454;7.313;;69.262;105.701;340.886;-3.938;56.941;-4.757
2950;264.623;135.655;191.156;16.793;22.412;;-2.317;18.039;;67.64;99.509;341.484;-7.447;54.545;-5.574
2960;244.985;123.241;175.619;24.861;37.32;;1.503;30.859;;64.727;92.989;339.862;-11.316;49.37;-8.16
2970;224.621;110.699;160.498;33.05;53.619;;6.226;42.919;;62.734;86.763;334.429;-12.441;45.6;-12.708
2980;204.08;99.4;144.892;44.102;69.898;;10.945;54.377;;61.268;80.33;324.537;-13.361;42.793;-15.247
2990;183.546;89.385;130.025;58.389;89.986;;14.65;67.145;;60.811;75.897;313.691;-15.535;38.526;-17.605
3000;163.877;78.588;116.298;72.607;112.364;;18.034;82.353;;63.349;70.883;302.928;-16.681;34.083;-20.872
3010;143.732;66.646;101.363;88.83;133.761;;22.316;97.217;;63.263;65.524;293.086;-18.16;30.382;-24.399
3020;124.058;56.612;85.788;102.523;154.731;;27.632;110.065;;62.563;59.466;281.677;-17.266;26.001;-25.319
3030;102.931;45.855;71.015;111.701;172.673;;32.59;123.443;;63.134;54.125;266.921;-16.108;21.137;-24.844
3040;81.234;34.581;58.568;121.279;189.356;;39.418;138.072;;62.662;47.888;246.735;-16.396;16.938;-23.49
3050;61.208;25.229;46.084;127.659;206.328;;45.406;151.383;;62.314;41.211;226.418;-16.891;13.542;-23.021
3060;43.252;16.564;33.863;135.014;224.123;;51.421;164.277;;58.339;36.367;206.938;-16.114;9.028;-23.585
3070;26.459;7.043;23.517;142.498;239.535;;55.263;174.76;;53.28;31.418;189.644;-16.189;4.644;-24.134
3080;8.775;-2.348;14.179;148.63;250.634;;59.52;186.452;;49.894;26.317;171.917;-15.379;-1.807;-26.528
3090;-10.887;-12.074;6.913;154.006;262.079;;62.899;199.84;;45.941;22.121;153.698;-12.299;-9.048;-30.15
3100;-26.756;-21.357;-0.345;157.338;268.212;;66.199;210.148;;42.108;18.862;135.679;-10.294;-13.41;-33.215
3110;-41.994;-31.05;-8.286;158.197;275.364;;69.67;219.302;;41.364;12.328;117.123;-6.941;-15.419;-33.41
3120;-56.757;-40.608;-13.841;157.612;279.377;;71.65;226.819;;43.756;3.488;97.526;-4.28;-17.497;-33.363
3130;-69.781;-48.524;-20.262;155.799;284.189;;73.869;234.806;;46.503;-5.248;75.652;-0.754;-19.132;-33.886
3140;-80.095;-54.132;-26.407;154.283;289.146;;76.012;240.752;;48.102;-15.574;51.788;1.168;-18.859;-36.061
3150;-88.059;-57.233;-32.154;152.47;290.319;;79.25;245.291;;48.381;-24.583;27.75;2.077;-17.254;-38.949
3160;-95.408;-59.637;-38.219;152.959;291.381;;82.535;250.388;;48.964;-30.313;4.331;1.916;-15.392;-40.972
3170;-102.753;-61.087;-43.6;151.829;287.407;;85.101;256.432;;48.388;-36.423;-16.11;1.855;-13.032;-39.677
3180;-110.797;-61.64;-46.634;148.869;280;;86.513;262.997;;47.259;-42.589;-33.749;2.927;-11.248;-37.851
3190;-113.439;-61.583;-47.895;142.097;266.357;;87.083;269.738;;47.24;-46.968;-48.919;4.149;-10.56;-37.334
3200;-113.154;-61.174;-48.283;134.262;252.37;;86.64;275.646;;50.483;-50.781;-64.185;6.532;-11.651;-37.535
3210;-113.335;-60.459;-49.276;126.258;240.233;;86.149;278.855;;58.437;-53.044;-78.687;9.6;-11.299;-33.737
3220;-112.527;-58.92;-49.425;115.261;226.869;;86.323;280.114;;63.214;-54.949;-94.923;12.023;-9.545;-28.782
3230;-111.033;-56.826;-48.749;102.255;213.395;;86.581;279.572;;66.753;-57.804;-111.658;13.094;-7.786;-27.789
3240;-107.684;-54.869;-48.902;85.903;195.148;;86.319;277.679;;68.49;-59.761;-128.823;13.84;-7.262;-27.674
3250;-104.797;-53.015;-49.335;69.945;174.999;;84.417;273.259;;64.178;-61.694;-145.492;14.566;-8.463;-25.954
3260;-103.312;-49.593;-49.727;52.902;154.772;;82.549;272.601;;59.943;-64.694;-164.395;16.015;-8.757;-25.244
3270;-102.619;-45.538;-50.062;38.383;134.374;;79.777;272.724;;52.622;-69.934;-182.2;17.778;-5.495;-24.291
3280;-102.481;-40.077;-48.659;26.466;114.001;;77.197;271.555;;45.6;-75.161;-198.022;19.597;-1.841;-22.262
3290;-100.927;-34.779;-47.594;14.625;95.229;;71.846;267.379;;40.674;-79.957;-209.749;21.646;0.192;-20.418
3300;-100.644;-31.71;-47.288;3.319;76.091;;67.383;265.124;;37.326;-83.539;-221.338;23.131;1.36;-19.123
3310;-99.545;-28.546;-47.061;-8.346;55.492;;64.128;261.277;;37.596;-87.436;-232.4;23.026;2.514;-17.537
3320;-98.314;-25.705;-47.032;-19.332;34.272;;63.033;252.418;;37.31;-92.314;-242.194;23.705;3.869;-15.361
3330;-96.794;-24.094;-46.272;-29.87;16.571;;62.028;239.517;;36.274;-96.269;-249.432;24.062;7.033;-12.455
3340;-93.137;-22.426;-46.396;-39.543;-1.488;;61.357;224.411;;37.247;-100.851;-255.719;22.643;10.217;-9.971
3350;-90.895;-20.737;-45.803;-47.535;-16.837;;60.109;211.894;;38.917;-105.614;-262.006;21.439;11.851;-8.748
3360;-89.262;-19.723;-43.516;-52.426;-33.043;;58.917;199.479;;40.084;-109.694;-267.323;19.674;12.415;-5.646
3370;-87.226;-19.782;-44.309;-56.876;-45.352;;56.669;187.777;;39.277;-111.382;-269.932;19.189;13.35;-3.388
3380;-84.032;-22.108;-45.171;-60.639;-57.95;;54.476;174.221;;36.959;-114.385;-269.789;18.546;15.286;-3.19
3390;-78.977;-23.823;-47.037;-65.185;-71.821;;51.16;161.154;;35.324;-116.717;-267.757;20.004;16.921;-1.593
3400;-73.917;-26.61;-49.919;-69.977;-83.076;;47.098;147.701;;32.524;-118.323;-265.981;21.135;16.754;-0.35
3410;-69.083;-28.903;-52.876;-74.444;-94.31;;42.644;133.021;;27.128;-120.84;-262.33;22.234;15.492;1.283
3420;-63.055;-30.401;-56.006;-77.152;-104.193;;38.281;118.596;;22.069;-123.488;-258.759;23.81;12.55;-0.037
3430;-56.152;-33.909;-58.906;-76.785;-112.185;;33.939;105.051;;17.199;-124.603;-256.306;25.117;10.09;-1.28
3440;-51.237;-38.241;-62.621;-78.062;-114.821;;30.375;92.811;;11.095;-125.943;-253.941;25.314;9.294;-0.332
3450;-46.876;-41.974;-66.641;-79.119;-118.505;;26.71;80.754;;1.71;-127.941;-251.561;24.246;8.457;1.497
3460;-43.113;-46.001;-70.832;-80.903;-126.815;;23.026;68.986;;-9.666;-130.119;-245.059;22.081;7.709;-0.462
3470;-41.527;-50.906;-74.452;-79.661;-134.807;;17.982;58.872;;-15.596;-135.499;-234.814;19.814;4.607;-3.952
3480;-42.382;-56.363;-78.259;-77.132;-142.599;;12.897;50.499;;-18.474;-140.244;-223.767;17.461;1.037;-3.869
3490;-44.826;-61.651;-81.931;-74.012;-146.164;;7.892;41.24;;-22.186;-144.851;-213.566;16.346;0.008;-1.662
3500;-47.662;-66.377;-85.506;-71.931;-149.492;;4.568;32.372;;-21.153;-146.898;-203.599;15.792;0.708;0.532
3510;-49.913;-71.895;-89.116;-70.514;-152.81;;0.341;18.852;;-17.261;-144.761;-193.508;13.803;0.839;2.404
3520;-52.469;-78.411;-93.007;-69.243;-155.982;;-3.899;2.382;;-8.43;-138.265;-184.073;13.324;-0.526;3.299
3530;-53.721;-85.108;-97.761;-67.217;-159.342;;-8.192;-13.326;;-1.917;-128.429;-174.444;12.821;-1.946;5.277
3540;-56.261;-91.753;-102.415;-67.03;-160.603;;-10.404;-28.203;;2.401;-118.49;-164.4;12.16;-3.273;5.699
3550;-58.913;-98.761;-105.669;-66.692;-161.601;;-12.52;-42.946;;7.783;-107.588;-153.749;12.901;-4.997;6.583
3560;-61.972;-105.575;-108.372;-66.316;-160.297;;-15.334;-55.99;;11.524;-95.382;-143.423;13.812;-5.892;9.836
3570;-65.623;-111.211;-111.257;-65.578;-159.172;;-18.221;-63.741;;14.014;-82.31;-133.628;12.279;-7.05;13.183
3580;-69.586;-116.132;-116.046;-65.804;-159.408;;-21.561;-69.119;;16.199;-68.708;-121.519;11.477;-8.49;14.905
3590;-74.343;-120.833;-120.767;-66.724;-159.492;;-18.381;-73.817;;17.055;-55.408;-106.659;10.847;-10.463;16.154
3600;-79.425;-125.436;-125.283;-67.19;-159.142;;-15.007;-79.545;;14.168;-40.399;-91.8;10.968;-11.863;18.69
3610;-84.131;-129.447;-130.895;-67.497;-160.571;;-19.132;-85.292;;9.861;-25.93;-76.67;13.51;-13.415;17.348
3620;-89.137;-134.086;-134.291;-66.468;-161.967;;-22.218;-90.411;;4.673;-11.721;-59.599;16.117;-15.27;15.943
3630;-92.833;-138.236;-136.909;-64.938;-163.487;;-23.47;-94.09;;0.066;4.968;-40.117;16.542;-16.174;17.888
3640;-96.274;-142.47;-137.706;-64.575;-164.277;;-25.294;-98.479;;-5.552;22.259;-19.17;15.524;-15.578;18.963
3650;-99.932;-146.298;-138.079;-65.383;-167.628;;-27.021;-103.851;;-10.026;37.69;1.833;15.134;-14.486;20.75
3660;-104.15;-150.183;-138.117;-66.44;-170.812;;-28.268;-108.679;;-14.233;54.171;22.561;15.334;-14.505;23.163
3670;-109.95;-154.556;-137.502;-68.055;-169.823;;-29.861;-113.879;;-17.577;70.081;42.359;16.012;-14.084;26.385
3680;-115.937;-157.879;-137.154;-70.552;-167.964;;-31.617;-118.341;;-20.59;86.603;61.028;16.323;-12.905;30.239
3690;-121.101;-160.032;-136.777;-71.371;-168.385;;-33.732;-124.091;;-22.13;102.326;79.001;13.687;-12.408;33.741
3700;-126.207;-162.764;-136.694;-71.914;-168.219;;-35.759;-129.632;;-22.978;119.366;96.934;12.51;-12.16;37.018
3710;-131.43;-165.655;-136.395;-70.537;-164.337;;-37.597;-134.887;;-23.888;138.963;110.766;11.345;-12.403;39.103
3720;-135.557;-168.291;-137.739;-70.171;-159.171;;-39.509;-139.637;;-24.854;161.92;123.411;9.425;-12.862;39.382
3730;-139.61;-170.323;-138.265;-71.396;-153.923;;-41.462;-144.691;;-27.894;185.757;135.825;8.345;-14.607;38.788
3740;-143.326;-172.127;-137.548;-72.531;-152.503;;-43.163;-148.03;;-30.244;209.932;149.084;6.901;-17.514;38.81
3750;-147.446;-174.425;-137.199;-73.124;-151.368;;-44.826;-150.495;;-32.714;233.928;162.643;5.49;-20.433;41.539
3760;-152.513;-176.556;-136.898;-71.894;-148.833;;-45.316;-151.699;;-35.952;254.91;176.339;4.956;-22.948;45.766
3770;-157.112;-177.663;-136.811;-70.429;-145.898;;-45.647;-151.963;;-38.572;272.806;188.767;1.437;-25.263;47.49
3780;-161.742;-177.992;-136.916;-68.895;-141.823;;-45.986;-152.53;;-39.241;289.225;200.388;-1.997;-28.989;47.011
3790;-167.437;-178.015;-136.935;-62.167;-137.764;;-47.006;-150.39;;-40.156;304.44;213.251;-3.826;-30.337;48.495
3800;-173.346;-177.197;-136.859;-55.726;-132.185;;-46.832;-145.615;;-42.52;315.578;226.327;-5.89;-31.099;49.379
3810;-178.608;-176.039;-137.233;-49.417;-126.924;;-46.739;-140.566;;-43.345;323.633;238.418;-8.268;-32.299;48.251
3820;-183.708;-174.313;-137.483;-42.825;-119.713;;-46.051;-135.942;;-44.692;331.097;250.259;-8.996;-33.742;48.421
3830;-188.207;-172.228;-137.196;-34.623;-111.803;;-45.583;-131.321;;-45.328;337.785;257.972;-9.163;-34.377;49.046
3840;-192.446;-170.949;-136.246;-26.665;-103.292;;-51.836;-127.739;;-46.841;341.716;260.49;-7.674;-33.617;48.178
3850;-196.319;-170.098;-135.45;-21.87;-94.026;;-58.081;-125.268;;-47.326;339.186;260.127;-7.346;-33.508;46.131
3860;-198.436;-170.008;-134.903;-16.759;-82.032;;-57.098;-123.037;;-46.419;336.324;259.673;-9.143;-33.126;43.763
3870;-199.509;-169.917;-134.628;-9.381;-69.957;;-56.545;-121.942;;-44.346;332.512;256.983;-11.043;-33.257;41.484
3880;-200.739;-170.35;-134.44;-0.743;-57.807;;-57.832;-120.091;;-41.342;326.48;253.041;-12.088;-34.415;38.585
3890;-203.452;-171.545;-134.804;6.886;-44.513;;-57.17;-120.437;;-36.774;314.607;246.968;-12.61;-36.652;35.509
3900;-207.138;-172.4;-134.866;15.548;-27.55;;-56.095;-120.165;;-31.902;301.877;240.102;-13.982;-38.043;31.603
3910;-210.553;-173.163;-134.917;25.982;-8.468;;-55.555;-119.381;;-25.412;286.843;231.548;-15.852;-37.823;26.646
3920;-213.487;-174.422;-135.091;40.47;8.45;;-55.407;-117.836;;-18.185;272.407;222.683;-18.069;-36.617;21.99
3930;-217.417;-175.272;-135.192;52.399;24.559;;-54.927;-118.308;;-12.138;255.308;214.014;-21.229;-35.637;17.212
3940;-220.959;-176.327;-134.924;63.731;44.138;;-53.354;-117.833;;-9.39;238.986;204.286;-20.869;-34.545;10.974
3950;-223.916;-177.566;-134.517;74.552;63.451;;-52.032;-118.754;;-6.746;222.575;194.157;-21.487;-32.997;4.56
3960;-226.979;-178.695;-134.615;86.964;81.583;;-50.843;-119.236;;-2.785;204.487;184.041;-22.648;-30.53;2.423
3970;-229.897;-179.713;-133.594;97.716;97.668;;-50.546;-120.43;;0.182;185.014;175.015;-23.262;-26.874;3.782
3980;-231.953;-179.894;-132.338;108.582;115.672;;-49.732;-121.314;;2.154;163.297;167.875;-22.604;-22.117;4.623
3990;-233.51;-179.899;-132.418;119.283;134.881;;-48.953;-122.065;;4.03;141.483;160.472;-22.502;-17.694;3.43
4000;-233.741;-177.619;-132.895;133.905;153.921;;-48.381;-122.108;;7.578;117.52;154.084;-22.883;-13.196;-1.501
4010;-233.077;-175.866;-134.189;145.23;172.553;;-48.634;-122.92;;12.041;93.897;144.451;-22.557;-9.109;-7.032
4020;-232.924;-174.247;-135.228;155.581;192.395;;-48.461;-121.895;;14.35;71.45;136.159;-22.954;-5.731;-10.513
4030;-233.076;-172.437;-136.342;164.49;211.647;;-48.447;-120.567;;15.654;48.923;128.204;-24.099;-1.669;-15.742
4040;-232.846;-170.575;-138.126;170.571;224.676;;-48.508;-119.538;;17.128;27.014;117.418;-25.414;-0.207;-18.277
4050;-232.297;-168.066;-139.513;175.081;241.806;;-50.27;-121.65;;19.465;6.709;106.015;-26.588;1.443;-20.488
4060;-231.286;-165.53;-139.503;179.766;258.503;;-52.332;-124.557;;21.632;-11.594;95.938;-27.821;2.966;-23.171
4070;-229.713;-164.618;-138.854;184.375;274.651;;-54.446;-127.561;;22.633;-29.232;85.288;-28.848;5.423;-27.084
4080;-227.851;-164.145;-138.368;186.55;289.095;;-55.764;-128.735;;23.448;-47.197;74.559;-29.476;6.252;-30.799
4090;-225.389;-162.523;-138.28;189.806;299.832;;-56.422;-130.236;;27.119;-61.663;65.655;-30.531;4.909;-34.455
4100;-221.52;-160.909;-137.914;194.822;310.578;;-57.73;-131.099;;30.432;-71.439;60.992;-31.295;2.953;-36.605
4110;-217.684;-157.383;-136.84;200.087;316.411;;-58.968;-131.218;;30.206;-80.994;56.488;-31.364;0.948;-38.145
4120;-212.727;-152.608;-135.186;200.229;321.018;;-60.074;-129.577;;29.937;-91.102;52.494;-29.742;-0.243;-37.799
4130;-207.182;-146.218;-134.061;199.314;326.188;;-60.142;-128.321;;31.128;-102.382;45.971;-27.646;-1.559;-37.332
4140;-200.812;-138.961;-132.61;199.913;329.41;;-60.251;-127.281;;32.52;-107.705;39.174;-26.668;-3.095;-38.748
4150;-192.626;-131.295;-130.659;200.937;329.268;;-60.572;-126.6;;32.774;-112.112;29.76;-26.04;-4.862;-41.026
4160;-183.112;-121.948;-128.334;199.302;324.286;;-60.658;-125.469;;33.094;-116.422;20.153;-24.559;-5.886;-44.217
4170;-174.052;-111.121;-125.332;191.939;317.159;;-59.844;-124.927;;32.225;-122.228;11.683;-22.743;-6.57;-47.076
4180;-165.666;-100.865;-120.646;187.063;308.817;;-59.11;-125.199;;27.27;-128.917;4.607;-20.988;-7.761;-48.855
4190;-157.561;-91.997;-115.604;181.87;296.821;;-58.069;-125.815;;22.272;-136.09;-3.354;-20.597;-9.174;-48.577
4200;-147.939;-82.465;-111.232;175.963;283.21;;-57.239;-125.821;;17.189;-143.2;-11.357;-20.287;-10.614;-49.021
4210;-136.607;-72.032;-105.945;164.072;269.564;;-55.715;-125.059;;9.932;-150.845;-17.884;-18.193;-12.35;-53.017
4220;-124.125;-61.989;-99.863;153.669;254.406;;-53.77;-123.841;;2.324;-157.367;-27.814;-16.217;-14.399;-56.868
4230;-111.935;-52.946;-94.203;143.772;240.492;;-52.4;-123.106;;-4.714;-162.676;-37.451;-15.411;-16.137;-60.217
4240;-99.717;-43.032;-87.168;133.806;226.608;;-51.754;-120.775;;-12.354;-169.065;-47.088;-13.545;-17.083;-60.028
4250;-88.018;-33.657;-80.074;119.926;212.516;;-51.749;-118.524;;-20.981;-173.677;-58.898;-11.015;-17.131;-57.548
4260;-76.349;-23.925;-73.208;107.386;196.617;;-51.381;-116.768;;-29.392;-176.829;-65.15;-9.742;-18.068;-54.928
4270;-64.077;-12.974;-66.481;93.541;178.914;;-51.979;-114.957;;-37.83;-178.83;-69.11;-8.039;-20.35;-52.458
4280;-50.407;-1.69;-58.909;80.008;160.263;;-52.429;-113.239;;-45.13;-181.284;-73.022;-5.484;-22.044;-48.099
4290;-36.03;9.731;-50.723;65.76;145.222;;-53.225;-111.265;;-50.786;-183.538;-76.956;-2.833;-22.666;-45.281
4300;-19.446;22.262;-41.523;52.966;122.981;;-53.346;-107.506;;-55.794;-186.328;-80.666;-0.69;-23.062;-40.6
4310;-3.484;37.192;-31.738;39.766;99.364;;-52.01;-103.233;;-62.672;-188.85;-81.685;0.766;-22.862;-35.487
4320;12.36;54.877;-19.945;26.481;75.72;;-48.037;-97.454;;-70.359;-192.403;-79.781;2.876;-22.291;-31.113
4330;29.989;73.448;-8.099;16.426;52.183;;-44.385;-94.56;;-75.462;-196.073;-77.036;4.17;-21.269;-27.463
4340;47.557;91.651;3.677;6.161;34.212;;-41.61;-92.648;;-81.277;-201.899;-74.579;5.538;-20.164;-22.716
4350;65.35;109.651;17.593;-4.17;15.374;;-39.509;-90.001;;-85.268;-208.251;-74.523;6.727;-18.04;-19.897
4360;82.469;124.37;30.665;-15.135;0.106;;-37.626;-85.182;;-86.255;-213.92;-73.741;8.542;-15.361;-18.377
4370;98.345;137.091;45.168;-24.779;-15.716;;-35.446;-80.978;;-87.978;-219.279;-72.876;11.127;-11.571;-19.501
4380;114.612;148.429;60.579;-35.343;-31.985;;-32.594;-76.73;;-91.421;-223.001;-71.199;12.895;-8.206;-20.039
4390;130.775;159.483;77.77;-46.281;-47.196;;-27.437;-70.767;;-94.56;-226.845;-69.793;15.028;-5.808;-18.012
4400;144.628;169.088;94.945;-57.474;-61.556;;-21.88;-64.942;;-96.996;-228.232;-64.708;15.199;-3.79;-15.633
4410;156.826;177.421;111.474;-67.963;-74.302;;-18.103;-58.357;;-99.945;-229.53;-59.608;15.583;-2.27;-11.983
4420;170.116;185.57;126.157;-76.746;-86.548;;-16.083;-51.45;;-102.564;-229.637;-55.876;14.257;-1.717;-8.641
4430;185.519;193.014;138.852;-86.275;-99.812;;-14.061;-44.858;;-101.039;-228.623;-52.331;13.73;-0.748;-6.334
4440;201.99;202.959;150.417;-95.772;-111.937;;-11.855;-38.418;;-98.676;-225.468;-46.686;14.13;0.657;-4.906
4450;216.266;213.268;160.794;-104.07;-122.046;;-8.979;-31.858;;-95.803;-222.265;-40.916;15.443;1.476;-2.145
4460;228.019;223.71;171.236;-110.241;-131.734;;-6.92;-25.877;;-93.206;-219.763;-40.236;16.709;2.087;2.084
4470;239.47;235.517;182.175;-116.832;-138.39;;-3.193;-17.899;;-90.69;-218.034;-36.138;18.281;2.676;5.127
4480;251.121;247.31;191.738;-122.615;-148.959;;0.771;-10.149;;-88.964;-215.345;-33.302;19.554;3.102;7.026
4490;263.658;258.348;200.317;-127.841;-158.719;;5.811;0.19;;-85.266;-210.593;-29.997;19.334;4.297;5.377
4500;276.178;267.96;209.098;-132.09;-168.008;;11.898;7.392;;-79.352;-206.234;-26.461;19.619;4.156;4.372
4510;289.921;278.441;218.408;-137.218;-175.316;;19.232;15.324;;-73.299;-200.895;-25.115;19.91;4.439;4.321
4520;304.338;287.295;226.756;-140.614;-181.799;;26.953;23.215;;-66.688;-195.712;-26.481;21.087;5.432;4.666
4530;317.437;293.946;235.087;-142.121;-184.521;;33.588;35.934;;-60.044;-189.499;-27.979;22.521;6.811;3.848
4540;330.623;300.36;244.572;-143.702;-190.349;;39.581;43.374;;-52.901;-183.432;-27.772;23.034;9.377;1.829
4550;340.52;304.279;254.183;-145.923;-193.921;;45.374;53.403;;-45.548;-175.676;-25.313;23.015;13.097;-1.699
4560;350.197;305.225;263.379;-147.128;-196.713;;50.24;63.501;;-35.669;-167.073;-24.317;22.825;15.874;-6.754
4570;358.857;304.468;268.652;-147.476;-198.737;;52.754;73.196;;-23.023;-156.532;-25.617;22.556;17.63;-10.25
4580;365.717;303.577;273.702;-148.401;-200.28;;55.783;85.462;;-13.799;-144.043;-27.199;22.534;18.066;-12.917
4590;372.397;302.451;278.12;-148.647;-201.665;;58.652;101.953;;-4.732;-129.974;-26.615;21.975;18.396;-13.84
4600;377.015;301.44;281.167;-149.359;-202.072;;64.488;118.63;;2.161;-114.85;-22.978;20.891;19.057;-13.261
4610;381.691;302.331;286.49;-151.686;-204.408;;71.539;133.128;;10.054;-100.582;-17.999;20.705;19.444;-9.407
4620;386.368;304.512;289.756;-153.681;-205.735;;78.603;142.919;;18.332;-86.37;-12.923;19.134;18.577;-4.087
4630;389.408;306.684;292.794;-155.797;-205.823;;84.454;149.607;;23.625;-71.237;-7.479;18.443;17.971;-0.772
4640;393.081;308.167;293.057;-155.601;-205.826;;87.39;154.965;;26.877;-54.879;-0.236;18.367;18.803;1.481
4650;398.659;310.43;291.703;-155.844;-206.847;;92.361;162.239;;30.13;-39.415;8.608;20.161;19.495;4.134
4660;404.847;311.909;288.297;-156.121;-207.099;;99.292;168.793;;33.266;-24.821;17.259;21.036;19.906;7.331
4670;408.48;311.868;286.192;-156.399;-205.726;;107.094;173.277;;34.761;-9.619;24.967;21.786;20.775;8.981
4680;409.019;312.396;284.977;-155.444;-203.775;;115.695;178.949;;36.102;7.532;31.757;21.679;22.894;11.497
4690;405.961;311.015;282.859;-155.077;-201.825;;126.971;185.752;;37.486;23.131;34.851;20.829;25.295;13.164
4700;400.945;308.443;281.799;-153.73;-200.51;;138.327;192.839;;39.211;38.981;37.441;20.048;27.164;15.063
4710;395.32;302.859;281.226;-152.382;-199.855;;148.461;199.03;;42.432;54.775;40.657;19.403;30.441;15.865
4720;387.297;292.823;278.015;-149.61;-197.941;;157.12;203.439;;46.641;70.855;46.11;16.797;33.342;17.677
4730;377.954;280.695;275.977;-147.815;-194.983;;163.713;209.193;;52.252;85.625;53.041;13.535;36.35;22.538
4740;367.232;268.348;271.905;-145.225;-191.517;;169.272;210.401;;56.807;97.705;59.766;11.182;37.912;26.846
4750;355.666;256.273;266.201;-142.634;-189.921;;169.828;215.188;;58.745;109.654;65.833;9.299;39.316;29.439
4760;342.681;244.268;259.603;-137.851;-186.88;;168.792;220.418;;56.979;120.931;73.254;7.018;40.474;30.281
4770;329.276;232.683;253.108;-131.872;-184.491;;168.916;225.669;;54.808;132.625;80.127;3.524;40.808;30.001
4780;316.806;222.233;244.942;-128.687;-182.865;;169.985;226.081;;52.486;144.044;86.828;0.39;40.632;31.112
4790;304.519;211.094;235.005;-125.502;-177.308;;170.247;233.492;;50.263;155.909;93.211;-2.517;38.738;32.703
4800;292.108;200.753;223.45;-120.473;-170.815;;168.977;237.342;;46.415;166.789;97.577;-4.891;36.092;34.354
4810;277.423;190.148;210.124;-113.047;-162.448;;165.386;241.371;;41.048;176.846;100.24;-7.526;34.131;38.131
4820;261.185;177.91;197.034;-107.436;-154.226;;161.581;245.607;;35.175;185.4;101.633;-9.25;31.068;42.366
4830;243.388;164.597;183.641;-101.825;-147.793;;157.712;250.145;;31.552;191.452;102.833;-11.177;28.779;46.076
4840;224.132;150.16;171.981;-94.859;-143.57;;154.31;250.124;;26.821;197.594;103.884;-12.523;26.986;48.599
4850;206.028;136.058;158.807;-86.891;-140.161;;148.935;250.276;;24.077;200.983;105.192;-13.902;25.338;51.589
4860;187.189;121.865;142.651;-74.154;-133.63;;141.422;250.079;;22.559;202.766;106.59;-16.65;23.371;51.63
4870;168.541;107.294;126.585;-61.418;-125.963;;135.581;252.961;;22.117;203.039;107.975;-20.262;21.399;50.399
4880;150.127;91.617;110.508;-47.27;-119.601;;129.346;257.247;;25.527;203.277;110.177;-23.08;20.048;50.503
4890;129.709;75.534;95.132;-33.113;-111.35;;123.734;261.622;;31.934;200.575;112.993;-24.498;18.219;49.586
4900;108.252;59.61;80.847;-16.681;-100.799;;116.004;258.972;;39.848;194.761;114.636;-25.583;16.32;47.268
4910;86.349;43.832;68.752;0.11;-87.479;;107.223;253.554;;48.552;189.415;116.244;-26.335;13.886;45.629
4920;67.007;28.908;57.319;17.066;-73.651;;97.043;247.335;;57.796;184.152;112.764;-30.113;12.247;45.863
4930;50.538;13.637;45.305;31.801;-56.116;;85.909;241.261;;64.972;178.364;109.417;-34.011;7.752;44.71
4940;37.681;-0.543;32.925;47.71;-35.797;;72.452;233.142;;70.561;173.069;109.146;-37.161;2.812;42.629
4950;26.519;-14.113;21.539;62.699;-15.839;;59.113;225.472;;74.445;166.73;108.938;-39.112;-1.692;39.885
4960;17.244;-26.728;10.651;80.79;6.561;;46.174;217.581;;76.439;159.258;109.676;-41.019;-6.429;36.486
4970;11.001;-35.412;0.843;98.646;26.901;;32.131;209.945;;78.446;150.974;108.166;-40.59;-10.735;31.697
4980;6.626;-40.665;-8.383;116.835;47.917;;19.717;199.31;;81.189;142.27;105.95;-40.372;-14.928;24.818
4990;3.618;-46.207;-15.6;133.823;67.498;;8.063;188.531;;83.548;135.702;104.382;-41.026;-17.818;17.986
