timepoints (min);46: wc-2-.2;47: wc-2-.3
3470;20.218;-9.914
3480;15.672;-11.197
3490;13.086;-11.339
3500;10.348;-10.127
3510;7.403;-8.894
3520;3.498;-7.971
3530;0.097;-5.491
3540;-0.926;-4.611
3550;-1.568;-4.906
3560;-2.446;-5.641
3570;-1.517;-6.701
3580;-0.589;-8.12
3590;0.247;-8.292
3600;1.083;-7.865
3610;1.657;-7.651
3620;2.43;-7.869
3630;3.114;-8.259
3640;1.422;-9.903
3650;-0.27;-11.919
3660;-1.99;-13.614
3670;-4.79;-16.177
3680;-7.77;-18.659
3690;-7.49;-22.465
3700;-7.189;-26.27
3710;-6.743;-28.234
3720;-6.727;-30.199
3730;-6.71;-29.441
3740;-7.716;-28.767
3750;-8.721;-29.699
3760;-10.636;-30.528
3770;-10.63;-31.593
3780;-11.95;-34.463
3790;-14.869;-36.735
3800;-18.108;-38.087
3810;-21.194;-38.657
3820;-25.321;-39.364
3830;-29.455;-39.476
3840;-33.817;-39.884
3850;-37.418;-39.892
3860;-41.288;-40.149
3870;-43.901;-37.406
3880;-46.513;-34.621
3890;-46.716;-31.956
3900;-46.919;-28.727
3910;-45.553;-28.418
3920;-43.548;-26.752
3930;-42.342;-25.023
3940;-40.55;-22.248
3950;-40.119;-17.47
3960;-40.004;-12.986
3970;-40.33;-8.498
3980;-40.897;-5.124
3990;-42.054;-3.03
4000;-43.727;-1.105
4010;-44.408;1.461
4020;-46.283;4.062
4030;-46.797;7.263
4040;-46.246;9.694
4050;-45.374;14.632
4060;-42.422;18.539
4070;-40.108;20.352
4080;-35.393;21.832
4090;-31.03;20.748
4100;-26.548;18.857
4110;-22.768;16.846
4120;-19.674;12.404
4130;-19.383;8.443
4140;-20.618;4.857
4150;-23.749;1.03
4160;-28;0.428
4170;-31.982;-0.175
4180;-35.164;-1.006
4190;-38.941;-1.815
4200;-41.357;-4.69
4210;-42.814;-8.575
4220;-44.03;-12.086
4230;-44.727;-14.596
4240;-45.23;-15.909
4250;-44.894;-17.622
4260;-43.621;-20.086
4270;-40.672;-22.229
4280;-36.345;-24.924
4290;-33.629;-24.899
4300;-30.647;-27.327
4310;-29.745;-29.902
4320;-30.161;-30.154
4330;-32.978;-32.014
4340;-35.186;-31.226
4350;-38.592;-30.137
4360;-41.117;-28.913
4370;-43.608;-27.25
4380;-43.379;-25.921
4390;-42.426;-23.193
4400;-39.273;-19.396
4410;-34.534;-15.599
4420;-29.726;-11.022
4430;-25.077;-6.508
4440;-19.766;-0.563
4450;-14.502;5.486
4460;-10.199;14.113
4470;-3.374;22.623
4480;2.931;30.32
4490;9.881;38.017
4500;17.046;44.486
4510;20.61;50.954
4520;24.084;53.628
4530;26.519;56.487
4540;26.486;56.407
4550;26.572;56.506
4560;28.148;54.403
4570;30.448;52.41
4580;34.204;51.077
4590;37.717;49.924
4600;39.274;51.277
4610;39.807;52.575
4620;37.979;54.525
4630;36;56.428
4640;34.741;56.674
4650;33.095;55.927
4660;29.85;55.978
4670;26.647;55.063
4680;23.404;55.177
4690;22.316;53.259
4700;21.359;50.394
4710;24.93;46.582
4720;25.91;44.21
4730;25.783;41.989
4740;25.011;39.868
4750;22.479;38.422
4760;22.837;35.153
4770;22.516;34.601
4780;21.739;34.244
4790;24.523;33.672
4800;26.43;33.145
4810;26.698;34.423
4820;27.506;34.201
4830;26.914;35.029
4840;25.523;37.356
4850;25.866;37.088
4860;24.338;37.251
4870;24.894;35.866
4880;23.193;34.225
4890;20.959;32.742
4900;16.484;30.401
4910;12.044;27.49
4920;10.644;22.586
4930;9.996;16.931
4940;7.828;9.655
4950;8.492;4.03
4960;5.077;-1.695
4970;0.149;-7.93
4980;-4.603;-13.281
4990;-11.811;-18.801
5000;-17.639;-23.563
5010;-23.11;-27.177
5020;-27.868;-30.67
5030;-31.465;-34.352
5040;-36.451;-37.479
5050;-41.157;-41.472
5060;-45.857;-46.691
5070;-51.756;-50.134
5080;-57.766;-53.324
5090;-63.375;-58.372
5100;-70.259;-60.29
5110;-75.313;-62.417
5120;-80.273;-62.568
5130;-83.094;-63.364
5140;-85.332;-63.691
5150;-85.352;-63.8
5160;-84.491;-63.895
5170;-87.658;-62.728
5180;-91.145;-61.803
5190;-94.252;-60.779
5200;-98.76;-59.749
5210;-103.185;-57.898
5220;-105.49;-55.971
5230;-107.383;-54.233
5240;-106.517;-52.254
5250;-103.6;-52.262
5260;-100.487;-52.436
5270;-93.55;-51.632
5280;-87.767;-50.303
5290;-85.636;-47.399
5300;-83.785;-44.328
5310;-84.534;-42.15
5320;-84.417;-40.021
5330;-81.819;-39.977
5340;-78.829;-39.919
5350;-74.599;-41.353
5360;-69.366;-42.753
5370;-64.012;-44.95
5380;-57.15;-46.068
5390;-51.594;-45.712
5400;-42.705;-44.123
5410;-34.412;-40.4
5420;-24.636;-35.865
5430;-14.298;-32.015
5440;-1.64;-27.236
5450;10.461;-21.815
5460;23.441;-16.956
5470;36.174;-9.423
5480;49.946;-2.226
5490;63.898;6.302
5500;75.93;16.059
5510;89.49;25.527
5520;99.626;33.972
5530;107.589;41.15
5540;119.494;46.687
5550;126.815;48.95
5560;137.44;53.857
5570;144.828;55.862
5580;149.618;59.356
5590;152.648;63.15
5600;155.217;64.451
5610;154.665;66.524
5620;153.789;67.537
5630;151.073;68.737
5640;148.563;68.401
5650;142.332;74.891
5660;137.353;78.633
5670;130.972;80.4
5680;125.372;81.804
5690;117.383;84.305
5700;109.381;86.075
5710;100.201;87.259
5720;89.782;86.309
5730;77.194;84.857
5740;66.567;82.156
5750;55.16;79.588
5760;41.873;77.24
5770;30.568;73.09
5780;21.223;70.421
5790;9.977;67.905
5800;3.927;67.862
5810;-1.902;65.365
5820;-4.577;67.108
5830;-6.16;67.068
5840;-6.459;66.472
5850;-7.519;68.494
5860;-6.274;70.579
5870;-6.79;72.685
5880;-6.251;71.55
5890;-5.712;70.505
5900;-4.71;61.53
5910;-4.629;52.375
5920;-5.309;45.579
5930;-7.149;38.797
5940;-10.299;30.832
5950;-13.863;23.418
5960;-17.388;17.279
5970;-19.692;11.47
5980;-20.284;5.957
5990;-22.677;0.203
6000;-22.83;-7.211
6010;-22.956;-14.97
6020;-24.361;-22.319
6030;-25.85;-29.654
6040;-25.498;-36.888
6050;-26.05;-44.019
6060;-27.001;-47.255
6070;-29.859;-50.532
6080;-33.96;-51.521
6090;-38.574;-52.531
6100;-42.097;-57.746
6110;-43.283;-63.804
6120;-42.102;-69.337
6130;-39.681;-71.643
6140;-38.246;-74.559
6150;-38.53;-76.742
6160;-38.462;-82.098
6170;-39.315;-87.534
6180;-40.119;-90.121
6190;-39.523;-92.215
6200;-37.545;-90.425
6210;-35.345;-88.717
6220;-31.662;-90.087
6230;-29.582;-91.657
6240;-28.185;-92.651
6250;-28.386;-92.146
6260;-30.508;-89.887
6270;-32.848;-86.421
6280;-32.989;-77.924
6290;-33.088;-70.185
6300;-30.748;-59.331
6310;-28.393;-50.222
6320;-25.119;-42.685
6330;-20.611;-35.262
6340;-15.783;-28.477
6350;-8.903;-19.601
6360;-3.739;-9.755
6370;4.112;-0.233
6380;10.385;8.8
6390;16.321;18.505
6400;23.137;31.199
6410;30.992;46.382
6420;40.052;54.314
6430;50.673;58.812
6440;61.197;64.959
6450;70.801;67.593
6460;75.84;69.8
6470;79.679;75.257
6480;78.716;80.981
6490;78.526;86.268
6500;75.583;93.261
6510;74.72;98.975
6520;74.437;102.313
6530;72.154;100.731
6540;69.352;101.047
6550;65.185;98.379
6560;61.018;90.761
6570;56.41;85.102
6580;52.361;79.127
6590;48.43;75.452
6600;42.219;71.84
6610;36.68;69.353
6620;29.357;66.604
6630;22.291;64.077
6640;14.548;61.612
6650;5.683;54.897
6660;-4.153;47.76
6670;-8.386;47.508
6680;-13.945;46.924
6690;-18.383;44.895
6700;-23.45;43.294
6710;-26.236;41.854
6720;-29.284;40.393
6730;-27.372;37.088
6740;-22.694;33.577
6750;-15.615;30.699
6760;-13.397;27.76
6770;-11.263;25.789
6780;-7.93;23.728
6790;-4.317;17.494
6800;-2.937;10.97
6810;-1.549;10.891
6820;-1.801;10.937
6830;-2.343;12.382
6840;-3.565;12.745
6850;-3.877;10.714
6860;-4.909;6.505
6870;-5.847;0.923
6880;-6.945;-4.421
6890;-5.846;-8.974
6900;-3.673;-12.589
6910;-1.004;-13.963
6920;-4.214;-15.287
6930;-9.799;-17.756
6940;-16.559;-20.076
6950;-21.999;-25.745
6960;-25.326;-30.43
6970;-32.172;-35.254
6980;-37.702;-38.846
6990;-42.152;-41.156
7000;-45.932;-45.186
7010;-45.073;-47.899
7020;-45.234;-49.901
7030;-47.596;-49.99
7040;-51.054;-47.583
7050;-51.673;-44.843
7060;-50.681;-43.735
7070;-47.843;-42.567
7080;-46.041;-42.828
7090;-43.698;-42.353
7100;-39.315;-39.582
7110;-35.09;-36.823
7120;-34.745;-32.417
7130;-33.883;-28.287
7140;-35.101;-24.761
7150;-35.599;-21.265
7160;-36.897;-19.968
7170;-37.157;-18.777
7180;-35.588;-16.247
7190;-32.393;-13.989
7200;-30.125;-8.706
7210;-27.164;-4.204
7220;-20.324;0.532
7230;-14.044;4.868
7240;-11.756;8.135
7250;-10.388;12.77
7260;-8.771;15.694
7270;-5.474;17.899
7280;-1.619;18.179
7290;3.436;18.535
7300;11.261;18.881
7310;16.716;18.684
7320;21.455;18.339
7330;26.259;18.036
7340;31.879;18.542
7350;35.044;19.138
7360;39.49;19.568
7370;47.777;19.64
7380;61.863;21.399
7390;76.088;23.461
7400;86.793;27.928
7410;97.243;31.561
7420;106.372;34.124
7430;112.08;36.646
7440;116.508;37.44
7450;118.385;38.234
7460;120.106;41.67
7470;123.858;45.499
7480;128.197;48.755
7490;131.808;51.961
7500;136.119;52.345
7510;142.327;52.894
7520;148.841;51.364
7530;159.48;50.214
7540;170.312;46.91
7550;178.243;43.607
7560;185.534;39.28
7570;193.065;35.199
7580;194.306;30.051
7590;195.098;23.166
7600;190.455;18.828
7610;183.732;14.04
7620;175.462;11.273
7630;161.53;7.986
7640;146.997;4.319
7650;134.486;-1.498
7660;122.374;-7.072
7670;110.207;-12.043
7680;102.08;-15.254
7690;94.036;-16.646
7700;89.17;-19.018
7710;83.303;-22.43
7720;75.834;-28.45
7730;67.566;-33.639
7740;60.011;-39.15
7750;54.857;-43.006
7760;47.908;-45.163
7770;42.709;-45.64
7780;33.414;-47.338
7790;22.243;-47.476
7800;11.299;-48.135
7810;-1.625;-47.131
7820;-15.156;-46.361
7830;-22.225;-44.484
7840;-28.903;-44.408
7850;-29.982;-46.652
7860;-32.019;-49.313
7870;-32.709;-54.574
7880;-35.292;-56.561
7890;-37.483;-57.954
7900;-38.847;-57.716
7910;-40.19;-57.513
7920;-38.774;-59.36
7930;-38.361;-62.767
7940;-37.109;-67.419
7950;-35.077;-71.512
7960;-32.101;-70.916
7970;-31.185;-67.727
7980;-29.469;-64.778
7990;-29.073;-61.279
8000;-30.739;-58.65
8010;-30.926;-57.181
8020;-32.497;-55.196
8030;-32.514;-52.446
8040;-30.312;-48.276
8050;-30.646;-44.316
8060;-28.531;-42.241
8070;-28.894;-42.371
8080;-29.353;-42.639
8090;-30.15;-40.466
8100;-31.023;-38.066
8110;-32.297;-36.175
8120;-33.411;-34.208
8130;-34.726;-37.873
8140;-36.137;-36.852
8150;-37.571;-37.388
8160;-38.35;-40.337
8170;-41.862;-43.225
8180;-46.014;-46.154
8190;-51.04;-44.07
8200;-57.026;-41.986
8210;-63.074;-43.919
8220;-67.523;-43.651
8230;-69.254;-43.502
8240;-69.479;-46.572
8250;-69.472;-45.673
8260;-70.855;-44.408
8270;-73.559;-43.048
8280;-78.477;-41.688
8290;-84.556;-41.924
8300;-89.243;-42.161
8310;-94.095;-40.499
8320;-94.965;-38.007
8330;-96.181;-35.153
8340;-95.913;-32.621
8350;-95.859;-28.535
8360;-93.702;-24.61
8370;-91.592;-20.967
8380;-86.484;-13.684
8390;-82.097;-11.39
8400;-78.022;-7.303
8410;-75.629;-0.56
8420;-73.601;8.359
8430;-72.397;16.095
8440;-69.05;20.072
8450;-65.859;24.634
8460;-59.429;29.822
8470;-53.593;33.258
8480;-47.917;37.928
8490;-42.179;45.742
8500;-37.698;50.76
8510;-33.908;56.039
8520;-29.114;60.637
8530;-23.244;65.663
8540;-16.276;68.75
8550;-10.988;71.501
8560;-5.4;72.412
8570;-0.372;74.117
8580;4.517;75.302
8590;7.741;75.606
8600;10.338;72.876
8610;12.128;71.466
8620;14.661;71.161
8630;17.233;69.899
8640;19.974;68.637
8650;21.086;65.397
8660;22.823;61.611
8670;21.686;58.51
8680;20.908;57.004
8690;20.81;55.972
8700;20.163;54.519
8710;16.207;52.175
8720;12.039;49.708
8730;6.279;47.306
8740;1.079;45.105
8750;-2.959;42.128
8760;-6.556;38.641
8770;-9.953;34.782
8780;-14.31;31.349
8790;-17.363;29.15
8800;-18.259;26.952
8810;-18.188;27.732
8820;-18.364;28.542
8830;-20.519;31.074
8840;-23.981;32.967
8850;-26.368;36.022
8860;-29.007;36.709
8870;-31.486;35.506
8880;-33.192;34.166
8890;-34.684;32.861
8900;-34.186;33.596
8910;-32.873;34
8920;-29.27;34.95
8930;-23.916;35.461
8940;-21.378;36.321
8950;-17.12;37.079
8960;-12.6;37.339
8970;-11.452;37.56
8980;-13.309;35.23
8990;-16.05;33.777
9000;-17.491;33.083
9010;-18.509;32.19
9020;-17.09;30.44
9030;-15.781;26.77
9040;-15.444;23.65
9050;-14.434;19.491
9060;-15.065;14.822
9070;-14.557;10.663
9080;-11.968;6.101
9090;-9.259;1.68
9100;-9.312;-1.832
9110;-8.844;-1.803
9120;-6.516;-0.823
9130;-4.483;-0.764
9140;-2.29;-0.888
9150;-0.83;-2.109
9160;-1.128;-2.41
9170;-2.455;-4.72
9180;-5.789;-7.161
9190;-10.039;-8.883
9200;-15.57;-8.421
9210;-22.131;-7.979
9220;-25.243;-8.372
9230;-25.606;-8.672
9240;-24.741;-8.799
9250;-25.756;-10.822
9260;-27.185;-12.829
9270;-30.294;-14.702
9280;-33.617;-14.494
9290;-36.135;-15.596
9300;-39.134;-16.383
9310;-41.746;-17.119
9320;-45.332;-17.134
9330;-48.345;-18.119
9340;-50.066;-19.407
9350;-48.894;-19.018
9360;-47.721;-21.233
9370;-49.295;-23.497
9380;-50.703;-26.223
9390;-52.817;-27.548
9400;-53.229;-28.954
9410;-50.666;-29.372
9420;-46.764;-29.943
9430;-42.062;-32.36
9440;-36.223;-35.73
9450;-30.874;-41.404
9460;-24.486;-45.639
9470;-18.099;-48.716
9480;-12.134;-50.942
9490;-8.608;-53.328
9500;-4.612;-53.479
9510;0.244;-53.377
9520;4.178;-53.03
9530;9.172;-53.823
9540;11.985;-53.859
9550;14.135;-53.752
9560;14.241;-53.989
9570;15.466;-55.036
9580;16.717;-54.913
9590;20.055;-55.15
9600;22.313;-57.346
9610;24.337;-57.132
9620;27.491;-55.919
9630;30.452;-53.756
9640;35.346;-53.102
9650;38.6;-52.688
9660;40.234;-54.501
9670;41.45;-56.639
9680;41.548;-57.288
9690;41.639;-54.93
9700;41.69;-51.193
9710;41.772;-51.53
9720;40.326;-50.846
9730;38.714;-49.781
9740;38.254;-46.862
9750;37.121;-45.222
9760;34.835;-43.748
9770;32.603;-42.378
9780;29.316;-39.728
9790;27.268;-36.774
9800;25.894;-33.549
9810;27.32;-30.924
9820;27.07;-28.044
9830;25.448;-26.179
9840;21.066;-25.265
9850;17.825;-25.463
9860;15.943;-26.592
9870;14.292;-27.406
9880;13.583;-26.589
9890;12.331;-25.905
9900;11.066;-25.574
9910;11.001;-26.148
9920;10.669;-26.265
9930;10.019;-24.837
9940;7.284;-25.01
9950;4.037;-25.214
9960;0.237;-22.73
9970;-0.725;-21.448
9980;-0.807;-18.566
9990;1.105;-17.508
10000;2.297;-14.581
10010;3.844;-11.255
10020;4.145;-7.717
10030;4.406;-4.492
10040;5.287;-1.782
10050;6.568;-1.294
10060;7.115;-0.061
10070;6.793;-0.052
10080;5.872;0.321
10090;6.065;1.785
10100;5.812;3.724
10110;4.08;5.81
10120;2.465;7.174
10130;2.404;8.084
10140;0.941;9.074
10150;0.345;10.127
10160;-2.851;12.578
10170;-5.339;16.115
10180;-10.123;17.67
10190;-13.371;17.666
10200;-16.281;17.168
10210;-17.392;16.84
10220;-19.575;16.714
10230;-20.79;15.643
10240;-21.601;14.628
10250;-20.552;13.477
10260;-19.95;13.913
10270;-19.568;14.08
10280;-19.145;12.694
10290;-20.479;11.394
10300;-22.501;13.181
10310;-24.777;14.215
10320;-25.686;16.454
10330;-25.801;17.703
10340;-25.57;19.766
10350;-24.714;21.106
10360;-23.594;21.866
10370;-22.994;20.541
10380;-24.643;17.735
10390;-25.063;15.092
10400;-27.473;13.728
10410;-28.683;12.553
10420;-28.93;10.498
10430;-24.446;9.494
10440;-18.914;9.945
10450;-13.916;11.404
10460;-9.957;13.248
10470;-8.481;13.44
10480;-8.175;12.335
10490;-9.556;10.628
10500;-11.501;10.079
10510;-13.806;8.89
10520;-15.037;9.619
10530;-14.305;8.992
10540;-12.532;9.309
10550;-9.348;5.443
10560;-7.123;1.764
10570;-5.811;0.029
10580;-4.981;-1.586
10590;-3.891;-3.978
10600;-3.193;-5.692
10610;-2.738;-7.207
10620;-2.35;-4.472
10630;-2.101;-1.887
10640;-4.48;-0.159
10650;-5.469;-0.246
10660;-6.015;0.975
10670;-6.927;2.694
10680;-11.074;4.4
10690;-15.672;3.738
10700;-18.99;4.723
10710;-22.074;5.139
10720;-23.737;5.259
10730;-25.192;6.854
10740;-25.942;9.728
10750;-25.025;11.603
10760;-22.775;11.19
10770;-18.684;6.168
10780;-15.788;4.637
10790;-14.847;3.368
10800;-17.167;8.652
10810;-18.418;13.192
10820;-20.098;13.339
10830;-19.865;13.652
10840;-19.812;17.959
10850;-20.575;19.822
10860;-21.178;18.247
10870;-21.948;14.314
10880;-22.385;12.161
10890;-20.734;11.032
10900;-19.044;7.901
10910;-17.714;3.11
10920;-17.257;-4.139
10930;-16.109;-10.386
10940;-15.324;-16.113
10950;-16.651;-19.788
10960;-17.999;-21.485
10970;-18.208;-21.073
10980;-15.083;-21.445
10990;-12.549;-23.661
11000;-12.901;-28.316
11010;-13.528;-33.113
11020;-18.404;-35.261
11030;-22.088;-39.065
11040;-24.641;-41.139
11050;-23.885;-46.52
11060;-22.95;-50.812
11070;-17.948;-51.251
11080;-15.542;-49.983
11090;-15.617;-51.629
11100;-14.157;-51.274
11110;-12.836;-48.503
11120;-11.117;-46.094
11130;-10.768;-43.858
11140;-11.217;-42.811
11150;-11.721;-36.272
11160;-12.268;-30.116
11170;-11.892;-22.833
11180;-11.874;-16.771
11190;-14.023;-11.535
11200;-16.552;-11.087
11210;-19.08;-11.981
11220;-20.164;-13.16
11230;-21.866;-12.088
11240;-23.283;-8.615
11250;-23.083;-2.286
11260;-22.883;6.004
11270;-19.937;13.963
11280;-18.159;18.834
11290;-15.018;21.746
11300;-11.828;24.938
11310;-8.637;28.43
11320;-7.284;31.087
11330;-10.417;31.561
11340;-10.539;31.368
11350;-10.594;30.346
11360;-10.85;30.71
11370;-12.177;33.33
11380;-12.563;34.37
11390;-11.916;35.381
11400;-11.234;32.508
11410;-10.76;30.354
11420;-11.8;29.044
11430;-17.572;28.237
11440;-17.948;27.516
11450;-16.903;26.612
11460;-15.887;25.709
11470;-18.054;25.541
11480;-19.996;24.498
11490;-21.382;21.326
11500;-21.357;17.688
11510;-21.27;15.422
11520;-19.673;16.105
11530;-20.789;19.332
11540;-21.058;23.19
11550;-21.444;26.721
11560;-21.83;27.445
11570;-22.96;26.65
11580;-17.836;26.633
11590;-15.612;26.706
11600;-16.2;27.462
11610;-16.788;29.371
11620;-14.526;29.159
11630;-9.052;31.392
11640;-6.302;32.679
11650;-5.652;32.599
11660;-5.003;31.499
11670;-3.818;28.47
11680;2.152;25.694
11690;5.057;26.193
11700;7.503;28.239
11710;10.04;29.964
11720;13.916;29.931
11730;17.35;27.793
11740;20.401;25.892
11750;22.248;22.917
11760;24.047;18.502
11770;23.124;12.148
11780;25.189;4.617
11790;27.292;-3.135
11800;29.026;-8.952
11810;30.657;-12.31
11820;30.361;-15.043
11830;28.316;-19.95
11840;26.811;-23.792
11850;24.615;-25.208
11860;22.461;-28.094
11870;17.928;-32.899
11880;12.091;-35.959
11890;7.539;-39.066
11900;5.186;-39.912
11910;2.833;-40.564
11920;1.84;-38.752
11930;0.579;-38.868
11940;-0.436;-40.739
11950;-2.199;-44.643
11960;-3.975;-48.753
11970;-3.582;-50.11
11980;-2.113;-50.146
11990;-1.294;-49.375
12000;2.484;-48.515
12010;5.966;-45.463
12020;8.041;-43.829
12030;5.543;-40.474
12040;1.826;-38.354
12050;-4.466;-36.738
12060;-10.697;-34.301
12070;-17.27;-29.73
12080;-20.789;-22.748
12090;-20.479;-14.979
12100;-19.254;-8.683
12110;-18.029;-3.068
12120;-17.159;5.041
12130;-16.759;9.483
12140;-16.141;14.72
12150;-17.119;18.571
12160;-17.89;20.654
12170;-17.803;21.766
12180;-17.359;23.774
12190;-18.946;25.222
12200;-16.614;25.461
