timepoints (min);46: wc-2-.2;47: wc-2-.3
12660;-7.004;15.749
12670;-5.229;13.284
12680;-2.294;7.619
12690;0.497;1.954
12700;1.167;-5.07
12710;1.837;-12.13
12720;1.748;-18.823
12730;2.017;-26.837
12740;1.686;-35.011
12750;-0.166;-42.978
12760;-2.106;-50.662
12770;-3.937;-58.266
12780;-6.407;-65.87
12790;-9.237;-73.275
12800;-11.157;-81.079
12810;-10.757;-88.883
12820;-10.357;-93.687
12830;-10.877;-96.931
12840;-11.473;-100.541
12850;-12.269;-104.219
12860;-13.065;-105.578
12870;-14.221;-104.817
12880;-15.528;-104.055
12890;-18.716;-103.335
12900;-21.903;-101.223
12910;-23.811;-99.112
12920;-24.498;-96.48
12930;-26.345;-93.697
12940;-28.192;-90.913
12950;-29.174;-86.301
12960;-30.894;-82.608
12970;-31.854;-79.04
12980;-31.094;-75.472
12990;-31.996;-71.888
13000;-31.378;-68.305
13010;-30.76;-64.841
13020;-31.702;-61.074
13030;-33.113;-57.308
13040;-34.164;-53.899
13050;-35.215;-48.331
13060;-37.106;-42.328
13070;-38.501;-36.326
13080;-38.975;-31.883
13090;-39.45;-27.143
13100;-37.851;-19.684
13110;-36.08;-12.928
13120;-33.949;-8.292
13130;-31.818;-3.76
13140;-28.152;2.732
13150;-24.782;9.252
13160;-22.692;15.772
13170;-20.603;21.772
13180;-17.115;30.052
13190;-13.626;38.332
13200;-11.658;46.743
13210;-9.49;56.074
13220;-7.949;65.406
13230;-8.128;73.192
13240;-8.308;80.75
13250;-8.95;88.309
13260;-9.676;95.988
13270;-8.841;101.386
13280;-8.007;107.599
13290;-4.172;113.811
13300;0.028;117.863
13310;5.068;121.916
13320;10.108;123.966
13330;13.272;126.243
13340;16.539;128.52
13350;18.527;128.077
13360;20.514;125.995
13370;21.897;123.732
13380;23.389;121.47
13390;24.001;117.248
13400;22.008;114.546
13410;19.615;111.844
13420;17.222;108.48
13430;13.189;102.836
13440;9.011;97.192
13450;4.868;91.948
13460;0.524;86.414
13470;-3.819;80.88
13480;-4.546;76.746
13490;-4.949;72.612
13500;-4.992;66.259
13510;-5.034;60.003
13520;-8.458;56.026
13530;-11.681;52.05
13540;-16.905;48.073
13550;-18.494;41.142
13560;-20.083;34.287
13570;-21.803;29.552
13580;-21.323;24.817
13590;-13.599;20.894
13600;-6.137;16.971
13610;1.326;14.75
13620;9.428;12.53
13630;20.194;10.309
13640;30.899;9.043
13650;44.444;6.077
13660;57.989;3.112
13670;71.057;0.146
13680;83.966;-2.55
13690;97.075;-6.967
13700;105.321;-11.866
13710;113.568;-16.766
13720;121.753;-21.299
13730;126.818;-25.233
13740;127.897;-29.167
13750;128.975;-31.137
13760;130.274;-33.106
13770;134.734;-34.986
13780;139.281;-36.866
13790;143.829;-38.843
13800;144.839;-38.099
13810;145.848;-37.514
13820;150.697;-36.93
13830;155.841;-35.505
13840;153.866;-34.672
13850;152.636;-33.839
13860;151.406;-33.026
13870;149.906;-32.214
13880;145.487;-32.921
13890;135.557;-34.659
13900;125.628;-36.025
13910;115.553;-37.39
13920;106.439;-39.436
13930;95.244;-41.861
13940;84.05;-42.566
13950;77.676;-42.801
13960;71.302;-43.037
13970;64.908;-42.313
13980;58.513;-42.596
13990;56.07;-42.541
14000;51.868;-42.486
14010;47.665;-42.43
14020;43.462;-41.535
14030;39.102;-40.061
14040;34.215;-38.586
14050;29.328;-37.112
14060;24.476;-36.277
14070;15.943;-35.443
14080;4.386;-35.297
14090;-7.171;-35.15
14100;-19.39;-35.004
14110;-31.486;-35.418
14120;-42.301;-36.163
14130;-53.116;-35.388
14140;-57.786;-34.612
14150;-61.062;-33.837
14160;-64.338;-33.502
14170;-67.614;-33.025
14180;-69.389;-32.548
14190;-71.946;-32.07
14200;-74.503;-31.593
14210;-77.061;-31.759
14220;-79.528;-33.077
14230;-80.695;-34.396
14240;-81.862;-35.714
14250;-82.159;-35.731
14260;-82.4;-35.672
14270;-85.441;-36.452
14280;-88.483;-37.233
14290;-91.239;-38.014
14300;-92.419;-38.17
14310;-93.6;-37.686
14320;-94.781;-37.201
14330;-92.543;-36.717
14340;-89.226;-36.474
14350;-85.647;-36.143
14360;-82.068;-35.252
14370;-80.313;-34.361
14380;-76.519;-33.45
14390;-72.648;-31.978
14400;-69.083;-30.975
14410;-65.517;-29.408
14420;-62.872;-27.841
14430;-60.247;-26.275
14440;-55.674;-26.003
14450;-51.942;-25.6
14460;-48.21;-24.837
14470;-44.112;-24.074
14480;-40.99;-23.312
14490;-39.549;-21.564
14500;-38.108;-20.857
14510;-36.625;-20.149
14520;-32.508;-19.379
14530;-27.23;-16.41
14540;-21.953;-13.737
14550;-19.127;-11.543
14560;-16.301;-9.412
14570;-14.515;-7.281
14580;-12.728;-2.687
14590;-12.698;1.908
14600;-10.348;5.883
14610;-7.997;9.858
14620;-5.647;13.833
14630;-5.288;16.77
14640;-3.73;19.146
14650;-2.171;21.523
14660;-0.612;23.899
14670;2.383;26.297
14680;6.219;26.559
14690;10.055;28.261
14700;14.834;29.963
14710;19.046;31.396
14720;23.257;32.469
14730;27.468;33.28
14740;32.359;33.451
14750;35.005;33.774
14760;37.652;34.097
14770;40.299;35.302
14780;41.462;34.701
14790;42.957;34.099
14800;44.452;33.498
14810;45.948;32.897
14820;48.448;33.608
14830;51.941;31.96
14840;55.433;30.312
14850;56.371;28.663
14860;56.989;26.327
14870;57.566;24.135
14880;58.142;23.023
14890;57.463;22.043
14900;56.465;20.622
14910;55.694;19.091
14920;54.923;17.56
14930;52.815;18.468
14940;50.708;20.775
14950;47.011;23.083
14960;44.034;25.294
14970;41.279;27.817
14980;38.523;30.219
14990;35.251;32.622
15000;34.665;35.025
15010;34.079;36.528
15020;33.492;37.032
15030;33.226;37.535
15040;32.476;38.135
15050;31.726;37.975
15060;30.975;37.753
15070;28.298;36.411
15080;24.836;35.083
15090;21.374;32.674
15100;17.912;30.445
15110;14.419;28.657
15120;10.444;26.439
15130;6.469;24.221
15140;2.494;22.003
15150;-0.141;20.321
15160;-2.775;19
15170;-5.41;17.679
15180;-8.044;16.357
15190;-10.421;13.636
15200;-11.277;12.03
15210;-12.134;10.425
15220;-12.99;8.819
15230;-13.328;7.08
15240;-13.226;5.437
15250;-13.124;3.794
15260;-13.022;2.865
15270;-12.206;1.815
15280;-11.509;0.766
15290;-10.812;-0.532
15300;-10.261;-0.988
15310;-10.527;0.117
15320;-8.673;1.222
15330;-6.819;2.327
15340;-5.255;4.663
15350;-5.374;6.12
15360;-5.252;7.577
15370;-5.131;9.393
15380;-4.81;9.309
15390;-4.356;9.225
15400;-4.702;9.141
15410;-5.048;8.779
15420;-5.574;8.258
15430;-5.688;8.143
15440;-5.923;8.029
15450;-5.757;6.971
15460;-5.592;7.353
15470;-5.09;7.735
15480;-4.748;8.171
15490;-4.199;7.964
15500;-3.65;7.757
15510;-4.462;7.55
15520;-5.954;7.491
15530;-7.302;6.119
15540;-8.65;4.746
15550;-9.632;3.374
15560;-9.858;0.455
15570;-10.084;-2.246
15580;-10.31;-4.946
15590;-10.083;-7.647
15600;-8.69;-9.281
15610;-7.297;-10.316
15620;-5.903;-11.178
15630;-5.698;-9.505
15640;-6.083;-9.343
15650;-6.457;-9.177
15660;-6.821;-9.008
15670;-8.295;-8.477
15680;-9.851;-8.02
15690;-11.394;-7.556
15700;-12.923;-7.085
15710;-13.855;-8.128
15720;-15.014;-8.765
15730;-16.159;-9.396
15740;-17.288;-9.26
15750;-18.224;-9.281
15760;-17.824;-9.298
15770;-17.41;-9.308
15780;-16.982;-8.394
15790;-16.257;-7.202
15800;-16.214;-6.001
15810;-16.16;-4.79
15820;-16.094;-3.848
15830;-16.056;-2.84
15840;-16.535;-1.821
15850;-17.002;-0.792
15860;-17.458;-0.459
15870;-19.022;-0.117
15880;-19.39;0.233
15890;-19.745;1.153
15900;-20.087;1.442
15910;-20.775;1.737
15920;-20.787;2.04
15930;-20.793;2.43
15940;-20.793;2.35
15950;-20.306;2.274
15960;-20.506;2.202
15970;-20.701;1.653
15980;-20.889;1.105
15990;-20.912;0.561
16000;-20.983;0.099
16010;-21.044;-0.757
16020;-21.095;-1.608
16030;-21.895;-2.455
16040;-22.936;-3.298
16050;-23.965;-4.443
16060;-24.983;-5.579
16070;-26.548;-6.705
16080;-28.02;-7.96
16090;-29.478;-9.886
16100;-30.922;-11.802
16110;-32.112;-13.749
16120;-31.989;-15.876
16130;-31.846;-17.994
16140;-31.684;-20.101
16150;-31.301;-21.717
16160;-30.775;-22.979
16170;-30.233;-24.22
16180;-29.673;-25.44
16190;-29.176;-26.398
16200;-29.594;-28.663
16210;-30.004;-30.91
16220;-30.404;-33.139
16230;-30.635;-37.499
16240;-31.036;-39.012
16250;-31.5;-40.667
16260;-32.039;-41.938
16270;-32.663;-43.392
16280;-32.35;-45
16290;-32.052;-46.788
16300;-31.773;-48.009
16310;-31.52;-48.917
16320;-30.345;-50
16330;-29.093;-51.293
16340;-27.751;-51.888
16350;-26.301;-52.625
