timepoints (min);31: frq9-.1;32: frq9-.2;33: frq9-.3;34: frq10-.1;35: frq10-.2;36: frq10-.3;37: wc-1+.1;38: wc-1+.2;39: wc-1+.3;40: wc-2+.1;41: wc-2+.2;42: wc-2+.3;43: wc-1-.1;44: wc-1-.2;45: wc-1-.3
660;-186.672;-193.963;-160.545;-134.237;-14.841;-85.701;-134.197;-74.242;-182.85;-172.612;-26.201;-17.901;-41.954;-59.253;-26.004
670;-180.542;-188.691;-152;-127.4;-18.569;-71.013;-128.114;-71.436;-177.035;-167.556;-29.303;-24.718;-39.658;-57.214;-24.461
680;-172;-183.48;-148.813;-121.52;-21.347;-53.6;-123.253;-67.987;-172.24;-163.787;-31.28;-27.827;-37.707;-55.107;-22.88
690;-164.868;-170.799;-145.905;-118.586;-24.036;-36.997;-118.576;-65.28;-168.043;-160.668;-35.589;-33.773;-36.174;-53.237;-22.385
700;-158.696;-160.48;-141.035;-117.91;-27.329;-17.028;-113.739;-63.96;-162.001;-157.372;-39.486;-36.157;-35.105;-51.51;-22.201
710;-153.162;-153.175;-136.919;-117.278;-31.214;4.462;-109.547;-61.679;-156.697;-150.419;-43.043;-40.316;-34.316;-50.03;-21.547
720;-147.359;-146.871;-133.501;-114.534;-34.954;16.107;-105.61;-58.55;-151.012;-139.305;-43.757;-41.403;-33.01;-48.75;-20.742
730;-141.413;-140.275;-132.887;-110.913;-38.888;27.45;-101.038;-55.225;-145.2;-129.412;-44.213;-41.587;-31.65;-48.075;-21.463
740;-136.011;-134.049;-132.79;-107.788;-42.691;37.451;-96.675;-53.409;-142.406;-119.981;-45.661;-46.838;-31.15;-48.192;-21.877
750;-131.038;-127.874;-133.346;-105.888;-46.119;49.808;-93.1;-51.854;-144.222;-116.951;-49.014;-42.503;-30.712;-48.425;-22.313
760;-127.011;-120.616;-132.115;-103.229;-49.572;54.366;-89.525;-50.163;-141.844;-114.592;-52.09;-39.134;-30.785;-48.657;-22.588
770;-123.976;-114.643;-129.685;-103.589;-52.923;56.774;-85.345;-48.958;-140.22;-114.119;-57.786;-34.815;-31.03;-48.06;-23.024
780;-121.682;-108.998;-126.101;-103.896;-56.341;59.031;-81.056;-47.409;-139.734;-111.656;-62.661;-34.313;-31.205;-47.153;-23.132
790;-113.068;-97.146;-115.084;-98.862;-59.605;87.241;-64.975;-41.096;-128.73;-98.249;-61.372;-30.82;-29.39;-44.426;-22.2
800;-104.407;-83.923;-102.842;-96.6;-62.793;104.306;-54.918;-35.976;-118.504;-85.161;-59.936;-25.72;-27.171;-41.164;-21.476
810;-95.71;-72.101;-93.166;-99.871;-64.995;109.247;-45.974;-32.038;-107.413;-76.108;-62.689;-19.761;-26.618;-38.543;-19.895
820;-89.041;-59.634;-81.771;-106.478;-67.489;115.661;-37.587;-28.665;-101.368;-71.017;-68.647;-17.036;-25.367;-36.395;-20.373
830;-84.36;-50.88;-72.262;-112.538;-71.224;119.667;-31.582;-24.473;-96.851;-65.32;-72.976;-15.489;-23.96;-34.307;-20.84
840;-78.842;-43.599;-62.255;-119.628;-74.522;120.745;-26.624;-21.447;-90.601;-59.09;-76.996;-20.872;-23.233;-32.331;-21.839
850;-73.725;-38.048;-53.641;-125.093;-77.117;121.83;-21.653;-18.503;-83.786;-53.132;-81.235;-25.424;-22.252;-30.235;-22.966
860;-67.597;-31.859;-44.524;-125.754;-83.856;126.281;-17.035;-15.592;-79.709;-53.112;-85.906;-25.845;-21.62;-28.333;-24.305
870;-60.684;-24.334;-36.98;-127.328;-85.937;128.504;-12.622;-13.135;-76.422;-53.212;-89.034;-38.045;-21.449;-26.677;-24.511
880;-52.829;-19.293;-28.533;-126.895;-88.154;124.318;-8.244;-11.421;-71.484;-53.421;-92.061;-51.309;-21.415;-25.611;-24.429
890;-45.47;-15.057;-21.257;-125.869;-91.084;121.468;-3.322;-9.939;-65.417;-53.717;-94.672;-65.161;-20.891;-23.854;-25.081
900;-39.096;-12.927;-15.629;-124.688;-93.683;120.828;0.694;-8.322;-61.897;-52.043;-96.087;-73.638;-20.365;-22.14;-25.932
910;-34.938;-9.574;-11.116;-123.618;-96.23;116.18;4.276;-6.02;-54.658;-50.488;-98.048;-72.164;-19.792;-19.714;-26.949
920;-31.527;-9.765;-6.8;-123.629;-98.725;111.32;8.329;-4.594;-46.739;-47.01;-99.965;-65.314;-19.614;-17.549;-28.689
930;-28.42;-6.99;-2.01;-123.67;-101.13;103.47;11.41;-3.63;-41.4;-42.59;-102.68;-56.34;-19.43;-15.62;-30.89
940;-24.203;-9.204;0.792;-121.868;-103.495;93.182;13.324;-2.393;-36.181;-38.237;-103.025;-57.917;-18.989;-14.085;-32.112
950;-20.424;-11.622;1.851;-119.718;-105.087;84.124;14.913;-1.12;-33.29;-35.582;-102.602;-59.368;-18.422;-12.932;-32.618
960;-17.794;-14.603;1.757;-117.891;-107.096;69.438;16.181;-0.188;-28.544;-35.549;-102.867;-58.198;-17.241;-12.011;-33.346
970;-16.293;-15.387;1.385;-117.806;-109.066;62.792;17.015;-0.341;-23.546;-39.201;-105.396;-62.274;-16.878;-11.092;-34.611
980;-15.853;-14.77;1.916;-116.524;-110.608;54.682;17.71;-1.415;-18.13;-43.091;-108.733;-60.872;-16.6;-9.754;-34.627
990;-16.887;-14.902;1.008;-114.78;-111.96;45.888;18.035;-1.773;-16.031;-47.689;-109.968;-56.761;-16.038;-7.985;-34.269
1000;-17.512;-16.812;-0.296;-114.241;-113.287;31.18;17.914;-2.164;-13.986;-47.124;-110.201;-62.287;-15.135;-6.127;-34.396
1010;-17.181;-21.306;-2.332;-114.351;-114.914;25.923;17.838;-2.166;-10.273;-46.383;-110.31;-65.605;-14.076;-4.444;-35.371
1020;-12.49;-26.73;-2.473;-109.393;-116.694;20.74;17.873;-2.232;-5.672;-43.589;-109.078;-73.654;-12.972;-2.663;-36.404
1030;-5.362;-31.629;-2.196;-102.778;-118.442;11.76;17.289;-3.798;2.016;-41.855;-106.847;-75.724;-11.405;-1.716;-36.953
1040;2.042;-34.954;-2.261;-90.855;-119.907;5.348;15.006;-4.519;9.963;-40.859;-105.578;-82.409;-9.355;-0.854;-36.77
1050;5.592;-37.075;-2.691;-75.802;-121.076;-5.744;12.071;-5.215;14.969;-39.95;-104.2;-91.773;-7.824;-0.803;-36.748
1060;4.966;-39.355;-1.604;-61.286;-123.105;-13.481;10.495;-5.742;18.046;-38.938;-103.303;-99.378;-6.718;-0.493;-38.334
1070;3.523;-41.344;-2.078;-46.543;-125.112;-21.142;9.355;-6.917;20.549;-36.523;-103.219;-102.709;-5.939;0.023;-39.051
1080;2.341;-41.459;-1.915;-33.282;-127.198;-27.343;9.257;-8.357;22.318;-33.539;-104.15;-107.183;-5.388;1.035;-39.748
1090;0.661;-38.487;-3.566;-20.788;-128.187;-33.902;9.054;-9.727;22.608;-29.932;-104.969;-104.368;-4.034;1.839;-39.317
1100;-1.292;-36.561;-6.299;-10.655;-129.732;-39.319;8.31;-10.912;22.316;-21.069;-104.304;-100.189;-2.885;2.15;-38.384
1110;-3.244;-36.541;-11.763;-5.103;-129.291;-47.922;6.737;-11.892;22.711;-7.703;-103.241;-103.896;-1.534;2.465;-37.538
1120;-4.969;-36.671;-17.538;1.587;-129.193;-53.462;5.19;-13.469;23.296;5.767;-102.63;-100.056;-0.217;2.958;-37.123
1130;-6.672;-34.468;-24.09;5.798;-128.72;-55.917;2.328;-14.66;20.87;15.048;-101.983;-97.532;1.605;3.327;-36.492
1140;-6.886;-35.367;-28.273;9.297;-128.22;-60.247;-1.109;-16.122;15.333;20.507;-101.591;-87.172;3.064;2.862;-34.851
1150;-5.651;-36.187;-31.595;14.036;-129.307;-63.633;-3.322;-17.909;12.557;25.454;-100.089;-75.93;4.646;2.105;-34.586
1160;-4.375;-38.513;-34.993;19.819;-128.957;-68.245;-6.151;-19.121;11.141;30.547;-99.886;-72.105;5.301;1.86;-27.354
1170;-3.363;-39.191;-38.135;24.833;-128.593;-71.436;-10.574;-20.336;9.09;34.679;-101.535;-62.153;5.648;2.535;-20.255
1180;-3.04;-40.68;-38.32;30.656;-127.232;-74.728;-14.184;-21.456;7.6;34.752;-103.464;-51.728;5.992;3.216;-11.704
1190;-1.869;-38.741;-36.696;36.368;-124.298;-76.452;-16.875;-22.71;4.556;34.384;-103.992;-32.258;6.14;3.359;-10.255
1200;-0.872;-33.253;-35.234;43.237;-121.352;-81.492;-20.103;-23.593;2.816;35.586;-102.096;-21.6;6.22;3.157;-10.677
1210;2.334;-26.595;-33.551;48.635;-116.5;-82.986;-22.389;-24.068;0.475;37.575;-99.585;-12.921;5.857;3.119;-10.192
1220;6.263;-22.164;-31.083;52.618;-109.592;-85.882;-24.322;-24.363;-3.368;39.366;-96.982;-5.248;5.898;3.341;-9.556
1230;9.792;-20.762;-28.474;54.137;-102.677;-89.268;-26.826;-24.703;-9.488;41.431;-95.148;3.017;6.011;3.817;-8.022
1240;14.074;-19.488;-25.728;55.12;-94.198;-91.762;-29.5;-24.729;-11.545;44.137;-93.884;13.498;5.954;4.654;-6.151
1250;16.403;-15.873;-25.108;58.515;-85.183;-93.346;-31.613;-24.742;-12.628;46.608;-91.478;25.691;5.463;5.497;-3.151
1260;18.936;-11.159;-23.553;62.4;-76.162;-100.355;-33.605;-25.909;-14.479;50.05;-89.281;39.131;5.816;6.644;-0.305
1270;15.692;-4.429;-21.896;64.451;-67.044;-106.626;-35.481;-26.082;-15.468;53.131;-83.664;51.815;5.963;6.88;0.576
1280;11.524;-1.36;-22.136;64.759;-58.4;-110.638;-36.544;-25.243;-16.431;56.292;-77.809;58.296;5.772;7.4;0.64
1290;6.596;-0.736;-22.214;64.589;-50.057;-113.436;-36.219;-25.155;-15.856;58.692;-72.77;68.278;4.626;7.735;-0.608
1300;5.507;-1.578;-23.686;63.861;-41.444;-118.123;-35.848;-24.637;-17.039;60.787;-67.701;76.622;3.698;8.246;-0.284
1310;6.991;-0.045;-24.812;63.133;-30.538;-121.562;-35.896;-25.076;-17.192;63.007;-61.893;84.064;3.652;9.162;1.727
1320;8.736;1.301;-26.198;62.329;-19.812;-123.384;-36.074;-23.755;-15.959;64.481;-55.101;87.15;3.731;10.084;4.592
1330;11.877;0.701;-24.979;63.17;-7.937;-123.421;-37.66;-23.271;-13.021;65.616;-48.089;94.911;3.344;10.447;7.196
1340;16.031;-0.584;-19.409;65.481;3.952;-121.985;-39.445;-21.719;-4.177;66.623;-40.851;95.933;2.491;10.976;9.195
1350;19.704;-0.6;-11.266;68.509;14.543;-120.202;-41.037;-21.743;17.783;63.791;-34.155;96.631;1.637;11.748;10.4
1360;23.426;1.097;-4.15;71.377;23.25;-113.658;-42.804;-21.034;21.561;57.644;-28.017;104.129;1.829;12.294;10.981
