timepoints (min);16: frq7+.1;17: frq7+.2;18: frq7+.3;19: frq1-.1;;;20: frq7-.1;21: frq7-.2;22: frq7-.3;23: frq9+.2;24: frq9+.3;;25: frq10+.1;26: frq10+.3
3240;395.319;308.477;315.24;-181.077;;;-85.401;292.858;335.597;-95.986;-149.608;;-123.04;-96.014
3250;377.743;297.457;309.343;-178.655;;;-95.663;286.619;334.036;-93.596;-147.99;;-118.703;-92.76
3260;360.703;285.912;303.24;-175.873;;;-106.352;280.541;329.446;-91.076;-146.847;;-116.25;-92.425
3270;342.263;273.367;293.353;-171.244;;;-112.55;274.447;325.339;-88.652;-144.662;;-114.116;-92.837
3280;322.916;260.899;279.986;-166.96;;;-115.404;268.211;316.193;-84.309;-141.837;;-113.514;-92.788
3290;302.749;250.259;266.53;-160.259;;;-118.343;262.097;307.63;-79.766;-139.243;;-112.303;-90.15
3300;282.455;240.719;250.248;-152.819;;;-119.116;255.396;299.109;-74.494;-136.134;;-110.852;-87.505
3310;261.037;227.95;233.967;-146.782;;;-114.178;247.677;288.317;-69.388;-132.625;;-109.611;-84.514
3320;240.276;213.501;216.752;-140.439;;;-108.429;239.315;275.046;-61.564;-129.414;;-107.076;-84.284
3330;216.014;202.047;197.703;-134.535;;;-102.672;232.11;261.069;-54.037;-124.883;;-102.753;-86.535
3340;189.101;190.316;179.117;-129.677;;;-97.487;225.167;250.283;-46.673;-121.571;;-96.874;-88.821
3350;163.563;177.303;159.582;-124.578;;;-92.061;217.85;240.023;-38.874;-115.814;;-91.389;-89.946
3360;139.037;162.538;142.371;-120.91;;;-86.708;208.862;234.131;-33.396;-109.468;;-87.015;-88.37
3370;116.734;143.548;125.215;-118.161;;;-82.817;198.357;229.406;-27.345;-103.357;;-83.233;-86.228
3380;94.859;126.914;108.182;-115.193;;;-75.928;186.919;223.691;-20.617;-96.906;;-79.28;-81.126
3390;70.588;111.058;91.502;-112.508;;;-67.44;177.462;212.553;-14.116;-90.226;;-75.168;-77.436
3400;47.407;96.53;74.932;-108.673;;;-59.993;168.39;201.881;-6.367;-81.597;;-71.815;-74.298
3410;26.248;81.137;61.072;-104.672;;;-55.218;158.73;192.455;1.148;-72.524;;-68.314;-73.96
3420;5.646;63.258;48.346;-100.548;;;-51.287;148.283;183.259;7.462;-64.771;;-65.574;-73.532
3430;-19.31;43.429;36.115;-96.76;;;-48.137;140.161;173.175;13.397;-57.498;;-62.617;-73.132
3440;-40.912;23.868;22.703;-93.425;;;-45.153;129.674;159.21;20.583;-49.109;;-60.741;-69.029
3450;-62.845;6.324;8.934;-90.228;;;-42.571;118.589;145.77;25.983;-41.68;;-60.065;-66.872
3460;-83.436;-11.833;-5.454;-87.189;;;-40.364;106.639;133.022;32.034;-34.629;;-60.441;-64.921
3470;-99.288;-28.97;-19.685;-82.854;;;-38.033;95.463;118.679;36.883;-25.359;;-60.348;-60.901
3480;-116.754;-45.563;-33.772;-77.159;;;-34.926;87.377;103.745;39.411;-17.654;;-58.859;-52.539
3490;-133.945;-61.694;-48.857;-70.392;;;-31.294;83.382;93.116;43.521;-10.654;;-56.978;-43.406
3500;-149.996;-75.007;-65.462;-63.852;;;-27.72;78.836;83.806;48.714;-3.309;;-56.724;-34.848
3510;-165.994;-87.625;-81.992;-56.993;;;-24.866;72.367;74.626;52.919;4.292;;-56.167;-28.956
3520;-178.474;-99.396;-98.099;-51.036;;;-22.79;65.403;63.807;56.666;12.618;;-54.847;-23.794
3530;-190.368;-113.77;-109.23;-42.612;;;-21.393;57.113;55.69;59.074;20.331;;-52.299;-20.361
3540;-202.462;-129.383;-120.548;-36.451;;;-20.146;47.516;47.083;61.243;27.404;;-49.837;-16.418
3550;-214.794;-145.923;-128.945;-29.53;;;-18.716;36.67;37.068;62.406;33.666;;-47.559;-12.898
3560;-224.932;-158.6;-137.459;-19.382;;;-21.239;26.086;27.372;64.566;41.033;;-44.458;-11.568
3570;-234.91;-167.877;-147.121;-9.283;;;-23.495;14.763;17.888;64.086;48.36;;-40.677;-9.999
3580;-241.844;-179.343;-155.423;4.417;;;-25.233;2.247;8.225;65.248;57.903;;-37.546;-8.923
3590;-246.965;-190.208;-163.767;22.932;;;-26.441;-10.308;-3.807;65.971;67.007;;-35.713;-4.512
3600;-252.327;-202.531;-171.171;44.069;;;-26.702;-22.251;-14;67.785;73.961;;-33.68;0.219
3610;-258.681;-214.807;-180.855;65.994;;;-25.748;-32.502;-24.528;70.796;79.23;;-30.739;2.341
3620;-264.181;-223.127;-190.326;90.553;;;-23.406;-41.528;-35.004;75.428;85.059;;-27.097;4.476
3630;-270.12;-231.003;-199.148;116.601;;;-22.192;-50.476;-44.772;79.706;91.781;;-23.287;8.331
3640;-272.657;-238.217;-207.574;143.486;;;-21.465;-60.098;-53.272;84.39;95.623;;-20.073;16.35
3650;-274.188;-246.172;-215.855;169.297;;;-20.636;-70.635;-61.681;88.194;97.414;;-16.72;24.294
3660;-275.381;-254.568;-225.281;193.874;;;-18.923;-81.858;-73.094;90.058;99.051;;-12.876;32.957
3670;-278.566;-262.523;-234.623;215.852;;;-17.272;-91.961;-83.139;92.905;102.27;;-8.306;40.163
3680;-279.352;-268.582;-245.156;237.913;;;-14.217;-101.679;-92.019;94.306;105.568;;-4.102;46.512
3690;-280.126;-274.549;-253.861;261.313;;;-11.509;-110.476;-99.617;95.36;107.956;;-0.079;47.532
3700;-281.194;-278.377;-262.357;280.703;;;-9.785;-117.644;-106.588;96.51;110.807;;5.117;51.684
3710;-281.572;-281.542;-268.854;300.218;;;-8.597;-123.732;-113.346;96.941;114.458;;12.166;56.593
3720;-282.418;-284.211;-274.128;314.785;;;-7.786;-129.848;-120.669;98.411;115.368;;19.214;62.614
3730;-280.521;-286.874;-277.909;327.832;;;-8.556;-135.837;-128.153;102.443;116.251;;26.644;63.866
3740;-278.879;-290.076;-279.61;340.68;;;-10.35;-141.526;-137.709;105.872;117.418;;32.95;66.694
3750;-275.764;-293.19;-279.23;349.138;;;-12.462;-146.374;-144.593;107.309;121.606;;39.257;72.261
3760;-273.817;-296.021;-278.196;355.983;;;-13.274;-149.509;-151.808;109.243;125.599;;44.643;82.49
3770;-276.657;-299.312;-274.935;361.632;;;-13.382;-152.437;-158.555;112.737;129.513;;49.414;93.313
3780;-279.303;-302.354;-274.554;363.081;;;-12.815;-154.519;-164.223;115.229;131.772;;54.364;104.713
3790;-281.863;-306.637;-274.352;362.288;;;-11.168;-156.908;-170.417;117.941;134.754;;59.194;113.088
3800;-284.81;-311.28;-275.514;359.575;;;-8.767;-157.137;-175.05;119.968;137.356;;64.058;119.676
3810;-287.928;-315.999;-276.457;351.739;;;-7.098;-157.503;-178.127;120.233;139.484;;69.492;128.371
3820;-292.286;-321.105;-275.183;341.691;;;-6.553;-156.509;-180.05;120.608;141.44;;74.054;137.937
3830;-294.884;-323.411;-273.2;328.761;;;-6.887;-155.486;-181.553;119.052;140.71;;79.59;147.588
3840;-297.883;-326.297;-270.008;312.688;;;-6.898;-154.982;-183.217;117.844;142.523;;85.927;153.669
3850;-299.588;-325.862;-266.491;294.852;;;-8.346;-154.396;-186.039;115.276;144.335;;92.257;157.55
3860;-300.17;-324.508;-263.008;276.968;;;-9.694;-154.559;-190.317;113.548;149.179;;97.67;162.27
3870;-301.386;-323.036;-257.957;257.17;;;-11.571;-154.247;-194.686;110.839;151.945;;103.084;167.004
3880;-300.723;-319.883;-251.085;234.985;;;-14.301;-153.266;-198.552;108.033;153.59;;107.393;169.618
3890;-299.874;-315.97;-244.007;211.259;;;-19.364;-151.539;-203.008;104.768;157.957;;112.178;169.978
3900;-299.843;-312.461;-236.13;187.492;;;-24.51;-149.881;-206.796;100.16;163.16;;116.963;170.469
3910;-300.087;-308.084;-228.092;164.246;;;-29.477;-147.495;-209.823;97.472;168.654;;121.332;171
3920;-299.79;-302.848;-219.223;142.903;;;-32.87;-145.752;-212.037;94.255;175.059;;125.378;171.979
3930;-300.534;-298.556;-211.12;121.527;;;-35.257;-144.799;-214.596;92.408;181.159;;129.204;173.177
3940;-301.421;-294.521;-204.808;98.298;;;-36.319;-144.142;-218.239;90.331;186.832;;132.001;176.239
3950;-302.428;-290.434;-199.263;78.829;;;-37.495;-143.753;-223.259;87.299;191.552;;134.764;178.852
3960;-302.115;-284.959;-193.113;59.519;;;-38.905;-142.898;-229.705;84.406;195.23;;134.986;178.67
3970;-301.244;-279.862;-187.796;43.752;;;-41.91;-141.578;-235.171;78.792;196.789;;135.105;172.543
3980;-300.061;-274.898;-184.076;28.673;;;-44.298;-140.368;-239.615;72.463;194.561;;133.27;166.396
3990;-298.197;-269.672;-182.435;13.546;;;-47.48;-138.923;-241.738;66.897;192.775;;131.622;158.741
4000;-297.93;-265.284;-179.818;2.258;;;-50.815;-137.361;-242.898;62.234;188.749;;130.05;151.349
4010;-295.415;-257.594;-177.843;-8.21;;;-54.801;-135.163;-243.639;57.592;185.342;;128.512;144.116
4020;-288.021;-246.68;-175.143;-18.643;;;-58.292;-133.005;-243.531;51.887;180.61;;126.974;136.596
4030;-277.981;-235.817;-171.303;-27.806;;;-60.128;-131.011;-243.6;47.862;177.44;;124.206;128.903
4040;-268.462;-224.121;-166.708;-34.934;;;-60.884;-127.423;-242.228;44.189;173.619;;122.237;122.106
4050;-255.59;-214.411;-161.472;-42.021;;;-62.567;-125.125;-241.586;41.366;170.083;;120.269;116.29
4060;-241.767;-206.181;-156.091;-46.63;;;-64.67;-123;-239.188;39.742;165.228;;116.763;110.604
4070;-227.527;-197.258;-148.457;-49.232;;;-66.277;-121.258;-235.081;38.443;159.174;;113.16;102.719
4080;-214.04;-189.298;-141.342;-51.964;;;-67.204;-120.143;-231.629;37.183;153.321;;106.291;93.276
4090;-200.141;-180.778;-132.836;-55.908;;;-69.204;-120.098;-227.636;34.259;145.052;;98.785;83.626
4100;-187.295;-172.738;-123.924;-61.215;;;-72.156;-120.087;-224.146;30.841;137;;91.52;74.879
4110;-174.506;-163.658;-114.692;-66.509;;;-75.807;-120.126;-220.097;26.977;127.588;;84.637;66.88
4120;-160.159;-153.098;-106.814;-72.015;;;-79.59;-120.461;-215.734;21.948;120.452;;77.699;59.012
4130;-146.44;-141.865;-98.652;-77.284;;;-83.487;-120.461;-211.668;16.05;113.419;;70.93;49.963
4140;-133.953;-130.436;-89.759;-81.334;;;-86.221;-120.588;-207.068;10.392;106.146;;63.556;39.701
4150;-119.761;-116.887;-81.746;-85.232;;;-89.299;-120.646;-203.748;5.799;97.502;;56.223;29.425
4160;-106.604;-104.495;-72.335;-88.87;;;-91.524;-120.459;-200.499;1.796;86.287;;47.439;18.749
4170;-91.786;-92.662;-62.572;-91.909;;;-93.337;-119.96;-197.819;-1.072;74.119;;38.654;7.956
4180;-75.706;-80.727;-51.823;-95.044;;;-96.239;-119.138;-194.433;-2.953;60.044;;28.458;-1.834
4190;-58.749;-69.128;-38.897;-97.883;;;-98.13;-118.164;-192.23;-5.004;46.239;;18.979;-11.061
4200;-41.41;-58.021;-26.021;-100.201;;;-99.586;-117.901;-190.063;-5.375;32.746;;9.501;-20.232
4210;-23.73;-48.546;-13.281;-102.865;;;-101.127;-118.56;-186.68;-5.611;18.037;;2.629;-27.172
4220;-3.673;-37.93;0.354;-105.428;;;-101.037;-119.516;-183.48;-4.367;5.797;;-4.422;-31.731
4230;15.308;-27.39;16.327;-107.901;;;-100.188;-120.32;-181.159;-2.421;-2.763;;-10.806;-35.938
4240;34.801;-16.12;34.105;-110.484;;;-96.854;-121.45;-179.727;-0.554;-11.487;;-18.648;-41.712
4250;54.385;-5.498;51.563;-113.102;;;-93.098;-122.708;-177.742;1.681;-20.785;;-26.553;-49.633
4260;72.858;2.356;67.262;-115.237;;;-90.434;-124.399;-173.425;3.877;-31.923;;-34.608;-57.968
4270;89.768;7.047;82.63;-117.966;;;-90.698;-126.372;-170.08;4.97;-44.526;;-42.794;-65.876
4280;105.106;11.014;96.83;-120.559;;;-92.582;-127.47;-166.377;4.728;-57.243;;-49.583;-73.866
4290;121.764;14.821;111.847;-122.403;;;-96.726;-127.23;-162.68;3.314;-69.746;;-56.557;-80.342
4300;136.255;20.401;128.745;-124.24;;;-100.026;-126.95;-157.648;1.247;-82.286;;-63.738;-86.05
4310;150.673;27.986;144.532;-125.982;;;-102.451;-126.484;-153.655;-1.338;-93.759;;-70.423;-91.674
4320;164.091;35.651;160.738;-127.241;;;-102.6;-126.825;-150.905;-4.963;-103.52;;-77.109;-96.076
4330;177.112;44.171;177.425;-128.397;;;-101.741;-127.011;-143.171;-10.015;-113.142;;-82.246;-98.625
4340;187.109;54.505;191.029;-128.846;;;-98.182;-125.87;-138.308;-14.668;-122.615;;-87.378;-101.27
4350;196.226;67.959;204.034;-129.004;;;-93.423;-124.902;-134.601;-20.039;-132.444;;-92.51;-102.851
4360;204.017;79.95;217.622;-129.094;;;-88.77;-123.068;-129.84;-25.452;-142.149;;-97.328;-104.266
4370;208.859;89.65;230.302;-129.808;;;-83.721;-120.746;-124.222;-30.363;-152.073;;-102.05;-105.785
4380;210.902;97.189;242.879;-130.531;;;-78.898;-118.05;-117.411;-33.596;-161.683;;-106.047;-106.541
4390;214.448;106.992;255.28;-131.134;;;-73.199;-113.797;-111.76;-36.992;-171.193;;-109.588;-106.374
4400;217.327;114.817;269.801;-131.716;;;-64.846;-109.683;-106.132;-40.068;-179.823;;-113.135;-106.331
4410;222.288;123.566;283.483;-132.292;;;-56.739;-104.182;-99.516;-43.972;-186.019;;-115.237;-105.807
4420;229.757;133.172;295.374;-133.429;;;-48.644;-99.746;-94.408;-47.794;-192.443;;-117.222;-105.352
4430;237.046;142.89;305.327;-134.579;;;-40.331;-94.985;-89.421;-51.353;-196.67;;-116.974;-104.857
4440;244.728;156.437;314.389;-135.684;;;-32.604;-90.189;-82.338;-53.39;-201.106;;-116.137;-104
4450;253.61;170.25;323.109;-136.346;;;-25.084;-83.777;-72.433;-55.87;-204.626;;-115.265;-103.199
4460;261.223;184.561;333.272;-136.857;;;-14.935;-76.31;-59.32;-59.11;-206.803;;-115.792;-102.836
4470;269.941;197.492;343.272;-136.637;;;-2.208;-68.868;-48.673;-62.935;-208.683;;-116.319;-101.197
4480;279.222;211.439;350.556;-135.852;;;10.207;-61.397;-38.521;-66.568;-210.463;;-116.821;-98.993
4490;287.145;224.102;356.873;-134.523;;;22.324;-53.705;-26.899;-70.4;-212.745;;-115.89;-94.665
4500;293.694;239.561;361.141;-132.526;;;35.491;-45.012;-12.723;-74.418;-215.266;;-114.959;-90.001
4510;299.272;255.321;367.581;-130.619;;;49.309;-34.946;-1.56;-78.808;-216.436;;-112.234;-85.497
4520;304.308;270.524;372.974;-128.741;;;65.283;-24.866;13.359;-83.439;-216.406;;-109.51;-82.112
4530;308.691;286.406;376.626;-126.641;;;80.585;-13.865;31.106;-88.761;-215.768;;-106.003;-78.968
4540;312.895;301.928;375.588;-124.046;;;96.32;-2.29;53.743;-92.836;-214.259;;-102.113;-77.172
4550;313.494;317.883;372.64;-122.153;;;111.509;10.154;76.473;-95.87;-212.83;;-98.223;-74.817
4560;312.634;332.913;368.03;-119.846;;;127.323;22.819;98.422;-98.865;-210.397;;-94.114;-72.088
4570;310.688;347.778;362.843;-118.452;;;142.046;37.599;118.206;-100.874;-208.367;;-90.006;-67.171
4580;308.643;361.658;357.636;-116.818;;;155.857;54.313;130.429;-101.85;-204.833;;-85.407;-62.834
4590;308.919;373.571;350.491;-115.342;;;167.735;70.848;145.341;-103.251;-201.274;;-80.681;-58.201
4600;310.157;380.888;339.429;-114.644;;;179.994;87.445;161.618;-103.426;-197.239;;-75.714;-54.068
4610;309.97;386.833;328.116;-113.988;;;192.448;100.89;179.175;-103.259;-193.782;;-70.92;-50.239
4620;310.999;393.852;314.819;-112.851;;;205.603;114.063;195.505;-102.24;-189.165;;-66.126;-46.244
4630;310.228;402.124;302.356;-112.063;;;216.578;127.683;210.262;-102.477;-184.752;;-61.77;-41.794
4640;307.71;406.094;291.949;-111.571;;;225.535;140.513;225.022;-102.603;-179.505;;-58.335;-37.341
4650;306.241;411.251;279.312;-111.051;;;232.17;153.523;240.542;-102.905;-174.406;;-55.011;-33.225
4660;303.752;416.048;269.306;-110.8;;;237.564;166.441;258.319;-102.63;-169.046;;-52.257;-30.074
4670;298.069;417.615;259.437;-110.041;;;240.57;181.599;276.862;-102.321;-162.766;;-49.681;-26.883
4680;292.491;419.979;251.458;-109.117;;;243.233;194.989;296.521;-102.779;-156.341;;-46.952;-24.19
4690;284.972;418.539;240.97;-106.876;;;243.623;208.297;312.326;-103.927;-149.072;;-43.924;-20.055
4700;274.892;411.731;228.797;-103.937;;;242.894;220.662;324.316;-104.994;-141.603;;-40.924;-16.306
4710;266.719;405.669;215.21;-101.101;;;239.68;232.044;331.426;-105.713;-134.502;;-37.237;-13.105
4720;254.541;399.115;201.019;-97.669;;;232.881;243.121;340.592;-104.582;-127.172;;-33.75;-11.159
4730;244.913;390.811;186.538;-93.698;;;227.083;254.302;350.084;-101.691;-119.646;;-29.836;-9.033
4740;236.352;381.396;171.103;-89.823;;;222.193;265.612;357.099;-98.721;-111.461;;-25.615;-7.668
4750;229.061;369.943;157.932;-85.468;;;216.261;275.523;361.241;-94.771;-103.385;;-21.463;-5.716
4760;219.723;358.32;141.508;-80.759;;;211.392;282.725;366.161;-91.461;-94.17;;-17.677;-3.868
4770;205.96;347.977;123.458;-76.119;;;204.494;289.818;368.844;-87.483;-85.069;;-13.87;-1.568
4780;190.05;334.877;106.921;-71.545;;;198.592;294.47;368.778;-84.065;-75.801;;-10.931;0.545
4790;173.599;322.034;92.793;-67.332;;;192.388;296.818;364.56;-81.848;-65.843;;-9.636;1.563
4800;160.372;305.154;79.679;-63.175;;;185.832;297.228;359.459;-80.018;-55.782;;-8.341;0.821
4810;146.188;287.357;68.24;-57.792;;;178.789;297.823;354.799;-77.708;-45.966;;-9.131;-0.28
4820;133.979;269.68;53.982;-51.811;;;170.69;295.084;355.251;-73.257;-36.397;;-10.073;-1.979
4830;119.03;251.389;38.062;-45.879;;;161.665;289.788;358.335;-68.937;-28.768;;-12.538;-2.927
4840;104.279;233.406;24.869;-39.731;;;150.435;284.586;362.763;-63.217;-20.979;;-14.961;-3.833
4850;89.692;216.822;15.379;-31.521;;;138.782;279.433;368.266;-57.137;-12.094;;-17.385;-3.566
4860;77.352;199.978;4.115;-23.388;;;128.419;278.018;372.77;-51.17;-2.705;;-18.848;-2.778
4870;64.375;181.76;-5.543;-11.353;;;119.222;277.313;377.341;-43.601;7.564;;-20.312;-1.873
4880;55.261;162.574;-16.014;2.937;;;112.466;274.692;377.106;-34.469;19.138;;-21.912;-1.509
4890;46.713;145.668;-28.578;14.199;;;106.756;268.852;374.051;-25.548;29.862;;-23.25;-1.768
4900;37.418;126.863;-40.622;25.585;;;99.772;262.75;366.954;-17.771;40.483;;-24.643;-2.166
4910;27.738;108.287;-55.008;35.978;;;93.891;253.503;357.206;-8.526;50.521;;-24.79;-2.283
4920;18.55;91.945;-72.017;46.597;;;88.952;242.145;345.36;0.603;59.461;;-24.938;-2.634
4930;9.657;72.819;-90.459;57.368;;;83.163;232.03;330.726;8.026;68.465;;-25.523;-2.092
4940;2.721;51.811;-105.792;68.505;;;77.775;221.805;321.266;14.901;76.861;;-25.734;-2.19
4950;-3.796;35.603;-119.53;79.541;;;73.452;211.801;312.737;21.281;85.731;;-25.772;-2.53
4960;-12.003;16.092;-134.684;90.473;;;68.21;201.382;301.56;26.913;94.988;;-25.554;-2.89
4970;-22.019;-3.643;-150.57;102.926;;;62.08;192.057;288.261;31.721;103.36;;-24.881;-1.89
4980;-34.737;-22.796;-165.992;116.67;;;55.074;182.834;273.67;35.098;110.949;;-25.513;-1.159
4990;-50.328;-41.47;-180.149;130.691;;;45.37;174.076;260.763;39.874;118.018;;-26.419;0.702
5000;-66.05;-61.845;-193.953;146.232;;;34.259;165.283;246.35;43.429;125.801;;-27.139;3.241
5010;-78.474;-83.777;-204.372;163.995;;;21.948;156.39;227.498;46.914;133.109;;-28.286;5.808
5020;-86.332;-106.665;-211.713;181.709;;;11.179;147.477;210.564;49.92;141.737;;-29.37;8.335
5030;-95.334;-125.924;-218.292;202.543;;;0.811;139.211;194.047;54.261;149.218;;-31.291;10.814
5040;-99.881;-144.56;-224.334;224.39;;;-7.548;131.372;177.018;59.852;156.939;;-32.988;13.938
5050;-104.51;-159.356;-231.486;246.361;;;-15.175;123.967;159.888;65.095;165.422;;-34.553;18.022
5060;-107.726;-172.308;-239.913;266.372;;;-22.708;116.561;142.469;69.777;173.29;;-33.479;22.092
5070;-109.919;-186.465;-247.108;283.949;;;-29.799;110.538;122.247;71.098;181.557;;-32.28;23.666
5080;-108.754;-198.982;-252.564;301.505;;;-35.985;105.058;105.288;71.643;189.905;;-28.128;25.554
5090;-107.754;-214.065;-256.245;316.221;;;-41.007;96.265;84.357;71.055;198.171;;-24.523;27.298
5100;-110.03;-229.76;-260.305;325.982;;;-46.521;87.41;59.934;70.028;204.346;;-20.917;28.444
5110;-113.222;-243.084;-263.223;335.737;;;-53.16;77.862;35.713;69.164;209.219;;-18.794;28.927
5120;-117.047;-256.408;-265.494;339.59;;;-61.644;67.832;9.597;66.157;212.094;;-16.651;29.527
5130;-122.92;-271.556;-267.892;338.997;;;-70.374;57.469;-12.727;61.561;213.812;;-13.64;30.273
5140;-132.996;-285.443;-269.879;338.465;;;-80.61;46.474;-32.234;56.057;213.641;;-9.683;31.263
5150;-142.793;-299.171;-272.619;337.946;;;-89.69;35.48;-48.192;51.487;213.501;;-5.726;32.343
5160;-152.448;-312.841;-275.303;335.115;;;-99.706;25.117;-63.902;46.705;213.429;;-1.748;32.197
5170;-162.8;-326.036;-275.65;331.578;;;-108.699;15.688;-77.252;41.937;213.412;;2.23;31.851
5180;-173.564;-337.306;-274.686;325.721;;;-116.601;5.935;-88.247;41.207;211.537;;6.491;29.914
5190;-186.961;-345.916;-274.214;317.487;;;-122.957;-3.763;-102.011;40.817;208.421;;10.335;27.328
5200;-199.767;-352.468;-273.034;308.661;;;-129.523;-14.063;-116.91;40.578;204.748;;12.779;24.763
5210;-212.692;-354.643;-270.28;298.772;;;-134.428;-24.014;-129.17;40.528;200.43;;13.232;23.218
5220;-222.749;-357.062;-266.302;285.48;;;-138.341;-35.363;-140.33;40.417;196.113;;13.684;21.032
5230;-232.833;-360.619;-261.055;270.367;;;-142.25;-46.884;-150.702;41.15;189.978;;14.844;18.629
5240;-240.895;-364.844;-255.686;254.691;;;-144.633;-58.654;-163.411;40.73;183.263;;15.586;15.357
5250;-249.382;-367.026;-250.11;237.062;;;-144.764;-70.179;-175.815;40.288;176.652;;16.982;11.372
5260;-258.257;-368.088;-245.512;216.961;;;-144.895;-80.728;-184.083;40.37;168.468;;18.247;9.48
5270;-266.614;-367.994;-241.12;196.677;;;-143.97;-91.876;-194.156;41.919;158.963;;20.552;7.839
5280;-271.914;-367.461;-238.055;172.513;;;-143.764;-102.968;-203.684;43.599;149.825;;22.59;6.177
5290;-283.455;-365.782;-234.377;147.516;;;-144.032;-114.066;-212.477;44.921;139.854;;25.029;3.197
5300;-293.605;-364.007;-229.937;122.79;;;-144.375;-124.244;-221.457;46.731;129.211;;27.662;-0.124
5310;-303.825;-363.672;-224.262;99.545;;;-143.941;-134.25;-230.509;48.732;119.131;;29.241;-3.532
5320;-312.09;-360.938;-218.034;77.979;;;-141.887;-143.541;-239.848;51.452;108.52;;32.029;-5.076
5330;-319.127;-355.665;-212.069;56.247;;;-139.833;-152.617;-251.655;55.052;98.247;;33.19;-6.499
5340;-325.646;-347.975;-207.15;36.714;;;-135.775;-158.772;-260.171;58.466;86.199;;36.186;-8.172
5350;-327.348;-338.714;-201.6;18.276;;;-130.414;-164.977;-264.586;62.561;75.221;;39.568;-9.618
5360;-329.12;-329.516;-196.052;-0.349;;;-125.763;-170.924;-268.382;66.417;63.248;;43.855;-11.343
5370;-330.154;-318.53;-191.248;-16.774;;;-120.811;-177.126;-269.237;70.399;51.324;;48.057;-12.71
5380;-328.408;-305.139;-186.881;-30.811;;;-116.221;-182.103;-267.61;74.461;39.218;;51.997;-14.476
5390;-320.807;-292.451;-181.561;-42.655;;;-110.069;-184.56;-265.633;78.723;28.912;;56.361;-15.266
5400;-313.281;-279.207;-177.481;-54.499;;;-103.23;-186.775;-264.377;83.186;17.141;;60.698;-15.774
5410;-305.621;-266.672;-173.741;-63.768;;;-95.469;-188.31;-262.905;86.531;4.974;;65.695;-14.561
5420;-297.119;-254.392;-168.55;-72.804;;;-86.804;-189.766;-260.545;89.063;-7.193;;71.641;-13.196
5430;-286.862;-241.851;-162.724;-79.52;;;-76.855;-189.869;-257.228;89.404;-17.619;;77.808;-10.814
5440;-275.89;-228.143;-157.364;-83.92;;;-66.505;-189.516;-252.75;89.343;-26.826;;83.996;-8.432
5450;-266.717;-215.983;-152.577;-87.879;;;-55.917;-189.043;-246.514;88.879;-35.854;;91.583;-7.037
5460;-258.367;-205.116;-146.212;-90.823;;;-47.854;-189.61;-239.025;88.857;-44.901;;99.248;-6.593
5470;-251.145;-193.208;-140.233;-92.818;;;-41.074;-190.09;-228.411;87.552;-53.782;;106.961;-6.349
5480;-242.906;-178.594;-135.171;-95.567;;;-34.555;-190.439;-217.821;84.348;-60.39;;114.092;-5.63
5490;-234.328;-162.625;-130.399;-97.574;;;-26.581;-190.605;-203.752;80.912;-65.748;;121.203;-4.858
5500;-224.52;-146.446;-123.306;-100.099;;;-17.92;-189.302;-191.072;78.095;-69.469;;127.993;-4.003
5510;-212.592;-128.426;-115.051;-101.582;;;-9.721;-186.586;-178.321;75.368;-69.513;;135.142;-5.392
5520;-200.352;-113.281;-104.444;-102.881;;;-2.324;-183.097;-170.623;71.436;-69.399;;141.251;-7.381
5530;-187.988;-99.974;-93.354;-104.135;;;4.47;-179.807;-160.814;64.808;-69.462;;147.204;-9.996
5540;-172.681;-88.666;-84.039;-105.279;;;10.669;-176.757;-151.979;59.019;-69.589;;153.13;-10.785
5550;-153.876;-77.828;-75.361;-106.694;;;15.994;-174.084;-141.232;52.844;-70.818;;157.895;-11.374
5560;-131.263;-63.73;-67.284;-108.157;;;21.04;-170.477;-130.906;46.732;-71.549;;162.743;-11.102
5570;-110.876;-50.659;-57.581;-109.517;;;24.041;-165.712;-121.712;40.825;-72.115;;163.792;-11.281
5580;-91.477;-37.233;-47.594;-110.503;;;26.437;-160.666;-113.803;35.252;-71.408;;162.983;-10.229
5590;-71.83;-21.288;-36.695;-112.899;;;27.375;-154.599;-105.255;29.597;-68.982;;160.779;-9.01
5600;-53.821;-4.654;-25.596;-113.847;;;28.255;-148.483;-94.788;23.422;-67.56;;157.102;-8.756
5610;-36.92;12.484;-14.88;-114.687;;;31.754;-142.803;-85.36;16.726;-64.902;;153.501;-9.572
5620;-19.679;31.772;-4.661;-114.992;;;36.234;-137.323;-78.785;9.709;-62.244;;149.659;-10.775
5630;-4.16;51.732;6.568;-115.251;;;41.314;-132.036;-74.825;1.916;-59.419;;145.852;-11.837
5640;11.159;70.356;16.099;-115.39;;;44.883;-125.581;-70.225;-6.342;-56.463;;140.768;-13.981
5650;29.044;87.748;28.819;-116.05;;;44.753;-118.545;-65.054;-14.76;-53.84;;134.903;-16.241
5660;47.044;107.492;43.077;-116.913;;;43.268;-111.138;-57.303;-23.549;-51.673;;126.957;-18.686
5670;64.554;129.87;56.639;-117.977;;;40.561;-103.996;-49.45;-31.298;-49.472;;117.418;-21.021
5680;77.981;151.457;71.321;-119.2;;;36.194;-98.41;-41.11;-39.767;-46.909;;107.686;-22.779
5690;91.462;171.848;85.01;-121.443;;;30.506;-92.883;-34.582;-48.269;-44.339;;97.807;-24.749
