timepoints (min);16: frq7+.1;17: frq7+.2;18: frq7+.3;19: frq1-.1;;;20: frq7-.1;21: frq7-.2;22: frq7-.3;23: frq9+.2;24: frq9+.3;;25: frq10+.1;26: frq10+.3
8170;-41.634;-97.206;-92.343;-49.457;;;98.566;12.257;-30.869;97.954;95.956;;188.877;34.713
8180;-29.785;-82.404;-80.608;-60.371;;;113.521;21.135;-24.008;89.571;91.447;;175.952;28.495
8190;-17.298;-66.523;-72.433;-71.623;;;128.545;30.425;-17.375;81.771;86.109;;163.026;22.526
8200;-3.983;-50.221;-64.341;-82.517;;;143.479;39.694;-11.661;72.294;80.695;;147.891;16.777
8210;10.448;-33.726;-59.552;-92.443;;;160.979;48.199;-4.953;62.672;76.025;;132.535;8.905
8220;25.68;-17.15;-56.539;-101.808;;;179.41;57.786;2.794;53.105;71.168;;115.859;0.985
8230;39.356;-1.999;-54.971;-108.621;;;197.578;68.73;11.719;43.931;65.759;;99.011;-9.055
8240;51.168;14.121;-53.239;-113.892;;;214.314;79.408;22.221;36.105;59.103;;81.768;-19.794
8250;64.781;31.848;-49.247;-118.716;;;229.324;91.548;35.043;28.279;52.836;;64.724;-27.211
8260;78.948;48.783;-43.036;-123.546;;;244.859;105.742;47.306;20.309;46.012;;47.233;-33.154
8270;92.19;66.742;-36.046;-127.695;;;258.928;121.847;58.888;14.27;38.55;;29.033;-39.132
8280;106.833;83.681;-29.535;-131.007;;;273.232;137.389;72.63;7.312;30.621;;10.753;-44.08
8290;118.949;101.606;-21.361;-133.708;;;284.658;151.364;87.097;0.578;21.771;;-7.637;-49.161
8300;132.992;119.93;-11.393;-136.317;;;293.963;163.524;103.164;-6.676;13.04;;-25.941;-51.825
8310;147.869;139.145;-0.625;-138.581;;;303.186;176.357;117.474;-13.062;4.309;;-43.284;-53.057
8320;162.581;158.167;10.116;-141.594;;;309.35;188.661;132.414;-18.479;-2.648;;-60.752;-54.319
8330;176.712;177.12;20.703;-144.388;;;314.276;201.977;147.146;-24.181;-8.943;;-76.299;-56.062
8340;190.007;195.64;31.841;-146.237;;;317.008;214.436;161.301;-29.876;-13.694;;-89.553;-57.946
8350;203.302;212.804;42.545;-148.294;;;318.342;227.116;179.781;-37.09;-18.764;;-102.71;-60.661
8360;216.154;230.085;50.487;-149.268;;;318.499;237.523;196.919;-43.607;-23.828;;-113.572;-63.676
8370;226.461;244.046;57.359;-149.648;;;319.738;247.057;213.888;-49.986;-29.139;;-124.51;-66.674
8380;236.767;254.978;62.126;-150.396;;;321.046;257.11;232.661;-52.546;-34.971;;-133.448;-68.89
8390;247.673;267.684;66.906;-150.022;;;322.466;267.833;251.134;-55.106;-40.727;;-142.393;-72.303
8400;259.032;278.6;74.934;-148.961;;;319.588;277.617;268.706;-55.545;-46.026;;-148.018;-74.557
8410;270.61;288.52;83.417;-147.021;;;313.207;285.172;282.221;-55.407;-50.421;;-151.863;-76.687
8420;282.436;298.68;90.193;-145.084;;;306.812;290.819;296.251;-55.269;-56.328;;-155.709;-78.217
8430;294.728;307.208;95.97;-143.166;;;295.374;295.146;310.072;-54.666;-60.443;;-158.334;-79.644
8440;309.687;315.599;102.945;-140.741;;;282.909;296.178;325.068;-55.287;-63.077;;-160.959;-81.215
8450;324.452;325.279;107.447;-138.895;;;270.417;294.604;340.222;-54.334;-65.269;;-162.328;-82.346
8460;337.236;335.005;114.109;-136.924;;;255.825;291.738;354.332;-52.714;-67.884;;-163.581;-83.124
8470;348.406;343.948;121.546;-135.956;;;241.36;287.521;367.257;-50.137;-71.646;;-163.506;-83.582
8480;359.465;351.992;130.494;-135.057;;;227.978;281.586;379.545;-48.066;-74.081;;-163.163;-83.2
8490;371.799;359.15;139.356;-134.241;;;214.43;275.097;390.392;-47.087;-75.03;;-161.697;-82.167
8500;381.978;363.357;146.841;-132.626;;;201.134;267.434;396.828;-45.684;-76.379;;-160.072;-80.934
8510;392.495;367.095;153.463;-131.443;;;186.207;257.148;397.334;-44.481;-77.462;;-157.683;-81.596
8520;400.663;368.537;159.829;-129.997;;;172.567;244.239;397.96;-43.11;-78.182;;-155.363;-82.972
8530;407.092;369.739;165.899;-127.808;;;158.858;230.766;389.221;-40.199;-79.314;;-151.734;-83.389
8540;413.494;368.866;169.989;-126.699;;;148.052;217.372;378.426;-37.181;-79.479;;-148.105;-83.789
8550;416.93;367.01;173.508;-125.512;;;138.687;203.243;366.232;-33.283;-79.997;;-143.126;-83.433
8560;417.506;364.317;177.327;-125.113;;;127.995;191.407;356.126;-29.385;-80.454;;-138.146;-82.861
8570;418.421;359.81;180.331;-123.735;;;119.644;178.854;345.361;-26.719;-82.342;;-132.75;-82.189
8580;415.457;353.468;182.796;-119.498;;;110.465;165.821;333.317;-24.011;-85.025;;-127.354;-81.397
8590;410.459;346.375;182.687;-114.953;;;104.008;153.594;322.251;-21.303;-86.683;;-122.297;-80.327
8600;405.607;337.926;181.949;-109.488;;;97.628;141.716;309.651;-17.768;-87.966;;-117.342;-78.963
8610;399.701;327.545;178.557;-106.201;;;90.452;131.961;298.759;-14.491;-88.128;;-111.495;-77.916
8620;393.593;318.484;174.705;-104.923;;;81.854;122.232;288.243;-11.297;-89.156;;-105.434;-76.886
8630;387.396;309.862;170.498;-103.105;;;72.548;111.873;273.887;-8.957;-89.65;;-99.334;-76.913
8640;380.898;299.24;166.258;-101.848;;;62.534;101.15;259.459;-6.236;-89.019;;-93.074;-74.076
8650;370.974;289.527;159.938;-99.074;;;54.505;90.508;243.24;-2.72;-89.044;;-87.215;-72.189
8660;356.908;278.782;152.695;-97.149;;;46.651;79.967;233.462;0.585;-90.154;;-81.839;-68.834
8670;342.8;269.623;146.095;-93.641;;;38.127;70.033;223.058;2.702;-88.905;;-76.302;-66.025
8680;327.952;258.8;137.941;-90.203;;;30.721;59.065;212.363;5.419;-86.946;;-70.768;-62.785
8690;310.188;247.076;131.83;-87.626;;;23.89;50.617;200.28;8.345;-85.637;;-65.172;-60.695
8700;292.189;232.012;128.194;-85.577;;;16.401;45.462;188.273;10.43;-85.488;;-59.541;-58.204
8710;272.895;215.81;126.094;-84.132;;;8.996;41.01;176.797;12.676;-85.764;;-53.688;-56.349
8720;253.441;200.05;124.396;-82.764;;;-1.004;34.772;164.132;13.266;-84.79;;-48.652;-53.974
8730;233.498;184.861;122.494;-81.668;;;-11.91;29.215;152.131;13.497;-84.986;;-43.554;-52.006
8740;209.601;170.535;120.588;-80.337;;;-22.418;22.957;137.083;13.6;-87.044;;-39.206;-49.037
8750;183.665;157.897;117.615;-79.171;;;-32.452;15.872;121.939;12.839;-88.35;;-34.843;-46.186
8760;157.811;145.451;113.23;-77.619;;;-42.212;8.986;112.919;12.036;-89.017;;-29.759;-43.254
8770;134.153;132.472;107.945;-76.749;;;-51.735;2.93;103.622;9.203;-89.739;;-24.585;-39.561
8780;110.975;116.847;102.625;-77.339;;;-61.099;-2.543;102.101;5.314;-90.27;;-20.666;-37.163
8790;87.204;102.379;96.31;-78.29;;;-70.723;-8.512;102.703;1.343;-90.555;;-16.748;-34.952
8800;62.219;87.921;89.476;-79.578;;;-79.386;-14.04;103.363;-2.487;-90.694;;-14.214;-33.879
8810;37.858;70.554;82.559;-80.277;;;-87.07;-22.923;100.81;-6.01;-90.881;;-11.68;-32.698
8820;13.324;53.666;77.894;-81.254;;;-94.748;-31.23;98.417;-9.132;-90.949;;-9.066;-31.397
8830;-10.192;39.392;73.517;-84.697;;;-102.381;-39.582;93.058;-11.45;-90.738;;-6.452;-29.699
8840;-34.05;23.677;69.859;-88.378;;;-110.233;-47.519;85.934;-13.455;-91.179;;-2.979;-27.291
8850;-57.846;9.785;64.554;-93.439;;;-117.986;-55.999;75.97;-14.621;-91.843;;0.418;-25.076
8860;-80.79;-3.843;57.295;-96.359;;;-124.199;-65.319;64.966;-14.898;-92.517;;3.215;-22.074
8870;-101.967;-17.076;49.091;-97.601;;;-129.891;-74.506;52.062;-14.985;-92.381;;6.074;-18.367
8880;-123.143;-29.345;40.81;-98.412;;;-134.978;-83.571;41.279;-15.833;-92.088;;8.654;-13.192
8890;-142.131;-41.484;31.371;-98.215;;;-140.037;-91.949;29.172;-17.007;-92.975;;11.212;-9.552
8900;-157.302;-56.797;20.903;-98.312;;;-143.932;-99.681;19.063;-18.181;-93.308;;13.691;-5.924
8910;-170.014;-73.87;10.023;-97.702;;;-146.08;-106.614;5.712;-19.019;-93.661;;16.108;-3.992
8920;-181.8;-92.604;0.062;-98.332;;;-147.204;-111.786;-8.04;-18.058;-95.316;;18;-2.204
8930;-191.012;-109.349;-8.33;-98.963;;;-148.025;-115.785;-22.182;-17.11;-97.971;;19.241;-1.546
8940;-199.51;-126.651;-17.396;-98.994;;;-148.334;-119.623;-36.57;-14.284;-101.074;;21.223;0.061
8950;-208.139;-142.11;-27.07;-97.052;;;-147.806;-124.743;-51.917;-10.672;-103.378;;22.326;1.465
8960;-216.199;-157.579;-35.713;-94.506;;;-147.473;-128.64;-67.574;-7.356;-105.046;;22.924;3.843
8970;-223.018;-173.15;-43.919;-90.898;;;-146.317;-131.119;-81.833;-4.268;-105.676;;24.651;5.532
8980;-230.217;-188.077;-52.676;-87.27;;;-145.31;-133.699;-95.764;-1.676;-105.661;;26.074;7.61
8990;-234.539;-204.161;-61.433;-85.24;;;-144.498;-135.197;-107.825;0.964;-102.619;;28.734;8.687
9000;-234.764;-220.552;-71.221;-83.527;;;-143.699;-135.663;-117.541;4.154;-99.074;;30.924;9.592
9010;-234.713;-236.517;-81.27;-81.934;;;-141.743;-135.953;-127.662;8.08;-96.567;;32.03;9.945
9020;-235.862;-250.483;-91.2;-78.868;;;-139.662;-136.154;-136.643;12.378;-92.703;;33.164;10.218
9030;-239.71;-261.659;-100.317;-73.683;;;-137.27;-136.189;-146.083;16.448;-88.556;;36.092;11.422
9040;-243.752;-273.01;-108.742;-66.967;;;-135.272;-135.414;-154.73;19.979;-84.503;;38.91;14.123
9050;-246.079;-283.317;-117.487;-57.677;;;-134.473;-134.138;-164.436;22.465;-80.716;;41.583;16.84
9060;-245.084;-291.255;-126.756;-48.415;;;-133.343;-132.55;-172.977;24.034;-76.273;;44.174;20.081
9070;-244.172;-297.179;-137.989;-36.25;;;-131.85;-130.754;-181.538;25.796;-72.019;;46.559;23.196
9080;-240.418;-303.931;-149.69;-21.229;;;-129.763;-129.444;-186.949;27.6;-67.691;;48.943;26.994
9090;-235.303;-307.68;-161.818;-3.822;;;-127.076;-128.636;-191.434;30.204;-63.946;;50.469;30.876
9100;-230.21;-311.316;-171.491;13.782;;;-124.157;-127.501;-195.113;33.154;-60.207;;51.994;34.243
9110;-226.73;-312.059;-178.971;32.579;;;-121.142;-125.559;-198.312;36.219;-55.622;;52.739;38.041
9120;-223.749;-313.335;-185.277;52.983;;;-118.197;-123.701;-199.857;39.072;-48.95;;53.484;41.52
9130;-220.575;-312.199;-190.543;75.138;;;-114.778;-121.443;-201.279;41.924;-42.359;;53.817;44.382
9140;-217.945;-310.851;-194.764;99.05;;;-111.644;-119.328;-201.186;45.048;-35.779;;54.142;47.463
9150;-215.59;-307.142;-198.059;122.448;;;-109.234;-117.058;-201.092;48.657;-29.382;;54.481;50.85
9160;-212.974;-301.254;-201.648;147.807;;;-107.881;-114.55;-201.75;52.265;-22.985;;54.834;54.229
9170;-213.375;-293.666;-204.462;174.321;;;-107.779;-112.577;-202.854;54.509;-15.383;;55.873;58.108
9180;-213.647;-286.21;-206.974;199.497;;;-107.585;-110.997;-203.166;55.386;-7.022;;56.981;62.92
9190;-211.949;-277.094;-208.455;221.441;;;-107.855;-110.24;-203.677;55.703;1.859;;57.276;66.782
9200;-209.941;-267.519;-210.909;242.346;;;-107.897;-109.483;-201.462;55.372;11.298;;58.731;71.084
9210;-209.978;-257.422;-213.755;262.666;;;-107.687;-108.92;-199.531;54.612;20.146;;60.159;75.255
9220;-211.463;-245.953;-215.919;282.039;;;-107.284;-107.863;-198.16;54.714;29.461;;60.866;79.938
9230;-212.997;-234.4;-214.943;300.241;;;-106.361;-106.397;-198.215;54.95;39.848;;61.629;84.621
9240;-214.232;-223.623;-212.968;319.531;;;-105.683;-105.055;-197.363;53.786;49.43;;62.175;88.676
9250;-217.305;-213.059;-209.186;333.694;;;-105.898;-103.71;-197.094;51.858;60.88;;62.825;93.426
9260;-220.24;-202.819;-204.005;344.767;;;-106.861;-102.27;-195.538;48.615;73.408;;63.633;98.737
9270;-222.055;-191.298;-198.927;352.6;;;-107.343;-101.175;-194.799;45.654;84.423;;64.441;104.106
9280;-222.331;-179.561;-194.767;356.788;;;-107.4;-100.07;-192.567;42.097;94.687;;62.834;107.771
9290;-222.138;-166.792;-190.857;359.832;;;-107.505;-99.88;-191.633;38.032;105.607;;61.083;110.223
9300;-222.065;-153.935;-186.139;358.885;;;-106.946;-100.681;-189.779;33.8;116.51;;59.273;111.159
9310;-221.309;-140.705;-181.687;357.028;;;-106.468;-101.887;-188.033;30.101;126.814;;57.491;111.599
9320;-220.339;-130.462;-177.059;350.655;;;-105.657;-102.412;-185.866;26.941;136.17;;56.371;112.094
9330;-218.57;-121.145;-172.749;340.012;;;-104.783;-102.229;-185.236;23.753;145.298;;55.396;112.748
9340;-213.626;-112.943;-167.422;326.953;;;-103.788;-101.462;-184.086;19.786;153.706;;55.418;112.684
9350;-208.835;-104.634;-160.954;313.161;;;-103.114;-100.545;-183.243;15.112;161.05;;55.44;113.335
9360;-200.873;-96.324;-154.015;297.975;;;-102.352;-100.571;-182.357;10.348;167.672;;55.983;113.632
9370;-195.284;-87.354;-147.261;281.83;;;-101.459;-101.462;-181.578;6.526;171.934;;56.527;113.721
9380;-189.806;-80.348;-142.268;263.717;;;-101.354;-103.608;-182.407;3.217;176.414;;56.997;113.637
9390;-182.721;-73.203;-137.855;243.346;;;-100.512;-104.234;-184.29;-0.172;180.734;;57.433;113.597
9400;-174.03;-65.97;-132.815;222.739;;;-99.745;-105.366;-185.814;-4.234;185.119;;57.777;113.141
9410;-165.401;-59.018;-128.021;199.808;;;-99.15;-105.367;-186.295;-8.772;189.243;;58.051;113.065
9420;-153.749;-53.27;-123.474;175.117;;;-97.446;-106.346;-186.124;-12.579;192.487;;57.266;112.924
9430;-143.448;-48.188;-116.723;152.124;;;-95.434;-107.683;-187.116;-15.968;194.694;;56.412;112.61
9440;-135.058;-43.814;-110.182;131.141;;;-93.348;-108.495;-188.12;-20.477;194.287;;53.349;112.412
9450;-127.303;-41.215;-101.959;110.276;;;-91.908;-108.892;-189.691;-24.498;193.233;;49.686;112.254
9460;-118.483;-38.961;-94.585;89.717;;;-92.148;-108.222;-190.662;-29.317;189.905;;45.014;111.472
9470;-109.717;-36.997;-88.571;68.539;;;-92.181;-107.643;-191.109;-34.777;184.458;;40.622;109.07
9480;-100.938;-35.021;-84.531;48.326;;;-92.651;-107.35;-190.479;-39.292;178.09;;36.21;106.019
9490;-94.062;-30.806;-80.542;27.783;;;-92.794;-106.281;-190.97;-42.788;171.808;;31.767;103.543
9500;-88.003;-26.366;-76.553;12.012;;;-92.749;-104.952;-190.978;-46.241;163.046;;27.359;100.211
9510;-82.143;-21.64;-72.6;-0.908;;;-93.099;-103.528;-189.596;-49.316;153.386;;22.492;97.251
9520;-75.764;-18.646;-68.715;-11.833;;;-93.775;-103.279;-187.786;-53.03;144.746;;17.214;93.131
9530;-67.697;-15.188;-64.166;-21.359;;;-95.331;-103.817;-188.09;-56.731;136.525;;12.879;90.281
9540;-59.381;-11.961;-58.084;-31.006;;;-96.297;-104.189;-188.022;-59.6;127.874;;9.288;86.811
9550;-51.305;-5.905;-51.381;-38.652;;;-96.389;-102.297;-188.044;-62.288;119.085;;6.193;83.821
9560;-43.588;2.792;-44.116;-45.491;;;-96.219;-100.668;-187.538;-64.277;109.832;;3.912;80.277
9570;-35.746;12.517;-36.303;-50.477;;;-95.768;-99.612;-187.087;-66.81;100.418;;0.728;75.785
9580;-26.945;24.161;-26.931;-53.945;;;-94.924;-98.197;-184.527;-69.383;90.825;;-2.483;70.452
9590;-19.494;36.211;-18.341;-57.586;;;-93.47;-95.927;-182.818;-72.218;80.779;;-6.81;65.313
9600;-12.519;48.003;-7.676;-60.468;;;-90.857;-93.828;-181.548;-74.801;71.854;;-11.137;60.222
9610;-7.343;58.732;4.167;-63.528;;;-88.132;-89.637;-180.957;-77.549;63.61;;-15.366;55.098
9620;0.419;66.131;15.89;-66.97;;;-85.036;-84.897;-179.863;-80.526;56.543;;-19.754;49.794
9630;8.203;72.062;27.119;-70.098;;;-81.643;-79.215;-178.291;-83.884;49.018;;-23.368;43.844
9640;14.586;77.596;37.828;-73.406;;;-77.833;-75.095;-176.2;-87.439;39.719;;-26.301;37.146
9650;20.592;80.794;48.578;-76.364;;;-73.934;-71.24;-173.276;-90.196;29.855;;-29.088;30.476
9660;26.487;84.269;59.766;-78.996;;;-68.361;-68.179;-169.681;-92.615;19.742;;-31.527;23.126
9670;32.662;87.131;70.33;-81.194;;;-62.339;-64.161;-165.818;-94.899;9.905;;-33.166;15.836
9680;40.164;92.972;79.226;-83.531;;;-56.074;-59.583;-159.912;-96.297;1.381;;-34.97;8.541
9690;47.397;99.966;89.622;-85.201;;;-49.817;-54.452;-153.457;-96.661;-3.044;;-35.137;1.017
9700;56.91;108.088;98.839;-87.225;;;-42.812;-49.778;-148.146;-96.945;-6.537;;-35.303;-7.35
9710;68.404;117.379;111.6;-89.164;;;-34.804;-44.297;-143.401;-96.112;-7.617;;-34.775;-15.156
9720;81.052;126.891;127.549;-91.101;;;-27.767;-37.236;-137.212;-94.117;-8.898;;-34.527;-21.812
9730;93.981;135.255;143.532;-92.954;;;-20.847;-29.892;-129.343;-92.123;-10.165;;-34.657;-27.699
9740;107.19;142.541;159.463;-94.59;;;-14.407;-22.302;-118.75;-89.768;-11.537;;-35.135;-33.886
9750;121.269;149.141;174.269;-96.193;;;-6.066;-14.578;-108.774;-87.494;-11.932;;-35.593;-39.37
9760;134.508;156.317;188.954;-97.792;;;5.261;-6.992;-98.415;-85.399;-12.483;;-35.386;-44.814
9770;148.863;164.764;204.495;-99.51;;;18.492;1.45;-86.606;-82.594;-14.57;;-34.815;-49.047
9780;162.881;171.084;220.194;-101.494;;;32.364;12.426;-74.134;-80.15;-18.439;;-34.52;-53.85
9790;174.646;175.734;234.237;-103.328;;;45.783;22.982;-61.17;-77.85;-22.354;;-35.12;-57.732
9800;183.794;177.452;246.618;-105.021;;;60.39;31.178;-48.891;-75.79;-27.27;;-35.817;-60.792
9810;191.888;177.21;258.583;-106.859;;;76.018;39.212;-37.841;-74.492;-31.997;;-37.206;-65.694
9820;201.258;176.691;270.236;-108.559;;;91.012;48.268;-27.261;-73.859;-37.117;;-38.19;-69.516
9830;208.708;174.194;279.32;-110.666;;;106.698;56.956;-17.861;-73.803;-42.917;;-39.359;-73.561
9840;214.839;170.811;288.404;-113.248;;;123.12;65.145;-6.401;-73.466;-47.382;;-40.625;-75.172
9850;221.36;168.091;292.695;-116.032;;;139.924;73.996;6.771;-73.108;-50.709;;-41.891;-76.943
9860;229.321;164.865;294.663;-118.575;;;157.629;80.79;20.499;-72.557;-54.876;;-43.204;-78.379
9870;235.881;164.117;296.652;-120.887;;;175.148;89.192;35.761;-71.309;-58.754;;-44.357;-81.484
9880;241.388;163.938;299.527;-123.47;;;192.879;99.363;53.503;-69.006;-62.817;;-44.723;-84.931
9890;245.734;164.617;303.034;-126.011;;;209.959;109.644;71.323;-66.679;-65.194;;-44.916;-87.852
9900;249.237;166.763;306.397;-129.081;;;226.266;122.048;88.199;-65.935;-67.396;;-45.164;-90.44
9910;253.342;169.217;308.491;-132.77;;;241.193;135.844;102.789;-65.288;-69.494;;-46.135;-91.324
9920;254.527;171.815;310.244;-135.743;;;254.959;149.433;118.025;-64.872;-70.644;;-47.113;-92.255
9930;252.767;171.748;311.625;-137.979;;;268.24;163.037;137.45;-64.295;-71.2;;-49.034;-92.415
9940;250.972;169.691;310.688;-139.095;;;279.95;174.968;156.297;-63.521;-73.527;;-51.815;-90.806
9950;247.818;167.866;308.472;-139.892;;;291;186.342;176.905;-62.099;-77.61;;-54.596;-88.353
9960;242.71;164.412;303.174;-140.299;;;299.41;196.021;194.377;-60.157;-82.181;;-57.366;-85.687
9970;237.396;160.109;294.175;-139.761;;;307.967;204.44;208.564;-58.847;-85.646;;-60.135;-83.73
9980;231.881;156.48;285.356;-138.458;;;316.974;213.934;221.051;-57.337;-88.99;;-62.829;-82.473
9990;226.961;153.145;274.883;-136.121;;;321.055;222.908;232.999;-55.959;-92.215;;-65.218;-81.895
10000;222.062;149.836;264.459;-133.012;;;322.817;232.528;244.026;-53.774;-95.607;;-67.586;-82.228
10010;216.363;144.603;253.988;-129.331;;;321.288;241.137;252.164;-51.149;-98.879;;-69.302;-82.262
10020;208.932;138.672;242.465;-124.949;;;316.034;249.623;258.734;-49.323;-101.33;;-70.97;-82.596
10030;201.606;134.046;229.782;-120.127;;;309.975;255.79;266.378;-47.556;-103.84;;-71.623;-82.484
10040;198.28;131.386;216.837;-116.266;;;304.116;262.534;276.028;-45.789;-106.295;;-71.921;-82.509
10050;198.499;129.89;203.931;-112.254;;;297.474;269.222;287.157;-43.727;-106.33;;-72.116;-82.028
10060;198.677;127.515;190.345;-109.232;;;291.855;276.59;299.399;-41.527;-105.684;;-72.72;-80.076
10070;198.377;125.942;176.972;-105.868;;;284.319;282.483;308.632;-38.939;-103.538;;-73.324;-78.582
10080;197.516;123.237;162.811;-102.313;;;275.684;288.561;314.219;-35.579;-101.425;;-73.324;-77.592
10090;196.703;119.994;147.422;-98.621;;;265.637;290.6;317.477;-32.461;-99.312;;-71.877;-79.05
10100;194.397;116.988;133.549;-95.756;;;254.982;289.654;319.141;-29.383;-98.801;;-70.43;-81.352
10110;189.688;115.861;119.036;-93.686;;;243.615;286.661;321.218;-26.735;-97.572;;-68.92;-84.374
10120;184.8;113.108;103.971;-92.117;;;230.018;282.389;319.746;-24.945;-97.062;;-67.41;-85.623
10130;178.412;110.468;89.084;-90.866;;;216.382;274.324;316.063;-24.317;-96.492;;-66.946;-85.727
10140;170.279;104.142;75.004;-89.215;;;200.985;265.327;310.028;-23.754;-97.506;;-66.961;-85.43
10150;162.234;97.316;61.076;-87.211;;;185.612;254.451;304.512;-22.217;-98.142;;-67.052;-85.95
10160;152.141;89.161;47.251;-84.577;;;169.88;243.08;299.875;-20.566;-96.837;;-67.001;-87.48
10170;142.317;80.083;33.81;-82.465;;;154.702;232.559;294.737;-18.771;-96.942;;-66.854;-87.77
10180;133.647;69.433;20.368;-80.361;;;138.873;221.923;283.406;-17.181;-96.971;;-65.603;-88.368
10190;124.836;59.297;7.988;-78.366;;;123.272;213.214;271.044;-15.477;-98.138;;-62.579;-89.601
10200;116.051;47.098;-2.875;-75.892;;;106.414;204.898;257.138;-14.399;-98.654;;-59.556;-90.997
10210;107.91;34.946;-13.75;-73.126;;;92.058;196.692;246.327;-13.051;-96.572;;-56.468;-92.634
10220;100.054;22.106;-23.999;-71.295;;;77.342;187.443;236.985;-11.648;-94.581;;-53.379;-92.36
10230;91.869;10.057;-34.724;-69.95;;;62.065;175.865;227.148;-9.545;-91.6;;-51.121;-92.108
10240;83.422;-2.836;-44.837;-67.6;;;51.36;164.473;217.357;-7.001;-88.299;;-49.159;-90.908
10250;74.097;-13.807;-54.535;-65.399;;;40.4;153.521;208.687;-4.778;-85.483;;-47.23;-89.156
10260;65.095;-24.286;-63.85;-63.265;;;29.425;143.463;202.527;-2.244;-79.981;;-44.708;-86.182
10270;56.57;-31.844;-72.829;-61.465;;;19.668;133.219;194.807;1.13;-73.639;;-42.323;-82.902
10280;47.825;-40.098;-80.912;-59.006;;;10.768;122.099;185.35;4.75;-65.766;;-39.281;-78.441
10290;36.241;-48.959;-90.034;-56.226;;;1.916;109.855;173.778;8.378;-58.2;;-35.821;-74.731
10300;22.782;-60.931;-99.201;-52.641;;;-8.157;98.12;161.029;12.062;-51.752;;-32.36;-71.348
10310;7.806;-73.903;-107.553;-47.757;;;-20.081;86.044;147.143;14.648;-47.121;;-28.172;-68.418
10320;-9.775;-87.923;-115.919;-42.619;;;-29.491;73.419;134.563;16.964;-41.462;;-23.937;-65.434
10330;-27.055;-99.859;-122.452;-37.859;;;-39.4;59.051;124.899;19.043;-34.745;;-19.308;-61.782
10340;-44.663;-111.663;-128.854;-32.108;;;-49.255;48.037;116.233;22.062;-26.474;;-14.801;-57.953
10350;-62.135;-123.654;-135.255;-25.863;;;-59.834;38.476;108.457;25.321;-17.084;;-10.295;-53.579
10360;-78.397;-136.873;-140.554;-17.803;;;-70.021;31.768;98.103;30.001;-8.033;;-6.234;-48.403
10370;-96.665;-149.092;-146.789;-9.622;;;-77.607;24.902;90.044;34.921;1.723;;-2.25;-42.28
10380;-113.53;-161.646;-153.023;0.49;;;-85.166;19.766;80.723;39.921;12.099;;1.281;-33.917
10390;-128.422;-171.543;-158.905;11.775;;;-90.476;14.688;74.037;44.883;25.239;;4.979;-26.058
10400;-142.863;-180.844;-164.592;23.487;;;-95.17;9.921;66.618;49.844;38.378;;8.677;-17.945
10410;-155.872;-190.219;-169.439;37.266;;;-99.943;3.47;59.48;55.05;49.898;;13.772;-9.512
10420;-167.76;-199.277;-175.219;50.942;;;-104.716;-4.221;51.534;60.323;62.181;;18.819;-2.332
10430;-179.186;-205.923;-181.327;67.039;;;-109.208;-12.05;43.51;65.716;74.007;;24.161;5.903
10440;-188.148;-211.455;-187.794;85.276;;;-112.61;-20.392;36.607;70.941;85.821;;28.331;14.059
10450;-196.349;-215.752;-194.119;104.844;;;-115.121;-28.974;31.044;76.446;97.434;;32.501;22.233
10460;-205.088;-219.283;-200.268;124.392;;;-117.433;-37.917;25.375;81.161;107.284;;36.481;29.389
10470;-214.552;-223.177;-206.417;145.662;;;-118.817;-46.462;19.986;86.127;118.091;;40.434;35.942
10480;-224.015;-226.53;-212.206;168.828;;;-119.908;-54.494;14.886;90.412;127.858;;46.57;42.283
10490;-233.472;-229.265;-218.429;190.851;;;-121.432;-62.686;7.476;94.272;137.393;;53.229;49.884
10500;-241.203;-233.059;-223.892;212.792;;;-124.092;-71.834;-1.145;97.599;146.433;;59.888;58.721
10510;-246.982;-237.436;-228.932;234.44;;;-126.239;-80.357;-11.309;100.286;152.599;;66.295;66.378
10520;-252.527;-243.572;-233.793;256.383;;;-128.593;-88.2;-20.127;101.908;157.84;;72.55;74.206
10530;-257.194;-247.561;-236.859;276.185;;;-131.13;-94.742;-29.05;103.53;163.081;;78.446;80.977
10540;-261.779;-249.844;-236.866;295.959;;;-133.41;-100.775;-38.222;105.052;169.166;;84.159;87.815
10550;-266.033;-249.943;-236.997;313.965;;;-135.059;-107.956;-48.868;106.648;175.814;;89.872;95.127
10560;-269.039;-249.495;-236.604;329.683;;;-136.839;-114.819;-58.073;109.004;183.462;;95.483;102.706
10570;-268.465;-248.594;-235.691;340.84;;;-139.643;-120.771;-66.381;112.012;189.406;;101.08;110.766
10580;-267.843;-247.167;-234.337;351.894;;;-141.826;-124.841;-74.239;115.021;195.349;;106.116;119.09
10590;-265.625;-245.672;-231.759;356.148;;;-142.88;-128.822;-82.841;117.001;198.56;;109.926;127.361
10600;-262.305;-243.081;-228.306;356.383;;;-143.414;-131.578;-92.127;118.39;200.961;;113.735;134.57
10610;-259.13;-239.179;-224.978;353.604;;;-143.812;-135.277;-97.992;118.739;203.163;;117.371;139.825
10620;-253.694;-234.554;-219.505;350.804;;;-144.913;-139.219;-103.698;119.217;204.183;;120.945;144.03
10630;-247.298;-228.061;-213.756;344.686;;;-146.342;-142.684;-107.375;119.126;204.788;;123.93;144.41
10640;-240.737;-221.236;-206.196;336.059;;;-147.766;-145.552;-112.234;119.034;204.33;;126.316;144.599
