timepoints (min);16: frq7+.1;17: frq7+.2;;18: frq1-.1;19: frq1-.2;20: frq1-.3;21: frq7-.1;22: frq7-.2;23: frq7-.3;24: frq9+.1;25: frq9+.2;26: frq9+.3;27: frq10+.1;28: frq10+.2;29: frq10+.3
8970;-39.934;-187.634;;-123.377;-99.077;-107.848;125.858;182.745;-31.328;-16.67;-170.421;-59.273;-15.421;-16.248;-24.486
8980;-46.215;-199.543;;-122.859;-97.327;-105.167;115.927;172.265;-32.001;-8.83;-163.956;-54.04;-10.321;-15.607;-19.753
8990;-52.781;-209.898;;-121.964;-95.539;-102.779;105.277;162.859;-35.756;-1.032;-158.161;-49.574;-4.982;-16.052;-15.432
9000;-59.463;-216.766;;-120.688;-93.728;-99.917;94.948;154.134;-38.952;6.695;-153.612;-45.132;0.705;-16.594;-11.11
9010;-67.337;-220.942;;-118.874;-92.066;-96.668;85.448;139.862;-41.906;12.571;-147.945;-40.401;6.12;-18.241;-6.556
9020;-77.128;-225.779;;-117.204;-90.004;-93.156;76.029;126.75;-43.497;17.403;-141.077;-35.265;11.375;-19.888;-1.868
9030;-86.952;-229.792;;-115.459;-88.108;-89.206;64.812;113.103;-45.259;22.891;-133.975;-29.659;15.701;-21.505;2.782
9040;-96.654;-232.938;;-113.772;-87.361;-85.121;53.171;99.306;-46.854;29.807;-126.768;-24.883;19.852;-22.281;7.43
9050;-105.036;-233.287;;-110.498;-86.115;-81.058;42.363;84.185;-48.498;36.596;-118.801;-20.745;24.804;-23.299;12.785
9060;-113.349;-232.437;;-105.743;-84.332;-77.181;31.932;68.116;-50.404;44.741;-111.167;-16.89;29.825;-23.701;19.101
9070;-121.866;-229.986;;-99.891;-82.05;-73.41;22.112;54.461;-52.709;53.564;-102.225;-12.503;34.786;-24.102;25.556
9080;-130.378;-226.774;;-94.457;-79.906;-69.846;12.25;43.931;-55.11;62.308;-92.767;-6.661;40.099;-25.473;31.734
9090;-138.294;-223.005;;-89.622;-77.789;-66.281;3.483;33.284;-58.542;71.359;-82.721;0.731;45.612;-23.884;35.932
9100;-143.843;-221.197;;-84.404;-76.102;-62.068;-2.782;20.023;-61.27;79.81;-73.338;7.701;51.114;-22.033;40.556
9110;-149.261;-219.379;;-78.488;-74.221;-57.058;-9.306;4.981;-66.272;87.981;-61.986;14.967;55.756;-20.286;45.783
9120;-152.709;-216.943;;-72.139;-71.594;-52.048;-16.766;-11.128;-72.194;95.935;-51.676;21.543;60.246;-18.538;51.761
9130;-154.797;-213.163;;-65.845;-68.683;-45.829;-22.917;-26.823;-78.179;102.982;-40.572;27.99;64.774;-16.939;57.564
9140;-156.022;-208.331;;-60.288;-65.335;-37.219;-26.491;-43.188;-83.479;109.36;-30.193;34.811;70.261;-15.061;63.574
9150;-156.073;-203.701;;-53.858;-61.708;-28.506;-29.673;-57.246;-87.8;115.463;-18.406;42.084;76.687;-13.21;69.246
9160;-154.571;-198.43;;-46.061;-58.148;-19.841;-32.375;-72.903;-91.388;122.734;-6.701;49.397;83.477;-12.239;74.766
9170;-154.639;-194.086;;-38.281;-53.792;-11.05;-34.59;-88.766;-93.279;129.647;5.244;56.879;90.468;-11.392;80.076
9180;-155.761;-190.455;;-28.661;-48.956;-1.61;-37.179;-103.844;-95.273;137.526;17.241;63.588;97.218;-11.403;84.469
9190;-156.952;-185.995;;-16.6;-42.51;7.927;-41.128;-116.212;-97.124;144.037;29.497;69.337;102.174;-10.694;89
9200;-157.477;-180.614;;-3.335;-35.891;18.255;-45.923;-126.105;-99.56;150.779;41.952;74.654;105.43;-10.081;92.422
9210;-156.728;-174.117;;9.739;-27.713;29.923;-50.466;-136.232;-102.516;156.923;53.742;79.491;107.967;-8.843;94.724
9220;-156.021;-167.596;;23.286;-20.726;43.804;-53.982;-147.119;-105.284;162.156;64.716;84.448;110.072;-7.57;97.377
9230;-155.353;-160.677;;37.621;-13.657;57.672;-57.313;-158.441;-107.866;166.961;73.697;90.458;111.011;-6.589;99.996
9240;-155.168;-155.828;;54.888;-6.553;74.2;-61.003;-169.132;-108.851;170.886;81.317;97.113;111.23;-5.048;103.134
9250;-155.166;-150.858;;75.927;0.818;91.854;-65.486;-181.512;-109.953;173.441;89.928;103.309;111.339;-3.549;105.997
9260;-155.074;-145.394;;96.939;9.495;108.975;-69.803;-194.698;-110.615;175.837;96.328;108.92;111.49;-2.735;107.891
9270;-155.039;-139.04;;121.509;18.378;126.821;-73.423;-208.818;-110.897;178.792;101.052;113.919;111.43;-1.901;109.048
9280;-156.258;-132.433;;147.999;27.659;144.273;-76.036;-221.488;-110.916;180.847;106.674;119.219;111.288;-1.644;109.228
9290;-157.484;-125.68;;175.455;37.059;161.732;-78.397;-233.774;-110.63;181.622;112.061;124.913;109.988;-1.068;109.568
9300;-157.686;-119.423;;201.883;46.839;179.192;-81.135;-245.805;-110.601;181.909;117.847;130.223;108.543;-0.463;109.705
9310;-157.087;-113.357;;226.495;57.988;196.583;-85.08;-257.182;-110.612;180.983;124.437;134.715;105.919;0.766;109.91
9320;-154.806;-108.143;;248.899;69.797;215.072;-89.324;-269.269;-110.924;179.321;130.908;138.614;103.214;1.981;109.621
9330;-152.476;-101.999;;269.916;82.812;233.32;-94.429;-280.971;-111.05;175.411;135.935;141.099;99.72;3.327;109.448
9340;-148.47;-95.452;;292.137;95.794;253.625;-99.473;-290.774;-110.217;170.618;141.041;141.513;96.354;1.375;109.099
9350;-144.182;-88.543;;314.433;109.266;272.783;-103.868;-299.12;-109.142;166.103;146.388;142.119;92.513;-0.466;108.433
9360;-139.393;-82.283;;336.669;126.032;290.851;-106.6;-305.186;-106.428;160.975;150.64;142.234;88.494;-2.079;107.032
9370;-135.699;-75.211;;358.007;143.541;308.974;-109.097;-309.171;-103.77;156.263;155.69;142.75;84.058;-2.993;105.51
9380;-132.286;-68.686;;376.524;160.971;324.135;-111.923;-313.294;-101.484;151.79;160.327;143.088;79.932;-3.243;104.33
9390;-127.793;-62.84;;395.681;178.567;333.537;-113.636;-316.742;-99.087;148.041;165.324;142.963;75.619;-2.527;102.451
9400;-123.197;-58.417;;411.75;195.019;343.265;-114.16;-319.343;-97.331;143.457;169.142;141.954;71.026;-1.68;100.103
9410;-119.996;-54.67;;423.579;212.509;352.993;-114.836;-318.463;-95.775;136.356;172.71;140.27;66.171;-0.818;97.712
9420;-116.974;-48.985;;431.383;229.859;359.483;-114.906;-315.505;-94.705;129.359;176.215;138.411;61.454;-0.382;95.026
9430;-113.582;-41.274;;437.301;246.011;361.346;-114.785;-311.207;-94.021;120.534;179.64;135.662;57.177;0.586;93.517
9440;-110.542;-34.59;;437.138;260.477;363.21;-113.961;-305.331;-93.175;111.309;182.614;131.909;53.03;0.699;91.321
9450;-106.618;-28.065;;432.761;273.349;361.873;-112.629;-297.087;-92.743;102.057;185.713;128.436;48.52;0.702;90.51
9460;-103.549;-20.617;;425.783;283.165;358.458;-110.607;-288.648;-92.032;91.823;188.874;125.367;44.09;-0.313;90.339
9470;-100.48;-12.884;;417.12;292.774;350.19;-107.8;-281.066;-90.888;81.51;190.161;122.921;38.661;-2.073;89.559
9480;-96.876;-5.792;;407.472;302.808;341.854;-104.799;-273.95;-90.241;70.997;191.43;119.396;34.004;-3.661;88.392
9490;-92.483;1.378;;394.041;311.083;327.284;-101.997;-267.95;-90.83;59.072;193.039;115.076;29.308;-5.731;86.458
9500;-87.852;7.408;;376.211;315.865;311.079;-99.052;-259.91;-91.737;48.219;193.257;111.426;24.701;-7.753;84.778
9510;-83.364;12.703;;358.305;315.793;292.668;-95.988;-247.51;-92.123;36.022;194.512;106.577;18.637;-7.917;83.695
9520;-77.746;17.806;;336.455;312.468;272.508;-94.208;-235.435;-92.473;22.623;193.494;100.564;12.381;-7.971;82.937
9530;-71.048;23.335;;312.797;308.561;252.014;-93.676;-221.061;-92.823;9.061;191.516;93.636;6.193;-8.33;81.719
9540;-64.919;28.844;;288.331;303.428;230.614;-92.287;-207.618;-92.797;-4.894;187.977;85.99;0.149;-9.52;80.105
9550;-59.168;37.877;;264.941;296.261;208.999;-89.954;-191.68;-93.185;-18.312;182.69;78.324;-5.422;-10.724;77.211
9560;-54.098;50.823;;242.668;286.155;187.229;-86.268;-176.032;-91.652;-31.538;176.164;71.081;-9.819;-12.404;73.321
9570;-48.826;63.09;;221.974;274.749;165.614;-82.657;-158.472;-88.788;-43.796;168.026;64.241;-13.519;-14.084;69.472
9580;-43.617;75.476;;202.312;261.498;143.964;-78.143;-140.68;-85.909;-54.006;159.448;57.512;-17.099;-14.766;64.996
9590;-39.008;86.702;;180.771;247.553;120.221;-73.131;-125.399;-81.52;-63.545;150.259;51.276;-21.022;-13.477;60.338
9600;-35.203;97.041;;159.134;233.106;96.356;-68.541;-110.434;-77.055;-73.091;140.789;43.938;-25.16;-12.189;55.697
9610;-30.418;106.499;;136.07;215.319;73.043;-65.848;-95.606;-72.59;-81.994;131.204;36.566;-28.766;-10.003;50.368
9620;-21.972;113.364;;112.912;196.057;48.21;-62.109;-81.492;-68.472;-90.219;121.302;28.913;-31.851;-8.577;44.941
9630;-13.244;120.655;;92.553;177.201;26.022;-58.077;-66.35;-64.47;-98.527;109.88;21.032;-34.808;-7.113;39.582
9640;-5.244;128.167;;71.884;157.91;6.956;-54.743;-51.408;-59.978;-107.126;97.498;13.007;-38.014;-6.582;34.011
9650;2.549;138.77;;52.721;139.323;-12.67;-51.537;-33.84;-55.189;-115.063;85.137;5.239;-41.713;-4.891;28.552
9660;9.741;149.63;;36.197;119.252;-32.255;-48.337;-16.113;-48.64;-121.492;72.567;-1.93;-45.268;-2.757;22.175
9670;18.524;159.891;;22.539;98.429;-48.952;-44.92;4.313;-39.088;-128.066;59.2;-8.932;-49.279;-0.183;15.971
9680;28.152;168.476;;8.171;76.99;-61.492;-39.983;23.072;-29.288;-133.826;45.81;-14.879;-53.161;2.988;9.694
9690;38.32;176.399;;-2.527;54.732;-74.068;-35.841;41.734;-16.822;-139.394;32.149;-20.225;-58.446;5.846;4.738
9700;47.091;184.597;;-10.843;33.588;-83.99;-32.354;58.49;-4.57;-144.834;20.603;-25.397;-62.728;7.863;-0.138
9710;55.342;190.472;;-16.749;13.677;-93.468;-28.771;77.315;9.043;-148.778;9.105;-31.167;-66.196;8.554;-5.742
9720;64.477;197.014;;-22.175;-4.634;-100.305;-25.683;97.673;22.745;-151.593;-0.342;-36.774;-68.124;10.046;-11.738
9730;73.047;203.335;;-27.684;-22.84;-107.429;-22.905;117.068;36.419;-154.305;-9.749;-41.937;-70.149;10.794;-18.328
9740;82.657;208.821;;-33.488;-39.548;-110.727;-20.472;137.45;48.666;-154.378;-18.039;-46.339;-71.455;11.608;-25.498
9750;91.818;214.426;;-38.699;-53.383;-114.252;-19.552;156.037;60.906;-153.691;-25.314;-51.09;-72.865;12.39;-32.737
9760;101.292;220.032;;-43.924;-63.539;-115.258;-19.03;172.177;69.786;-152.28;-32.83;-54.262;-73.196;12.199;-40.097
9770;109.404;225.597;;-48.862;-71.088;-115.425;-18.654;186.737;77.036;-150.174;-38.294;-56.954;-73.408;12.727;-46.644
9780;118.006;229.45;;-54.466;-78.574;-115.706;-17.585;197.177;84.417;-148.148;-44.234;-60.21;-73.641;14.582;-52.781
9790;127.934;232.901;;-60.126;-84.926;-116.189;-16.89;206.866;91.852;-146.143;-48.815;-62.651;-73.086;16.672;-59.437
9800;139.259;232.913;;-67.636;-89.979;-116.526;-15.988;212.622;101.116;-144.8;-53.07;-64.876;-73.008;18.921;-66.2
9810;150.829;228.526;;-76.098;-93.753;-116.594;-15.113;222.477;108.499;-144.157;-57.594;-66.292;-73.069;21.273;-72.225
9820;160.59;224.505;;-84.463;-97.658;-118.044;-12.88;230.407;114.059;-144.861;-61.651;-67.272;-73.516;23.425;-78.89
9830;170.241;219.186;;-92.97;-100.935;-119.441;-11.012;238.764;119.716;-145.335;-65.019;-68.619;-73.983;25.012;-85.108
9840;178.303;215.426;;-100.985;-103.923;-121.12;-9.145;249.052;123.113;-146.063;-68.519;-70.193;-74.375;25.386;-91.043
9850;187.354;210.755;;-109;-107.072;-122.11;-5.044;258.041;124.921;-146.844;-72.73;-71.101;-73.767;25.603;-96.676
9860;195.519;206.377;;-116.299;-110.541;-123.164;-0.117;267.019;127.17;-147.557;-76.826;-72.003;-73.228;25.572;-101.234
9870;201.909;201.214;;-123.266;-114.017;-122.799;4.679;275.868;128.924;-148.84;-80.283;-72.994;-72.196;25.422;-105.472
9880;208.334;194.452;;-130.192;-117.908;-123.211;11.088;283.487;130.644;-149.352;-82.419;-74.484;-70.688;25.8;-109.059
9890;213.399;187.677;;-136.622;-121.434;-123.294;17.477;292.552;130.63;-150.048;-83.687;-76.861;-69.229;26.24;-112.207
9900;216.659;178.219;;-141.901;-124.615;-123.614;22.421;298.572;130.313;-150.622;-85.857;-78.914;-67.046;25.754;-115.27
9910;220.444;168.003;;-146.966;-126.956;-123.601;27.378;304.183;128.116;-150.941;-86.906;-81.316;-65.866;25.534;-118.741
9920;222.492;157.834;;-150.723;-129.255;-123.102;33.236;307.367;124.348;-151.577;-86.41;-84.269;-64.68;25.476;-121.291
9930;224.492;149.342;;-154.015;-130.859;-122.422;37.999;308.826;120.614;-151.932;-84.428;-86.826;-64.297;24.621;-123.432
9940;225.277;141.974;;-157.701;-131.781;-121.782;42.734;308.287;115.182;-152.288;-81.458;-89.326;-61.59;23.868;-125.421
9950;224.977;134.67;;-161.117;-132.702;-121.574;46.914;304.812;109.957;-152.56;-80.542;-92.185;-58.712;23.331;-127.847
9960;224.458;127.949;;-165.386;-133.792;-121.432;50.418;299.881;103.199;-153.152;-77.68;-96.572;-55.523;23.683;-130.207
9970;222.959;120.014;;-169.499;-134.833;-121.61;53.783;290.935;96.457;-154.018;-74.119;-101.49;-53.461;24.539;-132.615
9980;221.459;111.728;;-174.123;-136.081;-121.625;57.239;282.629;89.625;-154.692;-70.446;-107.367;-51.474;25.952;-134.233
9990;219.331;104.091;;-178.519;-137.074;-121.423;57.57;272.781;85.221;-155.491;-67.932;-112.81;-49.997;27.337;-134.468
10000;216.389;96.39;;-182.65;-137.828;-121.16;59.503;264.534;81.393;-155.574;-67.236;-117.863;-48.382;28.338;-134.75
10010;213.228;88.044;;-186.594;-139.086;-121.466;61.437;256.509;80.034;-155.044;-66.217;-123.32;-46.127;29.194;-133.909
10020;209.474;79.363;;-190.217;-140.606;-122.356;60.629;249.87;78.775;-155.05;-65.658;-127.739;-43.018;29.43;-132.966
10030;205.321;70.637;;-193.274;-142.385;-123.617;59.011;238.87;77.474;-155.353;-64.622;-131.679;-40.026;28.73;-132.098
10040;200.008;61.916;;-196.305;-144.284;-124.297;57.586;228.483;72.95;-155.663;-62.778;-135.143;-37.234;28.639;-131.43
10050;192.688;53.174;;-198.914;-145.863;-124.872;56.154;218.263;68.804;-154.916;-62.499;-138.99;-35.473;28.422;-131.215
10060;185.651;46.577;;-200.724;-147.194;-125.59;54.99;203.552;64.554;-153.479;-61.938;-142.877;-33.946;28.531;-130.959
10070;176.494;40.179;;-202.596;-148.894;-126.05;52.35;189.778;61.317;-151.581;-62.252;-146.487;-32.459;28.61;-129.651
10080;167.275;34.161;;-204.039;-150.47;-126.189;49.683;175.956;57.942;-148.639;-61.988;-149.59;-30.309;28.654;-126.476
10090;159.443;26.823;;-204.399;-152.171;-126.141;49.386;161.6;55.763;-145.841;-61.923;-152.006;-28.338;28.135;-123.314
10100;149.993;19.105;;-204.097;-153.702;-125.87;46.774;148.212;54.367;-141.861;-60.389;-153.872;-27.727;27.857;-119.389
10110;140.502;10.746;;-203.397;-155.233;-125.64;44.32;132.258;53.074;-136.92;-58.403;-156.054;-27.109;26.629;-115.581
10120;128;4.054;;-202.087;-156.771;-125.281;43.87;116.343;52.817;-131.578;-56.85;-158.652;-26.859;24.806;-111.717
10130;115.057;-1.84;;-200.404;-158.27;-124.988;42.034;100.087;52.848;-126.287;-56.319;-160.815;-27.703;22.561;-107.694
10140;102.353;-8.844;;-199.531;-159.814;-124.872;40.357;82.419;53.654;-120.476;-56.708;-162.503;-28.644;20.272;-102.67
10150;91.217;-15.234;;-199.614;-161.254;-124.691;38.57;65.585;54.894;-114.772;-55.87;-163.912;-31.028;17.782;-97.716
10160;80.17;-22.291;;-199.786;-162.441;-124.61;35.109;49.339;55.948;-108.672;-55.657;-165.345;-33.032;15.254;-93.312
10170;70.041;-30.039;;-200.75;-162.917;-124.777;31.044;33.201;56.84;-101.971;-55.394;-167.189;-35.008;12.439;-89.585
10180;58.726;-37.386;;-201.465;-163.28;-124.992;26.869;19.015;57.432;-95.993;-56.259;-169.465;-35.706;9.714;-86.001
10190;48.07;-44.974;;-201.706;-163.146;-124.674;21.233;6.508;57.818;-89.585;-58.455;-171.537;-36.786;7.341;-81.626
10200;38.103;-52.196;;-201.154;-162.183;-124.466;16.179;-3.286;57.64;-83.265;-61.13;-172.924;-37.811;5.487;-75.79
10210;28.35;-59.252;;-198.356;-159.914;-124.281;11.505;-11.494;57.338;-75.156;-65.571;-172.632;-39.252;3.65;-68.997
10220;18.317;-67.086;;-194.767;-157.025;-123.894;6.651;-15.632;56.579;-67.012;-70.56;-170.752;-40.094;1.652;-61.997
10230;7.77;-75.559;;-190.785;-153.948;-123.79;1.411;-18.992;56.57;-58.608;-74.527;-166.748;-40.575;-0.625;-55.039
10240;-2.619;-84.204;;-186.501;-151.165;-124.378;-0.374;-20.637;56.335;-50.821;-77.161;-163.343;-40.783;-3.535;-49.105
10250;-12.843;-92.724;;-183.076;-148.843;-124.566;-1.952;-23.186;55.083;-44.481;-77.64;-159.222;-40.723;-6.086;-42.946
10260;-23.039;-100.532;;-179.727;-146.168;-124.585;-2.724;-26.295;53.83;-39.272;-77.506;-154.684;-40.662;-8.899;-37.145
10270;-33.055;-108.534;;-176.874;-143.099;-124.582;-0.872;-32.134;51.982;-33.102;-76.912;-149.706;-40.284;-11.709;-31.934
10280;-43.914;-116.095;;-173.822;-139.35;-124.783;0.939;-33.094;48.625;-26.423;-75.301;-143.066;-39.561;-13.848;-26.603
10290;-54.662;-124.105;;-170.921;-134.931;-124.785;4.132;-35.422;47.566;-18.381;-73.25;-136.97;-38.559;-15.426;-21.146
10300;-64.103;-131.865;;-167.85;-130.461;-124.981;7.36;-37.429;45.106;-10.287;-69.681;-129.206;-36.457;-17.004;-14.87
10310;-73.49;-140.341;;-164.859;-126.08;-124.861;10.458;-38.855;42.502;-2.21;-66.156;-120.658;-34.334;-17.932;-8.735
10320;-80.945;-149.192;;-161.966;-121.691;-125.476;13.632;-41.633;39.204;5.477;-62.359;-112.408;-32.39;-18.679;-2.639
10330;-86.324;-157.41;;-158.503;-117.295;-125.863;17.846;-42.931;35.804;12.008;-58.996;-103.52;-30.819;-19.457;2.128
10340;-92.532;-164.582;;-155.192;-112.963;-126.185;19.626;-44.019;31.502;18.731;-55.741;-95.279;-29.234;-19.541;7.928
10350;-93.099;-169.674;;-151.977;-109.068;-126.346;21.407;-45.428;27.24;24.254;-52.426;-87.317;-26.53;-19.905;13.528
10360;-93.714;-174.501;;-149.143;-105.683;-126.328;23.6;-44.248;22.957;30.982;-49.654;-79.146;-23.942;-19.241;18.65
10370;-94.95;-179.465;;-146.799;-102.766;-125.789;23.72;-43.804;18.553;41.166;-46.156;-70.676;-21.223;-17.938;24.306
10380;-99.026;-183.88;;-144.481;-99.981;-124.53;23.923;-41.99;13.389;50.629;-41.258;-60.877;-17.985;-16.556;29.48
10390;-103.472;-186.932;;-140.884;-97.486;-123.099;24.25;-39.977;8.491;62.406;-35.53;-50.881;-14.767;-14.928;33.986
10400;-107.917;-189.785;;-134.759;-95.159;-121.661;24.175;-38.106;2.403;74.32;-28.421;-40.366;-10.015;-13.301;39.262
10410;-112.418;-191.004;;-128.585;-93.004;-120.297;25.684;-36.618;-3.665;87.317;-20.272;-29.905;-4.383;-11.571;45.397
10420;-115.863;-192.629;;-122.524;-90.429;-118.303;27.317;-35.43;-10.139;101.143;-11.964;-19.074;1.379;-9.841;51.572
10430;-118.149;-194.006;;-116.352;-87.361;-116.35;29.593;-34.523;-17.266;115.178;-3.286;-7.964;6.872;-8.53;57.637
10440;-120.31;-194.057;;-109.389;-84.014;-114.297;33.143;-36.197;-24.407;128.814;6.953;3.532;11.804;-7.291;63.432
10450;-122.192;-194.338;;-102.33;-80.473;-112.047;36.694;-38.792;-31.668;142.295;17.636;14.572;16.633;-6.581;68.266
10460;-123.921;-194.844;;-96.225;-76.953;-109.794;40.286;-43.923;-39.397;154.446;28.803;26.972;21.554;-5.949;73.101
10470;-123.932;-194.33;;-89.367;-73.269;-107.601;44.93;-47.814;-46.983;164.941;39.33;38.15;26.476;-5.283;76.734
10480;-123.543;-192.164;;-82.509;-69.17;-104.943;50.105;-51.455;-55.257;174.956;48.724;49.334;31.743;-4.11;80.381
10490;-122.913;-190.12;;-74.425;-64.606;-102.204;55.321;-54.288;-63.378;186.541;57.837;61.676;37.956;-2.319;83.924
10500;-121.443;-188.017;;-66.01;-59.683;-98.764;61.6;-54.983;-71.065;197.563;67.03;73.494;44.168;-0.61;88.375
10510;-120.076;-186.564;;-57.553;-54.746;-95.179;67.08;-56.429;-78.221;208.985;75.549;86.652;50.76;1.204;93.154
10520;-116.361;-184.342;;-48.749;-49.24;-91.723;72.588;-54.586;-83.818;218.571;83.091;100;56.837;2.621;97.954
10530;-111.807;-182.03;;-38.721;-43.684;-88.208;77.69;-53.836;-88.106;227.999;89.713;111.748;62.963;3.674;101.908
10540;-107.128;-179.848;;-28.646;-37.748;-84.921;81.513;-51.083;-92.001;236.266;94.894;122.926;68.148;3.943;105.568
10550;-103.49;-178.652;;-17.383;-32.447;-81.239;85.364;-48.644;-96.425;245.04;100.63;132.726;72.561;4.668;109.263
10560;-99.037;-177.546;;-5.063;-26.575;-77.102;89.312;-46.766;-100.335;253.217;106.099;141.414;76.996;4.354;113.114
10570;-94.088;-175.051;;7.181;-20.354;-72.876;92.852;-45.65;-104.559;260.834;112.691;150.626;81.481;3.484;117.399
10580;-91.059;-171.885;;21.926;-13.812;-66.924;95.332;-45.924;-108.353;268.452;119.189;159.448;85.686;2.577;121.703
10590;-87.865;-168.823;;37.774;-6.479;-59.112;97.757;-47.252;-112.513;273.913;125.739;169.183;89.931;2.742;125.425
10600;-84.87;-166.371;;53.65;0.841;-51.619;99.499;-48.53;-116.468;277.899;131.196;178.646;93.474;3.774;128.488
10610;-79.309;-163.182;;69.926;10.08;-42.399;101.001;-50.942;-121.006;279.486;136.331;188.268;96.79;4.52;131.545
10620;-71.492;-158.534;;87.021;21.806;-32.581;102.414;-53.164;-124.753;276.818;140.548;198.524;99.931;4.35;134.154
10630;-59.516;-154.247;;104.088;35.858;-22.79;103.84;-55.868;-127.501;274.728;143.422;207.418;103.274;4.226;135.804
10640;-47.401;-150.097;;123.116;51.697;-13.498;103.852;-58.847;-130.007;269.799;145.183;216.295;106.659;3.404;137.185
10650;-35.712;-145.543;;142.212;67.321;-4.285;104.377;-62.361;-130.701;264.028;145.592;224.563;108.52;2.41;137.094
10660;-24.862;-141.156;;161.219;84.177;6.066;104.901;-65.094;-131.314;256.99;144.566;232.872;110.186;1.407;136.443
10670;-14.341;-135.599;;181.611;101.743;18.652;104.898;-67.943;-130.821;249.01;143.378;241.315;111.749;-0.15;135.21
10680;-4.139;-131.436;;202.086;120.163;31.065;104.163;-70.341;-129.132;241.497;141.743;249.519;113.898;-1.443;132.588
10690;5.924;-128.346;;223.445;139.808;45.69;103.186;-72.378;-127.803;233.807;139.149;257.043;116.724;-2.935;130.057
10700;16.066;-124.826;;244.806;158.906;61.374;102.706;-74.357;-125.85;225.51;136.023;263.648;119.606;-3.92;127.927
10710;26.448;-120.443;;268.212;179.241;77.037;101.392;-77;-124.353;217.214;132.234;268.97;122.247;-3.967;125.756
10720;36.806;-116.349;;291.826;199.741;93.073;99.177;-81.255;-123.321;209.979;128.241;273.691;124.895;-3.594;123.646
10730;48.723;-113.228;;315.468;220.614;108.715;97.41;-86.31;-124.17;203.662;124.436;277.357;126.903;-3.338;121.512
10740;60.647;-108.268;;337.47;242.03;124.557;94.812;-91.346;-125.294;196.385;120.829;279.713;128.192;-3.761;119.691
10750;72.001;-103.411;;359.868;263.188;141.172;91.381;-96.457;-126.714;189.273;116.963;280.909;129.404;-3.985;117.688
10760;83.196;-97.349;;382.23;281.497;157.516;87.832;-100.651;-127.068;181.687;112.457;280.826;129.803;-4.088;114.891
10770;92.73;-92.218;;404.633;296.319;175.414;82.834;-103.846;-127.219;174.797;108.596;278.575;130.001;-2.526;112.713
10780;103.303;-87.041;;424.822;308.121;194.632;78.312;-105.989;-125.581;167.354;103.843;275.001;130.166;-1.036;110.737
10790;113.801;-81.91;;444.942;317.477;213.85;73.734;-107.741;-123.377;159.556;100.426;271.549;130.593;1.392;109.75
10800;125.352;-75.874;;458.542;326.723;233.734;69.087;-109.792;-120.378;150.799;96.826;266.636;131.301;3.164;108.379
10810;134.942;-70.639;;464.959;333.193;253.138;63.236;-112.074;-116.957;140.986;93.535;261.913;132.07;5.017;106.252
10820;144.429;-66.28;;471.354;338.226;273.167;57.854;-114.36;-113.454;132.088;89.086;255.799;132.052;7.378;103.486
10830;153.836;-63.239;;469.71;343.029;291.435;52.272;-117.335;-110.932;123.043;84.681;248.876;131.794;9.739;99.806
10840;163.277;-59.597;;462.692;346.352;307.548;45.294;-119.27;-108.363;115.597;79.217;240.737;130.623;10.574;96.197
10850;171.575;-55.417;;455.606;349.606;323.05;38.923;-120.796;-105.552;110.928;73.092;231.552;128.454;10.67;92.188
10860;177.113;-50.846;;445.626;349.939;336.578;32.393;-121.145;-102.554;106.561;67.241;220.658;126.339;10.487;88.601
10870;182.43;-46.034;;432.759;346.032;349.263;25.401;-122.178;-99.702;103.034;60.846;209.219;122.755;11.274;84.692
10880;187.348;-41.485;;419.884;337.524;361.847;18.073;-124.646;-96.703;97.495;54.49;196.641;116.895;11.422;81.389
10890;193.643;-35.727;;401.997;325.421;374.599;11.848;-126.851;-93.658;91.928;49.178;184.059;111.029;12.348;77.226
10900;200.614;-29.448;;380.479;313.29;386.399;5.603;-129.196;-90.683;85.359;43.948;170.125;104.079;13.473;73.23
10910;208.705;-23.19;;359.015;298.959;395.039;-0.73;-131.375;-87.188;77.887;39.477;154.919;95.68;14.324;69.074
10920;216.382;-17.24;;336.032;282.72;401.367;-6.308;-132.669;-83.403;71.04;34.858;139.654;87.302;15.585;64.905
10930;223.739;-9.69;;312.08;263.909;404.062;-11.982;-134.128;-78.553;63.081;29.196;123.345;77.879;16.566;61.546
10940;231.548;-0.716;;285.604;242.086;401.848;-17.51;-135.197;-71.668;56.603;22.894;106.879;67.226;17.277;57.388
10950;219.745;7.634;;259.19;220.221;398.462;-23.232;-136.425;-65.204;50.934;17.061;91.435;56.484;17.989;53.236
10960;207.702;16.435;;230.44;196.476;392.873;-27.905;-136.378;-57.418;45.556;10.517;75.252;44.964;17.465;49.044
10970;195.383;25.954;;200.167;171.897;384.498;-31.134;-135.859;-51.586;40.098;3.294;59.636;32.149;16.39;45.004
10980;181.585;35.386;;170.35;146.392;372.732;-34.967;-134.324;-44.074;33.992;-4.324;43.339;19.185;15.297;41.088
10990;167.834;44.692;;141.257;119.535;360.972;-38.157;-132.789;-37.228;27.699;-13.411;27.855;6.103;14.834;35.832
11000;153.903;56.119;;112.429;92.699;346.188;-41.252;-129.891;-29.41;20.887;-23.058;13.379;-6.484;14.372;28.389
11010;140.132;66.71;;83.801;68.383;330.395;-45.396;-125.239;-20.872;14.349;-32.092;-1.297;-19.206;13.142;20.287
11020;126.272;78.492;;54.452;46.946;311.583;-48.859;-119.327;-12.251;5.859;-41.087;-14.909;-32.201;10.712;11.938
