timepoints (min);31: frq9-.1;32: frq9-.2;33: frq9-.3;34: frq10-.1;35: frq10-.2;36: frq10-.3;37: wc-1+.1;38: wc-1+.2;39: wc-1+.3;40: wc-2+.1;41: wc-2+.2;42: wc-2+.3;43: wc-1-.1;44: wc-1-.2;45: wc-1-.3
800;-106.011;27.087;-175.67;-21.221;-100.667;-114.7;-143.048;-288.683;-45.92;-80.39;-110.616;-114.026;-64.483;-46.53;-196.012
810;-103.4;30.88;-170.151;-13.396;-95.927;-107.884;-133.322;-282.07;-40.656;-71.384;-101.571;-101.112;-54.301;-42.855;-188.766
820;-101.933;31.907;-165.453;-6.44;-91.88;-101.947;-122.96;-271.52;-30.413;-62.107;-93.373;-91.187;-46.387;-41.093;-182.76
830;-100.783;32.99;-161.421;-0.033;-89.895;-92.286;-112.066;-259;-22.865;-53.609;-85.128;-84.161;-39.832;-38.559;-175.263
840;-99.481;33.997;-157.132;5.72;-88.193;-83.737;-102.393;-247.471;-16.704;-47.833;-78.256;-80.72;-34.118;-33.774;-167.093
850;-98.449;30.201;-153.265;10.897;-86.726;-76.115;-95.919;-233.171;-8.479;-43.299;-73.226;-78.107;-28.688;-31.077;-159.509
860;-95.105;26.934;-149.755;16.084;-85.456;-69.275;-90.568;-219.228;-2.007;-37.979;-69.379;-73.138;-20.659;-27.122;-156.775
870;-93.037;23.75;-146.55;21.05;-84.35;-62.612;-83.313;-207.275;5.225;-32.638;-65.313;-66.425;-7.863;-23.725;-154.638
880;-90.021;20.048;-140.386;23.674;-83.15;-56.586;-74.164;-195.924;11.344;-28.358;-59.746;-61.619;5.455;-18.802;-154.483
890;-87.585;16.758;-134.729;26.135;-82.075;-51.108;-65.62;-185.94;17.149;-24.694;-56.696;-55.789;15.955;-16.531;-152.408
900;-86.268;13.91;-129.515;29.801;-76.718;-46.227;-58.117;-175.68;25.339;-20.207;-53.867;-46.952;24.555;-14.648;-149.371
910;-84.75;13.327;-124.69;33.214;-71.821;-42.095;-50.577;-164.756;30.393;-16.893;-51.851;-37.405;32.613;-10.964;-145.768
920;-85.631;12.856;-118.616;37.791;-67.329;-38.301;-42.696;-153.494;37.172;-14.106;-50.972;-30.915;41.193;-7.548;-141.927
930;-76.074;13.779;-109.02;46.239;-59.629;-29.707;-18.969;-122.477;76.711;0.643;-41.632;-6.84;64.728;2.011;-132.74
940;-67.166;11.954;-99.465;54.955;-51.923;-20.274;0.354;-96.051;95.763;15.157;-32.006;12.965;89.005;10.558;-118.165
950;-62.76;9.614;-89.951;63.652;-44.213;-10.848;14.518;-78.9;108.4;25.563;-21.692;29.474;111.054;17.335;-97.722
960;-58.333;6.018;-79.801;69.541;-36.43;-1.428;27.34;-62.748;112.927;31.023;-12.275;40.871;127.398;21.724;-79.381
970;-56.113;4.849;-71.311;75.418;-28.644;7.984;39.429;-47.491;115.564;35.053;-5.787;45.111;137.14;23.431;-70.58
