timepoints (min);31: frq9-.1;32: frq9-.2;33: frq9-.3;34: frq10-.1;35: frq10-.2;36: frq10-.3;37: wc-1+.1;38: wc-1+.2;39: wc-1+.3;40: wc-2+.1;41: wc-2+.2;42: wc-2+.3;43: wc-1-.1;44: wc-1-.3;45: wc-2-.1
1080;-31.017;-165.715;-244.046;-237.827;-81.086;-150.61;-3.709;-91.721;-138.529;-98.799;-127.277;-153.643;-77.246;-53.491;-125.663
1090;-26.869;-161.359;-228.249;-226.975;-76.589;-128.863;-6.909;-90.236;-135.459;-96.882;-117.417;-145.025;-70.909;-54.792;-120.747
1100;-28.64;-159.507;-214.507;-217.96;-72.733;-114.92;-11.28;-89.267;-131.893;-97.013;-107.773;-135.827;-66.973;-55.96;-117.32
1110;-31.003;-157.003;-202.539;-210.563;-71.438;-107.148;-14.444;-88.546;-128.141;-98.52;-99.862;-132.056;-65.845;-56.411;-114.411
1120;-34.968;-154.459;-192.141;-201.021;-67.199;-99.957;-14.926;-87.838;-124.913;-100.649;-93.626;-128.184;-64.245;-57.037;-111.403
1130;-36.658;-151.812;-183.047;-189.312;-61.97;-93.829;-13.56;-87.632;-122.269;-103.068;-89.406;-123.564;-61.88;-57.795;-108.479
1140;-38.993;-145.735;-175.018;-176.668;-58.376;-83.328;-12.48;-88.362;-120.943;-105.478;-86.609;-119.382;-60.931;-58.607;-105.781
1150;-42.525;-140.913;-170.313;-162.587;-58.675;-73.487;-12.8;-89.35;-120.112;-107.425;-84.087;-114.75;-60.325;-59.612;-103.037
1160;-45.905;-133.977;-166.684;-148.049;-59.383;-66.263;-15.168;-90.369;-119.515;-109.504;-81.067;-109.39;-60.608;-61.219;-100.37
1170;-48.887;-128.523;-163.679;-134.782;-60.044;-61.101;-16.338;-91.052;-117.895;-110.207;-78.201;-104.177;-60.618;-62.988;-97.567
1180;-50.525;-123.815;-158.648;-123.494;-59.347;-52.076;-17.497;-92.015;-115.661;-110.788;-76.255;-99.085;-59.994;-64.35;-96.04
1190;-52.095;-120.548;-151.429;-115.47;-57.095;-43.738;-18.137;-91.798;-113.637;-112.226;-74.173;-94.137;-59.208;-65.393;-94.554
1200;-54.805;-114.355;-145.191;-100.301;-55.955;-36.16;-19.849;-91.647;-112.169;-113.614;-71.736;-90.224;-58.652;-66.068;-91.805
1210;-52.396;-97.208;-131.79;-79.874;-47.677;-16.238;-20.047;-89.606;-106.687;-100.657;-59.944;-72.872;-54.773;-65.707;-82.133
1220;-49.978;-77.753;-119.597;-64.834;-36.909;3.607;-20.208;-87.369;-101.797;-92.19;-49.854;-55.048;-51.488;-65.163;-73.177
1230;-48.197;-62.363;-109.322;-47.806;-24.225;20.815;-22.146;-84.742;-97.125;-89.246;-39.624;-37.209;-49.185;-63.271;-64.472
1240;-46.324;-52.846;-98.614;-31.689;-11.573;38.042;-24.732;-82.663;-94.018;-88.304;-28.928;-26.506;-47.27;-60.996;-55.789
1250;-44.431;-44;-88.547;-16.08;-0.064;51.049;-28.051;-82.102;-91.962;-87.74;-23.996;-20.256;-44.489;-59.433;-48.831
1260;-42.96;-34.157;-71.432;-5.573;6.237;55.172;-32.01;-81.627;-89.873;-89.373;-21.996;-16.685;-41.061;-59.145;-43.575
1270;-38.448;-28.687;-59.02;3.612;4.811;59.844;-35.344;-80.923;-88.232;-92.981;-20.475;-13.561;-39.814;-58.72;-40.61
1280;-36.526;-23.726;-48.587;11.598;4.846;60.473;-38.4;-80.92;-85.916;-97.788;-18.17;-13.229;-39.935;-58.92;-37.007
1290;-35.905;-18.751;-41.335;18.088;1.767;64.096;-40.363;-80.817;-83.143;-102.126;-16.204;-12.207;-40.096;-58.847;-36.874
1300;-37.333;-14.36;-34.179;23.632;3.366;68.716;-41.771;-79.802;-80.019;-107.64;-15.648;-11.116;-39.309;-58.516;-37.377
1310;-38.056;-9.913;-28.835;30.17;3.564;68.601;-42.408;-78.595;-76.331;-111.617;-16.25;-11.549;-39.05;-59.358;-35.781
1320;-36.821;-9.665;-23.786;34.328;5.301;63.118;-42.661;-78.253;-73.264;-114.537;-15.862;-12.344;-40.164;-59.098;-35.097
1330;-33.772;-6.156;-19.473;36.724;6.829;61.422;-43.152;-77.155;-73.778;-116.438;-15.664;-11.083;-43.733;-58.792;-35.071
1340;-31.554;-2.799;-15.346;41.554;1.986;57.03;-42.589;-75.322;-74.257;-117.279;-16.926;-10.068;-47.506;-57.409;-33.864
1350;-26.57;6.14;-10.44;47.98;-1.54;55.69;-42.41;-72.97;-75.28;-116.98;-19.16;-9.31;-50.52;-57.32;-30.69
1360;-21.567;10.654;-5.614;54.838;1.089;55.584;-42.223;-70.752;-75.695;-115.029;-21.373;-5.924;-52.345;-56.537;-26.969
1370;-22.66;15.251;-0.484;59.881;1.326;50.103;-44.144;-69.264;-75.611;-113.961;-22.206;-2.741;-54.06;-54.893;-23.6
1380;-25.443;20.239;7.89;64.898;-3.635;48.61;-47.325;-67.886;-74.839;-113.653;-20.648;-1.379;-55.64;-53.151;-20.503
1390;-28.197;20.2;14.99;67.493;-7.794;45.863;-50.485;-65.529;-73.502;-113.248;-19.538;-0.693;-55.487;-52.945;-16.98
1400;-26.046;19.876;23.15;65.44;-7.949;43.055;-51.699;-62.874;-72.383;-112.731;-19.402;0.008;-54.983;-51.827;-12.84
1410;-23.595;16.594;31.351;61.998;-5.054;42.047;-52.743;-60.718;-71.09;-112.708;-18.2;0.778;-53.242;-50.271;-8
1420;-20.636;15.619;40.602;59.749;-0.573;46.728;-55.157;-59.231;-70.463;-113.662;-18.114;0.9;-52.863;-48.361;-3.751
1430;-16.77;14.679;48.778;57.95;3.719;48.975;-57.66;-57.214;-70.017;-113.435;-18.663;0.564;-52.534;-46.954;-0.261
1440;-12.57;14.668;54.262;58.267;6.822;47.628;-60.426;-55.758;-68.674;-111.263;-17.695;0.217;-53.874;-45.324;3.758
1450;-6.833;12.318;59.08;51.504;12.358;44.524;-62.267;-53.562;-66.224;-110.125;-16.88;0.804;-54.016;-44.253;6.962
1460;-9.573;9.548;63.021;51.16;17.575;43.494;-62.61;-49.946;-63.248;-108.327;-17.531;1.044;-53.45;-43.375;8.347
