timepoints (min);16: frq7+.1;17: frq7+.2;18: frq7+.3;22: frq1-.1;23: frq1-.2;24: frq1-.3;19: frq7-.1;20: frq7-.2;21: frq7-.3;25: frq9+.1;26: frq9+.2;27: frq9+.3;28: frq10+.1;29: frq10+.2;30: frq10+.3
1080;-27.468;50.211;52.63;-181.1;-272.825;-233.948;-202.967;-201.66;-220.007;-153.615;-95.376;-101.199;-109.367;96.627;-187.877
1090;-26.654;59.203;50.002;-173.015;-263.556;-226.106;-203.847;-200.712;-220.67;-149.481;-94.539;-75.033;-95.295;120.452;-169.666
1100;-27.227;65.187;42.28;-164.547;-255.147;-219.12;-204.187;-198.747;-220.667;-145.72;-93.64;-51.947;-80.72;140.893;-154
1110;-26.747;67.572;33.891;-156.543;-246.921;-211.918;-204.438;-196.523;-220.033;-142.431;-93.023;-33.984;-66.582;160.003;-140.191
1120;-24.392;68.059;28.892;-148.979;-238.699;-204.824;-204.494;-193.089;-218.791;-138.464;-91.677;-20.408;-53.95;177.234;-128.029
1130;-22.556;68.509;24.889;-141.936;-230.256;-198.124;-203.218;-189.957;-217.739;-133.222;-90.261;-10.252;-43.085;190.436;-117.846
1140;-18.659;68.072;22.588;-134.736;-222.303;-191.71;-200.769;-186.971;-217.683;-127.518;-88.87;-2.828;-33.904;199.4;-109.149
1150;-13.688;67.387;17.913;-126.837;-213.25;-185.125;-198.55;-185.375;-216.763;-122.675;-87.15;3.675;-25.487;207.15;-101.987
1160;-9.384;66.19;12.931;-117.79;-203.899;-178.416;-196.473;-184.735;-216.065;-118.305;-85.035;9.263;-17.682;213.056;-96.194
1170;-4.722;63.476;7.099;-109.406;-195.429;-172.074;-194.856;-182.871;-214.419;-114.446;-83.069;14.143;-9.649;214.74;-92.167
1180;1.135;58.529;1.608;-100.574;-187.353;-165.384;-193.065;-181.291;-212.105;-109.446;-80.454;18.452;-1.609;214.207;-87.83
1190;5.179;53.202;-3.78;-91.667;-179.911;-158.417;-191.321;-178.262;-209.333;-104.488;-74.577;23.946;5.435;216.655;-83.881
1200;8.259;49.541;-9.245;-82.019;-173.054;-151.419;-189.722;-175.725;-206.819;-101.002;-68.002;29.482;10.579;219.388;-79.642
1210;22.267;55.183;-6.699;-66.575;-156.7;-135.004;-185.827;-169.274;-200.3;-89.973;-56.261;48.629;30.941;242.294;-49.5
