timepoints (min);30: frq9-.1;31: frq9-.2;32: frq9-.3;33: frq10-.1;34: frq10-.2;35: frq10-.3;36: wc-1+.1;37: wc-1+.2;38: wc-1+.3;39: wc-2+.1;40: wc-2+.3;;41: wc-1-.1;42: wc-1-.2;43: wc-1-.3
6940;69.622;21.542;-23.767;12.505;132.794;-6.265;120.459;-18.781;212.32;78.255;13.08;;66.608;43.29;199.139
6950;63.606;14.128;-25.16;12.583;128.148;-8.764;104.306;-20.952;194.25;85.214;14.884;;63.952;40.385;180.194
6960;58.468;6.212;-26.018;12.972;122.377;-11.214;85.607;-24.239;175.938;89.477;16.806;;59.366;37.524;164.607
6970;54.12;-1.268;-26.519;12.328;114.245;-13.982;65.992;-27.526;156.75;93.741;18.61;;54.095;35.348;150.447
6980;49.538;-7.524;-26.703;11.228;105.211;-17.85;46.65;-30.679;135.859;98.004;20.414;;50.345;34.314;136.149
6990;43.092;-13.15;-26.702;11.087;94.582;-21.094;27.499;-33.714;117.361;102.523;19.858;;46.192;33.356;121.515
7000;33.516;-19.164;-27.194;11.479;81.812;-22.588;10.861;-37.217;100.356;107.041;19.571;;41.492;31.646;104.982
7010;22.55;-25.974;-28.506;11.691;68.775;-24.251;-3.538;-41.523;82.386;110.2;19.284;;34.632;31.499;86.061
7020;11.261;-34.223;-30.172;12.103;55.641;-24.971;-19.193;-45.794;63.066;113.359;18.997;;27.462;31.84;67.395
7030;-0.109;-42.621;-32.356;11.393;37.154;-26.192;-34.772;-49.154;43.217;116.372;17.43;;20.611;30.368;47.528
7040;-10.025;-51.538;-34.657;9.128;20.45;-27.058;-47.49;-52.108;22.404;119.386;16.378;;14.4;25.737;30.059
7050;-20.175;-59.737;-37.146;5.223;5.928;-26.811;-60.648;-54.514;2.897;122.4;15.284;;9.822;20.846;15.839
7060;-28.487;-66.701;-39.495;1.359;-7.628;-26.728;-72.148;-57.259;-14.021;123.83;14.19;;5.959;15.665;1.611
7070;-35.855;-72.17;-42.124;-2.189;-20.81;-27.763;-80.681;-59.99;-29.265;125.123;12.977;;3.603;10.779;-10.306
7080;-42.263;-77.185;-44.877;-5.67;-32.287;-29.097;-89.037;-63.623;-43.414;126.415;12.88;;1.327;7.156;-20.479
7090;-46.164;-80.677;-47.143;-8.782;-43.964;-30.924;-95.886;-67.385;-56.589;127.708;12.88;;-1.386;4.501;-30.844
7100;-48.683;-83.844;-48.432;-11.657;-54.138;-32.441;-100.75;-70.954;-68.29;129;12.88;;-3.767;0.197;-41.499
7110;-50.095;-86.386;-49.908;-14.761;-64.459;-33.668;-104.041;-74.062;-81.263;130.541;12.88;;-7.868;-4.468;-58.228
7120;-51.639;-88.207;-50.206;-17.516;-75.223;-34.993;-108.241;-76.977;-94.879;132.081;12.858;;-11.386;-8.268;-73.469
7130;-56.022;-90.374;-49.698;-21.977;-87.171;-35.251;-112.957;-78.843;-108.073;133.622;13.968;;-12.777;-12.097;-84.583
7140;-62.077;-92.292;-49.421;-27.408;-98.665;-34.759;-115.03;-79.952;-120.403;135.163;15.079;;-13.514;-16.124;-95.808
7150;-68.012;-94.592;-49.575;-32.537;-108.621;-33.072;-114.846;-80.734;-131.691;136.897;15.975;;-14.334;-20.782;-105.608
7160;-73.356;-97.651;-49.812;-38.992;-119.142;-30.888;-113.964;-80.903;-143.971;139.418;17.592;;-12.808;-24.815;-116.008
7170;-74.648;-101.193;-50.343;-45.283;-131.406;-28.688;-113.767;-80.997;-155.588;141.939;20.288;;-12.171;-26.783;-125.593
7180;-72.012;-102.535;-50.974;-52.662;-144.959;-27.03;-113.654;-81.037;-167.172;144.537;22.881;;-13.408;-29.117;-134.316
7190;-69.549;-101.778;-51.364;-59.839;-157.408;-25.446;-114.189;-82.997;-177.571;147.134;25.371;;-15.794;-32.767;-142.046
7200;-69.126;-100.957;-52.143;-65.679;-171.103;-24.588;-114.217;-85.094;-187.098;149.731;27.781;;-16.928;-36.697;-149.084
7210;-68.709;-99.697;-53.386;-71.008;-185.276;-23.415;-113.606;-84.101;-195.658;152.269;31.23;;-16.908;-41.03;-154.37
7220;-68.388;-98.447;-55.349;-73.852;-197.07;-22.448;-112.775;-83.108;-203.61;154.703;34.687;;-18.731;-46.087;-159.892
7230;-66.668;-98.297;-57.676;-75.982;-208.479;-23.092;-111.81;-82.566;-210.436;157.138;38.247;;-19.541;-51.542;-164.342
7240;-64.108;-99.003;-59.768;-77.228;-216.499;-23.189;-110.884;-83.01;-218.826;159.572;41.807;;-19.563;-57.014;-169.69
7250;-58.814;-100.899;-59.821;-78.804;-221.989;-23.778;-110.654;-82.705;-227.636;162.007;44.967;;-20.32;-60.363;-174.855
7260;-53.52;-101.772;-58.957;-79.378;-226.658;-22.906;-111.142;-81.258;-234.937;161.854;49.189;;-20.036;-61.847;-177.508
7270;-48.189;-103.308;-57.094;-80.341;-232.152;-22.473;-112.819;-79.583;-240.617;161.701;53.597;;-19.903;-62.061;-181.538
7280;-43.017;-104.737;-54.676;-80.99;-237.36;-21.87;-114.021;-78.84;-244.495;161.548;58.006;;-20.12;-60.56;-181.77
7290;-39.524;-106.124;-52.479;-80.928;-240.879;-21.757;-115.589;-77.754;-247.186;161.395;61.934;;-21.752;-57.047;-179.423
7300;-36.823;-107.632;-51.081;-81.112;-243.983;-23.043;-117.593;-76.902;-250.367;161.331;65.768;;-23.752;-54.392;-177.149
7310;-35.763;-109.233;-50.342;-81.441;-245.861;-24.346;-118.073;-76.229;-254.385;158.233;69.389;;-25.985;-51.992;-174.64
7320;-37.254;-110.357;-50.812;-81.771;-246.971;-25.792;-117.055;-75.308;-258.872;155.135;73.01;;-29.057;-49.866;-173.088
7330;-38.407;-111.521;-51.443;-82.112;-246.426;-27.281;-115.632;-74.261;-263.204;152.037;75.63;;-31.371;-48.761;-173.781
7340;-43.966;-112.312;-52.13;-82.578;-245.476;-27.313;-114.419;-73.208;-266.199;148.974;78.048;;-32.752;-49.468;-174.455
7350;-49.228;-113.324;-54.033;-83.924;-242.065;-27.36;-113.328;-72.172;-269.72;145.91;80.521;;-34.154;-50.226;-174.868
7360;-56.13;-113.857;-55.83;-84.644;-239.046;-27.12;-113.999;-71.488;-271.556;138.339;82.994;;-35.735;-49.703;-170.794
7370;-64.001;-113.832;-57.377;-85.53;-235.771;-26.85;-114.443;-70.804;-272.393;130.768;85.468;;-37.789;-48.782;-164.668
7380;-70.668;-114.061;-58.247;-85.055;-233.612;-26.462;-114.099;-70.386;-273.237;123.19;86.794;;-39.91;-46.67;-158.273
7390;-75.419;-113.412;-59.197;-84.87;-231.018;-25.472;-115.509;-70.04;-273.746;115.612;87.844;;-42.153;-45.462;-151.596
7400;-80.226;-113.411;-60.651;-85.788;-229.332;-25.055;-118.508;-69.894;-274.472;108.034;88.894;;-43.223;-46.062;-144.265
7410;-83.819;-113.792;-62.283;-86.059;-226.557;-25.073;-121.554;-70.09;-273.57;97.771;89.647;;-46.703;-46.851;-137.92
7420;-87.226;-113.852;-64.07;-86.731;-224.047;-24.823;-123.001;-70.286;-271.988;87.508;89.32;;-49.734;-46.92;-132.963
7430;-91.126;-113.76;-65.607;-85.697;-222.353;-24.117;-123.818;-70.048;-270.091;77.244;88.23;;-51.545;-44.528;-128.171
7440;-95.105;-112.479;-66.754;-83.535;-220.418;-23.908;-123.044;-68.261;-267.928;66.981;87.141;;-52.632;-41.884;-125.408
7450;-98.694;-111.199;-67.367;-80.534;-218.85;-24.057;-122.814;-66.418;-265.992;56.717;86.051;;-53.404;-41.885;-122.975
7460;-102.207;-109.19;-68.261;-77.419;-215.01;-24.626;-122.408;-67.128;-265.127;46.548;83.694;;-54.308;-40.301;-122.728
7470;-106.212;-107.116;-68.262;-76.04;-211.345;-24.995;-121.178;-67.839;-264.441;36.378;80.097;;-53.865;-37.909;-122.681
7480;-112.655;-105.13;-68.857;-73.781;-205.45;-23.241;-119.978;-68.625;-264.25;26.208;76.348;;-55.806;-35.837;-120.081
7490;-118.781;-103.223;-69.679;-71.756;-199.946;-23.295;-119.378;-68.462;-263.374;16.039;72.599;;-56.952;-35.212;-116.462
7500;-126.125;-100.623;-72.254;-69.932;-195.708;-23.84;-119.206;-68.126;-262.112;5.869;69.084;;-55.611;-36.337;-113.092
7510;-132.255;-98.141;-75.026;-67.789;-192.062;-24.552;-120.997;-68.137;-260.505;-2.93;64.57;;-54.014;-40.043;-109.688
7520;-138.119;-95.368;-79.396;-65.117;-186.364;-23.833;-123.332;-68.148;-258.01;-11.728;59.395;;-54.119;-42.828;-106.748
7530;-141.901;-91.819;-83.527;-61.588;-180.578;-22.008;-125.352;-67.814;-254.168;-20.527;54.219;;-54.724;-45.661;-103.749
7540;-145.295;-88.27;-85.724;-59.018;-175.328;-20.199;-125.532;-67.112;-251.461;-29.326;49.375;;-54.474;-47.564;-102.503
7550;-146.912;-84.583;-86.825;-57.439;-170.988;-17.797;-122.633;-66.006;-249.454;-38.124;44.811;;-53.683;-47.077;-101.366
7560;-148.563;-80.937;-86.913;-56.112;-167.115;-15.578;-120.418;-65.172;-246.486;-42.819;39.753;;-53.254;-45.892;-101.572
7570;-151.006;-77.912;-86.043;-55.545;-164.086;-12.457;-118.163;-64.339;-243.625;-47.515;34.695;;-52.346;-45;-100.92
7580;-151.854;-74.534;-85.012;-56.021;-160.188;-8.572;-114.432;-64.088;-240.05;-52.21;29.637;;-51.764;-43.258;-98.71
7590;-150.301;-71.585;-83.806;-56.989;-155.937;-5.396;-106.614;-61.917;-237.713;-56.905;25.306;;-49.868;-40.808;-95.423
7600;-147.926;-67.734;-80.719;-58.501;-151.833;-2.404;-99.074;-59.924;-233.713;-61.683;21.455;;-48.394;-39.072;-92.519
7610;-144.048;-66.008;-77.44;-60.96;-147.636;0.106;-91.673;-58.116;-230.31;-62.004;17.625;;-45.526;-39.865;-93.254
7620;-139.49;-64.343;-74.154;-63.494;-142.879;2.654;-82.309;-56.321;-226.451;-62.326;13.794;;-41.094;-41.395;-96.759
7630;-134.952;-61.971;-71.469;-65.822;-134.994;4.72;-73.101;-54.779;-221.561;-62.647;10.185;;-35.435;-43.623;-101.89
7640;-130.728;-60.469;-68.589;-66.975;-127.298;6.895;-64.554;-52.977;-215.542;-62.858;6.735;;-30.423;-45.516;-105.869
7650;-125.145;-57.419;-64.474;-67.599;-119.338;8.895;-55.036;-50.796;-208.899;-63.069;3.753;;-26.897;-45.568;-108.788
7660;-121.339;-54.201;-60.361;-67.132;-115.914;11.481;-45.866;-47.996;-202.301;-61.524;0.771;;-22.258;-45.073;-110.348
7670;-115.892;-50.588;-55.435;-65.439;-112.486;14.017;-38.674;-45.196;-194.891;-59.979;-2.19;;-18.117;-46.234;-110.766
7680;-110.894;-48.334;-50.501;-64.439;-108.81;16.115;-31.874;-42.127;-186.881;-58.448;-4.672;;-14.806;-49.989;-111.436
7690;-104.815;-47.862;-46.444;-62.792;-103.932;18.2;-24.519;-39.679;-178.637;-56.917;-7.575;;-12.604;-52.436;-110.47
7700;-98.481;-48.454;-42.207;-60.957;-96.355;20.859;-16.054;-37.001;-170.356;-55.386;-10.479;;-11.367;-50.348;-108.21
7710;-92.068;-49.429;-37.406;-59.512;-88.985;23.695;-7.959;-33.192;-159.691;-54.61;-13.382;;-9.628;-47.778;-102.988
7720;-85.724;-49.281;-32.652;-57.677;-81.073;26.316;1.517;-29.458;-146.377;-53.833;-15.018;;-7.222;-45.807;-98.034
7730;-78.025;-46.047;-27.044;-56.363;-72.203;28.81;12.433;-25.026;-132.959;-53.057;-16.714;;-4.564;-43.874;-95.494
7740;-69.51;-42.143;-21.463;-55.829;-60.687;31.913;23.397;-20.735;-118.335;-52.28;-18.411;;-3.117;-39.912;-92.634
7750;-59.759;-36.171;-15.702;-53.603;-49.543;35.668;33.937;-16.73;-102.509;-51.752;-20.108;;-4.228;-34.451;-88.279
7760;-50.577;-29.868;-9.153;-51.24;-35.03;38.728;47.15;-13.64;-85.312;-51.197;-21.928;;-4.793;-30.203;-83.964
7770;-42.001;-22.945;-1.862;-48.589;-20.012;40.97;58.388;-10.55;-68.276;-50.643;-23.109;;-3.368;-27.793;-78.901
7780;-34.386;-16.523;6.266;-46.211;-3.84;42.698;71.883;-8.596;-51.928;-50.088;-23.69;;-2.273;-25.266;-74.69
7790;-26.461;-10.203;12.502;-43.601;11.615;45.119;83.745;-6.313;-33.437;-49.817;-24.27;;0.811;-20.717;-69.681
7800;-15.752;-4.243;19.15;-40.08;28.27;47.509;94.099;-3.683;-14.114;-49.545;-24.837;;5.088;-17.674;-64.508
7810;-5.003;1.688;25.422;-36.732;44.306;50.063;105.85;-1.265;4.443;-48.546;-24.855;;8.852;-15.783;-57.156
7820;8.305;8.406;31.628;-31.396;59.977;52.357;117.368;1.029;24.888;-47.548;-24.913;;11.436;-11.156;-51.017
7830;20.324;14.79;37.829;-25.433;72.8;54.437;125.377;3.51;44.277;-46.645;-24.971;;14.483;-5.091;-47.314
7840;31.971;22.902;43.08;-17.96;85.074;58.516;130.901;5.778;65.036;-45.743;-25.029;;17.039;1.691;-44.219
7850;43.461;32.891;47.674;-9.025;96.876;61.081;138.408;9.01;85.771;-44.841;-25.422;;19.964;9.459;-42.426
7860;54.895;44.643;52.731;0.673;111.175;62.331;147.492;12.781;106.589;-44.343;-26.175;;21.517;18.159;-38.484
7870;68.881;57.914;57.588;10.426;126.914;63.789;155.548;16.552;126.077;-43.846;-26.928;;22.294;25.519;-31.952
7880;83.661;70.699;63.549;20.021;142.228;64.978;163.433;21.36;144.636;-43.348;-27.681;;21.378;32.523;-25.647
7890;98.388;83.714;69.71;28.812;157.382;66.539;171.254;26.53;162.617;-42.85;-28.221;;21.506;40.76;-19.229
7900;111.274;95.658;75.472;38.597;171.259;68.379;179.177;31.723;180.766;-42.517;-29;;24.207;48.498;-14.971
7910;124.534;106.57;81.59;48.629;187.879;68.881;187.578;36.575;199.542;-42.599;-28.539;;26.364;56.895;-10.494
7920;136.655;115.51;87.181;57.53;204.086;68.846;196.541;41.586;219.166;-42.68;-28.079;;27.705;65.931;-5.679
7930;148.777;125.577;91.879;67.604;220.6;70.167;205.527;46.462;238.557;-42.761;-27.873;;27.69;76.214;0.834
7940;160.146;134.116;96.37;76.861;234.781;71.774;213.713;51.486;255.01;-42.76;-27.108;;27.847;87;8.297
7950;169.69;143.643;100.349;85.434;245.152;74.284;218.72;56.623;271.312;-42.759;-26.662;;29.366;95.846;14.919
7960;178.815;153.211;103.207;92.255;255.516;75.552;222.672;63.167;283.579;-41.828;-26.217;;30.851;99.473;18.092
7970;189.348;161.553;105.37;98.032;265.72;76.349;224.8;69.71;293.157;-40.897;-25.619;;33.417;102.225;20.479
7980;199.666;168.586;107.332;103.331;273.589;77.308;224.673;77.88;301.789;-39.621;-24.982;;36.281;105.825;24.299
7990;208.57;176.099;110.241;108.49;277.673;76.794;224.474;86.011;308.956;-38.345;-23.665;;38.868;108.674;30.552
8000;217.528;181.619;113.55;111.368;282.462;76.039;225.263;93.152;315.837;-37.069;-22.348;;40.883;110.954;37.135
8010;225.436;187.537;116.262;112.892;285.297;75.632;224.234;100.32;320.738;-35.491;-21.223;;42.738;116.815;44.321
8020;232.263;192.766;119.441;114.417;287.501;75.092;226.109;107.385;324.657;-33.913;-19.913;;44.2;122.876;50.697
8030;238.542;198.407;121.894;116.109;289.884;74.843;224.23;114.892;327.455;-32.335;-17.563;;46.051;127.234;54.084
8040;246.167;203.564;125.148;117.539;291.48;73.552;222.606;120.975;329.777;-30.757;-15.212;;45.859;128.468;56.156
8050;250.663;208.669;127.086;119.025;289.326;72.461;220.983;126.226;332.146;-29.476;-12.862;;44.034;128.848;56.819
8060;255.84;212.472;128.608;120.472;286.761;71.019;217.481;131.106;333.472;-30.167;-10.581;;42.753;132;58.047
8070;260.692;215.461;129.007;122.35;282.898;69.483;212.743;135.986;332.977;-30.858;-8.259;;41.339;134.618;62.125
8080;264.821;217.124;128.921;124.229;281.008;67.24;210.479;141.07;333.25;-31.549;-5.058;;41.361;133.556;68.206
8090;266.833;217.254;129.727;126.017;278.076;63.476;207.066;142.553;331.116;-32.564;-1.857;;42.892;133.451;74.494
8100;267.712;214.422;130.796;126.455;275.178;62.087;202.324;142.978;327.377;-33.579;1.379;;43.942;130.934;80.992
8110;266.869;211.11;131.872;127.025;269.866;61.75;198.505;142.403;323.164;-35.208;5.148;;44.857;126.31;87.981
8120;263.459;206.12;132.923;125.967;261.472;60.423;193.312;141.669;320.406;-36.837;6.716;;44.233;124.63;96.356
8130;256.938;200.403;131.56;123.257;252.083;57.906;188.088;139.724;315.992;-38.721;8.284;;43.674;125.732;104.959
8140;250.354;194.565;129.837;120.546;242.651;53.505;182.321;138.503;310.243;-40.605;9.88;;41.997;124.948;114.687
8150;243.051;188.437;126.291;116.712;238.468;47.717;172.17;136.903;302.694;-42.49;11.428;;38.102;121.023;124.288
8160;234.897;184.611;121.268;112.051;229.252;42.306;159.974;134.164;294.643;-44.226;10.655;;34.712;115.254;133.432
8170;226.301;182.137;115.766;107.349;220.196;37.401;149.204;131.425;284.935;-45.963;9.883;;33.93;109.694;142.672
8180;216.345;180.862;110.408;101.847;209.989;31.407;136.857;128.486;274.542;-47.699;9.117;;35.768;103.963;150.048
8190;205.128;181.269;104.532;96.88;200.81;25.772;121.783;123.56;266.713;-49.436;8.297;;36.788;96.197;154.072
8200;195.226;181.641;98.463;91.326;192.79;19.153;107.658;118.418;258.788;-50.637;7.796;;36.912;88.257;155.288
8210;185.083;180.661;94.742;86.84;187.868;13.97;94.088;110.439;252.601;-52.681;7.175;;35.469;83.706;157.25
8220;172.977;177.87;92.735;82.948;182.625;7.735;80.241;102.615;245.418;-54.726;6.761;;32.713;79.273;162.728
8230;160.836;172.67;90.777;79.276;177.799;2.657;67.146;92.637;237.606;-56.77;6.348;;31.143;74.415;167.793
8240;148.292;167.308;87.658;76.316;172.543;-0.779;53.957;81.15;229.266;-59.337;5.226;;29.699;70.851;169.106
8250;136.19;160.708;81.434;74.96;165.513;-4.966;40.648;70.394;219.801;-61.903;2.785;;27.975;68.861;168.68
8260;125.771;153.007;75.334;74.935;157.876;-9.663;27.299;60.139;208.993;-64.902;0.474;;25.121;66.371;166.414
8270;117.497;145.422;68.793;75.352;149.468;-12.713;13.506;49.884;196.985;-67.901;-1.836;;22.221;62.757;164.371
8280;108.715;137.17;63.345;75.694;142.417;-14.615;0.492;39.746;184.028;-70.592;-5.869;;19.757;60.328;162.763
8290;98.917;131.655;57.634;76.6;136.872;-15.777;-12.564;30.419;169.943;-73.283;-10.702;;18.083;57.519;158.273
8300;86.52;126.741;52.669;77.105;131.661;-18.095;-25.72;21.611;156.166;-75.974;-15.377;;17.335;54.945;156.052
8310;71.585;122.04;45.782;76.774;123.633;-20.777;-38.585;14.113;142.313;-76.571;-20.051;;16.171;50.972;153.211
8320;56.634;117.298;39.699;75.832;116.926;-23.16;-51.263;7.172;128.028;-77.168;-24.939;;14.001;44.276;148.25
8330;41.819;111.687;33.76;75.567;108.859;-26.447;-63.902;-0.069;113.841;-77.766;-29.428;;9.731;37.31;142.728
8340;29.684;105.372;27.981;74.703;102.141;-30.268;-76.33;-4.953;98.789;-78.363;-33.695;;3.67;26.763;135.72
8350;17.743;100.028;22.167;74.596;95.884;-36.501;-87.421;-10.109;82.167;-77.217;-37.963;;-0.96;18.367;128.628
8360;6.443;95.273;16.145;74.623;88.575;-42.488;-97.714;-15.12;67.081;-75.025;-42.23;;-3.876;11.677;120.393
8370;-4.727;90.652;10.486;75.724;82.508;-46.768;-106.741;-20;50.731;-72.833;-42.157;;-6.928;3.545;109.076
8380;-15.068;85.72;5.975;78.239;73.225;-50.272;-115.897;-24.486;36.792;-70.641;-42.25;;-11.353;-6.419;98.172
8390;-27.208;78.862;1.594;80.698;61.635;-53.375;-124.132;-30.927;21.721;-66.789;-42.342;;-16.243;-14.178;84.53
8400;-40.206;72.143;-1.314;82.902;45.43;-55.605;-127.535;-37.988;7.389;-62.937;-42.434;;-20.625;-17.841;70.995
8410;-52.641;63.092;-2.999;84.593;35.887;-56.588;-127.87;-43.868;-5.73;-58.789;-40.804;;-25.371;-23.068;56.291
8420;-66.708;54.087;-4.921;85.673;26.343;-57.401;-127.8;-49.303;-18.977;-54.641;-39.27;;-31.93;-29.556;41.92
8430;-77.739;44.137;-6.665;85.483;17.634;-58.244;-127.178;-55.16;-31.986;-49.844;-37.737;;-39.943;-34.93;30.11
8440;-85.963;34.211;-8.154;82.244;6.317;-59.626;-123.341;-60.178;-43.283;-45.047;-36.203;;-47.152;-38.87;23.317
8450;-93.792;23.75;-10.193;79.372;-6.257;-60.179;-119.996;-64.979;-54.905;-40.73;-35.026;;-53.768;-41.564;21.172
8460;-101.425;13.879;-15.977;75.399;-23.201;-60.468;-117.352;-67.832;-66.379;-36.458;-33.73;;-57.605;-41.64;18.939
8470;-109.11;5.796;-23.165;72.003;-40.05;-59.474;-114.643;-70.902;-77.986;-32.186;-32.026;;-57.764;-40.839;13.143
8480;-117.046;-0.937;-32.043;67.168;-57.182;-60.251;-112.924;-73.484;-88.942;-27.914;-30.323;;-59.028;-40.288;5.345
8490;-124.888;-8.309;-40.486;60.412;-73.057;-62.461;-111.585;-74.599;-99.189;-23.003;-29.379;;-61.88;-41.103;-0.932
8500;-132.441;-15.103;-46.266;52.508;-89.182;-63.83;-111.221;-74.912;-109.047;-17.262;-27.075;;-64.225;-44.259;-6.486
8510;-141.074;-21.25;-52.647;44.19;-106.848;-64.141;-110.759;-74.21;-118.444;-11.618;-24.501;;-63.913;-49.288;-11.04
8520;-151.674;-27.946;-58.582;36.171;-124.439;-65.528;-110.441;-74.531;-127.741;-5.974;-21.927;;-61.243;-52.899;-15.396
8530;-161.422;-33.477;-64.617;27.899;-143.019;-67.857;-110.19;-73.833;-135.076;-0.41;-16.873;;-57.934;-56.422;-19.848
8540;-172.153;-41.044;-71.011;18.738;-159.927;-70.229;-111.217;-72.342;-141.15;4.647;-11.116;;-55.701;-58.657;-23.335
8550;-179.204;-49.501;-76.305;10.605;-174.684;-70.767;-111.996;-70.521;-147.89;9.703;-5.386;;-55.552;-62.472;-27.634
8560;-182.077;-57.288;-79.639;3.778;-186.714;-70.105;-111.753;-69.421;-154.874;13.923;0.343;;-55.719;-67.335;-30.556
8570;-184.684;-64.742;-82.818;-3.879;-198.662;-69.989;-111.265;-69.015;-161.931;18.142;5.193;;-55.597;-71.759;-31.45
8580;-187.574;-70.577;-86.011;-13.03;-208.255;-70.473;-110.572;-69.022;-168.412;20.354;8.79;;-54.727;-74.034;-31.937
8590;-190.978;-75.763;-88.396;-22.062;-217.268;-71.196;-109.385;-68.308;-171.981;22.567;12.546;;-53.037;-73.779;-33.378
8600;-195.297;-82.303;-90.844;-30.364;-225.982;-69.381;-108.32;-66.385;-174.366;23.339;16.302;;-52.406;-72.414;-35.652
8610;-198.797;-89.524;-92.37;-37.956;-234.288;-67.77;-109.399;-64.021;-177.519;24.377;21.178;;-54.086;-72.254;-37.983
8620;-202.243;-96.688;-94.292;-45.234;-242.326;-67.108;-112.12;-61.298;-179.916;25.414;23.734;;-54.735;-72.447;-41.135
8630;-204.537;-102.855;-95.47;-51.783;-248.273;-66.321;-112.814;-59.425;-182.741;26.451;26.524;;-52.614;-73.146;-44.299
8640;-205.862;-106.473;-96.488;-58.229;-252.207;-63.443;-114.244;-58.138;-184.121;25.848;29.314;;-47.683;-73.863;-46.524
8650;-204.786;-110.277;-97.574;-64.994;-254.295;-60.916;-117.098;-56.777;-185.425;26.91;32.105;;-42.36;-74.72;-47.321
8660;-203.917;-113.509;-98.348;-72.447;-256.276;-59.221;-121.436;-55.086;-187.086;28.152;35.575;;-38.832;-75.715;-46.203
8670;-199.528;-116.724;-99.041;-79.703;-257.719;-58.332;-124.469;-54.149;-188.25;29.393;39.087;;-33.899;-76.24;-45.099
8680;-196.103;-121.299;-99.581;-86.167;-260.828;-57.897;-126.861;-52.207;-189.535;30.074;42.599;;-28.76;-77.058;-46.237
8690;-192.592;-127.426;-99.076;-90.222;-262.526;-56.914;-129.597;-49.903;-191.639;32.643;46.11;;-23.828;-77.623;-50.83
8700;-188.977;-132.063;-97.484;-94.919;-260.692;-56.352;-130.68;-49.895;-191.461;35.211;49.862;;-18.808;-77.535;-55.692
8710;-184.281;-136.454;-94.698;-98.775;-255.123;-55.83;-132.408;-48.941;-191.654;37.742;53.724;;-13.979;-78.127;-62.157
8720;-180.149;-140.062;-93.317;-103.473;-249.194;-55.055;-134.292;-47.073;-190.999;40.273;57.586;;-10.989;-79.785;-69.046
8730;-177.379;-143.55;-91.553;-106.514;-242.735;-53.794;-135.608;-45.526;-190.061;44.284;61.448;;-9.372;-83.262;-74.203
8740;-174.382;-146.268;-89.927;-108.461;-236.31;-51.041;-134.265;-43.923;-189.368;48.295;65.91;;-8.381;-85.445;-78.383
8750;-169.988;-147.858;-88.363;-109.717;-228.796;-46.368;-131.342;-43.233;-188.686;51.346;70.593;;-6.006;-85.857;-82.001
8760;-163.257;-149.994;-85.579;-110.725;-222.328;-42.044;-129.764;-44.288;-186.545;54.568;75.49;;-5.648;-84.738;-86.548
8770;-155.549;-152.023;-83.034;-112.13;-216.406;-39.721;-128.108;-44.713;-182.727;57.79;80.386;;-8.419;-83.383;-90.934
8780;-147.697;-155.411;-82.49;-112.996;-212.606;-38.211;-125.592;-45.436;-179.772;61.012;82.763;;-12.27;-83.796;-93.549
8790;-140.439;-158.96;-82.392;-113.036;-210.317;-37.065;-122.141;-45.154;-178.419;64.715;85.25;;-13.921;-88.161;-94.44
8800;-134.668;-162.309;-82.981;-113.13;-207.212;-35.419;-118.567;-45.103;-176.768;67.862;87.681;;-13.55;-90.183;-95.367
8810;-131.152;-164.881;-83.076;-113.488;-202.455;-33.281;-115.726;-45.857;-174.498;71.037;90.113;;-13.505;-90.139;-97.823
8820;-128.59;-167.374;-81.721;-113.87;-197.332;-29.84;-111.79;-47.001;-171.083;74.212;92.225;;-12.509;-88.972;-102.912
8830;-124.759;-166.997;-79.881;-113.644;-192.894;-25.404;-106.189;-47.589;-168.382;79.388;94.461;;-10.378;-88.174;-107.625
8840;-116.601;-167.418;-78.961;-113.306;-188.066;-21.007;-99.281;-47.946;-166.92;83.6;96.814;;-6.858;-88.356;-110.516
8850;-110.526;-166.814;-77.65;-113.265;-181.2;-18.073;-94.777;-48.868;-165.261;87.812;99.167;;-2.76;-89.414;-112.106
8860;-104.676;-165.261;-76.599;-113.648;-171.637;-15.419;-88.793;-51.113;-163.855;91.719;99.64;;4.012;-89.64;-113.575
8870;-99.839;-162.817;-74.95;-113.339;-161.964;-12.694;-84.502;-53.931;-160.542;95.556;100.403;;8.014;-89.434;-114.781
8880;-94.601;-158.977;-72.662;-110.186;-151.691;-6.194;-82.154;-56.599;-152.839;98.073;101.448;;12.371;-85.908;-115.552
8890;-88.839;-155.509;-70.552;-108.236;-141.85;-2.823;-78.996;-58.287;-145.385;100.59;102.494;;16.614;-83.141;-116.252
8900;-82.607;-151.759;-68.15;-107.206;-136.174;-0.332;-74.75;-58.972;-137.611;101.388;102.619;;22.034;-80.295;-118.17
8910;-76.411;-147.057;-66.069;-105.651;-132.178;2.469;-68.314;-59.897;-130.214;99.425;101.305;;28.415;-74.847;-120.84
8920;-68.477;-142.101;-63.286;-103.688;-128.41;7.749;-63.672;-61.294;-121.975;97.462;99.97;;32.636;-68.277;-123.793
8930;-60.555;-136.108;-60.033;-101.526;-123.033;15.83;-59.423;-63.771;-113.789;95.499;98.786;;36.49;-62.421;-126.618
8940;-54.549;-128.514;-57.581;-97.932;-115.055;24.361;-55.535;-66.971;-106.447;91.65;96.323;;41.439;-56.73;-128.4
