timepoints (min);30: frq9-.1;31: frq9-.2;32: frq9-.3;33: frq10-.1;34: frq10-.2;35: frq10-.3;36: wc-1+.1;37: wc-1+.2;38: wc-1+.3;39: wc-2+.1;40: wc-2+.3;;41: wc-1-.1;42: wc-1-.2;43: wc-1-.3
2840;57.272;-2.857;36.658;136.934;44.359;53.971;171.032;136.892;300.126;1.64;-12.48;;-40.901;16.76;23.931
2850;51.454;-1.55;34.079;143.527;50.513;51.797;162.91;130.166;288.047;-1.229;-11.252;;-40.65;16.752;24.252
2860;45.284;-1.131;31.527;148.993;57.629;49.206;154.468;122.35;274.348;-4.408;-10.065;;-40.91;15.608;23.974
2870;39.005;-3.312;26.935;153.701;61.959;46.745;144.389;114.977;259.527;-7.763;-10.717;;-41.785;14.767;22.833
2880;32.651;-5.417;22.037;157.643;66.074;44.883;133.748;107.568;244.611;-11.117;-11.183;;-42.61;14.058;21.665
2890;25.794;-9.401;16.269;159.452;68.981;43.877;123.132;100.735;228.691;-12.978;-11.65;;-44.131;13.539;20.738
2900;18.499;-13.575;10.781;159.706;69.439;42.291;112.31;92.134;211.764;-14.839;-11.943;;-44.542;13.146;19.114
2910;12.326;-17.189;5.41;159.008;67.981;41.167;101.741;81.981;193.883;-18.499;-12.597;;-45.19;12.746;16.403
2920;7.455;-20.083;0.079;157.258;67.75;38.698;91.128;72.29;175.248;-20.56;-13.451;;-45.725;12.746;13.328
2930;2.702;-22.535;-5.731;157.305;69.207;35.644;82.555;63.086;156.761;-22.407;-14.491;;-44.821;12.928;12.361
2940;-2.321;-24.193;-11.861;154.92;69.338;30.63;74.328;53.561;138.917;-24.481;-15.531;;-44.105;13.004;12.877
2950;-7.448;-25.993;-17.041;151.292;69.178;24.119;67.121;43.244;121.523;-26.076;-16.295;;-42.338;13.099;13.276
2960;-12.408;-28.273;-22.139;148.255;67.862;16.757;61.27;33.375;105.154;-28.95;-15.779;;-40.457;12.716;12.323
2970;-17.554;-30.574;-25.477;143.804;65.444;10.789;54.738;22.561;89.183;-31.894;-14.383;;-38.476;12.327;12.17
2980;-21.361;-33.074;-28.988;135.738;60.64;5.108;48.048;14.342;74.114;-34.83;-12.988;;-37.24;14.139;14.357
2990;-24.241;-35.554;-33.323;126.972;57.392;4.203;43.185;7.887;60.698;-33.607;-11.592;;-37.706;17.065;16.101
3000;-25.404;-39.554;-36.91;118.836;54.949;5.654;37.978;3.294;47.914;-31.463;-10.299;;-37.567;19.154;17.742
3010;-23.281;-42.156;-40.401;109.288;57.036;7.025;32.061;-1.327;34.308;-29.237;-8.487;;-38.334;22.021;15.07
3020;-20.986;-45.997;-42.212;98.939;57.84;7.644;24.599;-4.914;20.404;-26.754;-6.994;;-37.789;24.254;13.303
3030;-16.341;-49.549;-43.741;89.102;58.647;7.315;18.353;-9.019;8.905;-24.272;-5.426;;-37.454;25.412;5.283
3040;-11.654;-53.477;-44.103;78.481;55.723;7.628;11.908;-13.503;-0.949;-22.114;-3.851;;-34.597;26.135;-4.146
3050;-6.803;-57.484;-44.065;65.51;53.23;6.821;5.903;-17.967;-11.017;-20.116;-2.276;;-32.476;26.146;-9.672
3060;-2.076;-61.203;-44.174;50.834;49.732;5.961;0.292;-23.679;-20.459;-18.997;-1.741;;-30.426;25.457;-14.928
3070;1.563;-64.601;-43.203;38.781;43.97;4.828;-6.24;-28.908;-28.721;-17.879;-1.206;;-28.578;24.508;-14.739
3080;5.786;-66.83;-42.273;27.574;38.759;4.315;-11.763;-32.942;-35.877;-17.64;-0.753;;-27.346;23.971;-13.377
3090;8.568;-69.866;-40.615;16.414;32.171;3.994;-17.263;-36.11;-41.892;-17.505;-0.301;;-25.978;23.578;-12.694
3100;10.99;-72.916;-38.277;4.924;27.423;2.728;-23.055;-38.37;-48.389;-15.97;0.152;;-23.265;24.226;-13.31
3110;13.578;-75.879;-35.299;-6.161;23.126;2.926;-28.363;-39.89;-52.754;-14.314;1.092;;-19.971;24.419;-14.327
3120;11.366;-77.596;-31.217;-16.48;21.428;2.43;-32.731;-43.005;-56.841;-12.659;2.033;;-17.505;25.069;-13.892
3130;9.139;-80.36;-27.086;-26.13;19.542;2.818;-37.017;-46.015;-61.53;-11.025;3.022;;-15.721;26.497;-12.905
3140;5.388;-82.166;-22.832;-33.211;18.925;2.923;-41.178;-48.841;-65.781;-11.27;4.011;;-12.434;27.712;-11.93
3150;1.636;-83.731;-19.541;-38.346;20.749;4.6;-44.818;-50.126;-69.687;-11.596;5.159;;-9.028;28.516;-12.703
3160;-2.444;-85.76;-16.538;-42.556;25.102;4.903;-47.73;-51.949;-72.763;-11.921;8.346;;-3.963;27.72;-13.981
3170;-7.628;-86.313;-15.134;-45.395;29.059;5.952;-51.243;-54.225;-74.279;-13.806;11.534;;1.265;25.979;-15.258
3180;-11.659;-87.232;-13.661;-48.807;31.108;3.899;-56.342;-56.673;-75.505;-15.89;15.066;;6.437;24.146;-16.258
3190;-17.392;-87.73;-12.532;-52.261;34.196;1.172;-60.469;-58.381;-77.938;-18.734;18.599;;12.059;23.898;-15.345
3200;-22.717;-87.948;-10.971;-54.263;34.948;-0.64;-64.273;-59.229;-80.487;-21.578;22.131;;16.815;25.937;-13.321
3210;-29.383;-87.924;-9.692;-56.666;34.794;-2.037;-67.513;-60.204;-84.432;-22.963;24.931;;20.928;25.866;-10.668
3220;-35.925;-87.701;-9.332;-58.599;34.841;-2.837;-70.295;-61.255;-89.393;-24.451;27.731;;23.823;25.728;-9.531
3230;-42.503;-87.88;-9.076;-57.33;35.705;-4.237;-72.691;-62.386;-94.601;-25.579;30.4;;26.972;25.31;-10.381
3240;-49.192;-87.091;-7.899;-55.56;33.777;-6.386;-74.771;-63.086;-99.568;-26.563;33.069;;29.517;25.087;-11.59
3250;-55.575;-84.615;-7.196;-53.094;31.124;-9.76;-76.581;-64.272;-104.8;-28.466;35.422;;32.324;25.727;-13.128
3260;-63.934;-81.429;-6.408;-48.566;23.651;-14.091;-77.927;-65.921;-109.858;-30.37;37.255;;36.091;25.548;-12.081
3270;-70.596;-77.106;-7.381;-42.846;18.153;-18.27;-78.566;-67.655;-114.284;-31.474;39.157;;40.272;23.297;-12.479
3280;-78.178;-72.76;-8.312;-38.248;13.502;-22.909;-79.623;-69.651;-118.321;-32.559;40.963;;45.026;20.959;-12.503
3290;-85.401;-68.168;-10.883;-33.545;12.211;-27.486;-80.048;-71.134;-122.993;-33.283;42.768;;46.341;18.73;-13.088
3300;-91.385;-63.575;-13.75;-26.417;10.913;-29.782;-81.395;-72.186;-128.332;-34.567;44.294;;47.361;17.753;-12.555
3310;-97.01;-59.523;-15.993;-19.022;8.597;-31.072;-84.015;-71.906;-134.109;-35.954;47.339;;47.883;17.512;-11.899
3320;-101.635;-55.45;-18.323;-13.979;6.617;-33.476;-86.844;-71.094;-139.554;-37.397;49.999;;48.284;17.688;-11.11
3330;-106.259;-51.567;-20.79;-8.047;4.146;-38.086;-89.615;-70.934;-144.686;-37.96;52.658;;48.528;17.127;-11.521
3340;-110.902;-47.73;-23.412;-1.105;1.178;-44.143;-91.876;-71.885;-148.035;-37.603;55.317;;49.676;15.679;-12.39
3350;-115.934;-42.652;-26;3.738;-2.399;-50.379;-93.643;-72.837;-151.058;-37.48;57.541;;50.349;13.433;-13.211
3360;-121.165;-37.113;-28.225;7.53;-7.28;-55.593;-95.018;-73.668;-154.746;-37.629;59.364;;51.883;13.315;-13.597
3370;-121.331;-30.414;-29.83;14.338;-14.105;-59.032;-96.028;-73.761;-158.138;-37.778;60.794;;51.857;12.21;-13.897
3380;-121.51;-22.971;-31.459;20.523;-20.266;-63.262;-96.426;-73.046;-160.378;-37.687;62.225;;51.315;10.091;-15.273
3390;-120.21;-15.081;-33.16;24.474;-27.034;-66.272;-98.592;-72.481;-162.292;-37.596;63.786;;49.852;6.349;-16.684
3400;-119.281;-7.432;-34.964;28.022;-34.782;-69.932;-100.721;-72;-163.288;-37.577;64.028;;49.386;2.298;-17.481
3410;-119.197;-1.49;-37.288;30.719;-42.367;-72.771;-102.625;-70.899;-164.323;-37.557;62.589;;49.215;-0.317;-18.374
3420;-119.272;2.732;-39.246;32.779;-50.783;-76.393;-103.593;-70.276;-166.794;-38.978;60.999;;49.003;-1.259;-18.804
3430;-119.28;6.361;-41.788;34.674;-58.044;-78.437;-103.863;-70.177;-169.497;-40.412;59.408;;47.764;-1.375;-20.217
3440;-117.269;9.359;-43.35;37.137;-65.026;-78.67;-105.014;-70.072;-171.265;-40.804;57.818;;47.799;-3.484;-22.062
3450;-111.492;12.156;-44.651;38.826;-69.684;-78.535;-106.189;-69.996;-172.719;-41.196;55.073;;49.164;-8.592;-23.724
3460;-102.396;14.219;-44.592;39.705;-71.73;-78.942;-106.63;-69.851;-173.65;-39.788;51.608;;51.472;-10.479;-25.041
3470;-92.81;16.11;-44.517;39.783;-72.676;-80.589;-106.897;-69.968;-174.106;-38.29;48.461;;54.13;-10.982;-26.759
3480;-83.324;17.234;-43.844;38.901;-72.459;-82.337;-108.101;-70.532;-174.668;-37.152;45.313;;56.014;-11.27;-29.004
3490;-73.646;17.68;-43.371;37.583;-69.414;-84.69;-110.277;-71.857;-175.888;-33.774;42.524;;59;-12.909;-31.571
3500;-65.96;18.592;-42.925;34.822;-64.64;-85.326;-112.566;-72.713;-176.724;-30.396;38.575;;61.332;-16.105;-34.076
3510;-58.274;18.786;-43.31;31.663;-62.834;-84.2;-114.821;-72.988;-177.2;-26.708;34.626;;63.485;-19.41;-36.199
3520;-51.546;19.382;-42.63;27.832;-62.535;-82.477;-116.331;-73.028;-177.908;-23.859;30.926;;65.448;-21.258;-38.506
3530;-44.901;19.783;-39.938;23.657;-65.571;-79.241;-117.094;-72.91;-178.783;-22.644;27.225;;67.377;-22.033;-40.041
3540;-36.49;20.433;-36.313;19.985;-67.901;-75.937;-117.426;-72.419;-179.869;-21.429;23.524;;69.321;-22.457;-42.034
3550;-26.073;20.683;-32.847;15.215;-70.676;-72.408;-116.869;-72.514;-180.903;-19.737;18.503;;71.175;-23.212;-42.029
3560;-15.608;21.323;-30.11;11.378;-71.648;-68.655;-116.099;-72.23;-181.47;-18.044;13.448;;71.572;-24.008;-42.07
3570;-2.959;22.363;-28.065;8.433;-74.767;-64.161;-114.637;-71.063;-181.506;-16.207;8.241;;72.167;-26.894;-42.236
3580;9.526;22.72;-24.59;3.943;-78.189;-58.766;-112.168;-69.843;-180.277;-14.37;3.034;;71.498;-31.383;-42.24
3590;23.291;23.374;-18.396;-1.459;-83.534;-53.706;-110.786;-68.912;-178.819;-14.17;-2.207;;70.382;-34.992;-42.526
3600;37.132;22.726;-12.243;-5.367;-88.445;-48.348;-109.517;-67.65;-176.909;-13.97;-6.488;;69.618;-37.932;-43.446
3610;50.932;21.997;-7.215;-8.881;-92.564;-44.411;-108.321;-66.501;-174.803;-14.25;-10.77;;68.902;-41.876;-43.84
3620;63.599;20.109;-2.691;-15.775;-92.499;-41.811;-107.041;-64.186;-172.956;-14.799;-15.113;;69.778;-44.647;-44.793
3630;76.73;18.39;0.673;-21.76;-90.503;-38.237;-107.702;-63.065;-172.222;-15.588;-19.457;;69.966;-47.072;-42.454
3640;90.661;16.764;3.917;-25.512;-88.821;-35.211;-107.581;-62.258;-172.025;-16.577;-23.84;;68.873;-48.225;-39.255
3650;104.357;15.124;7.43;-29.982;-87.418;-32.468;-107.728;-61.851;-172.556;-17.565;-26.903;;66.934;-49.334;-35.537
3660;118.639;15.734;12.063;-34.757;-87.138;-30.822;-108.829;-60.792;-172.683;-18.286;-30.05;;64.541;-51.538;-31.672
3670;132.796;16.808;16.738;-38.403;-87.546;-29.457;-110.623;-59.524;-171.921;-17.566;-33.196;;62.393;-55.425;-29.995
3680;142.554;17.677;22.492;-42.632;-87.008;-25.676;-112.855;-59.255;-171.301;-16.846;-37.182;;62.788;-60.68;-27.83
3690;151.193;19.011;27.611;-46.829;-86.023;-19.109;-113.72;-58.537;-170.65;-16.086;-41.044;;63.352;-64.817;-25.374
3700;156.342;20.345;32.743;-48.706;-83.807;-9.971;-114.087;-57.309;-169.901;-15.567;-43.786;;62.357;-66.506;-22.895
3710;160.145;23.091;36.196;-49.823;-82.95;-1.174;-114.597;-56.492;-168.859;-16.759;-46.815;;56.534;-68.215;-20.444
3720;164.161;25.617;38.553;-50.283;-83.607;10.592;-114.152;-55.357;-167.212;-17.95;-49.844;;50.927;-70.745;-18.527
3730;169.254;31.145;40.263;-51.806;-83.219;21.674;-112.047;-54.153;-164.953;-18.662;-52.866;;47.934;-73.437;-16.862
3740;173.623;36.052;42.523;-53.531;-81.272;30.48;-109.057;-52.124;-162.454;-21.29;-55.888;;43.997;-75.132;-15.25
3750;178.019;40.48;46.785;-55.834;-80.659;34.892;-105.902;-50.121;-159.88;-24.028;-58.83;;40.185;-74.083;-12.761
3760;181.597;45.497;51.952;-58.694;-75.621;38.509;-102.709;-46.752;-157.59;-26.766;-62.028;;35.324;-72.506;-9.039
3770;184.262;49.953;58.19;-60.528;-71.905;41.697;-99.552;-43.313;-155.568;-29.228;-65.225;;31.414;-71.699;-5.316
3780;186.858;54.532;62.458;-60.874;-65.149;44.306;-97.092;-38.897;-153.65;-29.29;-69.542;;28.752;-71.006;-1.948
3790;186.538;57.513;66.406;-62.092;-58.672;46.683;-95.721;-34.961;-150.408;-28.697;-73.563;;26.368;-70.421;0.321
3800;184.738;60.92;68.986;-65.068;-50.425;48.388;-93.87;-31.291;-145.924;-28.103;-75.983;;24.377;-68.592;-2.054
3810;181.919;62.354;71.964;-67.768;-43.258;47.981;-90.612;-27.403;-140.579;-27.731;-77.183;;23.6;-66.767;-3.942
3820;178.739;63.423;76.034;-70.211;-33.6;47.928;-87.029;-23.777;-134.193;-27.159;-78.383;;23.575;-63.543;-3.646
3830;176.098;63.89;79.487;-71.113;-24.313;48.434;-84.436;-20.301;-128.552;-26.586;-79.439;;24.557;-58.352;-1.858
3840;174.509;63.959;79.503;-70.879;-13.757;48;-81.156;-16.47;-123.357;-25.69;-80.494;;24.989;-53.479;3.022
3850;173.196;63.703;79.403;-70.728;-3.943;46.839;-76.487;-13.006;-116.549;-24.634;-79.389;;23.971;-49.177;9.672
3860;172.472;63.033;78.946;-71.206;6.243;46.494;-71.072;-9.954;-107.259;-23.099;-78.394;;23.132;-45.185;17.353
3870;171.708;62.149;78.579;-70.862;13.843;46.491;-65.934;-7.455;-96.578;-21.324;-77.4;;20.825;-41.279;25.313
3880;170.348;60.174;78.692;-70.283;18.977;45.725;-58.236;-4.71;-85.032;-19.79;-75.846;;19.123;-36.73;29.312
3890;166.532;57.549;79.828;-69.949;23.541;43.367;-49.206;-1.734;-72.059;-18.119;-74.251;;20.833;-32.284;33.182
3900;162.476;54.924;80.928;-68.706;28.138;40.332;-40.999;1.79;-57.85;-16.447;-72.884;;23.783;-29.092;35.628
3910;157.516;51.767;81.968;-66.273;34.484;36.623;-32.61;4.932;-42.539;-14.175;-71.779;;28.214;-24.692;38.221
3920;152.294;48.61;83.119;-64.229;43.753;33.114;-23.428;7.761;-25.97;-11.903;-68.194;;32.247;-18.712;42.09
3930;150.232;45.407;83.949;-61.31;52.988;28.923;-12.703;11.528;-8.851;-9.797;-63.611;;33.782;-11.92;46.377
3940;148.966;40.873;84.299;-58.156;64.88;22.832;-2.836;16.215;8.407;-7.731;-59.028;;33.84;-3.949;49.299
3950;147.029;36.339;84.698;-57.608;74.743;14.565;7.046;20.142;26.608;-4.305;-54.004;;32.95;3.308;51.582
3960;144.35;31.23;84.252;-58.37;84.073;6.412;17.178;24.859;46.43;-0.858;-48.335;;35.579;11.214;52.797
3970;140.026;26.121;83.519;-59.539;93.281;-4.451;25.716;29.124;66.212;2.637;-42.666;;38.963;19.814;56.974
3980;134.662;19.721;82.778;-59.148;100.156;-14.636;32.559;33.672;87.233;5.652;-36.997;;41.072;28.841;64.759
3990;128.888;14.029;80.988;-58.877;103.837;-22.058;40.505;39.284;108.717;8.668;-32.088;;43.719;37.49;72.126
4000;123.394;8.378;77.57;-58.694;107.774;-25.185;48.233;46.454;129.894;12.149;-26.135;;46.017;44.352;77.39
4010;118.87;2.055;74.083;-58.234;109;-26.764;57.844;52.559;150.641;15.63;-19.892;;48.034;50.48;81.441
4020;115.661;-4.061;70.579;-57.228;113.789;-29.139;67.646;59.225;171.434;19.263;-12.73;;49.479;58.008;84.994
4030;112.589;-9.199;67.014;-55.708;116.352;-33.07;77.887;67.334;191.818;21.737;-4.24;;50.299;65.174;86.774
4040;110.091;-10.436;63.743;-53.717;120.552;-37.579;89.099;75.524;211.004;22.439;4.25;;50.583;71.982;89.633
4050;106.233;-11.639;61.113;-49.567;123.119;-42.577;99.892;84.575;230.658;23.141;12.939;;51.164;77.018;93.379
4060;103.194;-9.401;58.297;-45.246;126.194;-46.248;108.662;93.502;250.724;23.808;20.753;;51.683;81.526;94.742
4070;97.876;-7.095;53.961;-41.858;128.037;-50.294;116.93;101.989;270.033;23.876;28.684;;51.015;86.884;94.279
4080;91.641;-4.215;49.541;-41.179;129.026;-54.633;126.059;110.592;290.052;24.005;36.615;;49.712;91.954;93.101
4090;84.601;-1.396;45.306;-41.236;130.349;-58;135.665;119.397;310.269;24.135;42.466;;48.501;98.377;91.068
4100;77.214;1.423;41.632;-40.154;132.326;-61.219;144.466;127.64;327.281;24.223;45.454;;47.674;106.414;88.775
4110;69.506;5.777;38.343;-38.17;133.484;-65.895;152.906;134.687;341.992;24.312;48.441;;45.521;114.96;83.628
4120;61.6;10.13;34.8;-36.585;133.361;-70.386;160.685;140.959;355.29;24.305;50.189;;43.968;122.232;82.126
4130;53.048;14.658;31.577;-35.342;134.843;-74.408;167.233;147.262;368.743;26.578;51.377;;42.098;126.439;82.623
4140;45.11;17.172;28.196;-33.481;134.197;-77.411;173.399;151.899;379.524;28.851;52.55;;39.632;130.396;82.354
4150;34.77;19.68;24.794;-31.308;135.03;-80.273;178.588;154.997;388.879;30.834;53.676;;36.418;135.069;81.948
4160;24.509;20.637;20.53;-28.93;135.923;-81.47;183.553;155.756;397.072;32.218;55.001;;33.153;138.679;82.337
4170;11.655;21.594;16.403;-25.768;134.932;-81.246;187.121;156.137;401.766;35.081;53.985;;30.2;141.996;83.685
4180;-0.519;23.105;10.596;-22.543;133.23;-81.154;189.723;157.807;403.854;37.945;52.968;;27.203;145.858;84.67
4190;-13.141;25.25;5.323;-20.338;127.31;-81.628;190.223;158.383;403.604;40.829;52.152;;23.695;147.963;85.414
4200;-25.415;27.608;0.119;-17.37;122.27;-83.392;188.979;155.644;398.981;42.353;50.937;;20.331;147.354;85.972
4210;-37.69;28.175;-2.396;-13.662;117.277;-83.052;184.917;153.117;388.452;43.877;49.721;;17.743;145.829;85.832
4220;-49.771;28.942;-1.716;-10.232;110.81;-82.942;180.092;148.753;376.45;46.801;49.186;;14.898;143.761;83.447
4230;-63.032;27.906;-1.077;-7.756;102.782;-84.39;175.912;143.743;363.499;49.767;48.651;;12.092;141.164;77.865
4240;-75.063;26.792;-1.749;-5.255;96.047;-85.884;169.952;137.401;349.774;52.843;48.869;;9.215;138.825;71.459
4250;-87.193;25.677;-4.737;-1.806;87.814;-86.596;164.426;129.488;336.363;55.439;48.859;;6.24;136.956;66.101
4260;-97.863;23.788;-7.91;0.694;82.665;-87.69;158.382;121.417;323.775;57.354;48.85;;3.262;135.407;60.601
4270;-109.688;21.808;-12.964;2.298;75.476;-88.171;151.921;112.874;310.917;59.022;47.872;;0.601;132.789;55.152
4280;-119.514;18.623;-18.246;3.895;69.472;-87.483;144.061;101.992;297.883;60.759;46.894;;-3.076;129.206;50.69
4290;-129.461;13.439;-23.272;4.348;60.385;-86.532;135.232;90.32;284.298;64.135;45.196;;-5.483;125.869;45.537
4300;-136.04;8.254;-28.338;4.353;49.858;-86.435;126.761;77.908;270;67.512;43.105;;-8.33;124.021;40.8
4310;-142.348;2.29;-33.501;5.061;39.207;-86.062;119.879;65.663;254.583;70.679;40.917;;-10.763;123.516;37.623
4320;-146.785;-3.674;-37.743;5.011;30.512;-85.203;113.422;53.692;236.167;73.563;38.73;;-12.873;123.087;34.839
4330;-152.721;-9.005;-42.465;5.343;23.414;-84.835;105.343;41.343;214.345;76.447;36.502;;-15.349;122.485;33.692
4340;-158.658;-13.488;-47.014;5.847;15.685;-83.869;96.181;28.688;192.688;79.717;36.389;;-17.313;120.541;33.292
4350;-162.565;-17.888;-51.923;5.959;6.088;-83.106;86.468;16.748;172.909;83.628;36.103;;-18.953;116.794;29.623
4360;-165.753;-22.843;-56.047;6.066;-3.697;-82.637;75.985;5.785;152.799;87.538;36.938;;-19.215;112.657;26.559
4370;-168.012;-27.701;-60.137;6.497;-10.561;-83.31;65.731;-3.818;133.225;91.083;39.026;;-18.779;110.15;18.894
4380;-168.964;-31.81;-62.669;7.099;-17.709;-83.319;56.183;-13.116;113.11;92.134;41.114;;-18.557;110.473;11.477
4390;-169.326;-34.49;-65.626;6.764;-23.975;-83.974;46.819;-20.066;95.028;89.385;41.483;;-19.36;110.879;5.252
4400;-167.326;-37.245;-68.542;6.323;-33.11;-83.806;37.855;-25.764;76.101;86.636;41.575;;-20.959;110.578;2.372
4410;-165.44;-38.979;-71.546;4.814;-42.77;-82.105;28.783;-29.6;54.512;83.715;41.55;;-22.715;110.436;0.414
4420;-161.368;-40.644;-74.495;1.877;-54.092;-81.611;21.625;-33.279;33.723;79.382;41.526;;-24.516;110.175;-3.279
4430;-160.361;-41.411;-76.044;-0.691;-64.555;-82.033;14.353;-38.276;14.39;75.05;40.661;;-26.646;109.018;-8.091
4440;-161.521;-42.05;-75.659;-2.131;-72.572;-82.793;8.324;-43.637;-2.794;68.837;39.803;;-29.988;108.657;-13.419
4450;-162.221;-42.688;-75.233;-4.574;-80.832;-82.299;3.601;-45.603;-16.141;62.625;39.048;;-32.353;109.422;-17.539
4460;-163.299;-43.113;-75.403;-7.403;-87.189;-82.537;0.484;-48.615;-25.877;56.433;39.454;;-35.314;110.316;-21.342
4470;-163.298;-43.538;-77.291;-10.404;-91.568;-81.753;-1.894;-49.928;-34.778;48.841;39.179;;-38.135;109.491;-25.901
4480;-160.206;-42.524;-79.372;-13.554;-93.546;-78.977;-4.901;-50.579;-44.829;42.65;38.967;;-39.229;107.349;-29.039
4490;-153.106;-40.36;-79.819;-17.708;-97.39;-75.371;-7.946;-51.599;-54.978;36.423;38.748;;-39.284;103.993;-31.008
4500;-145.975;-38.196;-78.05;-22.437;-101.419;-72.407;-11.828;-52.812;-65.23;30.39;39.848;;-39.148;100.594;-32.875
4510;-139.607;-35.342;-76.204;-26.519;-107.803;-68.437;-16.886;-53.804;-75.232;25.037;40.811;;-41.586;96.559;-34.974
4520;-133.679;-32.488;-73.679;-30.6;-113.931;-64.735;-22.034;-55.33;-85.047;19.684;41.774;;-43.443;93.818;-37.137
4530;-130.342;-29.97;-71.257;-35.636;-120.492;-62.823;-26.254;-57.85;-94.448;14.411;41.672;;-44.757;91.21;-38.506
4540;-126.939;-28.032;-69.899;-40.006;-126.691;-61.451;-29.575;-60.206;-104.09;9.062;42.166;;-46.303;87.479;-38.546
4550;-124.937;-26.094;-68.062;-44.286;-131.669;-57.64;-33.379;-62.15;-113.861;3.713;42.659;;-47.01;83.426;-38.076
4560;-122.328;-24.759;-66.246;-49.75;-136.974;-52.597;-39.261;-63.513;-123.673;-1.116;41.385;;-48.812;78.463;-36.749
4570;-120;-23.423;-64.814;-54.411;-142.692;-47.004;-45.483;-65.526;-130.452;-6.225;40.11;;-49.978;73.888;-35.327
4580;-114.732;-23.319;-63.237;-58.379;-147.543;-41.754;-50.069;-66.448;-136.772;-11.403;38.697;;-51.263;69.686;-37.228
4590;-109.894;-23.854;-61.392;-60.683;-151.912;-37.788;-53.466;-67.063;-144.836;-16.581;37.283;;-53.909;66.361;-38.574
4600;-106.295;-24.389;-59.055;-62.905;-154.466;-33.756;-57.342;-68;-152.913;-22.399;34.99;;-55.239;64.021;-36.484
4610;-103.137;-24.101;-56.83;-65.109;-157.273;-29.592;-60.927;-68.458;-160.528;-28.217;31.578;;-56.481;61.56;-33.492
4620;-99.115;-23.909;-54.454;-67.527;-160.848;-24.739;-63.846;-68.234;-169.036;-35.032;27.814;;-58.913;57.462;-30.888
4630;-94.996;-22.152;-52.477;-70.268;-163.989;-19.468;-67.113;-67.539;-177.361;-41.647;22.657;;-60.258;52.694;-28.908
4640;-89.749;-21.641;-50.061;-72.581;-164.299;-13.665;-70.752;-67.688;-184.982;-44.462;19.219;;-61.233;48.458;-27.097
4650;-84.502;-20.952;-47.968;-75.931;-161.571;-7.892;-72.972;-68.255;-192.212;-47.277;15.782;;-62.865;45.121;-24.341
4660;-79.603;-21.607;-44.516;-79.199;-158.953;-4.145;-74.597;-68.679;-197.625;-49.975;12.159;;-65.737;41.37;-21.309
4670;-74.579;-22.007;-41.188;-82.179;-154.09;0.494;-76.695;-68.316;-201.601;-52.57;7.855;;-68.743;36.509;-17.192
4680;-67.468;-23.08;-37.754;-85.623;-149.36;5.843;-78.302;-67.953;-205.302;-55.164;4.392;;-69.905;33.061;-13.914
4690;-56.974;-22.681;-36.081;-89.91;-146.55;10.317;-80.193;-67.666;-209.826;-55.879;0.825;;-69.057;26.799;-11.273
4700;-46.68;-22.476;-34.463;-94.192;-145.16;14.354;-82.945;-67.393;-215.825;-56.463;-1.506;;-68.643;20.106;-10.404
4710;-35.117;-22.408;-34.433;-98.752;-146.832;18.299;-85.342;-67.727;-221.21;-57.048;-4.997;;-67.273;13.881;-9.852
4720;-24.749;-22.341;-34.163;-101.012;-147.865;22.737;-88.109;-69.119;-225.996;-57.592;-8.488;;-66.752;9.782;-6.228
4730;-15.941;-24.552;-33.934;-102.429;-149.119;26.891;-90.374;-71.079;-230.097;-59.535;-11.897;;-68.677;6.073;-3.443
4740;-11.702;-27.848;-33.145;-104.36;-148.252;31.233;-92.061;-72.879;-233.212;-61.644;-15.225;;-73.128;-0.43;0.759
4750;-5.983;-31.145;-32.415;-106.72;-145.474;34.637;-94.135;-74.105;-235.941;-62.633;-19.873;;-76.105;-5.441;3.257
4760;-1.017;-33.83;-31.706;-108.825;-142.241;35.199;-96.393;-75.487;-238.305;-63.519;-24.521;;-75.423;-7.67;5.748
4770;6.988;-36.557;-31.037;-110.891;-138.992;35.287;-98.323;-77.132;-240.357;-63.859;-29.839;;-75.262;-11.6;9.026
4780;14.992;-39.414;-30.389;-113.2;-135.041;37.706;-100.339;-78.239;-242.869;-64.28;-34.236;;-73.799;-16.451;11.527
4790;24.829;-41.266;-29.194;-114.85;-127.608;43.128;-102.051;-79.037;-244.12;-63.901;-38.633;;-72.287;-20.179;13.553
4800;34.375;-43.015;-28.12;-114.651;-120.327;49.821;-103.564;-79.513;-245.236;-63.287;-43.554;;-72.12;-23.668;13.043
4810;44.272;-43.501;-27.321;-113.643;-113.269;53.16;-104.927;-80.117;-245.801;-62.846;-46.894;;-72.52;-29.643;14.828
4820;54.697;-43.731;-26.825;-113.796;-110.466;56.399;-106.508;-80.36;-246.181;-62.124;-50.233;;-73.535;-37.028;16.263
4830;66.161;-42.331;-26.248;-113.919;-109.531;60.851;-109.188;-81.674;-244.473;-61.403;-53.572;;-74.196;-43.172;19.846
4840;77.883;-40.523;-25.658;-114.759;-108.063;65.534;-112.699;-83.103;-241.437;-61.321;-57.313;;-72.192;-49.459;21.142
4850;90.279;-38.646;-24.884;-116.574;-104.156;68.662;-115.622;-83.342;-238.001;-63.502;-60.334;;-70.076;-56.326;21.354
4860;102.594;-37.648;-23.95;-117.221;-99.932;71.323;-117.223;-82.619;-234.734;-65.683;-63.354;;-68.51;-63.306;21.608
