timepoints (min);46: wc-2-.1;47: wc-2-.2;48: wc-2-.3
3230;1.021;48.786;-12.197
3240;-2.71;47.794;-15.527
3250;-4.938;43.434;-15.167
3260;-7.406;39.075;-16.05
3270;-10.087;41.899;-16.294
3280;-8.328;44.724;-12.499
3290;-8.88;45.989;-9.277
3300;-9.686;44.974;-7.474
3310;-11.731;43.959;-7.908
3320;-13.294;42.662;-8.381
3330;-14.339;41.365;-5.938
3340;-15.585;41.654;-3.863
3350;-16.913;41.942;-1.954
3360;-16.201;41.11;-4.734
3370;-14.314;38.277;-8.818
3380;-9.913;35.444;-9.766
3390;-8.112;34.468;-9.381
3400;-6.552;33.491;-8.996
3410;-5.116;35.004;-8.728
3420;-4.56;36.517;-8.033
3430;-2.521;36.604;-7.806
3440;-1.226;35.051;-9.759
3450;-1.018;33.498;-12.106
3460;-1.63;29.666;-11.996
3470;-1.803;25.834;-9.746
3480;-0.266;26.029;-7.386
3490;2.356;26.223;-4.763
3500;2.418;27.288;-7.663
3510;2.247;27.393;-11.848
3520;2.749;25.818;-15.586
3530;1.57;24.445;-19.966
3540;-0.368;23.073;-22.425
3550;-2.666;21.72;-25.193
3560;-3.472;20.367;-29.836
3570;-3.37;18.95;-36.938
3580;-2.028;17.534;-44.032
3590;-0.261;15.557;-47.403
3600;1.27;12.12;-51.029
3610;1.157;8.683;-51.283
3620;0.244;7.92;-51.415
3630;-2.269;7.157;-53.814
3640;-3.246;8.041;-55.521
3650;-4.96;8.925;-56.543
3660;-6.794;7.552;-56.89
3670;-8.932;5.418;-56.812
3680;-11.16;3.284;-55.411
3690;-12.068;-0.538;-50.939
3700;-13.113;-4.36;-48.084
3710;-11.919;-4.566;-45.926
3720;-11.69;-4.771;-43.25
3730;-10.425;-4.905;-40.804
3740;-9.84;-3.919;-42.11
3750;-7.812;-2.932;-39.2
3760;-6.284;0.341;-32.476
3770;-4.836;3.614;-26.092
3780;-3.519;6.85;-20.668
3790;-2.481;10.086;-18.334
3800;-0.665;10.767;-15.945
3810;0.666;11.448;-13.389
3820;4.477;11.61;-9.83
3830;6.593;8.852;-5.571
3840;6.701;6.095;-2.797
3850;6.808;7.37;2.055
3860;8.091;8.644;3.909
3870;10.069;10.414;8.123
3880;11.119;12.183;10.465
3890;13.712;9.062;14.143
3900;14.865;7.651;16.476
3910;16.579;6.24;21.103
3920;20.106;8.473;22.034
3930;24.513;10.706;24.608
3940;28.081;14.4;26.527
3950;29.964;18.094;28.109
3960;30.593;20.377;29.259
3970;31.017;19.939;30.73
3980;29.12;19.502;29.892
3990;27.549;20.188;27.721
4000;26.641;20.873;26.301
4010;25.094;19.346;23.368
4020;23.629;17.819;20.848
4030;22.615;13.93;18.714
4040;23.281;10.04;18.222
4050;24.141;11.31;17.56
4060;25.08;11.439;16.672
4070;22.314;11.567;17.414
4080;21.508;14.203;18.862
4090;18.981;16.839;20.71
4100;16.793;15.617;21.492
4110;16.902;14.394;25.905
4120;12.931;12.142;28.968
4130;9.367;8.021;33.582
4140;4.443;3.899;34.36
4150;1.841;-0.519;34.814
4160;-0.863;-4.937;33.014
4170;-4.848;-9.455;36.212
4180;-9.541;-13.974;35.623
4190;-12.411;-16.735;29.826
4200;-13.721;-21.097;25.03
4210;-14.804;-25.458;19.4
4220;-15.783;-28.032;12.463
4230;-15.244;-30.606;5.023
4240;-16.781;-33.061;3.192
4250;-18.997;-35.516;2.748
4260;-20.012;-40.058;-0.956
4270;-20.611;-44.6;-5.215
4280;-21.81;-46.862;-9.397
4290;-23.588;-46.686;-12.687
4300;-25.108;-46.509;-12.542
4310;-26.394;-48.175;-10.934
4320;-28.354;-49.841;-12.266
4330;-32.554;-50.572;-15.472
4340;-33.143;-51.303;-18.941
4350;-34.36;-50.754;-24.892
4360;-38.377;-45.491;-33.165
4370;-38.657;-40.228;-42.487
4380;-38.979;-35.695;-50.04
4390;-39.32;-31.163;-55.48
4400;-39.476;-29.474;-60.502
4410;-39.152;-27.786;-62.826
4420;-39.139;-27.674;-65.91
4430;-39.548;-27.963;-65.417
4440;-41.036;-28.251;-59.407
4450;-41.543;-27.047;-54.542
4460;-42.47;-25.843;-49.608
4470;-43.877;-23.841;-46.879
4480;-45.684;-21.84;-42.734
4490;-45.651;-20.676;-40.221
4500;-45.781;-20.152;-38.302
4510;-46.548;-16.828;-33.575
4520;-49.234;-15.925;-28.634
4530;-51.876;-15.023;-22.352
4540;-53.47;-17.698;-17.124
4550;-51.705;-20.372;-13.908
4560;-49.326;-19.004;-9.006
4570;-47.186;-17.636;-1.157
4580;-45.014;-17.468;7.153
4590;-42.752;-17.6;18.691
4600;-39.73;-17.732;28.359
4610;-36.804;-24.712;39.462
4620;-32.706;-31.691;52.486
4630;-27.928;-32.763;61.796
4640;-22.985;-33.834;70.61
4650;-18.142;-35.276;77.41
4660;-14.069;-35.601;81.884
4670;-9.501;-35.927;84.338
4680;-6.572;-35.174;83.491
4690;-4.552;-34.421;79.36
4700;-2.454;-30.419;75.712
4710;1.484;-26.418;71.734
4720;5.673;-23.019;71.17
4730;9.466;-16.901;71.537
4740;13.233;-10.782;71.563
4750;15.652;-2.229;72.323
4760;18.832;6.324;72.455
4770;23.57;14.474;71.11
4780;27.68;22.625;67.354
4790;29.15;29.39;64.501
4800;26.396;36.156;64.12
4810;23.294;42.201;63.709
4820;23.19;47.785;63.17
4830;22.956;53.368;62.217
4840;23.841;60.084;55.007
4850;24.67;66.8;50.68
4860;26.074;73.906;49.302
4870;26.519;81.012;48.916
4880;26.112;84.246;51.701
4890;25.517;86.161;54.934
4900;22.603;88.077;57.288
4910;19.723;89.334;58.474
4920;15.243;90.59;62.16
4930;12.058;91.861;65.8
4940;10.408;93.131;67.175
4950;8.559;90.771;68.674
4960;5.419;87.251;68.375
4970;0.543;83.731;68.237
4980;-2.172;77.225;68.826
4990;-5.054;70.719;68.029
5000;-7.495;62.706;63.712
5010;-10.818;54.694;59.526
5020;-13.444;48.432;56.381
5030;-7.91;42.17;55.268
5040;-0.411;38.348;55.135
5050;-1.022;33.454;53.59
5060;-1.193;28.56;50.212
5070;-2.339;24.088;46.396
5080;-1.472;19.617;42.556
5090;-2.6;16.065;44.274
5100;-3.648;12.513;46.189
5110;-3.897;10.759;43.939
5120;-4.206;10.779;39.673
5130;-6.297;10.8;34.759
5140;-9.308;10.963;29.76
5150;-9.669;11.126;26.411
5160;-12.633;5.943;22.019
5170;-14.423;0.761;13.508
5180;-14.566;-5.148;4.087
5190;-13.988;-10.977;-3.203
5200;-13.777;-16.805;-11.101
5210;-13.007;-20.877;-13.91
5220;-12.757;-24.949;-17.561
5230;-14.086;-31.233;-24.142
5240;-17.247;-37.517;-28.75
5250;-18.407;-44.124;-32.348
5260;-19.491;-47.691;-35.469
5270;-19.295;-50.018;-38.579
5280;-26.804;-55.492;-40.615
5290;-34.11;-60.967;-41.832
5300;-32.697;-65.037;-43.699
5310;-31.182;-69.108;-43.054
5320;-28.352;-70.04;-43.036
5330;-29.041;-70.972;-45.123
5340;-29.614;-73.105;-51.868
5350;-30.786;-73.279;-58.401
5360;-33.196;-73.452;-60.108
5370;-33.739;-76.545;-60.588
5380;-29.963;-79.637;-60.619
5390;-24.403;-83.142;-63.015
5400;-13.972;-86.647;-64.029
5410;-2.022;-85.346;-62.273
5420;9.514;-85.245;-60.592
5430;19.217;-85.145;-55.952
5440;26.222;-85.759;-51.098
5450;32.366;-86.372;-46.33
5460;35.829;-86.535;-47.77
5470;41.777;-86.698;-45.597
5480;48.41;-84.161;-39.588
5490;54.363;-82.105;-38.155
5500;59.098;-80.048;-36.139
5510;63.324;-79.491;-33.498
5520;65.312;-78.934;-28.95
5530;67.923;-73.843;-29.008
5540;69.494;-68.752;-28.808
5550;70.648;-63.783;-26.938
5560;72.617;-58.815;-26.748
5570;70.665;-56.807;-25.794
5580;69.24;-54.484;-23.814
5590;68.628;-52.161;-18.75
5600;68.742;-51.266;-12.945
5610;71.892;-50.371;-11.577
5620;75.283;-48.244;-13.186
5630;76.618;-46.117;-14.968
5640;78.954;-42.851;-14.628
5650;75.691;-37.833;-13.527
5660;73.317;-32.815;-13.859
5670;66.763;-26.606;-13.457
5680;65.168;-20.396;-13.99
5690;63.188;-12.846;-15.469
5700;59.967;-5.295;-15.499
5710;58.337;1.069;-12.691
5720;59.148;8.273;-12.777
5730;57.799;15.477;-13.589
5740;59.377;20.448;-11.246
5750;56.392;25.419;-9.44
5760;54.527;29.389;-9.437
5770;52.021;33.359;-8.788
5780;46.154;36.629;-1.836
5790;41.367;39.899;3.626
5800;38.477;42.65;6.942
5810;37.148;42.164;10.017
5820;37.843;41.679;11.521
5830;38.983;43.807;13.366
5840;38.084;45.935;16.266
5850;37.861;50.847;17.079
5860;35.4;55.759;19.637
5870;30.992;59.217;24.086
5880;28.415;63.691;29.615
5890;25.239;68.165;33.982
5900;21.592;75.004;33.815
5910;17.723;81.843;32.092
5920;16.094;85.559;31.694
5930;10.484;89.274;32.039
5940;4.207;91.505;33.03
5950;0.114;89.855;36.491
5960;-4.585;88.35;40.568
5970;-12.404;87.617;41.203
5980;-18.783;87.228;40.237
5990;-25.412;93.633;38.708
6000;-27.648;100.149;39.388
6010;-30.799;100.437;39.179
6020;-33.628;100.567;34.785
6030;-32.25;100.617;25.764
6040;-30.527;102.106;18.662
6050;-31.204;103.596;12.648
6060;-33.655;110.636;7.352
6070;-37.559;117.676;-0.033
6080;-41.327;118.572;-9.499
6090;-44.247;119.469;-16.73
6100;-46.512;117.968;-23.399
6110;-49.777;116.192;-29.477
6120;-52.683;114.774;-35.632
6130;-56.349;110.252;-42.422
6140;-61.686;105.648;-48.563
6150;-66.247;95.273;-50.793
6160;-68.556;84.422;-50.895
6170;-68.766;76.881;-50.757
6180;-68.513;68.353;-50.688
6190;-67.661;59.825;-51.21
6200;-67.063;55.301;-57.716
6210;-66.826;50.777;-63.168
6220;-65.179;44.554;-65.988
6230;-64.393;38.332;-67.873
6240;-61.771;26.836;-69.676
6250;-58.717;14.459;-71.67
6260;-55.716;7.93;-72.436
6270;-51.954;2.433;-71.666
6280;-49.063;-2.808;-74.422
6290;-42.212;-7.644;-76.418
6300;-34.846;-12.459;-78.124
6310;-26.728;-18.331;-77.694
6320;-22.44;-24.541;-75.407
6330;-18.022;-27.39;-70.846
6340;-15.895;-30.065;-70.08
6350;-12.928;-32.739;-68.557
6360;-9.098;-36.018;-68.404
6370;-2.908;-39.297;-64.519
6380;3.977;-42.326;-62.28
6390;10.737;-45.354;-61.56
6400;16.883;-46.356;-61.35
6410;21.647;-46.917;-61.353
6420;29.007;-47.458;-62.266
6430;34.127;-47.254;-63.277
6440;39.183;-47.105;-59.879
6450;39.64;-47.385;-53.546
6460;40.334;-47.334;-51.957
6470;41.393;-46.789;-47.262
6480;42.956;-46.321;-42.735
6490;42.422;-45.854;-38.277
6500;43.139;-44.545;-37.873
6510;42.857;-43.236;-34.196
6520;40.161;-42.479;-28.208
6530;37.692;-41.721;-19.752
6540;32.439;-41.996;-14.17
6550;26.826;-42.36;-8.429
6560;20.374;-44.684;-6.646
6570;19.168;-46.994;-7.003
6580;16.72;-51.305;-6.702
6590;16.563;-55.756;-5.326
6600;14.902;-60.847;-3.688
6610;13.186;-64.423;-1.457
6620;13.51;-67.08;-2.495
6630;13.152;-67.837;2.539
6640;13.593;-65.034;8.99
6650;13.79;-62.28;12.97
6660;11.994;-62.996;16.829
6670;6.589;-64.07;22.797
6680;2.483;-63.192;27.676
6690;-1.989;-62.237;25.919
6700;-4.381;-59.45;23.279
6710;-5.408;-56.269;26.098
6720;-6.236;-55.168;26.243
6730;-5.996;-53.556;27.244
6740;-2.276;-51.463;28.197
6750;0.276;-49.174;31.509
6760;1.486;-44.124;31.477
6770;2.337;-40.177;28.817
6780;3.828;-36.069;25.168
6790;3.799;-33.003;20.739
6800;4.33;-32.246;19.88
6810;4.743;-30.793;21.262
6820;7.415;-28.76;28.694
6830;10.474;-25.375;34.679
6840;16.581;-19.07;37.175
6850;22.495;-13.712;38.986
6860;28.41;-8.274;38.8
6870;30.717;-3.757;41.705
6880;30.019;-0.72;44.458
6890;27.983;0.523;48.303
6900;24.432;1.646;53.521
6910;23.211;5.881;58.389
6920;21.044;12.077;60.361
6930;19.404;16.301;61.927
6940;16.964;17.404;66.451
6950;17.01;18.172;69.978
6960;15.684;17.163;72.08
6970;14.214;18.302;74.352
6980;12.141;19.832;77.701
6990;6.939;20.716;79.592
7000;3.102;21.615;81.532
7010;1.549;19.651;83.108
7020;1.316;17.567;84.47
7030;1.244;15.074;86.135
7040;1.48;12.902;89.633
7050;1.349;12.08;92.332
7060;-0.382;9.338;91.268
7070;-5.24;5.85;85.732
7080;-13.232;-0.439;81.676
7090;-24.463;-8.771;81.422
7100;-35.375;-15.895;80.265
7110;-46.708;-23.719;79.828
7120;-58.563;-30.208;76.112
7130;-66.909;-34.659;68.872
7140;-73.732;-39.763;61.928
7150;-79.09;-44.157;54.825
7160;-84.268;-48.359;46.793
7170;-89.382;-54.277;40.277
7180;-94.497;-60.196;34.168
7190;-101.448;-63.109;27.863
7200;-106.814;-65.374;22.112
7210;-110.139;-64.643;17.083
7220;-112.941;-64.539;13.131
7230;-113.902;-67.498;3.819
7240;-115.112;-70.263;-1.771
7250;-115.986;-73.109;-6.382
7260;-117.143;-76.417;-9.652
7270;-117.368;-77.524;-11.742
7280;-117.89;-78.763;-11.811
7290;-117.771;-80.761;-11.661
7300;-118.859;-82.47;-13.612
7310;-116.99;-84.415;-14.462
7320;-114.211;-86.36;-15.92
7330;-107.294;-84.105;-19.539
7340;-100.377;-81.85;-23.399
7350;-95.343;-77.346;-26.804
7360;-90.462;-72.843;-29.749
7370;-84.45;-70.477;-32.858
7380;-78.534;-68.112;-35.989
7390;-72.559;-64.461;-39.208
7400;-66.423;-61.33;-42.099
7410;-62.382;-57.593;-43.415
7420;-58.741;-54.258;-46.106
7430;-51.814;-47.508;-47.997
7440;-41.857;-40.705;-49.677
7450;-30.692;-24.812;-51.044
7460;-20.314;-10.883;-54.712
7470;-12.698;3.206;-56.702
7480;-6.029;19.593;-56.218
7490;3.898;28.394;-58.052
7500;11.85;37.461;-62.294
7510;19.788;44.843;-65.861
7520;26.142;50.145;-69.927
7530;31.201;55.531;-75.215
7540;35.492;61.357;-79.495
7550;39.342;65.204;-81.212
7560;41.352;71.331;-81.04
7570;42.566;76.617;-78.066
7580;42.499;80.702;-73.88
7590;41.546;85.699;-73.516
7600;42.633;87.199;-73.15
7610;44.479;89.774;-73.534
7620;46.164;93.884;-69.28
7630;46.994;98.502;-65.767
7640;47.105;102.57;-62.276
7650;45.668;107.635;-61.039
7660;45.476;111.983;-56.288
7670;49.239;118.354;-51.061
7680;49.937;121.338;-46.342
7690;54.719;123.964;-46.436
7700;58.046;117.39;-45.258
7710;63.932;108.245;-42.999
7720;73.174;99.101;-40.785
7730;80.297;86.647;-34.248
7740;84.686;82.393;-26.353
7750;87.746;77.767;-17.03
7760;91.166;74.301;-10.337
7770;95.698;74.448;-3.084
7780;101.47;74.36;5.763
7790;108.732;73.654;13.837
7800;107.434;71.457;20.855
7810;104.523;68.977;28.726
7820;101.251;70.571;33.008
7830;96.986;72.283;38.07
7840;95.041;71.721;44.434
7850;93.979;71.222;49.555
7860;93.757;73.498;54.087
7870;94.508;75.753;51.749
7880;96.428;78.363;50.644
7890;98.396;80.448;49.499
7900;103.808;78.814;51.252
7910;108.979;75.749;49.297
7920;105.509;70.724;47.021
7930;100.655;63.221;43.513
7940;93.034;56.157;43.738
7950;84.229;47.836;42.614
7960;73.112;41.955;44.546
7970;61.09;35.786;45.509
7980;50.476;32.451;45.342
7990;39.501;30.13;44.659
8000;29.578;28.195;45.284
8010;23.748;26.779;47.498
8020;16.666;20.877;48.033
8030;9.577;14.975;44.157
8040;-6.484;9.499;41.241
8050;-15.095;7.783;37.033
8060;-23.648;8.618;34.757
8070;-32.935;5.957;33.789
8080;-44.154;1.891;31.937
8090;-56.979;-1.345;32.004
8100;-66.523;-7.692;34.615
8110;-77.706;-17.109;37.075
8120;-88.457;-26.167;42.167
8130;-99.287;-35.476;45.828
8140;-109.59;-44.861;48.888
8150;-121.094;-51.025;49.149
8160;-131.521;-56.683;48.33
8170;-133.709;-61.861;46.112
8180;-135.327;-64.829;45.223
8190;-133.625;-67.037;46.055
8200;-131.455;-66.436;46.288
8210;-131.33;-65.835;45.106
8220;-130.417;-66.343;42.594
8230;-128.538;-66.852;40.07
8240;-126.815;-66.389;34.069
8250;-121.266;-65.898;25.335
8260;-120.658;-66.502;17.581
8270;-120.994;-65.068;11.27
8280;-121.479;-65.145;7.793
8290;-115.323;-63.397;3.644
8300;-107.611;-60.063;0.935
8310;-99.819;-56.628;-4.097
8320;-92.737;-53.192;-7.243
8330;-83.494;-49.83;-11.766
8340;-75.339;-47.883;-17.208
8350;-69.825;-42.621;-24.385
8360;-67.531;-38.389;-31.422
8370;-64.237;-35.757;-37.861
8380;-60.426;-32.592;-43.699
8390;-52.415;-29.426;-48.91
8400;-44.797;-28.36;-51.726
8410;-28.88;-27.294;-55.541
8420;-15.978;-27.004;-58.476
8430;1.888;-26.714;-61.167
8440;16.283;-25.83;-65.945
8450;26.356;-25.581;-70.003
8460;38.487;-26.708;-75.909
8470;46.326;-27.092;-78.52
8480;51.946;-28.754;-82.138
8490;57.443;-28.567;-81.956
8500;60.146;-28.159;-80.117
8510;62.298;-24.555;-76.989
8520;64.13;-20.612;-73.399
8530;67.441;-13.048;-70.128
8540;65.705;-6.8;-66.276
8550;62.488;-0.712;-60.942
8560;57.466;2.683;-55.008
8570;51.484;4.917;-50.287
8580;46.513;10.123;-44.783
8590;48.342;15.328;-39.633
8600;50.923;21.283;-36.963
8610;62.703;27.237;-34.708
8620;74.389;32.946;-32.833
8630;81.99;36.972;-29.054
8640;86.651;39.825;-25.234
8650;95.15;43.299;-18.426
8660;96.447;43.174;-11.731
8670;105.826;43.208;-6.659
8680;110.517;43.243;-2.474
8690;116.417;43.761;3.079
8700;123.692;44.28;7.657
8710;131.251;49.35;11.954
8720;138.043;54.421;15.011
8730;146.528;62.44;20.182
8740;147.125;67.099;25.753
8750;147.697;70.154;31.044
8760;143.84;69.846;34.206
8770;139.993;69.764;38.604
8780;139.206;66.146;41.748
8790;143.018;62.514;43.331
8800;148.946;59.301;40.199
8810;157.034;56.239;38.054
8820;163.93;54.739;33.101
8830;166.665;50.735;28.674
8840;164.888;45.018;22.673
8850;158.152;38.23;22.137
8860;147.463;31.532;22.577
8870;141.593;27.879;23.509
8880;139.952;24.225;21.125
8890;135.95;19.545;20.157
8900;127.429;14.865;17.087
8910;119.19;14.647;14.963
8920;108.912;15.269;15.581
8930;98.585;15.657;16.719
8940;83.738;14.364;15.697
8950;71.877;9.834;16.178
8960;53.577;4.509;18.687
8970;39.101;-0.817;19.081
8980;20.385;-5.441;18.492
8990;8.35;-10.066;16.866
9000;-7.957;-15.117;11.378
9010;-20.408;-19.128;6.088
9020;-32.349;-22.828;1.327
9030;-45.77;-24.887;0.465
9040;-57.997;-27.222;-0.417
9050;-70.105;-30.899;0.393
9060;-83.208;-34.749;1.193
9070;-96.472;-35.094;6.481
9080;-105.634;-35.521;11.139
9090;-114.077;-35.399;18.294
9100;-117.07;-35.026;20.593
9110;-117.989;-36.378;20.269
