timepoints (min);16: frq7+.1;17: frq7+.2;18: frq7+.3;19: frq1-.1;20: frq1-.2;21: frq1-.3;22: frq7-.1;23: frq7-.2;24: frq7-.3;25: frq9+.1;26: frq9+.2;27: frq9+.3;28: frq10+.1;29: frq10+.2;30: frq10+.3
660;-73.056;-192.49;-201.156;-90.07;-117.978;-134.26;-213.228;10.388;7.066;-523.365;-203.548;-330.523;-147.438;-234.33;-263.212
670;-68.674;-190.695;-199.232;-82.583;-111.803;-129.747;-201.06;9.266;12.842;-514.649;-201.591;-316.427;-147.118;-224.819;-255.06
680;-68.413;-188.987;-194.693;-74.72;-105.08;-125.64;-190.307;9.147;17.907;-507.2;-197.333;-303.067;-143.813;-217.107;-246.88
690;-69.967;-187.72;-189.451;-67.553;-98.224;-120.072;-180.967;9.066;23.319;-500.701;-193.566;-292.164;-143.865;-208.385;-235.132
700;-71.035;-186.791;-185.112;-59.381;-92.109;-114.772;-172.002;8.571;28.163;-493.266;-192.734;-282.405;-143.352;-201.084;-222.862
710;-73.491;-186.239;-178.444;-51.979;-85.141;-110.385;-164.047;8.662;32.944;-484.192;-192.85;-272.662;-142.568;-196.154;-212.03
720;-75.521;-185.466;-173.315;-44.835;-79.432;-105.769;-156.959;8.736;35.117;-472.678;-193.143;-261.372;-142.042;-193.238;-202.713
730;-76.7;-184.55;-170.988;-38.8;-74.25;-101.75;-150.613;10.362;37.138;-459.1;-192.925;-248.688;-140.65;-190.762;-197.663
740;-78.381;-183.75;-168.702;-32.683;-68.836;-96.873;-145.776;11.866;37.492;-445.815;-193.825;-233.459;-140.684;-188.67;-190.219
750;-81.381;-183.003;-164.092;-27.649;-64.337;-91.465;-141.418;12.865;37.875;-433.248;-195.655;-215.165;-139.498;-185.969;-180.274
760;-82.685;-182.05;-159.857;-20.928;-60.548;-86.321;-136.306;13.369;37.993;-420.742;-196.993;-196.994;-138.553;-182.808;-170.805
770;-84.274;-179.917;-155.976;-14.804;-57.048;-80.97;-131.643;13.583;38.75;-408.857;-198.857;-181.827;-134.375;-179.554;-161.405
780;-87.986;-178.36;-152.645;-9.828;-52.409;-75.308;-125.654;13.852;39.473;-398.132;-200.854;-167.134;-128.113;-175.791;-152.266
790;-83.74;-164.913;-143.836;2.157;-39.19;-66.807;-110.885;15.49;47.44;-377.492;-193.709;-133.541;-121.131;-166.755;-129.9
800;-78.854;-150.943;-135.034;13.898;-25.981;-57.178;-96.496;17.13;54.559;-353.676;-186.311;-98.147;-115.767;-157.205;-110.044
810;-75.672;-143.696;-128.325;25.597;-14.353;-45.409;-81.735;16.967;56.873;-327.884;-183.161;-70.98;-110.314;-148.087;-91.537
820;-75.409;-138.87;-121.889;35.5;-4.446;-33.659;-70.564;16.779;58.831;-304.38;-181.055;-44.473;-102.929;-137.793;-73.945
830;-78.804;-137.771;-116.707;44.547;5.456;-20.94;-59.038;17.678;57.298;-280.418;-179.218;-20.42;-92.78;-124.927;-60.684
840;-82.107;-138.064;-111.424;52.055;14.087;-9.959;-49.829;19.373;55.214;-252.919;-177.033;-4.533;-82.029;-111.602;-45.652
850;-87.884;-139.022;-107.748;61.167;23.44;-0.07;-40.327;20.125;52.569;-224.3;-173.824;8.594;-71.603;-98.56;-32.167
860;-93.458;-139.52;-106.281;70.023;32.782;9.326;-33.459;20.591;50.072;-195.534;-169.409;21.611;-61.201;-85.014;-19.393
870;-101.06;-140.216;-108.931;76.098;39.907;20.994;-25.107;21.018;48.908;-165.028;-168.006;38.163;-49.332;-72.71;-12.275
880;-108.924;-139.964;-109.24;80.861;48.065;34.221;-18.387;20.497;48.335;-132.036;-166.977;56.962;-37.619;-62.699;-3.434
890;-116.128;-140.499;-105.893;86.77;56.221;47.363;-11.431;19.971;48.704;-100.844;-162.737;74.685;-23.458;-53.352;4.612
900;-120.788;-139.57;-101.807;91.456;63.176;60.174;-6.672;19.612;49.496;-70.686;-156.647;92.609;-8.832;-44.093;10.795
