timepoints (min);46: wc-2-.1;47: wc-2-.2;48: wc-2-.3
1020;-196.217;-220.125;-196.319
1030;-184.815;-205.133;-185.409
1040;-171.28;-192.2;-176.013
1050;-159.51;-181.372;-167.924
1060;-149.19;-171.906;-160.843
1070;-139.436;-162.35;-152.376
1080;-130.725;-154.064;-145.176
1090;-122.9;-146.688;-138.763
1100;-115.545;-139.66;-131.64
1110;-108.865;-133.108;-125.063
1120;-102.771;-127.174;-119.1
1130;-97.524;-122.03;-112.798
1140;-92.16;-117.162;-107.153
1150;-71.64;-104.014;-96.754
1160;-51.111;-90.653;-86.619
1170;-31.024;-77.44;-76.377
1180;-10.926;-64.212;-66.122
1190;-4.498;-49.969;-56.613
1200;2.114;-35.712;-47.092
1210;8.737;-21.474;-37.45
1220;12.771;-13.423;-27.799
1230;16.794;-5.398;-17.219
1240;22.107;2.693;-6.503
1250;25.871;5.995;-0.542
1260;29.861;8.548;5.386
1270;32.616;11.224;11.257
1280;35.375;12.228;14.375
1290;35.9;13.76;16.86
1300;35.971;15.567;19.202
1310;36.052;17.376;21.554
1320;36.021;19.268;22.874
1330;35.94;21.162;24.202
1340;35.872;22.99;25.558
1350;35.658;24.463;25.762
1360;35.607;26.098;26.572
1370;36.166;27.496;27.455
1380;36.734;29.141;27.504
1390;36.751;30.793;27.598
1400;36.91;32.497;27.491
1410;37.073;34.007;27.672
1420;37.6;35.563;27.983
1430;37.331;37.09;28.346
1440;37.066;37.623;29.477
1450;36.565;38.521;30.054
1460;36.017;39.426;30.64
1470;35.073;40.133;31.308
1480;34.133;39.409;30.582
1490;31.918;38.693;29.862
1500;29.367;37.986;28.932
1510;26.822;38.048;28.05
1520;25.523;38.237;27.617
1530;24.08;38.532;27.273
1540;22.64;38.312;27.576
1550;21.444;39.058;28.605
1560;20.165;39.763;29.799
1570;19.372;39.515;30.436
1580;18.343;38.193;31.037
1590;17.318;36.854;31.457
1600;17.358;35.521;31.883
1610;17.403;33.835;30.596
1620;16.853;32.155;29.315
1630;16.285;30.577;27.995
1640;15.721;29.004;26.641
1650;15.281;28.756;25.534
1660;14.552;28.512;24.653
1670;12.351;28.231;23.654
1680;10.958;28.555;23.698
1690;9.571;28.783;23.773
1700;8.028;28.656;24.41
1710;6.49;27.774;24.53
1720;5.357;27.037;24.646
1730;5.473;27.783;25.243
1740;5.592;27.932;26.243
1750;2.47;25.651;25.486
1760;-0.686;23.446;24.604
1770;-3.521;21.68;22.963
1780;-6.077;19.914;21.321
1790;-6.192;18.004;19.839
1800;-6.066;15.134;17.636
1810;-5.941;12.383;15.033
1820;-5.847;10.592;12.306
1830;-5.508;9.88;9.619
1840;-5.168;8.968;6.452
1850;-5.68;8.946;3.934
1860;-7.059;9.124;2.535
1870;-8.439;8.862;1.377
