timepoints (min);46: wc-2-.1;47: wc-2-.2;48: wc-2-.3
600;-259.612;-245.286;-219.31
610;-249.181;-231.624;-226.112
620;-240.267;-219.867;-231.107
630;-232.579;-209.931;-235.747
640;-220.623;-199.61;-240.267
650;-210.094;-190.521;-244.521
660;-200.764;-182.897;-245.229
670;-190.2;-175.338;-246.488
680;-180.804;-168.593;-247.838
690;-172.338;-162.877;-244.987
700;-164.678;-156.716;-243.008
710;-157.179;-151.161;-241.387
720;-150.209;-146.078;-238.353
730;-136.049;-133.396;-238.916
740;-121.869;-120.683;-239.973
750;-108.155;-107.938;-240.95
760;-94.42;-95.445;-240.251
770;-82.067;-83.524;-234.493
780;-69.695;-71.578;-228.671
790;-56.846;-59.736;-218.987
800;-43.976;-49.026;-207.363
810;-34.407;-38.29;-195.318
820;-24.819;-27.792;-183.225
830;-15.275;-20.823;-170.405
840;-5.711;-13.824;-158.439
850;-0.489;-6.48;-146.415
860;4.992;-1.996;-134.135
870;10.61;2.51;-123.04
880;16.243;6.749;-111.882
890;18.25;9.412;-100.104
900;20.471;12.1;-88.265
910;22.82;14.408;-79.226
920;23.381;15.627;-70.124
930;23.952;16.875;-60.361
940;24.892;18.05;-53.711
950;25.844;18.414;-47.014
960;26.288;18.808;-41.272
970;26.744;19.376;-37.205
980;27.425;19.889;-32.574
990;28.122;20.427;-27.91
1000;29.273;20.864;-23.175
1010;30.438;21.687;-19.492
1020;31.73;22.534;-15.788
1030;33.034;23.405;-11.103
1040;33.749;23.575;-10.199
1050;34.075;22.013;-9.005
1060;34.579;20.479;-6.356
1070;35.092;18.963;-3.693
1080;35.611;16.394;-2.416
1090;36.058;13.85;-1.114
1100;36.276;10.999;0.212
1110;36.265;7.977;0.975
1120;36.264;4.984;1.768
1130;36.37;1.932;2.029
1140;36.487;-0.77;1.758
1150;36.414;-3.444;1.906
1160;36.352;-5.78;2.073
1170;36.271;-8.014;2.942
1180;36.204;-10.226;3.588
1190;35.67;-12.287;4.248
1200;35.11;-14.17;6.522
1210;34.482;-16.034;9.81
1220;33.867;-18.065;13.213
1230;32.826;-19.676;16.628
1240;32.038;-21.267;20.614
1250;31.553;-22.888;24.527
1260;31.077;-23.13;28.451
1270;30.61;-23.353;33.746
1280;30.261;-23.358;38.034
1290;29.922;-21.867;42.334
1300;29.994;-20.36;48.125
1310;30.075;-18.839;52.486
1320;29.727;-17.502;56.858
1330;26.749;-18.646;59.412
1340;23.796;-19.768;63.534
1350;21.003;-20.891;67.655
1360;18.21;-22.254;71.777
1370;15.658;-23.513;73.858
1380;12.946;-24.772;76.499
1390;10.775;-25.495;79.141
