timepoints (min);46: wc-2,- -2;47: wc-2,- -3
12290;-47.789;-185.366
12300;-48.617;-195.45
12310;-49.754;-204.134
12320;-49.732;-209.062
12330;-49.71;-213.742
12340;-50.367;-217.822
12350;-50.103;-221.201
12360;-49.847;-223.783
12370;-49.67;-223.032
12380;-49.546;-216.92
12390;-49.65;-212.909
12400;-49.433;-204.19
12410;-49.314;-196.832
12420;-49.644;-185.378
12430;-49.974;-176.599
12440;-51.579;-171.069
12450;-53.825;-169.052
12460;-55.524;-166.039
12470;-56.251;-162.145
12480;-55.698;-159.512
12490;-56.571;-156.982
12500;-57.748;-154.426
12510;-57.764;-147.43
12520;-57.512;-137.686
12530;-56.579;-127.364
12540;-55.567;-118.323
12550;-54.451;-113.188
12560;-52.415;-109.004
12570;-50.679;-107.621
12580;-48.618;-105.37
12590;-45.437;-103.894
12600;-42.008;-102.479
12610;-37.899;-102.877
12620;-33.71;-102.821
12630;-30.183;-101.724
12640;-26.657;-97.749
12650;-22.932;-94.728
12660;-19.967;-90.607
12670;-15.721;-90.526
12680;-12.117;-89.001
12690;-8.441;-84.91
12700;-4.126;-76.099
12710;0.446;-68.895
12720;4.417;-63.095
12730;7.108;-60.335
12740;10.426;-57.061
12750;13.785;-54.36
12760;17.188;-53.961
12770;20.817;-53.745
12780;23.766;-53.935
12790;27.066;-55.244
12800;30.247;-54.193
12810;32.508;-52.451
12820;35.003;-47.541
12830;36.298;-42.55
12840;36.772;-38.959
12850;36.854;-35.983
12860;36.255;-32.048
12870;35.174;-26.719
12880;34.812;-21.141
12890;34.451;-15.043
12900;34.041;-8.425
12910;35.432;-1.669
12920;36.397;1.472
12930;37.404;2.068
12940;39.211;2.815
12950;41.018;3.043
12960;41.905;5.594
12970;43.392;6.368
12980;44.927;7.964
12990;47.782;10.36
13000;50.597;14.04
13010;53.516;15.557
13020;52.794;15.954
13030;52.039;14.756
13040;57.083;14.81
13050;62.247;13.863
13060;67.183;13.577
13070;66.48;13.29
13080;66.977;14.854
13090;67.632;17.258
13100;70.447;18.81
13110;73.11;20.232
13120;73.978;19.734
13130;74.126;19.719
13140;74.135;18.178
13150;74.665;17.517
13160;73.394;14.498
13170;72.021;14.149
13180;68.767;15.08
13190;64.503;18.706
13200;56.681;22.549
13210;49.779;27.423
13220;42.684;30.898
13230;36.509;34.159
13240;29.014;37.215
13250;21.643;41.792
13260;18.672;43.811
13270;18.728;45.721
13280;19.13;51.152
13290;14.011;56.101
13300;8.872;62.734
13310;0.492;68.927
13320;-2.247;78.312
13330;-5.076;85.443
13340;-8.425;91.774
13350;-13.534;95.985
13360;-18.877;100.872
13370;-21.261;105.912
13380;-23.499;112.712
13390;-27.058;119.286
13400;-31.137;124.138
13410;-34.863;131.99
13420;-38.55;140.15
13430;-40.357;148.615
13440;-41.93;154.48
13450;-40.142;159.869
13460;-38.086;165.019
13470;-35.989;172.61
13480;-34.812;179.886
13490;-33.863;185.975
13500;-32.794;188.33
13510;-36.126;192.324
13520;-39.408;196.353
13530;-42.931;198.862
13540;-46.665;200.251
13550;-51.319;199.338
13560;-52.732;186.983
13570;-54.367;171.589
13580;-56.401;155.857
13590;-57.916;140.407
13600;-59.361;128.357
13610;-61.047;116.701
13620;-63.814;106.182
13630;-66.381;93.303
13640;-67.628;80.479
13650;-69.157;67.419
13660;-69.727;54.091
13670;-70.337;39.883
13680;-71.629;25.833
13690;-72.201;11.702
13700;-72.968;-1.829
13710;-73.735;-15.353
13720;-74.102;-28.443
13730;-74.283;-41.252
13740;-73.743;-53.759
13750;-73.324;-66.23
13760;-72.36;-77.902
13770;-70.476;-90.05
13780;-68.352;-102.126
13790;-66.028;-113.041
13800;-61.863;-121.538
13810;-58.01;-120.172
13820;-53.116;-119.021
13830;-47.822;-117.869
13840;-42.032;-116.497
13850;-36.641;-114.752
13860;-31.011;-113.007
13870;-25.539;-111.117
13880;-22.268;-109.593
13890;-17.996;-108.069
13900;-14.244;-106.952
13910;-11.452;-105.552
13920;-9.343;-104.152
13930;-5.434;-102.331
13940;-2.246;-100.407
13950;0.895;-98.669
13960;5.676;-96.931
13970;9.541;-95.29
13980;13.246;-93.545
13990;16.23;-91.8
14000;19.457;-89.869
14010;21.563;-88.386
14020;22.749;-86.903
14030;23.763;-85.448
14040;24.017;-83.538
14050;22.578;-81.628
14060;20.259;-79.703
14070;16.901;-78.234
14080;13.473;-76.766
14090;11.366;-75.055
14100;9.658;-72.71
14110;8.716;-70.786
14120;7.774;-68.862
14130;8.866;-66.697
14140;9.727;-64.538
14150;11.108;-62.379
14160;11.785;-60.014
14170;13.142;-57.124
14180;12.699;-54.234
14190;12.043;-51.379
14200;11.026;-49.11
14210;8.473;-46.841
14220;5.654;-44.71
14230;2.994;-42.172
14240;0.183;-39.676
14250;-1.108;-37.179
14260;-1.279;-34.614
14270;-1.56;-31.897
14280;0.919;-29.179
14290;4.371;-26.455
14300;8.777;-23.834
14310;14.062;-21.214
14320;19.534;-18.628
14330;24.646;-16.09
14340;28.437;-13.552
14350;32.119;-11.014
14360;34.44;-8.614
14370;36.941;-6.214
14380;39.403;-3.896
14390;41.896;-1.748
14400;44.219;0
14410;47.41;0
14420;49.91;0
14430;52.326;0
14440;53.169;0
14450;54.359;0
14460;55.49;0
14470;54.807;0
14480;54.147;0
14490;53.472;0
14500;51.261;0
14510;49.219;0
14520;45.483;0
14530;38.974;0
14540;32.592;0
14550;27.279;0
14560;21.954;0
14570;17.744;0
14580;13.883;0
14590;10.157;0
14600;5.542;0
14610;2.278;0
14620;-0.805;0
14630;-4.774;0
14640;-8.511;0
14650;-10.978;0
14660;-14.329;0
14670;-17.457;0
14680;-19.266;0
14690;-19.515;0
14700;-19.854;0
14710;-20.234;0
14720;-18.336;0
14730;-17.099;0
14740;-15.872;0
14750;-14.778;0
14760;-12.856;0
14770;-9.269;0
14780;-5.262;0
14790;-0.542;0
14800;2.132;0
14810;4.605;0
14820;6.04;0
14830;7.436;0
14840;8.393;0
14850;10.23;0
14860;11.777;0
14870;13.998;0
14880;17.094;0
14890;18.739;0
14900;19.295;0
14910;19.598;0
14920;18.844;0
14930;16.754;0
14940;15.021;0
14950;14.039;0
14960;13.087;0
14970;11.085;0
14980;10.929;0
14990;10.703;0
15000;10.493;0
15010;9.303;0
15020;8.25;0
15030;7.116;0
15040;4.889;0
15050;2.319;0
15060;0.418;0
15070;-1.84;0
15080;-4.338;0
15090;-6.281;0
