timepoints (min);30: frq9-.1;31: frq9-.2;32: frq9-.3;33: frq10-.1;34: frq10-.2;35: frq10-.3;36: wc-1+.1;37: wc-1+.2;38: wc-1+.3;39: wc-2+.1;40: wc-2+.2;;41: wc-1-.1;42: wc-1-.3
5390;6.796;33.239;-29.938;13.995;-25.698;-29.106;38.043;-29.605;-21.07;-14.207;-3.833;;45.953;-4.517
5400;14.844;25.839;-36.476;14.605;-21.589;-27.45;42.619;-29.025;-18.894;-9.646;-2.134;;54.372;-5.223
5410;21.357;20.681;-41.368;16.6;-17.691;-25.583;46.588;-29.385;-17.425;-6.894;0.221;;63.305;-3.945
5420;27.357;15.91;-45.378;17.439;-14.56;-23.364;49.946;-29.77;-16.799;-4.808;2.237;;72.397;-2.153
5430;32.412;9.577;-50.228;15.906;-11.771;-21.945;52.217;-30.421;-16.934;-2.683;3.526;;81.982;-0.269
5440;32.279;-0.203;-52.861;12.207;-9.397;-21.138;54.123;-30.924;-17.81;-0.094;4.447;;91.335;1.803
5450;28.491;-12.491;-56.017;7.909;-6.692;-20.288;55.356;-31.353;-19.59;2.47;6.108;;99.777;3.647
5460;24.953;-24.986;-55.959;5.008;-4.428;-19.164;55.331;-31.819;-21.385;4.914;8.556;;107.866;5.583
5470;20.934;-36.76;-58.017;2.116;-3.01;-18.012;54.57;-32.139;-23.201;7.288;10.862;;116.103;7.112
5480;16.543;-45.97;-59.218;0.543;-2.13;-16.874;53.774;-31.839;-24.87;8.978;13.218;;124.763;8.709
5490;12.263;-54.752;-62.684;-0.473;-0.741;-15.818;51.949;-31.258;-26.29;10.095;15.061;;133.241;10.757
5500;7.112;-62.614;-63.858;-0.961;0.705;-14.738;49.319;-31.034;-25.52;10.644;15.24;;142.092;11.64
5510;4.24;-71.043;-68.8;-0.858;1.566;-13.67;47.138;-30.585;-23.474;11.532;15.411;;152.495;11.934
5520;0.011;-78.796;-70.796;-0.844;2.541;-12.639;45.646;-29.957;-22.596;11.37;16.364;;162.632;13.157
5530;-3.415;-86.818;-71.222;-0.521;3.502;-11.498;44.473;-28.912;-21.835;11.727;18.063;;172.328;14.07
5540;-4.07;-94.2;-72.033;-1.012;4.037;-10.883;40.821;-27.789;-20.695;12.726;19.622;;182.764;12.644
5550;-6.166;-102.099;-73.84;-2.11;4.623;-9.712;36.454;-26.422;-19.606;13.705;19.859;;194.592;10.014
5560;-8.574;-106.868;-75.534;-4.047;4.897;-8.861;33.895;-24.701;-17.422;15.171;18.785;;205.399;6.559
5570;-13.465;-108.996;-77.204;-6.433;5.183;-8.262;31.241;-21.844;-14.623;14.359;17.659;;213.657;4.822
5580;-20.561;-110.662;-78.475;-9.161;5.731;-7.886;27.486;-19.572;-11.71;13.19;16.386;;222.312;5.31
5590;-27.168;-112.615;-81.567;-12.359;5.737;-7.492;24.447;-17.746;-9.197;11.966;16.332;;229.026;5.64
5600;-31.686;-115.228;-85.281;-15.681;5.248;-7.259;22.948;-15.445;-7.399;11.279;17.806;;233.134;5.779
5610;-32.601;-118.406;-87.716;-18.724;4.726;-8.554;22.859;-12.822;-5.927;11.999;19.404;;235.461;8.399
5620;-36.305;-123.77;-88.23;-21.063;3.986;-10.99;23.919;-10.276;-4.597;12.839;20.75;;234.898;9.61
5630;-43.506;-128.815;-85.418;-23.226;1.632;-12.41;24.52;-8.328;-3.837;13.237;22.63;;230.859;11.25
5640;-51.341;-133.454;-84.865;-26.85;0.084;-13.877;24.04;-6.246;-4.481;11.926;23.59;;229.084;12.732
5650;-59.193;-139.887;-85.881;-31.081;-1.277;-16.006;24.152;-4.269;-5.041;9.894;23.917;;226.468;15.175
5660;-67.167;-147.481;-87.844;-35.292;-1.452;-17.01;25.075;-2.337;-6.419;9.472;24.756;;222.548;19.469
5670;-76.926;-155.138;-88.135;-38.006;-0.935;-17.334;25.672;-0.103;-7.647;9.37;25.452;;217.066;23.208
5680;-85.455;-161.163;-87.517;-39.539;-0.483;-17.421;25.927;2.203;-7.476;8.579;26.048;;210.636;24.639
5690;-90.531;-164.948;-84.724;-41.666;-0.058;-16.92;26.116;5.069;-5.885;6.601;27.686;;203.779;25.989
5700;-94.764;-167.676;-81.05;-43.43;-0.432;-16.397;26.739;8.637;-2.895;4.568;29.039;;195.829;27.091
5710;-100.863;-170.001;-77.538;-45.153;-1.128;-15.993;28.297;12.674;0.946;2.692;30.913;;187.992;25.474
5720;-108.719;-173.2;-72.708;-46.018;-0.359;-15.623;29.152;16.646;5.069;1.708;33.044;;180.131;24.319
5730;-113.332;-176.423;-71.599;-47.172;0.466;-15.894;33.23;19.808;9.12;1.6;34.501;;168.862;25.346
5740;-114.888;-180.218;-70.957;-48.739;1.854;-15.385;38.211;22.592;12.956;1.124;36.283;;157.037;25.461
5750;-115.112;-186.041;-73.942;-48.84;3.997;-14.437;43.857;25.135;15.948;0.924;39.534;;143.761;24.785
5760;-114.705;-191.03;-73.16;-48.968;6.937;-14.537;48.086;27.49;18.308;-0.924;42.855;;129.086;24.583
5770;-111.946;-194.43;-71.822;-48.334;9.924;-14.407;50.652;29.821;19.694;-1.182;46.446;;112.952;24.52
5780;-108.138;-193.604;-69.143;-47.474;12.272;-14.943;52.754;32.53;20.76;-1.891;49.65;;95.604;26.476
5790;-107.73;-189.832;-65.905;-45.724;14.161;-14.931;55.974;36.164;22.697;-0.073;53.512;;76.324;28.408
5800;-105.85;-185.604;-61.12;-43.72;14.724;-14.094;58.868;40.258;24.036;1.612;58.156;;58.63;30.239
5810;-103.782;-181.617;-55.848;-41.674;14.996;-13.018;60.548;43.132;23.519;1.058;62.967;;41.928;32.103
5820;-97.423;-177.137;-50.457;-39.003;15.705;-10.588;62.432;45.306;21.891;1.43;67.501;;23.332;33.651
5830;-89.585;-172.146;-45.687;-35.486;16.263;-9.892;63.91;47.568;20.474;3.353;71.382;;4.764;34.188
5840;-80.266;-164.731;-39.545;-31.524;17.062;-8.779;64.727;50.143;19.652;5.43;73.996;;-11.182;35.159
5850;-71.286;-153.668;-32.647;-28.422;18.342;-7.023;63.552;51.995;19.134;6.894;74.677;;-24.268;34.794
5860;-62.898;-141.983;-26.553;-25.382;18.961;-3.921;62.023;52.881;18.407;8.777;74.057;;-35.92;34.746
5870;-55.214;-126.345;-21.24;-23.283;18.971;0.116;59.781;53.474;17.182;10.436;73.306;;-45.319;36.115
5880;-47.995;-111.526;-18.585;-21.545;19.832;2.996;56.923;54.368;17.31;12.154;72.697;;-51.019;37.469
5890;-41.243;-97.272;-13.914;-20.183;20.004;5.979;55.243;55.662;19.276;13.931;71.445;;-61.443;38.868
5900;-31.881;-82.474;-9.324;-19.041;20.47;8.135;52.806;57.863;21.997;16.428;68.486;;-71.822;37.657
5910;-20.953;-66.106;-3.47;-17.92;20.716;9.411;50.632;60.379;25.559;18.269;65.375;;-80.884;33.201
5920;-10.699;-50.083;0.428;-17.261;18.221;9.952;49.09;62.803;29.128;19.756;63.026;;-88.286;29.125
5930;-0.814;-33.491;5.077;-15.899;15.967;9.56;48.121;65.159;30.869;20.643;60.927;;-94.719;27.233
5940;6.451;-15.474;7.6;-13.676;15.324;8.429;47.048;67.116;31;22.012;57.354;;-100.597;26.142
5950;17.044;2.211;10.199;-12.141;16.054;7.257;45.145;68.345;30.457;23.161;53.342;;-106.756;25.425
5960;25.148;20.177;14.541;-10.654;16.092;6.268;42.888;69.149;29.948;24.356;47.789;;-113.299;26.633
5970;35.956;37.382;17.323;-9.71;15.499;5.601;41.474;70.298;28.617;24.819;41.875;;-121.287;25.964
5980;46.535;55.139;25.41;-7.353;14.968;5.932;36.844;69.909;26.886;25.003;36.123;;-127.341;22.15
5990;53.774;75.626;31.263;-4.065;15.165;5.203;29.647;69.277;24.596;25.506;30.058;;-133.021;18.357
6000;62.272;97.713;40.357;-1.872;15.601;3.931;22.841;69.532;22.672;25.295;24.469;;-138.036;18.186
6010;70.023;119.324;47.799;0.128;14.917;3.699;18.065;70.339;20.956;26.579;20.239;;-143.555;18.27
6020;78.828;139.53;52.992;2.291;14.337;3.726;13.887;71.148;19.931;26.461;15.342;;-148.309;18.771
6030;86.531;156.215;57.065;5.057;12.979;4.789;12.299;71.109;19.541;26.48;8.777;;-151.248;17.537
6040;96.063;170.353;60.992;9;12.039;5.123;11.732;69.93;17.004;23.619;1.641;;-151.341;16.942
6050;105.036;186.055;66.763;11.262;12.225;4.017;11.41;67.822;15.913;20.43;-5.051;;-149.665;17.786
6060;112.952;202.997;71.509;13.359;12.466;2.909;10.168;68.08;15.11;19.343;-10.572;;-148.814;18.377
6070;119.611;220.474;73.83;13.942;12.72;0.666;9.91;68.404;16.178;19.25;-17.101;;-148.963;19.861
6080;127.01;236.972;73.851;13.596;13.483;0.497;10.251;68.55;17.092;18.03;-22.92;;-148.595;20.665
6090;136.581;249.87;73.617;12.833;14.354;0.321;10.738;68.839;20.619;16.469;-28.157;;-147.913;20.647
6100;147.361;259.265;74.713;13.102;15.137;0.346;11.646;69.196;22.179;14.597;-32.505;;-148.353;20.808
6110;156.561;267.24;75.924;13.281;15.572;0.338;11.84;70.676;22.617;12.41;-34.977;;-151.153;20.11
6120;167.481;269.415;76.971;14.054;15.559;0.383;11.646;72.737;25.003;10.49;-36.847;;-153.662;19.468
6130;178.383;270.527;73.786;15.371;14.865;0.226;10.865;74.349;27.968;8.69;-39.703;;-153.629;19.444
6140;189.937;271.632;73.225;17.255;14.137;0.069;10.199;74.659;29.441;6.931;-41.541;;-146.4;20.091
6150;200.699;273.074;72.985;18.567;13.228;-0.625;9.785;74.161;29.276;5.166;-41.452;;-141.466;21.197
6160;212.444;271.429;78.426;19.996;11.807;-1.414;7.223;73.291;28.73;3.877;-41.83;;-136.681;23.099
6170;223.418;269.687;80.632;20.386;12.746;-2.335;3.4;71.801;27.99;2.41;-40.879;;-129.046;24.855
6180;231.783;265.91;81.879;20.614;13.665;-2.302;-0.463;69.72;27.131;1.542;-40.018;;-120.754;26.523
6190;241.56;262.16;80.418;20.75;13.084;-1.69;-4.67;66.734;26.931;0.081;-38.99;;-115.298;28.124
6200;249.083;258.223;80.705;21.034;12.076;-0.728;-8.753;63.137;25.782;-1.386;-37.996;;-111.687;30.844
6210;257.051;256.946;79.724;21.27;11.988;0.414;-14.365;59.263;25.465;-3.53;-36.863;;-107.731;33.054
6220;264.153;255.312;78.357;21.346;11.868;1.119;-22.331;54.788;25.688;-5.826;-35.974;;-96.665;35.334
6230;269.913;253.098;70.59;20.69;12.109;1.694;-28.917;51.852;25.228;-7.201;-35.348;;-84.468;35.492
6240;276.313;249.375;63.705;19.807;10.517;2.069;-32.221;49.074;25.583;-8.236;-33.128;;-71.902;34.323
6250;284.643;246.666;55.599;18.382;6.606;2.828;-35.803;45.502;26.406;-8.894;-30.459;;-60.961;31.218
6260;292.847;244.474;48.492;16.957;3.326;1.505;-40.37;41.186;28.459;-10.127;-30.458;;-51.603;30.092
6270;300.738;242.269;43.752;14.821;0.036;-0.393;-45.284;36.436;29.88;-11.32;-31.292;;-42.374;29.491
6280;304.421;238.408;37.97;11.794;-1.942;-2.335;-51.881;31.739;30.717;-12.074;-31.061;;-34.076;27.716
6290;307.051;234.079;31.188;8.039;-3.684;-3.557;-58.832;27.105;31.432;-12.407;-30.943;;-29.556;25.872
6300;307.582;226.945;22.775;6.742;-5.426;-4.327;-65.572;22.439;31.146;-11.691;-30.468;;-24.655;24.828
6310;309.575;217.291;15.079;5.377;-7.368;-5.163;-71.483;15.899;32.262;-10.433;-30.036;;-18.032;24.189
6320;308.197;207.789;11.822;5.441;-9.514;-5.81;-78.101;9.266;31.81;-10.175;-29.221;;-10.837;23.537
6330;307.808;198.041;10.763;5.457;-11.901;-6.897;-84.97;3.303;31.236;-11.021;-28.087;;-4.92;22.772
6340;302.354;189.254;11.414;5.328;-13.997;-8.12;-91.319;-2.579;27.549;-11.975;-27.771;;-0.764;22.601
6350;294.505;180.859;12.185;5.08;-16.046;-9.993;-97.632;-8.051;26.418;-13.004;-28.743;;4.346;21.833
6360;285.884;170.381;12;4.77;-17.865;-10.388;-104.259;-14.007;27.546;-13.895;-30.353;;12.594;21.357
6370;272.61;162.025;12.474;2.019;-19.102;-11.185;-110.194;-20.052;27.375;-14.873;-31.651;;19.018;19.99
6380;255.619;154.006;16.487;-0.84;-20.447;-11.783;-113.977;-25.406;26.542;-16.161;-31.993;;23.79;17.196
6390;239.299;146.743;16.241;-3.77;-22.559;-12.948;-117.869;-29.657;26.259;-17.588;-32.681;;25.669;14.079
6400;220.332;136.479;14.646;-6.09;-24.876;-13.741;-121.13;-33.778;27.046;-19.006;-34.501;;28.775;10.87
6410;199.463;128.128;6.232;-8.465;-27.426;-13.568;-122.494;-37.189;27.745;-20.383;-36.566;;32.567;7.28
6420;175.727;116.281;0.57;-9.932;-29.692;-13.326;-123.055;-39.043;29.321;-21.575;-39.422;;33.95;2.757
6430;154.255;103.509;-4.909;-11.076;-32.446;-12.67;-123.594;-39.588;31.669;-22.85;-41.196;;32.666;-1.572
6440;130.263;88.349;-7.422;-11.745;-35.641;-12.79;-124.033;-39.559;33.654;-23.766;-41.89;;32.142;-6.01
6450;109.924;70.961;-11.352;-12.334;-39.034;-13.287;-123.666;-39.32;35.932;-24.302;-42.439;;34.65;-10.35
6460;89.891;47.506;-16.206;-12.854;-40.782;-14.263;-122.232;-39.246;36.727;-24.439;-43.859;;37.254;-13.308
6470;71.244;26.16;-21.738;-12.975;-42.502;-15.006;-117.149;-38.739;36.514;-24.099;-46.046;;31.806;-16.379
6480;51.117;4.462;-23.441;-12.499;-42.818;-16.274;-114.29;-38.443;35.528;-24.063;-48.317;;26.11;-14.719
6490;31.681;-14.447;-23.159;-11.738;-42.389;-18.168;-112.771;-38.646;32.77;-23.883;-52.13;;19.109;-11.165
6500;9.655;-32.731;-22.698;-10.988;-40.884;-20.772;-112.12;-39.166;28.731;-23.737;-56.68;;12.415;-7.906
6510;-11.668;-51.174;-22.032;-10.244;-39.186;-21.406;-111.819;-39.964;23.549;-23.394;-60.086;;7.441;-6.601
6520;-34.91;-69.928;-21.09;-9.272;-38.112;-21.681;-110.822;-40.917;18.033;-23.157;-62.392;;2.583;-8.237
6530;-54.127;-86.357;-19.578;-8.611;-37.546;-21.628;-110.233;-41.914;11.6;-23.221;-64.553;;-0.074;-9.961
6540;-70.935;-103.145;-17.681;-8.215;-37.334;-21.037;-109.963;-43.119;5.779;-23.742;-65.632;;1.764;-12.087
6550;-86.694;-116.228;-17.43;-8.079;-37.287;-20.801;-109.657;-43.742;0.374;-25.09;-66.702;;0.928;-15.076
6560;-98.808;-126.45;-19.797;-7.963;-36.588;-20.234;-107.519;-42.876;-5.181;-26.752;-67.701;;-3.032;-18.363
6570;-107.956;-136.513;-22.881;-7.251;-36.117;-20.068;-104.374;-41.779;-9.036;-28.648;-67.953;;-7.217;-20.639
6580;-119.186;-144.985;-25.909;-6.37;-35.956;-20.701;-99.211;-40.294;-11.742;-29.985;-67.781;;-10.586;-21.291
6590;-130.018;-153.561;-27.763;-6.244;-35.287;-20.858;-93.274;-38.648;-12.812;-31.397;-67.015;;-11.083;-21.583
6600;-140.96;-162.414;-31.877;-5.95;-34.59;-21.043;-87.237;-37.023;-13.56;-31.21;-65.582;;-10.139;-21.086
6610;-154.463;-166.454;-36.265;-5.996;-33.543;-22.701;-81.586;-35.277;-14.875;-31.494;-63.022;;-9.16;-20.497
6620;-167.2;-165.992;-39.848;-4.272;-32.257;-23.839;-76.526;-33.643;-16.593;-31.207;-60.008;;-7.625;-19.812
6630;-174.825;-164.937;-41.979;-2.88;-31.728;-24.99;-73.095;-31.799;-17.588;-30.72;-56.623;;-6.739;-18.887
6640;-182.527;-163.055;-46.752;-1.855;-30.937;-25.742;-69.541;-29.931;-18.055;-29.792;-53.473;;-7.499;-17.597
6650;-187.872;-160.721;-53.69;-1.019;-30.403;-26.666;-65.359;-27.782;-18.64;-28.463;-49.819;;-6.735;-16.178
6660;-192.11;-158.394;-59.451;-0.497;-29.469;-28.832;-60.665;-26.015;-19.03;-26.756;-46.237;;-5.443;-13.937
6670;-193.155;-154.884;-65.24;-0.087;-28.51;-30.491;-56;-24.886;-19.49;-25.124;-41.877;;-5.952;-11.705
6680;-194.392;-149.142;-71.017;0.159;-27.099;-31.923;-51.21;-24.829;-20.101;-22.367;-38.855;;-6.963;-9.466
6690;-193.632;-143.034;-76.506;-0.066;-25.999;-32.934;-46.117;-24.885;-21.473;-18.512;-36.999;;-7.364;-8.233
6700;-193.401;-131.132;-81.941;-0.294;-24.952;-33.872;-41.156;-24.625;-23.589;-14.988;-34.917;;-9.348;-7.898
6710;-191.611;-116.652;-84.608;-0.6;-25.632;-34.81;-34.164;-24.363;-25.567;-12.108;-32.526;;-11.938;-7.81
6720;-187.557;-103.028;-85.982;-1.041;-25.472;-36.623;-29.425;-24.192;-26.359;-11.36;-29.916;;-12.257;-7.701
6730;-179.794;-91.13;-87.308;-1.806;-26.663;-37.959;-24.614;-23.697;-26.073;-10.681;-27.09;;-13.877;-8.992
6740;-173.218;-82.683;-87.146;-2.932;-28.052;-38.71;-19.225;-22.287;-25.017;-10.203;-23.639;;-14.921;-12.637
6750;-168.44;-76.552;-86.195;-3.939;-29.113;-38.582;-13.262;-20.346;-23.415;-9.657;-20.19;;-14.137;-15.862
6760;-165.822;-70.007;-85.043;-4.939;-30.001;-38.287;-6.432;-18.185;-21.943;-9.214;-16.943;;-12.88;-17.88
6770;-160.786;-65.448;-85.64;-6.305;-30.519;-38.379;0.35;-15.919;-19.552;-8.491;-14.295;;-11.826;-17.698
6780;-155.716;-61.48;-85.051;-8.034;-30.339;-37.797;8.837;-13.847;-15.887;-7.844;-12.113;;-12.326;-16.594
6790;-154.734;-57.174;-84.724;-9.777;-28.519;-37.759;18.537;-11.641;-11.699;-6.757;-10.646;;-14.135;-17.538
6800;-152.401;-53.407;-80.695;-11.61;-26.601;-39.361;27.361;-9.903;-8.429;-5.366;-9.605;;-16.342;-21.383
6810;-152.579;-50.937;-74.052;-13.546;-25.44;-41.503;34.194;-9.366;-5.721;-3.939;-8.388;;-17.919;-25.269
6820;-153.732;-48.563;-65.806;-16.097;-24.068;-41.305;41.012;-9.658;-5.222;-2.126;-7.85;;-19.975;-27.105
6830;-155.39;-42.223;-57.594;-18.892;-22.135;-39.662;45.788;-10.732;-5.072;-1.196;-7.756;;-21.516;-29.588
6840;-154.028;-33.534;-50.359;-21.106;-20.172;-37.937;49.05;-11.923;-4.952;-0.177;-8.466;;-21.983;-32.632
6850;-153.592;-25.079;-44.692;-23.341;-18.01;-37.408;53.939;-12.945;-5.174;0.2;-9.222;;-22.301;-36.172
6860;-149.301;-20.396;-38.995;-25.298;-16.012;-36.486;59.537;-13.607;-6.759;1.817;-10.025;;-24.665;-39.498
6870;-143.423;-18.168;-36.181;-26.727;-14.29;-33.862;65.356;-13.964;-8.39;3.426;-10.68;;-29.15;-41.062
6880;-134.92;-15.954;-30.377;-27.946;-12.277;-31.73;70.55;-14.528;-9.777;4.956;-11.644;;-36.593;-41.441
6890;-126.498;-13.39;-21.628;-28.508;-9.607;-29.646;74.542;-15.308;-10.328;6.423;-12.294;;-43.269;-42.421
6900;-120.483;-8.27;-8.051;-29.379;-6.959;-26.378;78.959;-16.628;-10.411;6.043;-12.685;;-50.221;-43.812
6910;-114.066;-2.943;3.662;-29.462;-4.458;-23.135;83.61;-18.101;-10.578;4.382;-11.811;;-57.898;-46.428
6920;-106.239;3.684;14.823;-29.466;-2.099;-21.786;87.455;-19.738;-11.698;2.894;-13.092;;-63.425;-48.159
6930;-97.708;6.465;26.512;-29.303;0.28;-21.651;88.382;-21.303;-13.364;1.446;-14.665;;-65.851;-49.354
6940;-91.247;8.99;39.988;-28.386;2.848;-22.039;88.055;-22.188;-14.243;0.57;-15.48;;-69.397;-49.521
6950;-87.157;8.106;53.891;-27.448;5.246;-21.69;87.887;-22.594;-14.537;-0.389;-15.937;;-71.754;-47.974
6960;-82.44;10.741;67.083;-26.037;6.876;-21.239;86.392;-22.783;-13.479;-1.268;-15.454;;-74.153;-46.742
6970;-77.579;13.2;80.452;-24.632;7.472;-21.679;85.131;-23.577;-12.694;-0.746;-15.084;;-73.126;-45.862
6980;-74.251;17.931;88.28;-24.011;8.241;-22.326;83.655;-24.348;-12.663;-0.121;-15.592;;-70.308;-45.156
6990;-71.505;21.553;93.972;-23.503;9.647;-22.434;81.879;-24.836;-13.84;0.058;-16.523;;-66.612;-43.37
7000;-67.319;24.494;100.592;-23.023;10.977;-21.139;79.618;-25.825;-15.364;0.167;-17.857;;-65.615;-42.065
7010;-58.804;27.159;112.76;-21.948;12.295;-19.145;76.41;-27.319;-16.862;0.241;-19.572;;-65.692;-41.524
7020;-48.241;33.823;126.326;-20.364;12.866;-16.716;72.805;-28.672;-18.343;0.447;-20.899;;-64.305;-40.229
7030;-38.393;42.153;139.448;-18.154;13.521;-15.199;68.789;-29.673;-19.579;0.577;-21.514;;-61.633;-39.214
7040;-25.065;51.165;148.27;-16.145;13.24;-14.418;63.492;-30.908;-20.786;0.723;-21.941;;-58.16;-35.625
7050;-12.446;56.492;154.87;-14.163;14.159;-12.823;57.32;-31.905;-21.24;0.272;-22.745;;-55.135;-29.332
7060;-2.138;58.945;158.67;-12.581;16.423;-11.401;50.505;-32.52;-21.036;-0.29;-23.919;;-51.222;-24.092
7070;6.433;61.17;160.261;-11.339;18.668;-10.792;42.885;-32.432;-19.578;0.029;-23.808;;-43.23;-21.713
7080;16.801;62.303;161.286;-10.579;20.018;-10.674;36.903;-32.199;-18.597;2.389;-23.004;;-34.324;-21.09
7090;27.04;61.574;156.87;-9.833;21.313;-9.752;30.716;-32.341;-18.372;4.714;-20.361;;-28.058;-20.046
7100;38.178;60.996;156.188;-9.24;21.954;-7.069;23.283;-32.095;-17.895;5.92;-18.081;;-22.921;-18.233
7110;46.137;62.542;155.719;-8.6;22.396;-4.883;15.37;-32.665;-17.406;5.662;-15.406;;-18.204;-16.127
7120;53.283;66.739;157.69;-7.894;22.422;-4.363;7.412;-34.211;-16.963;5.301;-11.908;;-11.196;-15.862
7130;54.942;70.681;157.49;-6.767;22.441;-3.741;0.943;-34.919;-16.436;5.388;-8.188;;-5.143;-14.881
7140;60.308;75.63;158.404;-5.948;21.797;-3.119;-4.632;-34.666;-16.397;5.357;-5.163;;-1.553;-11.903
7150;69.301;78.724;157.759;-4.916;21.273;-2.324;-11.295;-34.801;-17.571;6.777;-2.68;;4.756;-9.244
7160;73.963;81.59;156.623;-4.261;20.497;0.116;-18.432;-35.099;-19.057;7.85;-1.359;;15.105;-6.025
7170;75.87;82.992;153.75;-3.908;19.623;4.323;-25.255;-35.03;-19.261;8.895;0.561;;23.524;-4.352
7180;75.353;85.112;149.837;-3.834;17.97;8.076;-30.732;-35.523;-19.196;8.803;3.026;;28.316;-3.542
7190;77.461;87.142;145.229;-4.382;15.982;10.669;-35.636;-36.491;-20.174;7.381;5.153;;31.51;-2.567
7200;83.193;91.189;137.225;-4.869;14.794;13.499;-41.599;-37.883;-21.96;5.966;7.121;;34.476;-2.88
7210;86.516;93.149;128.503;-5.808;14.073;15.575;-48.098;-39.188;-25.197;4.63;8.199;;38.258;-4.592
7220;87.583;94.72;116.294;-7.174;13.698;18.208;-53.673;-40.094;-28.12;2.767;9.586;;39.743;-6.568
7230;85.869;96.07;108.291;-7.646;13.477;20.001;-57.981;-41.295;-30.143;0.89;10.419;;40.327;-8.203
7240;85.389;96.709;100.571;-7.95;13.16;21.218;-61.564;-42.909;-30.897;-0.668;11.161;;40.23;-9.154
7250;86.746;95.654;93.392;-8.297;13.759;21.622;-64.753;-43.749;-31.339;-2.091;12.21;;40.119;-9.306
7260;85.284;94.806;80.796;-9.058;14.368;21.593;-67.052;-43.552;-31.807;-3.314;13.331;;40.539;-10.254
7270;80.048;92.414;68.262;-10.219;16.138;21.284;-69.186;-43.641;-32.119;-4.383;14.988;;41.11;-12.005
7280;73.612;87.83;53.257;-11.326;17.505;20.273;-72.194;-43.932;-32.865;-5.425;16.188;;40.101;-13.84
7290;65.112;82.943;41.159;-12.142;18.112;19.081;-73.909;-44.167;-33.401;-6.261;17.211;;38.597;-15.655
7300;52.634;76.61;29.074;-13.407;17.647;21.341;-73.299;-44.312;-34.452;-5.869;18.788;;37.632;-16.21
7310;41.163;72.217;18.354;-14.381;16.139;23.766;-72.542;-44.109;-36.341;-5.112;20.808;;36.366;-15.16
7320;31.097;67.982;6.047;-14.938;13.305;25.701;-71.91;-43.734;-38.983;-4.091;21.913;;32.505;-14.146
7330;18.895;59.705;-6.437;-14.814;12.072;27.666;-70.266;-43.331;-41.509;-3.37;21.721;;28.339;-11.863
7340;5.655;49.673;-15.646;-14.586;11.615;29.31;-68.64;-42.657;-43.17;-2.545;19.735;;24.695;-9.407
7350;-6.788;39.848;-28.509;-14.212;11.785;30.419;-69.392;-42.563;-43.43;-1.36;17.895;;20.303;-7.378
7360;-17.015;27.578;-42.629;-13.857;11.668;31.258;-70.908;-42.234;-41.295;0.327;15.756;;16.19;-5.132
7370;-27.17;12.919;-58.044;-13.646;10.84;32.167;-71.85;-41.029;-39.618;1.966;14.294;;10.149;-2.281
7380;-36.716;-1.589;-73.171;-13.921;9.349;33.817;-72.309;-40.383;-39.601;3.324;13.986;;7.521;-1.454
7390;-50.161;-18.332;-88.196;-14.204;7.93;36.239;-72.404;-40.326;-39.756;4.559;14.383;;7.021;-2.683
7400;-65.881;-34.957;-103.51;-14.268;6.163;37.665;-72.448;-39.618;-39.302;6.138;15.112;;6.472;-3.785
7410;-78.023;-51.32;-117.429;-13.817;5.359;37.788;-71.439;-38.67;-38.761;8.378;14.6;;1.63;-4.797
7420;-88.206;-66.452;-128.804;-13.182;4.903;37.858;-67.832;-38.439;-38.455;10.549;14.807;;-4.57;-4.892
7430;-94.997;-79.055;-140.083;-12.153;5.112;37.937;-62.295;-37.728;-37.239;11.828;14.41;;-8.977;-5.186
7440;-103.832;-91.741;-148.923;-11.241;5.796;39.483;-56.779;-36.717;-34.03;12.432;13.068;;-10.407;-5.447
7450;-114.548;-103.004;-154.123;-9.651;5.76;39.909;-50.953;-35.212;-28.394;13.236;12.148;;-11.419;-5.112
7460;-124.607;-112.717;-158.964;-7.523;6.177;41.229;-44.393;-32.992;-22.172;14.441;11.679;;-13.07;-3.743
7470;-134.17;-124.814;-161.825;-5.226;6.607;41.506;-38.4;-30.252;-16.16;16.087;10.374;;-15.383;-1.858
7480;-139.088;-136.766;-165.446;-2.887;6.934;42.189;-33.731;-27.924;-10.927;17.539;10.77;;-16.35;-0.215
7490;-142.701;-146.378;-169.705;-0.63;6.345;42.312;-29.327;-27.239;-7.219;19.032;12.433;;-15.684;1.359
7500;-148.659;-151.145;-175.448;1.186;5.352;41.673;-22.894;-27.177;-4.389;20.469;14.505;;-13.988;2.528
7510;-149.572;-155.739;-179.4;2.553;4.739;40.432;-15.319;-27.31;-1.359;21.817;17.017;;-11.359;4.48
7520;-145.859;-161.065;-183.35;3.854;4.221;39.291;-8.506;-25.971;2.149;22.724;19.132;;-7.454;7.287
7530;-141.981;-165.636;-186.28;5.066;3.938;39.717;-1.446;-23.447;5.69;23.763;20.633;;-4.491;11.688
7540;-141.514;-170.041;-188.956;6.258;4.81;41.85;3.971;-21.112;8.806;24.487;22.07;;-2.255;15.572
7550;-136.81;-169.594;-191.606;8.074;5.243;41.448;7.258;-18.777;12.968;24.483;23.054;;-3.537;18.381
7560;-131.989;-169.92;-192.89;10.261;5.254;41.917;10.055;-16.065;18.386;24.354;24.126;;-4.754;19.708
7570;-129.116;-169.701;-192.774;12.465;6.32;42.732;13.025;-12.95;24.521;22.777;25.088;;-2.463;21.143
