timepoints (min);30: frq9-.1;31: frq9-.2;32: frq9-.3;33: frq10-.1;34: frq10-.2;35: frq10-.3;36: wc-1+.1;37: wc-1+.2;38: wc-1+.3;39: wc-2+.1;40: wc-2+.2;;41: wc-1-.1;42: wc-1-.3
3180;129.523;112.628;55.396;15.517;37.4;269.652;-8.048;11.47;14.342;-68.782;-44.876;;4.502;42.243
3190;141.607;118.665;57.817;15.134;40.888;270.92;-11.468;14.352;12.739;-69.237;-44.143;;6.149;40.943
3200;153.953;125.098;60.237;14.941;41.457;273.605;-14.095;16.975;11.648;-69.692;-44.098;;5.106;43.837
3210;165.535;131.887;58.561;15.108;41.372;278.499;-16.665;19.806;9.546;-69.679;-44.84;;2.553;46.641
3220;172.254;138.258;58.564;16.021;41.273;275.99;-18.75;22.807;6.989;-69.403;-44.217;;1.156;47.564
3230;179.001;142.343;61.681;18.44;41.167;271.575;-20.789;26.113;5.232;-69.127;-44.025;;-3.652;48.23
3240;187.034;146.4;64.799;20.479;42.866;271.171;-22.497;29.703;4.706;-68.748;-43.983;;-13.359;50.686
3250;196.502;151.052;70.437;20.217;44.88;270.11;-24.622;31.966;5.091;-68.819;-42.743;;-20.149;51.651
3260;201.411;156.367;77.186;19.223;47.094;268.53;-27.018;34.068;4.772;-68.891;-41.403;;-27.812;52.088
3270;204.989;159.314;83.935;19.108;48.913;266.059;-29.731;35.383;2.665;-69.08;-40.654;;-35.956;50.603
3280;207.83;161.389;89.43;19.535;50.272;265.939;-32.261;36.378;0.407;-69.276;-41.455;;-41.349;46.389
3290;216.662;161.421;93.297;20.574;51.782;264.597;-33.618;37.286;-1.392;-69.472;-39.945;;-46.99;41.939
3300;225.927;162.772;98.367;20.429;53.971;261.172;-37.466;38.266;-3.116;-69.102;-38.29;;-53.168;38.33
3310;234.352;162.099;103.437;20.637;55.857;255.383;-41.179;39.481;-5.164;-68.939;-37.91;;-57.913;34.692
3320;232.825;159.822;108.651;20.266;58.292;247.817;-44.248;40.919;-7.375;-68.701;-35.749;;-59.221;32.223
3330;224.011;156.392;111.866;19.633;63.542;238.272;-48.375;40.83;-9.443;-68.483;-30.15;;-59.138;28.833
3340;214.397;153.441;114.254;17.345;70.032;226.508;-53.324;39.912;-10.793;-66.663;-25.23;;-62.221;25.946
3350;205.623;151.472;116.553;14.116;74.086;211.601;-56.294;38.073;-12.138;-62.291;-20.897;;-66.977;23.324
3360;199.189;146.046;118.532;11.28;78.312;197.681;-58.741;39.768;-12.924;-57.84;-19.223;;-71.895;23.302
3370;192.326;138.399;120.574;8.777;82.21;176.254;-61.938;42.175;-13.274;-56.106;-14.946;;-72.592;24.167
3380;179.349;131.352;122.615;6.135;85.583;155.068;-64.601;41.861;-13.178;-56.33;-12.113;;-77.32;24.731
3390;161.611;121.39;124.593;3.036;90.517;132.335;-66.626;41.623;-12.881;-56.312;-10.694;;-88.127;25.756
3400;146.139;112.33;128.949;0.487;95.941;113.652;-69.094;42.276;-11.906;-54.255;-10.183;;-98.408;26.492
3410;130.681;102.756;132.931;-1.87;99.734;97.061;-71.87;42.069;-10.771;-51.992;-10.189;;-104.917;26.017
3420;117.33;90.302;132.721;-3.319;103.492;83.457;-74.865;41.634;-9.695;-49.728;-9.835;;-112.356;25.51
3430;106.301;78.063;132.302;-4.028;106.663;72.468;-78.001;40.96;-8.714;-48.04;-9.342;;-118.076;23.138
3440;98.073;65.672;134.934;-4.503;108.342;60.426;-80.953;39.91;-8.261;-45.778;-8.807;;-123.728;19.912
3450;87.361;54.417;137.566;-4.594;109.901;44.709;-83.268;38.27;-7.926;-43.516;-8.564;;-126.372;16.014
3460;73.17;41.161;136.299;-4.32;110.273;26.098;-84.439;37.018;-7.935;-41.614;-7.607;;-128.676;12.806
3470;57.794;27.219;130.474;-4.695;110.324;12.939;-84.808;36.364;-7.885;-40.178;-7.287;;-131.626;11.019
3480;42.964;16.132;124.045;-5.992;110.472;-0.486;-84.963;35.281;-8.077;-38.742;-7.845;;-128.49;9.884
3490;27.654;3.917;118.703;-8.019;111.472;-17.283;-85.181;33.703;-7.447;-36.797;-8.374;;-120.4;7.193
3500;12.266;-9.098;111.698;-8.668;114.646;-34;-84.032;33.728;-6.574;-33.938;-10.164;;-115.874;4.735
3510;-3.268;-22.29;101.741;-9.275;115.097;-49.906;-81.55;34.619;-5.88;-31.079;-11.578;;-113.859;2.764
3520;-17.921;-33.877;91.783;-8.894;113.367;-67.312;-78.924;35.735;-5.406;-27.103;-12.342;;-111.113;3.545
3530;-32.404;-44.257;84.237;-8.629;109.921;-84.459;-75.386;36.854;-5.164;-22.423;-10.421;;-109.601;5.222
3540;-51.654;-53.316;77.375;-8.789;106.091;-96.742;-72.217;36.727;-5.003;-17.557;-8.75;;-105.796;5.353
3550;-71.248;-62.012;70.011;-8.906;100.534;-107.497;-68.935;35.995;-4.728;-13.258;-6.29;;-100.538;4.447
3560;-91.367;-71.517;62.564;-9.79;94.738;-117.051;-65.967;34.974;-4.09;-8.741;-1.188;;-97.092;2.237
3570;-105.597;-82.036;56.532;-10.673;87.88;-124.103;-62.76;33.852;-3.447;-3.608;2.301;;-97.371;1.303
3580;-114.503;-90.875;49.833;-11.767;79.339;-128.756;-58.713;32.583;-2.428;1.552;2.669;;-98.759;1.574
3590;-123.97;-96.735;43.134;-12.938;71.079;-133.066;-52.761;31.934;-1.486;5.272;1.898;;-96.553;4.214
3600;-132.31;-102.89;32.93;-14.513;62.625;-137.622;-48.379;33.102;-0.542;7.068;-0.426;;-93.105;8.556
3610;-138.85;-107.452;20.463;-16.046;54.026;-142.174;-44.657;32.232;0.172;8.85;1.68;;-88.806;11.312
3620;-145.41;-109.815;5.808;-17.899;46.884;-145.526;-40.528;30.829;0.566;13.644;3.789;;-88.367;10.724
3630;-145.999;-112.364;-8.847;-18.955;41.292;-147.463;-36.138;30.709;0.388;22.244;4.563;;-83.43;10.291
3640;-140.655;-115.294;-23.668;-18.741;34.381;-147.972;-30.179;31.281;0.487;30.844;5.054;;-72.183;9.846
3650;-137.368;-121.058;-39.999;-17.457;25.399;-148.737;-23.234;31.001;-0.223;38.164;6.67;;-60.748;9.494
3660;-134.167;-126.062;-56.33;-15.486;16.739;-150.052;-15.781;29.939;-1.254;44.792;8.279;;-51.555;9.549
3670;-138.226;-128.64;-68.625;-14.001;8.135;-151.041;-6.177;28.577;-2.299;51.419;10.263;;-45.997;9.319
3680;-146.175;-130.062;-81.382;-13.12;-0.764;-153.03;-0.068;27.735;-3.477;57.095;12.916;;-43.026;9.923
3690;-154.062;-130.445;-94.532;-12.32;-8.389;-155.396;6.565;27.331;-4.182;60.981;14.404;;-35.154;11.087
3700;-158.777;-129.414;-107.683;-12.039;-14.654;-154.323;12.754;27.108;-4.258;64.866;16.028;;-28.156;10.728
3710;-158.84;-126.993;-116.04;-11.577;-19.422;-152.297;17.433;26.586;-3.953;67.993;18.726;;-19.956;10.928
3720;-158.972;-124.033;-122.367;-10.59;-23.52;-149.539;22.044;26.039;-2.996;71.439;22.354;;-14.472;10.658
3730;-158.921;-122.673;-128.583;-9.19;-27.48;-145.379;28.186;25.021;-1.679;74.884;26.887;;-8.919;10.09
3740;-158.884;-118.375;-135.582;-7.588;-31.877;-140.379;33.895;25.039;-0.919;78.727;30.626;;-4.939;9.975
3750;-158.668;-113.57;-139.953;-6.239;-37.761;-133.451;37.196;26.319;-0.337;82.521;34.395;;-1.862;10.08
3760;-159.106;-110.192;-141.981;-4.959;-41.621;-126.621;40.524;26.433;-0.081;86.433;36.503;;3.839;10.633
3770;-160.835;-110.494;-144.008;-4.476;-43.092;-119.488;44.286;25.172;0.11;89.679;37.225;;4.258;11.026
3780;-163.887;-111.439;-146.146;-4.51;-43.961;-112.395;46.395;23.521;1.079;92.921;38.295;;4.232;12.132
3790;-164.993;-111.654;-148.245;-5.848;-44.934;-106.03;47.43;23.015;2.006;95.726;38.716;;1.541;12.281
3800;-167.237;-111.048;-150.406;-7.276;-45.555;-99.306;46.949;22.418;2.874;99.041;36.89;;-3.797;11.803
3810;-168.28;-108.163;-152.179;-8.524;-46.174;-92.841;45.6;21.535;3.708;101.593;34.823;;-8.349;12.552
3820;-165.821;-104.105;-154.077;-8.959;-46.382;-88.157;43.127;20.532;5.295;103.001;33.741;;-10.186;13.719
3830;-164.396;-97.19;-155.234;-9.223;-45.91;-84.072;38.927;20.01;6.458;104.306;32.476;;-9.88;15.28
3840;-160.268;-88.15;-156.392;-8.832;-46.192;-77.771;32.728;19.766;7.552;105.287;30.757;;-8.443;15.37
3850;-155.208;-79.75;-155.492;-7.571;-45.434;-71.277;27.436;17.861;7.757;105.306;29.517;;-9.553;13.561
3860;-150.703;-70.912;-152.352;-5.836;-44.615;-63.623;23.436;16.218;7.999;105.326;27.436;;-13.877;11.68
3870;-143.593;-63.87;-146.732;-3.977;-42.326;-58.488;20.739;14.265;8.433;103.908;25.738;;-17.665;11.727
3880;-133.778;-55.567;-140.698;-1.967;-39.989;-56.137;18.617;12.666;9.466;100.974;24.68;;-23.003;12.113
3890;-129.15;-45.783;-133.028;-0.952;-38.652;-55.735;15.372;10.408;10.367;98.04;23.323;;-25.851;12.361
3900;-124.695;-35.801;-126.21;-0.372;-37.884;-56.96;11.63;8.098;11.506;94.589;20.513;;-27.245;12.708
3910;-115.93;-25.033;-119.392;-0.412;-37.034;-56.734;6.783;6.287;12.476;90.708;17.597;;-31.41;13.903
3920;-102.968;-12.255;-111.23;0.16;-36.199;-56.868;0.775;5.428;13.323;86.826;15.534;;-35.921;11.294
3930;-87.812;-1.797;-96.445;1.585;-34.699;-56.4;-1.581;5.091;13.563;84.771;12.983;;-36.622;9.192
3940;-71.39;7.937;-76.764;3.324;-33.265;-54.008;-4.949;4.168;13.978;83.572;11.246;;-42.839;7.294
3950;-55.048;17.034;-56.903;5.702;-31.178;-51.749;-8.721;3.008;13.916;82.374;9.401;;-46.567;6.353
3960;-45.028;26.538;-38.094;8.777;-29.603;-48.646;-10.705;0.908;13.99;81.119;7.303;;-50.879;5.766
3970;-35.007;34.561;-22.257;11.617;-29.829;-43.581;-13.084;-1.564;13.094;78.75;4.772;;-53.154;4.75
3980;-24.681;41.732;-6.419;14.819;-31.137;-38.756;-17.37;-3.103;12.244;76.382;0.567;;-60.512;5.097
3990;-14.032;48.811;10.841;17.731;-32.528;-34.826;-21.687;-5.115;11.36;72.012;-2.819;;-67.079;5.901
4000;-3.588;56.571;27.232;20.266;-33.359;-31.657;-24.343;-8.462;10.603;66.022;-4.423;;-68.221;5.247
4010;8.174;64.451;42.23;22.11;-33.146;-30.447;-26.902;-11.713;10.083;61.272;-4.51;;-68.154;3.423
4020;20.935;74.217;57.229;24.052;-32.314;-29.734;-29.128;-13.876;9.457;56.099;-5.116;;-63.298;1.954
4030;34.251;84.836;72.345;26.881;-30.207;-28.873;-31.048;-14.33;8.717;50.811;-7.292;;-58.481;1.007
4040;47.45;94.622;85.8;31;-27.634;-27.012;-33.022;-14.328;8.061;45.803;-8.217;;-56.142;0.302
4050;63.011;101.008;99.317;35.274;-24.786;-24.297;-34.754;-13.859;7.192;40.712;-6.241;;-53.091;0.945
4060;75.512;106.67;111.251;39.898;-21.193;-21.908;-35.801;-12.819;6.364;35.281;-6.349;;-50.433;0.403
4070;84.84;112.92;124.412;44.094;-17.927;-19.866;-36.19;-12.179;5.659;30.061;-8.931;;-45.788;-0.217
4080;91.045;117.801;140.721;46.473;-15.061;-16.774;-35.265;-12.27;5.229;24.84;-9.761;;-42.327;-0.858
4090;95.997;119.403;157.03;49.946;-13.683;-13.89;-33.372;-13.084;4.872;19.927;-9.941;;-41.186;-2.101
4100;100.196;123.138;171.999;53.393;-13.865;-11.006;-31.826;-14.528;5.337;15.713;-9.655;;-37.49;-2.294
4110;107.006;126.389;185.372;56.759;-13.95;-9.577;-30.884;-16.439;5.716;11.499;-10.614;;-29.126;-0.963
4120;111.713;134.15;198.926;59.676;-16.09;-6.617;-29.839;-17.157;6.061;7.633;-11.132;;-20.212;-0.503
4130;111.834;143.745;212.519;61.371;-18.374;-3.439;-28.752;-17.8;5.188;2.523;-11.614;;-11.986;-0.352
4140;115.749;151.55;225.057;63.378;-19.978;-1.084;-27.121;-17.659;4.328;-2.588;-11.818;;-7.454;0
4150;119.206;160.178;238.403;65.888;-19.414;2.495;-25.03;-17.029;3.21;-7.516;-10.454;;-3.817;0.372
4160;120.607;167.07;251.749;68.807;-18.261;6.074;-22.434;-16.352;2.691;-11.982;-8.989;;5.826;-0.341
4170;120.114;170.152;264.222;70.519;-16.935;9.497;-21.019;-16.108;2.599;-16.448;-8.52;;17.956;2.499
4180;118.715;174.315;268.885;70.815;-15.996;12.847;-19.593;-16.432;2.892;-20.988;-7.426;;26.189;4.961
4190;113.397;174.622;268.728;70.921;-15.625;14.785;-17.655;-16.702;3.48;-25.083;-6.211;;33.647;6.836
4200;105.988;169.01;266.109;70.083;-15.408;15.648;-15.75;-16.486;3.807;-28.737;-5.008;;37.905;8.005
4210;103.607;158.348;262.317;66.607;-14.218;15.686;-15.621;-15.492;4.018;-31.259;-5.396;;44.41;8.16
4220;102.491;148.378;259.259;63.161;-12.505;15.723;-15.541;-14.11;4.557;-32.566;-7.048;;53.99;8.403
4230;99.734;139.306;256.201;60.032;-9.803;15.658;-13.593;-13.01;5.822;-36.178;-6.685;;64.634;8.354
4240;96.047;130.394;250.428;57.098;-6.846;16.03;-11.556;-12.291;6.894;-38.363;-5.91;;73.054;9.062
4250;91.102;121.663;244.268;53.8;-4.734;15.903;-9.637;-11.996;8.65;-39.872;-7.349;;76.167;10.719
4260;86.063;114.033;237.635;51.014;-3.004;17.481;-8.287;-11.098;10.537;-41.717;-8.894;;74.585;13.521
4270;82.389;108.146;229.694;49.359;-1.154;20.023;-6.981;-9.84;12.537;-43.494;-9.182;;71.08;15.983
4280;78.77;101.419;219.543;48.004;0.763;22.566;-5.676;-10.068;13.924;-44.648;-7.945;;67.72;16.47
4290;79.508;95.07;209.099;45.716;2.354;24.497;-4.033;-10.05;15.062;-44.823;-7.469;;69.161;17.796
4300;76.861;89.683;198.655;42.102;3.622;25.932;-0.112;-9.801;16.605;-44.999;-9.313;;70.268;18.372
4310;75.844;82.454;188.314;37.526;4.299;26.112;4.103;-9.688;18.761;-44.639;-9.426;;71.379;20.194
4320;77.805;74.745;176.481;33.519;4.738;25.999;7.088;-9.063;20.848;-44.985;-8.647;;71.175;20.971
4330;81.019;65.317;160.968;31.48;5.017;25.108;8.988;-8.43;22.716;-45.331;-8.385;;71.321;21.561
4340;81.354;55.423;145.641;28.315;5.372;23.617;9.983;-7.612;24.214;-46.105;-7.988;;72.617;21.461
4350;81.269;43.926;129.879;24.694;6.326;20.72;10.75;-6.665;25.017;-46.468;-8.303;;73.193;22.702
4360;81.469;33.388;112.45;20.792;7.299;17.64;10.814;-5.721;25.898;-46.83;-8.509;;72.641;23.986
4370;80.131;20.612;95.021;17.19;8.401;14.36;9.563;-5.956;26.247;-47.181;-9.223;;71.523;26.454
4380;80.899;5.948;75.833;14.869;9.09;11.516;9.069;-6.21;26.941;-46.734;-9.179;;69.695;27.788
4390;81.524;-9.943;56.759;13.308;9.857;8.739;6.503;-6.761;27.648;-46.287;-8.892;;68.284;27.668
4400;78.519;-27.434;37.541;11.112;9.654;6.123;5.156;-7.401;29.142;-45.717;-8.792;;66.925;27.229
4410;71.586;-43.948;18.323;8.25;9.185;3.647;5.317;-8.302;30.593;-44.684;-8.041;;64.372;26.487
4420;65.219;-57.794;-1.646;5.137;9.109;1.575;5.033;-9.556;29.532;-43.486;-6.177;;60.597;25.494
4430;64.572;-70.532;-20.683;2.455;8.284;-0.16;5.228;-10.957;29.36;-41.706;-4.126;;56.916;24.286
4440;63.546;-79.35;-40.051;0.731;7.366;-1.659;5.966;-12.45;28.683;-39.334;-1.604;;54.134;23.716
4450;63.273;-83.13;-56.09;0.13;5.812;-3.513;5.469;-13.185;28.927;-37.23;2.655;;53.463;25.017
4460;62.215;-81.757;-69.52;-0.669;3.88;-4.767;5.423;-13.846;29.863;-35.152;7.884;;50.185;27.081
4470;59.043;-82.837;-81.269;-1.553;2.702;-5.8;5.749;-15.131;30.717;-34.276;13.663;;44.366;28.44
4480;58.451;-85.517;-93.018;-3.157;1.366;-6.006;5.437;-16.084;31.061;-30.764;19.292;;38.608;28.894
4490;58.218;-88.33;-102.731;-5.433;0.16;-5.014;5.458;-16.977;31.272;-26.88;23.916;;33.67;27.277
4500;59.817;-91.361;-111.171;-7.763;-0.835;-4.746;5.604;-17.756;31.09;-21.665;29.094;;29.785;24.967
4510;56.535;-95.128;-119.694;-10.134;-2.113;-6.277;6.175;-18.93;30.408;-16.761;34.168;;28.509;22.295
4520;52.079;-103.655;-128.081;-12.27;-3.912;-8.328;7.257;-20.298;30.214;-11.858;38.829;;29.342;19.768
4530;45.615;-113.706;-135.859;-14.948;-6.255;-11.171;8.363;-21.274;30.721;-8.09;42.84;;31.364;18.545
4540;36.255;-123.21;-139.143;-17.346;-7.604;-14.439;9.688;-22.88;32.531;-5.674;44.286;;31.266;17.341
4550;30.426;-128.861;-142.428;-18.546;-8.926;-17.615;9.691;-25.074;33.992;-3.225;45.268;;29.426;17.186
4560;24.756;-132.039;-143.462;-19.088;-10.281;-19.863;9.095;-25.581;34.709;-1.586;45.879;;27.182;17.247
4570;16.199;-134.931;-145.702;-20.521;-8.076;-21.294;9.135;-25.499;34.738;0.234;46.299;;24.49;17.926
4580;7.277;-138.232;-147.302;-23.113;-7.31;-21.641;10.389;-26.222;34.568;1.952;45.537;;22.815;17.27
4590;1.007;-141.754;-150.531;-26.521;-5.688;-22.514;12.406;-26.474;34.72;4.406;43.937;;21.194;17.266
4600;-6.468;-144.807;-152.09;-29.91;-1.712;-21.828;14.588;-26.084;35.372;6.597;42.812;;19.007;14.898
4610;-16.731;-148.501;-148.866;-32.319;2.189;-20.201;16.28;-23.869;35.476;8.789;41.577;;17.014;12.113
4620;-26.691;-152.21;-146.098;-35.103;5.196;-18.179;18.153;-20.742;36.119;11.49;39.817;;15.891;8.91
4630;-36.617;-155.203;-142.6;-38.45;7.817;-16.081;18.697;-18.065;35.857;14.717;36.738;;15.557;6.698
4640;-48.982;-156.156;-142.567;-42.846;10.727;-13.917;20.749;-15.241;36.275;17.759;35.168;;14.585;5.774
4650;-58.188;-156.4;-143.705;-45.581;11.206;-11.691;21.486;-13.596;36.113;20.91;34.801;;13.048;4.753
4660;-64.836;-157.054;-144.912;-48.179;10.073;-9.079;21.05;-11.661;36.041;24.754;35.121;;11.712;4.732
4670;-71.385;-159.268;-145.501;-50.931;9.546;-6.061;21.629;-8.781;37.499;28.632;34.803;;10.978;5.636
4680;-82.894;-161.727;-145.432;-53.348;9.04;-4.495;21.546;-5.885;38.131;31.909;32.916;;10.979;6.794
4690;-90.6;-164.582;-145.363;-56.811;8.698;-3.581;20.317;-3.316;37.523;34.396;31.966;;11.993;7.818
4700;-98.389;-168.688;-144.681;-59.921;8.734;-2.223;19.546;-1.265;35.777;36.181;28.634;;12.686;7.281
4710;-105.428;-173.786;-143.59;-62.08;8.721;-0.639;20.315;2.108;33.338;38.048;25.159;;12.48;5.454
4720;-110.725;-175.942;-143.779;-64.53;8.281;0.636;21.069;6.406;31.099;40.913;23.949;;9.234;4.23
4730;-117.527;-176.086;-144.037;-66.437;8.254;1.673;20.908;10.163;29.491;44.086;23.568;;8.665;2.935
4740;-124.326;-174.828;-146.581;-67.937;8.054;1.731;21.237;13.229;28.063;47.23;22.364;;8.148;1.64
4750;-132.044;-174.127;-149.228;-68.103;7.621;1.833;21.677;15.753;26.578;49.321;19.921;;6.07;0.498
4760;-136.503;-172.67;-151.84;-68.022;6.862;2.554;20.276;18.31;24.145;49.487;17.143;;2.527;-0.677
4770;-141.356;-168.749;-151.892;-68.281;5.615;3.214;18.466;21.032;21.121;49.652;14.308;;-2.08;-2.901
4780;-144.662;-165.35;-148.884;-68.215;4.353;4.037;16.978;24.237;19.269;48.524;10.77;;-6.188;-6.211
4790;-148.273;-159.552;-146.95;-67.949;2.949;4.486;16.033;27.917;16.219;47.153;8.473;;-11.088;-9.415
4800;-152.786;-156.222;-145.341;-68.155;1.579;4.223;15.272;31.939;13.837;45.782;6.663;;-14.697;-13.175
4810;-157.579;-151.43;-142.575;-67.494;0.327;3.302;13.819;33.513;10.79;44.309;5.149;;-16.041;-15.975
4820;-162.93;-147.277;-140.185;-64.841;-4.535;2.101;11.552;34.487;8.127;42.548;3.466;;-18.17;-17.265
4830;-165.988;-141.749;-137.65;-60.548;-7.523;1.439;9.386;36.527;6.116;40.676;1.56;;-21.233;-16.35
4840;-168.432;-134.881;-134.939;-55.674;-11.15;1.428;7.406;38.441;5.225;38.101;-1.251;;-24.712;-15.803
4850;-165.843;-125.881;-129.363;-51.651;-16.299;2.156;2.79;40.498;4.546;35.561;-4.021;;-27.721;-15.887
4860;-159.234;-116.782;-122.815;-48.164;-20.837;2.713;0.306;40.594;4.099;33.257;-5.546;;-31.29;-18.88
4870;-151.212;-107.924;-116.268;-43.825;-24.163;2.741;-2.865;39.583;3.61;30.192;-7.17;;-34.716;-22.654
4880;-142.065;-100.043;-110.567;-38.723;-26.553;2.408;-5.99;38.822;4.065;26.698;-8.262;;-37.822;-25.995
4890;-130.53;-92.232;-100.563;-32.781;-28.794;0.961;-8.934;38.268;3.778;22.89;-9.895;;-40.461;-28.875
4900;-116.106;-84.337;-90.199;-28.423;-27.724;-0.581;-13.094;38.818;2.414;18.636;-12.204;;-41.943;-30.451
4910;-102.083;-76.532;-79.512;-23.912;-25.166;-1.859;-16.239;38.447;0.967;12.979;-15.549;;-43.833;-32.123
4920;-87.847;-67.626;-68.254;-19.777;-23.201;-4.033;-17.315;36.379;-0.652;7.524;-15.552;;-46.523;-34.488
4930;-74.579;-56.359;-56.392;-16.919;-21.285;-5.182;-18.223;33.741;-2.337;1.979;-15.778;;-48.41;-37.637
4940;-62.698;-43.723;-44.592;-12.863;-19.698;-5.206;-18.246;31.359;-2.877;-2.806;-17.654;;-50.735;-39.606
4950;-47.937;-28.767;-35.785;-8.935;-18.142;-5.349;-17.395;29.233;-2.557;-6.43;-17.423;;-51.488;-39.662
4960;-32.017;-13.982;-28.545;-3.819;-18.779;-5.651;-17.727;26.44;-2.177;-10.055;-17.451;;-53.732;-38.771
4970;-18.465;2.483;-20.217;1.753;-17.676;-5.774;-18.157;23.549;-2.092;-13.308;-19.247;;-57.222;-39.149
4980;-4.989;19.192;-9.745;6.67;-15.596;-5.458;-17.764;20.988;-2.983;-16.723;-20.669;;-61.607;-39
4990;9.527;35.608;4.521;11.932;-13.488;-4.683;-17.068;18.815;-3.865;-20.138;-20.484;;-65.934;-37.846
5000;25.803;52.07;17.466;17.298;-11.88;-3.901;-17.934;16.934;-4.461;-23.17;-20.607;;-67.312;-36.764
5010;42.745;68.559;30.225;22.365;-11.668;-2.964;-17.789;14.731;-3.149;-24.808;-20.65;;-67.885;-36.297
5020;56.732;86.737;40.044;26.857;-12.603;-1.989;-16.966;12.524;-2.138;-26.468;-20.53;;-69.305;-34.634
5030;68.061;99.343;49.284;32.105;-12.228;-0.874;-16.477;10.222;-2.181;-25.914;-20.228;;-71.099;-31.254
5040;76.179;108.513;60.455;37.268;-10.537;0.571;-16.055;7.142;-3.232;-26.028;-19.221;;-72.572;-28.068
5050;84.415;115.622;71.178;42.523;-8.832;2.157;-15.761;3.908;-4.724;-26.017;-17.292;;-71.652;-27.414
5060;90.389;121.943;79.319;47.255;-6.131;3.441;-15.121;1.259;-5.4;-25.552;-14.717;;-70.274;-29.766
5070;95.31;126.665;86.603;50.926;-4.179;4.528;-14.148;-0.502;-5.651;-25.488;-12.57;;-68.684;-32.83
5080;99.684;131.026;93.887;54.066;-3.825;4.127;-13.957;-2.338;-7.172;-25.756;-10.694;;-66.934;-36.103
5090;103.283;132.768;104.988;56.385;-4.07;2.89;-13.894;-4.251;-9.993;-27.886;-8.328;;-64.309;-36.852
5100;103.248;133.574;117.93;58.575;-4.599;1.029;-11.334;-6.582;-13.986;-31.87;-6.553;;-60.695;-35.881
5110;97.979;134.399;129.072;60.246;-5.735;-0.832;-10.462;-8.732;-16.541;-34.778;-6.523;;-57.484;-32.487
5120;93.228;135.68;139.828;61.091;-6.934;-2.323;-8.828;-10.914;-19.239;-37.451;-6.463;;-54.777;-28.273
5130;86.701;140.128;148.902;63.017;-8.47;-3.823;-8.799;-13.338;-22.441;-38.953;-6.094;;-53.781;-24.641
5140;78.092;143.721;150.851;64.779;-11.328;-4.288;-9.583;-16.077;-26.072;-40.017;-4.726;;-53.956;-21.73
5150;67.992;146.444;153.359;64.628;-15.032;-4.852;-8.812;-18.735;-28.894;-41.28;-2.794;;-55.572;-20.046
5160;57.801;148.417;154.319;63.004;-19.059;-5.614;-8.076;-20.102;-31.005;-41.988;-1.742;;-57.588;-20.512
5170;51.328;149.775;154.825;61.804;-22.575;-6.719;-8.604;-20.837;-31.273;-42.719;-4.057;;-58.218;-21.412
5180;44.806;149.461;155.028;61.01;-26.057;-7.272;-9.034;-21.346;-30.472;-42.85;-4.463;;-58.781;-21.677
5190;39.379;148.499;152.352;61.083;-28.743;-7.206;-9.928;-22.083;-29.061;-43.524;-4.27;;-58.327;-23.208
5200;30.983;147.597;150.472;61.959;-31.146;-7.419;-10.869;-22.919;-28.302;-44.163;-5.67;;-58.495;-24.691
5210;25.528;146.771;145.692;61.301;-30.909;-7.763;-10.964;-24.022;-28.484;-44.415;-7.396;;-56.554;-25.473
5220;22.328;144.273;143.581;60.677;-32.64;-8.554;-9.986;-25.806;-28.567;-44.761;-8.732;;-50.742;-24.138
5230;18.608;139.074;139.022;58.348;-35.199;-9.481;-8.999;-27.388;-28.444;-45.927;-10.76;;-46.272;-23.403
5240;13.239;132.491;134.404;55.324;-37.75;-10.87;-8.375;-28.703;-28.248;-46.513;-13.619;;-40.239;-22.299
5250;4.526;125.646;127.952;52.132;-40.018;-12.321;-6.2;-29.597;-29.063;-46.651;-14.706;;-33.807;-20.596
5260;-7.019;118.92;121.499;48.606;-40.277;-13.666;-4.383;-30.194;-30.942;-46.69;-15.208;;-28.025;-18.451
5270;-16.964;110.939;113.31;45.12;-38.674;-14.87;-2.968;-30.49;-31.946;-45.608;-15.32;;-20.885;-17.72
5280;-23.596;108.087;103.778;40.279;-38.203;-16.446;-1.428;-30.709;-32.899;-45.443;-15.276;;-14.721;-18.463
5290;-27.648;104.713;92.119;36.019;-38.884;-17.948;1.223;-30.443;-32.483;-44.85;-15.412;;-8.312;-16.974
5300;-30.481;102.055;80.481;31.948;-39.623;-20.192;4.644;-30.327;-31.673;-44.326;-15.726;;-5.339;-13.097
5310;-30.763;95.001;68.663;28.345;-41.212;-22.603;7.793;-30.106;-30.948;-43.858;-16.639;;-2.768;-6.445
5320;-30.105;86.891;58.356;24.928;-41.517;-24.894;10.835;-30.946;-30.716;-41.879;-16.662;;3.189;-2.083
5330;-28.018;78.581;48.47;22.559;-40.477;-26.153;15.632;-31.472;-29.84;-39.72;-15.946;;8.559;1.148
5340;-25.356;72.43;38.637;21.156;-38.967;-26.76;19.637;-31.832;-28.995;-35.241;-14.819;;13.309;1.737
5350;-21.717;66.657;24.582;20.054;-37.532;-27.208;23.017;-31.952;-27.029;-29.046;-12.906;;17.192;2.335
5360;-18.999;60.302;9.633;18.917;-35.632;-27.668;26.309;-31.705;-26.32;-25.299;-9.985;;22.211;0.244
5370;-13.203;53.074;-7.139;17.946;-33.486;-28.168;29.353;-31.426;-24.895;-21.581;-7.728;;28.69;-1.73
5380;-4.19;43.287;-21.52;15.553;-29.781;-28.701;33.218;-30.506;-23.31;-18.486;-5.781;;37.924;-3.247
